,PSPTOB0017
SRX1828913,0.012260686000000002
SRX1828914,-0.21105433170000001
SRX1828915,0.07323625190000001
SRX1828916,-0.09522698360000001
SRX1828917,-0.0854969378
SRX1828918,-0.3186957029
SRX3983989,1.290903441
SRX3983990,0.3247415206
SRX3983993,0.4725029868
SRX3983994,0.9400107172000001
SRX3983995,0.7075898444000001
SRX3983996,0.795577273
SRX3983997,0.9645538349
SRX3983998,1.015607159
SRX3983999,0.7872477258
SRX3984000,1.1050083738
SRX3984001,1.1986862174
SRX3984002,1.0712287624
SRX3984003,0.9752942553
SRX3984004,0.8021381048
SRX3984005,1.3986944428
SRX3984006,0.4693075411
SRX3984007,0.7486702589
SRX3984008,0.7117695817
SRX3984009,0.5250959487
SRX3984010,1.2618159212
SRX3984011,0.8482238470000001
SRX3984012,0.7713286961
SRX3984013,0.8759737415000001
SRX3984014,0.7264359037
SRX3984015,0.4766654393
SRX3984016,0.6035256239
SRX3984017,1.3866928631
SRX3984019,0.3417527287
SRX3984020,1.0033111463
SRX3984021,1.484415378
SRX3984022,1.6294172091
SRX3984023,0.15029319230000002
SRX3984024,1.1672635079
SRX3984025,0.928300886
SRX3984026,1.411504978
SRX3984027,1.1236158924
SRX3984028,0.8353850128
SRX3984029,1.1258603788000001
SRX3984031,1.3980437059
SRX3984032,1.2594561148
SRX3984034,-0.1891855995
SRX3984035,-0.44332884440000003
SRX3984036,1.7486220572
SRX3984037,1.5776066755
SRX3984038,1.6043528083
SRX3984039,1.4387043
SRX3984040,0.9542709412
SRX3984041,1.4887635746
SRX3984042,0.7555235418
SRX3984043,0.3201402591
SRX3984045,0.21775495350000001
SRX3984046,0.4835524887
SRX3984047,0.6984610466000001
SRX3984048,0.8291786825
SRX3984049,1.2538195142
SRX3984050,0.5923460403
SRX3984051,1.0512543733
SRX3984052,0.7436530739
SRX3984056,1.1666664106
SRX3984057,1.3183264298
SRX3984058,1.3207350221
SRX3984059,0.5955174973
SRX3984061,0.6704012115
SRX3984062,0.45504857130000004
SRX3984063,0.4400375439
SRX3984064,0.6650260175
SRX3984065,0.7620557696
SRX3984066,0.7879754185000001
SRX3984067,0.582805655
SRX3984068,0.6794532541
SRX3984069,0.7891729376000001
SRX3984070,1.211624531
SRX3984071,0.8607896149
SRX3984073,0.9542443337000001
SRX3984074,0.8365146355
SRX3984077,-0.2214493026
SRX3984078,0.3360417198
SRX3984079,1.141086278
SRX3984080,-0.4446600815
SRX3984082,0.8562200010000001
SRX3984084,1.1959673961
SRX6997963,0.1056662874
SRX6997964,0.1204848154
SRX6997965,-0.0506152163
SRX6997967,0.07293216150000001
SRX6997968,-0.12823893120000002
SRX6997969,-0.047171544
SRX6997971,-0.1785984489
SRX6997972,-0.37647476500000004
SRX6997973,-0.2252368704
SRX3159100,0.139551948
SRX3159101,-0.1258906024
SRX3159102,0.3225825631
SRX3159103,-0.33624390860000003
SRX3159000,0.0894860151
SRX3159001,0.2594095576
SRX3159002,0.023505799900000002
SRX3159003,-0.2230351434
SRX3159004,0.10238334210000001
SRX3159005,-0.251804589
SRX3159006,-0.21844131260000002
SRX3159007,-0.3556568055
SRX3159008,0.2025480791
SRX3159009,0.16570851220000002
SRX3159010,-0.023579978600000003
SRX3159012,-0.0084559145
SRX3159013,-0.0733535383
SRX3159014,-0.42047237120000003
SRX3159015,0.26405786740000003
SRX3159016,-0.1020513039
SRX3159017,0.066958271
SRX3159018,-0.0450280325
SRX3159019,-0.2647985055
SRX3159020,0.1458253556
SRX3159021,-0.046672444300000004
SRX3159022,0.2333958033
SRX3159023,-0.1243404761
SRX3159024,0.24160512950000002
SRX3159025,0.0926041968
SRX3159026,-0.29750515180000003
SRX3159027,0.1105916786
SRX3159028,-0.0272737017
SRX3159029,-0.0984477295
SRX3159030,0.016872087100000002
SRX3159034,-0.09917813860000001
SRX3159036,-0.1162544565
SRX3159037,0.2438012354
SRX3159041,0.4183786357
SRX3159042,-0.0294341964
SRX3159043,0.0104785528
SRX3159045,0.3034123333
SRX3159047,-0.0792501936
SRX3159048,-0.19976249410000002
SRX3159049,-0.1286270725
SRX3159050,0.0213807263
SRX3159051,-0.18676937940000002
SRX3159052,-0.347022569
SRX3159053,-0.1612999758
SRX3159054,-0.3012225745
SRX3159055,-0.5941958174
SRX3159056,-0.3205172892
SRX3159057,0.16320992010000002
SRX3159058,-0.2948545611
SRX3159060,-0.07250163180000001
SRX3159061,-0.18699311870000002
SRX3159062,0.0225794873
SRX3159063,0.0667474337
SRX3159066,0.35509489780000003
SRX3159069,-0.1038157103
SRX3159070,-0.40688212970000004
SRX3159071,0.0264179391
SRX3159073,-0.0158765813
SRX3159074,0.1234203262
SRX3159075,0.1313585377
SRX3159076,0.3055893676
SRX3159080,0.4210638848
SRX3159082,0.3399704556
SRX3159083,0.2264101858
SRX3159086,-0.09283173
SRX3159087,0.0339326116
SRX3159088,0.2907589371
SRX3159089,0.2843335279
SRX3159090,-0.0284104497
SRX3159091,0.200786442
SRX3159092,0.050776770900000004
SRX3159093,0.2097163105
SRX3159094,-0.09432294050000001
SRX3159095,-0.1505630772
SRX3159096,0.2587844757
SRX3159097,0.5295091931
SRX3159098,0.5638996595
SRX3159099,-0.2628214955
SRX3158988,-0.023817039300000002
SRX3158989,0.0075046725
SRX3158990,-0.3113775868
SRX3158991,-0.1518785685
SRX3158992,0.0409412855
SRX3158996,-0.017124246200000002
SRX3644656,0.18893666050000002
SRX3644657,-0.22569179150000002
SRX3644658,0.036755131
SRX3644659,0.0107513642
SRX3644660,0.0496607125
SRX3644661,0.1607962712
SRX3644662,0.3196885674
SRX3644663,-0.40241762200000003
SRX3644664,0.21672967010000002
SRX3644665,0.3967652253
SRX3644666,0.39793962780000003
SRX3644667,0.4008290578
SRX3644668,0.3366222568
SRX3644669,0.0256887452
SRX3644670,0.4268227485
SRX3644671,0.27255949220000003
SRX3644672,0.06353384100000001
SRX3644673,-0.6973135103
