,Value,list
TF,csgD,
reg_genes,27,"['fliY' 'wraB' 'yhbS' 'yccJ' 'fliI' 'fliF' 'fliG' 'pepD' 'yccT' 'flgM'
 'fliJ' 'fliZ' 'fliK' 'yhbT' 'fliH' 'csgG' 'flgN' 'fliE' 'fliA' 'yaiB']"
comp_genes,9,['asnA' 'ymdA']
both_genes,7,['yaiC' 'csgE' 'csgB' 'csgD' 'csgC' 'csgA' 'csgF']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
