,A,YcjW
tcs__del_btsR_pyruvate__1,2.3205586796,-2.5498994345
tcs__del_btsR_pyruvate__2,2.3142802395,-2.2545705505
tcs__del_cpxR_etoh__1,4.1147077784,-1.9827931855
tcs__del_cpxR_etoh__2,4.200452532,-2.0633093265
tcs__del_cpxR_lb__1,5.0878660322,-1.5327273985
tcs__del_cpxR_lb__2,6.1188301033,-1.4233555175000001
tcs__del_cusR_CuSO4__1,7.6724487948,-1.3082378675
tcs__del_cusR_CuSO4__2,7.3998843976,-1.1758610605
tcs__del_cusR_lb__1,6.4934471907,-1.3159236935
tcs__del_cusR_lb__2,5.8263524188,-1.0944897315
tcs__del_kdpE_01-kcl__1,0.5161335931000001,0.1128054135
tcs__del_kdpE_01-kcl__2,0.3636093494,-0.2387215065
tcs__del_kdpE_115-kcl__1,0.0991431458,-0.8774447655000001
tcs__del_kdpE_115-kcl__2,-0.0557918426,-0.9461302075
tcs__del_phoB_m9__1,0.0745029374,-0.8638775785
tcs__del_phoB_m9__2,0.0085524261,-1.0589276675
tcs__del_phoB_m9p__1,2.7383455306,-2.3235808995
tcs__del_phoB_m9p__2,2.7028545291,-2.5885572085
tcs__del_rcsB_etoh__1,1.9310624173000002,-2.6917290905
tcs__del_rcsB_etoh__2,2.6904385914,-2.1598835315000002
tcs__del_rcsB_lb__1,7.0832534788,-0.6318823035000001
tcs__del_rcsB_lb__2,7.1195519823,-0.8064297655
tcs__del_zraR_lb__1,7.0661139985,-0.2445191575
tcs__del_zraR_lb__2,7.2235786599,-0.23070376750000002
tcs__del_zraR_zncl2__1,5.7939333134,-0.3270925055
tcs__del_zraR_zncl2__2,5.4651287349,-0.35318922550000004
tcs__wt_01-kcl__1,0.6948975609,-0.39515844850000004
tcs__wt_01-kcl__2,0.55970687,-0.5525232235
tcs__wt_01xlb__1,2.2591695151,-2.4775742755
tcs__wt_01xlb__2,2.3836092809,-2.5159479405000003
tcs__wt_115-kcl__1,-0.1991894616,-0.7392162175
tcs__wt_115-kcl__2,-0.0731585709,-0.4709008155
tcs__wt_CuSO4__1,8.1651415832,-1.7299966465
tcs__wt_CuSO4__2,7.7978408167,-1.5902179105
tcs__wt_etoh__1,2.3865821568,-1.6859053314999999
tcs__wt_etoh__2,2.4941346607,-1.3783196455
tcs__wt_lb__1,5.7609413915,-0.5128129555000001
tcs__wt_lb__2,5.8920567919,-0.1495922955
tcs__wt_LiAcet__1,0.5265313039,-1.3265897465
tcs__wt_LiAcet__2,0.2910506677,-1.0733650925
tcs__wt_LiCl__1,0.2807057336,-1.3069469135
tcs__wt_LiCl__2,0.4726605632,-1.2163270855000001
tcs__wt_m9p__1,2.089059811,-2.3445367745
tcs__wt_m9p__2,2.0782912658,-2.0301547725
tcs__wt_pyr__1,2.3879010911,-2.6599649925
tcs__wt_pyr__2,2.3940971503,-2.4108505515
tcs__wt_zncl2__1,5.142278666,-0.6713419995000001
tcs__wt_zncl2__2,5.3333348668,-0.8301663355000001
ros_tale__1_112_0pq__1,0.7596960382,-0.6653581035
ros_tale__1_112_0pq__2,0.6430681436,-1.0062697155
ros_tale__1_112_250pq__1,1.4336358258000002,-2.4595607115
ros_tale__1_112_250pq__2,-0.0763565238,-2.2592225025
ros_tale__1_112_750pq__1,0.7382727444,-1.7528779445
ros_tale__1_112_750pq__2,1.238297873,-1.8535085005
ros_tale__1_112_750pq__3,0.8746655504,-1.5564092295
ros_tale__3_76_0pq__1,-0.5671252042,0.0201116655
ros_tale__3_76_0pq__2,-0.1838688386,0.0319146715
ros_tale__3_76_0pq__3,0.0297490059,0.0907812955
ros_tale__3_76_0pq__4,-0.7867416260000001,0.09134913850000001
ros_tale__3_76_250pq__1,2.2180366332,-2.4227521715
ros_tale__3_76_250pq__2,2.0048634646,-1.9456594085
ros_tale__3_76_750pq__1,1.658873453,-1.6563311855
ros_tale__3_76_750pq__2,2.6412626232000003,-1.4975527985000001
ros_tale__7_103_0pq__1,0.538512686,-2.6362916565
ros_tale__7_103_0pq__2,0.60406565,-2.1000637975
ros_tale__7_103_0pq__3,0.7373596847,-3.1255484045
ros_tale__7_103_0pq__4,0.3169491693,-1.9289438665
ros_tale__7_103_250pq__1,1.0491679417,-2.1416400315
ros_tale__7_103_250pq__2,0.9893675709,-1.9441505105
ros_tale__7_103_750pq__1,0.6365076171,-1.9621883395
ros_tale__7_103_750pq__2,0.7266385484,-1.8735083445
ros_tale__9_77_0pq__1,1.5254308776999999,-2.5056893705
ros_tale__9_77_0pq__2,1.5100344895,-1.8638399795
ros_tale__9_77_250pq__1,1.0604677585,-1.7144311525
ros_tale__9_77_250pq__2,2.245760266,-1.5549016465
ros_tale__9_77_750pq__1,0.37968072080000004,-2.3418087025
ros_tale__9_77_750pq__2,0.8106363945,-1.8275345565
ros_tale__11_83_0pq__1,0.40967972080000004,-1.5795032395000002
ros_tale__11_83_0pq__2,0.6183293652,-1.1387983845
ros_tale__11_83_250pq__1,1.1006236241,-1.8334740045
ros_tale__11_83_250pq__2,1.0550148042,-2.1139937235
ros_tale__11_83_750pq__1,0.9302971239000001,-2.2204063425
ros_tale__11_83_750pq__2,1.4777119919000001,-2.3110581275
ros_tale__13_87_0pq__1,1.2376342113,-1.5130440765
ros_tale__13_87_0pq__2,1.2475056247,-1.3523747145
ros_tale__13_87_250pq__1,1.8888447633,-1.5124770305
ros_tale__13_87_250pq__2,1.5408154483,-1.4955696115000001
ros_tale__13_87_750pq__1,1.3195923573,-1.5268693785
ros_tale__13_87_750pq__2,2.0451466315,-1.6668080185
ros_tale__14_27_0pq__1,1.4965740803,-1.6516443165
ros_tale__14_27_0pq__2,1.5084654829000002,-1.3424100815
ros_tale__14_27_250pq__1,0.7615180127000001,-1.9057075395
ros_tale__14_27_250pq__2,0.3642504261,-1.3936929245
ros_tale__14_27_750pq__1,2.074751796,-2.6271768855
ros_tale__14_27_750pq__2,1.5348792391,-3.0305148545
ros_tale__16_28_250pq__1,0.1025450958,0.3092096055
ros_tale__16_28_250pq__2,0.36212232650000004,0.24823812350000002
ros_tale__16_32_0pq__1,0.40548097860000004,-2.3989808185
ros_tale__16_32_0pq__2,0.8873288508,-2.3887882555
ros_tale__16_32_0pq__3,-0.0356140844,0.3865683205
ros_tale__16_32_0pq__4,0.23142845750000002,0.2877450185
ros_tale__16_32_250pq__1,-0.26396827640000003,0.2968537865
ros_tale__16_32_250pq__2,-0.34395186170000003,0.3047500425
ros_tale__16_32_750pq__1,0.2614604716,-1.8622380025
ros_tale__16_32_750pq__2,-0.24616557320000002,-2.6078349745000002
ros_tale__17_104_0pq__1,1.9820805355000002,-2.8267805765
ros_tale__17_104_0pq__2,2.1626012669,-2.5824636795
ros_tale__17_104_250pq__1,0.9480919972,-1.5748267115
ros_tale__17_104_250pq__2,1.7389194741,-1.8084796005000001
ros_tale__17_104_250pq__3,0.7610778840000001,-1.8327628544999999
ros_tale__17_104_250pq__4,0.9511733884,-2.6710049905
ros_tale__17_104_750pq__1,1.4054635376,-1.2899933045
ros_tale__17_104_750pq__2,1.5615529233,-1.5582475485
ros_tale__18_24_250pq__1,0.0403370688,-0.5101338015
ros_tale__18_24_250pq__2,0.1152958416,-0.1200852195
ros_tale__18_36_0pq__1,0.9752191237000001,-3.1554375145
ros_tale__18_36_0pq__2,0.8748429394,-2.9014371625
ros_tale__18_36_0pq__3,0.7308328977,-0.0828586375
ros_tale__18_36_0pq__4,-0.35691409150000003,-0.1965618385
ros_tale__18_36_250pq__1,-0.48232728490000004,0.0777611745
ros_tale__18_36_250pq__2,0.14631986090000001,-0.1069280185
ros_tale__18_36_750pq__1,0.7888020948000001,-2.6078153795
ros_tale__18_36_750pq__2,1.2381279955,-2.2224564225
ros_tale__19_91_0pq__1,1.7127052696,-2.4662366335
ros_tale__19_91_0pq__2,1.4374162899,-2.4337572715
ros_tale__19_91_250pq__1,1.5984275566,-1.5361201705
ros_tale__19_91_250pq__2,1.5745190971,-2.0567485915
ros_tale__19_91_750pq__1,0.9798487474,-2.1052755615
ros_tale__19_91_750pq__2,2.0340799617,-1.8564216925
ros_tale__19_91_750pq__3,0.5792743837000001,-2.1228585085
ros_tale__19_91_750pq__4,1.4481335705,-1.6384745375
ros_tale__21_97_0pq__1,0.4053924199,-2.2492974585
ros_tale__21_97_0pq__2,0.9088893112,-1.6760479935
ros_tale__21_97_250pq__1,0.4445434567,-1.1345793185
ros_tale__21_97_250pq__2,0.9241608753,-1.1596078335
ros_tale__21_97_750pq__1,0.08989669060000001,-1.3710016945
ros_tale__21_97_750pq__2,0.1832110297,-1.0906378695
ros_tale__25_111_0pq__1,0.8826042888000001,-1.2075704655
ros_tale__25_111_0pq__2,0.32690454210000003,-1.5584206565
ros_tale__25_111_250pq__1,0.9328718408000001,-1.0887311935
ros_tale__25_111_250pq__2,0.7730609126,-1.3681207595
ros_tale__25_111_750pq__1,0.742526935,-1.1810447845
ros_tale__25_111_750pq__2,1.7056057454,-0.6675505215
ros_tale__29_119_0pq__1,0.4677958555,-1.4622561655
ros_tale__29_119_0pq__2,0.942911614,-2.1186567725
ros_tale__29_119_250pq__1,0.7409384386000001,-2.1627071245
ros_tale__29_119_250pq__2,0.8430660642000001,-2.0708891715
ros_tale__29_119_750pq__1,0.9668309809000001,-2.1965070165
ros_tale__29_119_750pq__2,0.6898452471000001,-2.3893953425
ros_tale__ALE4_0pq__1,0.1701829725,0.10767067250000001
ros_tale__ALE4_0pq__2,0.3557980774,0.3231744415
ros_tale__ALE4_250pq__1,1.4310897178,-0.6030692915
ros_tale__ALE4_250pq__2,0.8160768701000001,-0.4679836255
pcoli__atASMT_325G__1,0.061964932300000004,0.19736981950000002
pcoli__atASMT_325G__2,0.2504756732,0.1322748805
pcoli__bpTDC__1,0.7758839972,-0.6198151955
pcoli__bpTDC__2,0.9016630553,-0.8736358395
pcoli__BRCA__1,0.6760032509,0.1069195745
pcoli__BRCA__2,0.6001327940000001,0.0273107395
pcoli__BRCActrl__1,0.358374564,-1.1785314155
pcoli__BRCActrl__2,0.7204321304,-1.6082199375
pcoli__BRCAswap__1,0.7062118171,-0.07567169850000001
pcoli__BRCAswap__2,0.9165315243000001,-0.1734497355
pcoli__btAANAT__1,0.7218875954,0.046605046500000004
pcoli__btAANAT__2,0.7521177209000001,-0.6158541125
pcoli__btASMT__1,0.8676820219,-0.0436142055
pcoli__btASMT__2,0.820690217,-0.1782818925
pcoli__CC1__1,0.7604320813000001,-0.4450488105
pcoli__CC1__2,0.6281786418,-0.2248726845
pcoli__ccCOMT__1,0.7103939393,0.0276149135
pcoli__ccCOMT__2,0.3837178657,0.1497108955
pcoli__ckDDC__1,1.0683767069,-1.3907943745
pcoli__ckDDC__2,0.6817610011,-1.6109051285
pcoli__CNTF_belt__1,0.7300130213,-0.2965038425
pcoli__CNTF_belt__2,0.6199816155,-0.0240075425
pcoli__cobPNMT__1,0.8990843206,0.0045035695
pcoli__cobPNMT__2,1.0210885502,-0.17343073150000002
pcoli__cvPhhB__1,0.3470969414,0.1100702935
pcoli__cvPhhB__2,0.636930905,-0.4291837565
pcoli__ggAANAT__1,0.4089883621,0.1835816535
pcoli__ggAANAT__2,0.36251919860000004,0.2543645015
pcoli__ggTPH__1,0.7058793065000001,0.0123080215
pcoli__ggTPH__2,0.5793091377,0.0696896805
pcoli__hsAANAT__1,1.5310367219,-1.8530335815
pcoli__hsAANAT__2,0.8016830801,-1.1285126765
pcoli__hsASMT__1,0.5633621964000001,-0.4019057655
pcoli__hsASMT__2,0.3710652713,-0.3497630015
pcoli__hsPNMT_mb__1,-0.046110324700000004,0.1911849015
pcoli__hsPNMT_mb__2,0.5119112374,0.0778766305
pcoli__hsTPH__1,0.5451597125000001,0.1690569895
pcoli__hsTPH__2,0.5283990009,-0.3375323025
pcoli__hsTPH_E2K__1,0.8091593603,-0.8157737575
pcoli__hsTPH_E2K__2,0.8667851187000001,-1.3904717455
pcoli__hsTPH_E2K_N91I_P99C__1,0.6549664466,0.18358345850000002
pcoli__hsTPH_E2K_N91I_P99C__2,0.7042162821,0.2332759805
pcoli__hsTPH_N158trunc__1,0.7042071113,-1.1735752015
pcoli__hsTPH_N158trunc__2,1.2528655915,-1.1861733305
pcoli__hsTPH_N174trunc__1,0.687511496,-0.2007702765
pcoli__hsTPH_N174trunc__2,0.9964948343000001,-1.1263430115
pcoli__hsTPH_Ntermtrunc__1,1.450325652,-1.4662633045
pcoli__hsTPH_Ntermtrunc__2,0.8339028497000001,-0.5881901335
pcoli__hsTPH1__1,0.9552794478000001,-0.10082479750000001
pcoli__hsTPH1__2,1.0283023743,-0.0004601885
pcoli__MBP__1,1.5436573385,-0.46318418850000004
pcoli__MBP__2,1.8390858902,-0.7636090765
pcoli__msCOMT__1,0.6192161444000001,0.1265057175
pcoli__msCOMT__2,0.7530922016,0.1522080395
pcoli__ocAANAT__1,0.44140539970000003,0.1852028885
pcoli__ocAANAT__2,0.2673459554,0.0207747435
pcoli__osTDC_K374H__1,0.9413785144000001,-0.5536618465
pcoli__osTDC_K374H__2,0.9032619998,-0.7688192385
pcoli__osTDC_K374L__1,0.094692884,0.2376579245
pcoli__osTDC_K374L__2,0.1383859539,-0.1485855005
pcoli__osTDC_K374Q__1,0.8058851784000001,0.0746707395
pcoli__osTDC_K374Q__2,0.7453005209,0.0382640255
pcoli__osTDC_L360V__1,0.6541174173000001,-0.0915965515
pcoli__osTDC_L360V__2,0.5651493575000001,-0.6504473275
pcoli__pmTPH__1,0.16142007190000002,0.3452040745
pcoli__pmTPH__2,-0.09263402230000001,-0.07820542450000001
pcoli__RFC__1,0.9393143286000001,0.0265635725
pcoli__RFC__2,0.7528914307,0.0891493025
pcoli__RFCctrl__1,0.9389478054,-1.1184462295
pcoli__RFCctrl__2,1.2616595014,-0.9958492125
pcoli__RFCnopause__1,1.3294573546000001,-1.5908442105
pcoli__RFCnopause__2,0.9389053672000001,-2.1060288525
pcoli__RFCpluspause__1,1.1998959476,-1.9873353425
pcoli__RFCpluspause__2,1.5547780826,-2.1420453655
pcoli__rnCOMT_sol__1,1.1898030979,-1.2650430565
pcoli__rnCOMT_sol__2,1.1745713343,-1.1505926255
pcoli__rnPNMT__1,0.4272497718,-0.1527677755
pcoli__rnPNMT__2,0.43465531420000003,-0.1703139745
pcoli__rnTDC__1,0.7636918776,0.0604415695
pcoli__rnTDC__2,0.5393790259,0.1507474885
pcoli__rnTDC_trunc__1,0.1689593164,0.2941835645
pcoli__rnTDC_trunc__2,0.045770625,-0.12444244850000001
pcoli__saCOMT_T2A__1,-0.0303316473,0.2793093635
pcoli__saCOMT_T2A__2,-0.0968695729,0.3961942415
pcoli__sfCOMT__1,0.9282929767,0.2610836675
pcoli__sfCOMT__2,0.8879627363,0.2268010415
pcoli__sgAANAT_D63G__1,0.35881994580000004,-0.014371851500000001
pcoli__sgAANAT_D63G__2,0.2988203626,0.0695011115
pcoli__ssDDC__1,0.38974718700000005,0.22955959550000002
pcoli__ssDDC__2,0.28743921110000004,-0.5117571375000001
pcoli__TP53B__1,0.0449149778,0.0623141085
pcoli__TP53B__2,0.1285080288,0.1219408225
pcoli__WT__1,1.289703352,-1.0937328435
pcoli__WT__2,1.1275463464,-0.9693283205000001
cck__glu_ale4__1,-0.3004542414,0.0751121285
cck__glu_ale4__2,0.4712102548,0.025352686500000002
cck__cck_ale1__1,0.2517909852,0.0184917205
cck__cck_ale1__2,0.229592925,-0.0388889905
cck__cck_ale2__1,0.6413225677000001,-0.2043025635
cck__cck_ale2__2,0.48481684960000004,0.0565247705
cck_pgi__gmos_delpgi__1,0.9238639284,-0.5102720385
cck_pgi__gmos_delpgi__2,0.8891842213000001,-0.2762161805
cck_pgi__pgi_ale1__1,0.6706345029,0.3450355995
cck_pgi__pgi_ale1__2,-0.6764452605,0.17994397850000002
cck_pgi__pgi_ale2__2,0.0999545844,0.1843221405
cck_pgi__pgi_ale3__1,-0.28140891630000003,0.3425764765
cck_pgi__pgi_ale3__2,0.1141842405,-0.0455517955
cck_pgi__pgi_ale4__1,0.5610630806,0.4673076425
cck_pgi__pgi_ale4__2,0.0242020735,-0.0767473505
cck_pgi__pgi_ale4__3,0.2134424078,0.0317501365
cck_pgi__pgi_ale5__1,-0.045020479,0.4502067065
cck_pgi__pgi_ale5__2,-0.40601149810000003,0.28698773250000004
cck_pgi__pgi_ale6__1,0.1757375838,0.4122105245
cck_pgi__pgi_ale6__2,-0.36014458120000004,0.2792456765
cck_pgi__pgi_ale7__1,-0.0209811661,0.5892860655000001
cck_pgi__pgi_ale7__2,0.055873732200000005,0.45811037450000003
cck_pgi__pgi_ale8__1,-0.0963019526,0.17334962850000002
cck_pgi__pgi_ale8__2,-0.25750468200000004,-0.1271277935
cck_sdh__gmos_delsdhCB__1,0.7092893305,-1.0506413315
cck_sdh__gmos_delsdhCB__2,1.41514816,-0.8001217395
cck_sdh__sdh_ale1__1,1.2626277133000001,-0.2056129065
cck_sdh__sdh_ale1__2,0.7278433904,-0.0657241865
cck_sdh__sdh_ale2__1,-0.0013185269,0.1015870255
cck_sdh__sdh_ale3__2,0.138320553,0.0611580435
cck_sdh__sdh_ale3__1,0.2207433013,-0.0954771865
cck_sdh__sdh_ale3__3,0.8138905846000001,-0.0821610105
cck_pts__gmos_delptsHIcrr__2,2.8595215277,-2.4840600665
cck_pts__gmos_delptsHIcrr__1,1.9917966147000001,-2.0708141485000002
cck_pts__pts_ale1__2,0.8693655005,-0.17975525150000002
cck_pts__pts_ale1__1,0.48786244160000003,-0.0614131465
cck_pts__pts_ale2__2,0.2153800039,0.14879765150000002
cck_pts__pts_ale2__1,-0.1141993541,0.1149601405
cck_pts__pts_ale3__2,0.3061093934,-0.0507800085
cck_pts__pts_ale3__1,0.23431861110000002,-0.0623058115
cck_pts__pts_ale4__2,-0.2756793589,0.3644324055
cck_pts__pts_ale4__1,1.0108765965,0.2668204065
cck_gnd__gmos_delgnd__1,1.2418372186,-1.0633199655
cck_gnd__gmos_delgnd__2,1.263354085,-1.0737658295
cck_gnd__gnd_ale1__1,0.2317389215,0.0432963205
cck_gnd__gnd_ale1__2,-0.1056147996,0.1058617365
cck_gnd__gnd_ale2__1,-0.1383412883,-0.022200334500000002
cck_gnd__gnd_ale2__2,0.2056703664,0.013827569500000001
cck_gnd__gnd_ale3__1,0.3995448734,0.0921756195
cck_gnd__gnd_ale3__2,-0.0585345408,0.0502942495
cck_tpiA__gmos_deltpiA__1,1.1680942119,-1.1396130955000001
cck_tpiA__gmos_deltpiA__2,6.5237240142,-0.7222920315
cck_tpiA__tpiA_ale1__1,-0.2622696061,0.4362674865
cck_tpiA__tpiA_ale1__2,-0.4322350388,0.4927112605
cck_tpiA__tpiA_ale2__1,-0.4666136182,0.4131895095
cck_tpiA__tpiA_ale2__2,0.31330262000000003,0.19810098650000002
cck_tpiA__tpiA_ale3__1,0.40989894190000004,0.0651776795
cck_tpiA__tpiA_ale3__2,0.729480933,0.11527422050000001
cck_tpiA__tpiA_ale4__1,-0.0477332471,0.47727981950000004
cck_tpiA__tpiA_ale4__2,-0.2427840416,0.6050395805000001
acid_tale__acid_ale1_pH7__1,1.5085835986,-0.1953407905
acid_tale__acid_ale1_pH7__2,1.5744791290000002,-0.2775532155
acid_tale__acid_ale1_pH5__1,1.5269383428,-1.7579245015
acid_tale__acid_ale1_pH5__2,1.177207163,-1.5841106544999999
acid_tale__acid_ale2_pH7__1,1.2339371993000001,-0.2786190425
acid_tale__acid_ale2_pH7__2,1.1915312031,-0.4275790545
acid_tale__acid_ale2_pH5__1,0.5929817976,-0.41053344150000004
acid_tale__acid_ale2_pH5__2,0.9717627024000001,-2.0301023195
acid_tale__low_Mg_ale_pH7__1,1.928223176,-0.1590096305
acid_tale__low_Mg_ale_pH7__2,2.1495304572,-0.1335661655
acid_tale__low_Mg_ale_pH5__1,0.3186834498,-0.0364735205
acid_tale__low_Mg_ale_pH5__2,0.36001580980000003,-0.4310521845
acid_tale__MES_ale_pH7__1,0.2520891074,0.047730929500000005
acid_tale__MES_ale_pH7__2,1.0472711253,0.1358112015
acid_tale__MES_ale_pH5__1,0.2279855111,0.0563619865
acid_tale__MES_ale_pH5__2,-0.1342042693,-0.1316437725
acid_tale__gmos_pH7__1,0.86945427,0.2080360225
acid_tale__gmos_pH7__2,0.7293480638000001,0.1423466205
acid_tale__gmos_pH5__1,0.953028838,0.1593194205
acid_tale__gmos_pH5__2,0.6511504527,0.1087375685
adnB__wt_adn__1,1.2016015079,-0.0656172525
adnB__wt_adn__2,1.3064392125,0.23005538050000002
adnB__delydhB_adn__1,1.2316276828000001,0.4528230475
adnB__delydhB_adn__2,0.1970151226,0.0349172735
ytf2__wt_glc__1,0.4130661338,0.2428874105
ytf2__wt_glc__2,0.22272583610000002,0.1000763405
ytf2__ybcM_glc__1,0.4232653364,-1.1501351285
ytf2__ybcM_glc__2,0.31629540040000004,-0.7960194725
ytf2__ydhB_glc__1,0.2863698007,-0.0960730105
ytf2__ydhB_glc__2,0.31714201140000003,-0.22069985050000002
ytf2__yfeC_glc__1,1.0776786848,0.1669619795
ytf2__yfeC_glc__2,0.031684604400000003,-0.056786393500000004
ytf2__yciT_glc__1,-0.1843681697,0.1843937785
ytf2__yciT_glc__2,0.1276466226,0.2675902815
ytf2__ydiZ_glc__1,0.204628531,0.2708317655
ytf2__ydiZ_glc__2,-0.1036120678,0.32911625650000004
ytf2__ynfL_glc__1,0.0690874586,0.2255986825
ytf2__ynfL_glc__2,0.7910224206,0.23066870250000002
misc2__dellon_glc__1,0.8472410872,-1.5542396885
misc2__dellon_glc__2,0.9780490482,-2.3836115495
ytf3__wt_glc2__1,-0.2804668356,-0.1386885505
ytf3__wt_glc2__2,-0.0461228205,0.1858581185
ytf3__wt_pH7_lactate__1,-0.3350517664,0.1398605725
ytf3__wt_pH7_lactate__2,-0.1604888582,-0.0411399025
ytf3__wt_pH55_lactate__1,-0.0753964401,0.0186938595
ytf3__wt_pH55_lactate__2,-0.09358847990000001,-0.17681995250000002
ytf3__wt_pH55_HCl__1,-0.1750521895,0.11781050750000001
ytf3__wt_pH55_HCl__2,0.1578326243,0.1235608905
ytf3__dyieP_pH7__1,-0.21944351,-0.015879518500000002
ytf3__dyieP_pH7__2,-0.0811584407,0.1420572295
ytf3__dyieP_pH55__1,-0.20556048100000002,-0.1470558875
ytf3__dyieP_pH55__2,-0.2595335804,0.0158309905
