,USA300HOU_RS13015
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,7.0253727601
USA300_LAC_U01-Set001_CAMHB_Control_1,7.3828341624
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,7.1940787965
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,7.3321853526
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,7.5093668651000005
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,6.9440849904
USA300_LAC_U01-Set001_CAMHB_Control_2,6.9103879594
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,6.9890523193
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,7.4300008201
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,7.1980430832
USA300_TCH1516_U01-Set000_CAMHB_Control_1,7.370956721
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,6.9874012063
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,7.4915288793
USA300_LAC_U01-Set001_R10LB_PreCulture_1,7.3147498965
USA300_LAC_U01-Set001_R10LB_PreCulture_2,6.9436857507
USA300_LAC_U01-Set001_R10LB_Control_1,7.6959714362
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,7.515153924
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,7.5581915556
USA300_LAC_U01-Set001_R10LB_Control_2,7.5363599421
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,7.6050279098
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,7.7808174494
USA300_TCH1516_U01-Set000_R10LB_Control_1,7.6552406127
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,7.5120703127
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,7.6146444192
USA300_TCH1516_U01-Set000_R10LB_Control_2,7.5642115785
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,7.4641119514
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,7.7467778857
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,6.2736239924
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,6.2364196452
USA300_TCH1516_U01-Set000_CAMHB_Control_2,7.4211574831
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,7.3414358453
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,7.1540487808
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,7.4817957576000005
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,7.3204745327000005
USA300_LAC_U01-Set004_CAMHB_Control_1,7.3634834371
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,7.6529254004
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,7.4102227345
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,8.1117091674
USA300_LAC_U01-Set004_CAMHB_Control_2,7.5079957672
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,7.5916365529
