,A,ResD
R2,,0.49749236886531467
xmin,,-3.950016328015544
xmid,,
xmax,,3.7808878420712766
ystart,,-20.624523614417313
yend,,19.844754146796866
SRX8138083,-1.1728781330531048,-0.1130499413070769
SRX8138084,0.4279942147075441,-0.06378540069235594
SRX8138085,0.7448839183455703,0.1768353419994355
SRX8138086,1.0358144849198947,-0.032930920157077985
SRX8138087,1.5754161392787267,0.26459557022860825
SRX8138088,2.7687667084873944,0.4312006316033381
ERX4111143,0.8904866711671108,0.054725107917220406
ERX4111144,-0.8772856005784887,-0.4323503362764303
ERX4111145,8.483242060211794,0.6815127016166436
ERX4111146,-1.9234362982065416,-0.42242464789725803
ERX4111148,-0.3761680540405347,-0.06615464145614691
ERX4111149,4.381100558550978,0.32301327972112936
ERX4111150,5.087638032240211,0.38278059271922427
ERX4111151,-0.8904866711670415,-0.054725107917221294
ERX4111152,-3.1014923700595456,-0.1923631730221329
ERX4111153,4.8738459839192805,0.3794412946895509
ERX4111154,0.5264645033401144,-0.2240954583532888
ERX4111156,-1.8639494346153491,-0.06934215852553294
ERX4111157,2.9541583304748262,0.1490556491138717
ERX4111158,3.0664482624087683,0.23012521744402206
SRX5577041,-1.7276571357395276,-0.2404836435990463
SRX5577042,0.6306272295486519,0.11754131958838344
SRX5577043,0.9381431196110156,0.0526835942057291
SRX5577044,0.1588867865798579,0.07025872980493286
SRX5577045,3.7107984367336613,-0.39873344606026784
SRX5577046,4.816299818142861,-0.08146684171210072
SRX5577047,5.322736210130479,0.05077977435489345
SRX5577048,6.021104012655503,0.05755170421145195
SRX5577049,7.537005604820767,0.3324965169263141
SRX5577050,6.108895832495951,-0.19661182342701175
SRX5577051,4.331662724849972,0.26480118717879986
SRX5577052,3.5043723332627086,0.4053943089538574
SRX5577053,7.767372355194047,0.5963495788226689
SRX5577054,10.896886892406538,0.07245477382743726
SRX5577055,7.98273908317301,0.8865135972675828
SRX5577056,16.79373941809014,0.6765053324711651
SRX5577057,12.616101961063626,0.24020229315569264
SRX5577058,15.51383724937734,0.4570878655867743
SRX5577059,18.19612689505767,0.462315856632828
SRX5577060,19.330793620995106,0.6973761546196071
SRX5577061,3.739446886812157,0.7656234547788889
SRX5577062,13.584574661825762,0.2350129092175344
SRX5577063,13.84509825282365,0.2488137002433621
SRX5577064,10.709207176209176,0.5287785586797655
SRX5577065,23.7825602654659,1.0803868195707116
SRX5577066,13.360887121213251,0.8350793929891163
SRX5577067,10.493140706050015,1.1084472559827985
