,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,12.292738204866666,5.579271674623567,3.0,0.0,18.7186010123,1.0,8.680447559000001,2.0,9.4791660433,,,,,,,,,,
1,LB__LBtran,-22.327179105966668,9.161342073512431,3.0,3.0,-32.5299963969,4.0,-19.6459105564,5.0,-14.8056303646,,,,,,,,,,
2,LB__LBstat,-25.758824622900004,0.22638625298484605,3.0,6.0,-25.7460695139,7.0,-25.9913187755,8.0,-25.5390855793,,,,,,,,,,
3,LB__LBGexp,23.127611670666667,1.6256927931359246,3.0,9.0,24.4224960378,10.0,21.3031678242,11.0,23.65717115,,,,,,,,,,
4,LB__LBGtran,7.2925779976500005,3.917249129900859,2.0,12.0,4.5226645743,13.0,10.062491421,,,,,,,,,,,,
5,LB__LBGstat,16.975265027466666,10.1645375547124,3.0,14.0,26.5987902491,15.0,17.9823206328,16.0,6.3446842005,,,,,,,,,,
6,Life Cycle__S0,-7.758360755066666,4.068376075546884,3.0,17.0,-12.4177779982,18.0,-4.9099449831,19.0,-5.9473592839,,,,,,,,,,
7,Life Cycle__S1,-22.40557748506667,0.7290376618847695,3.0,20.0,-21.6779179221,21.0,-23.135985474800002,22.0,-22.4028290583,,,,,,,,,,
8,Life Cycle__S2,-28.870902883366668,1.374163551761123,3.0,23.0,-27.4105836792,24.0,-30.1385811674,25.0,-29.0635438035,,,,,,,,,,
9,Life Cycle__S3,-21.786919674449997,1.012005012664718,2.0,26.0,-22.5025152815,27.0,-21.0713240674,,,,,,,,,,,,
10,Life Cycle__S4,-17.398355442533333,1.1169793412839335,3.0,28.0,-16.5988160036,29.0,-16.9216576138,30.0,-18.6745927102,,,,,,,,,,
11,Life Cycle__S5,-15.168319045266665,0.3902101257069241,3.0,31.0,-15.3203758657,32.0,-14.7249719931,33.0,-15.459609277,,,,,,,,,,
12,Life Cycle__S6,-12.9401412186125,3.145836889302131,8.0,34.0,-12.8491772098,35.0,-17.6440776026,36.0,-12.902530994,37.0,-11.8252082231,38.0,-17.674105547899998,39.0,-10.5898338011,40.0,-10.6826325574,41.0,-9.353563813
13,Life Cycle__S7,-13.745163369033335,0.6008599841758792,3.0,42.0,-13.4701721324,43.0,-14.4343088631,44.0,-13.3310091116,,,,,,,,,,
14,Life Cycle__S8,-14.58305106465,2.0786678283350106,2.0,45.0,-13.1132109474,46.0,-16.0528911819,,,,,,,,,,,,
15,Life Cycle__G135,20.50501745475,8.21974759511835,2.0,47.0,26.3172567189,48.0,14.6927781906,,,,,,,,,,,,
16,Life Cycle__G150,25.5652351797,2.0284072475481443,3.0,49.0,23.237934034,50.0,26.9573326716,51.0,26.5004388335,,,,,,,,,,
17,Life Cycle__G180,25.3399786009,2.7711682467115173,3.0,52.0,25.7637938376,53.0,27.8748252372,54.0,22.3813167279,,,,,,,,,,
18,Stress Time Course__C30,7.066780130050001,1.7502287116710586,2.0,55.0,5.8291815394,56.0,8.3043787207,,,,,,,,,,,,
19,Stress Time Course__C90,-9.028676571350001,2.0332883021393275,2.0,57.0,-10.4664285179,58.0,-7.5909246248,,,,,,,,,,,,
20,Biofilm__BI,-7.949631868,0.6806075738552901,2.0,59.0,-8.4308940988,60.0,-7.4683696372,,,,,,,,,,,,
21,Biofilm__BC,-19.921346355675,1.0718831768234163,4.0,61.0,-21.3796395776,62.0,-18.8099381658,63.0,-19.8592338354,64.0,-19.6365738439,,,,,,,,
22,Biofilm__Sw,-1.26422030365,0.6144185485266641,2.0,65.0,-1.6986798258,66.0,-0.8297607815,,,,,,,,,,,,
23,Life Cycle__BT,-20.1887597212,0.7176920787669768,2.0,67.0,-19.6812747855,68.0,-20.6962446569,,,,,,,,,,,,
24,Life Cycle__B36,-4.591264826150001,1.2967181436322568,2.0,69.0,-3.6743466335,70.0,-5.5081830188000005,,,,,,,,,,,,
25,Life Cycle__B60,-3.64029737085,1.483821730982943,2.0,71.0,-2.5910769628,72.0,-4.6895177789,,,,,,,,,,,,
26,M9__M9exp,-3.33333360913457e-11,1.023103966546942,3.0,73.0,-0.3847214304,74.0,-0.7749726256,75.0,1.1596940559,,,,,,,,,,
27,M9__M9tran,-9.742274882966667,0.49814880515682547,3.0,76.0,-9.9733173091,77.0,-10.0829518506,78.0,-9.1705554892,,,,,,,,,,
28,M9__M9stat,-21.943527804266665,0.04992981585998242,3.0,79.0,-21.9899302784,80.0,-21.8906939111,81.0,-21.9499592233,,,,,,,,,,
29,Supplement__M+G,-4.2938512802,1.708959245218278,3.0,82.0,-6.1029169711,83.0,-2.7066745332,84.0,-4.0719623363,,,,,,,,,,
30,Supplement__Glu,-3.4021876142333336,0.9721970152430816,3.0,85.0,-4.3014601236,86.0,-2.3706160093,87.0,-3.5344867098,,,,,,,,,,
31,Supplement__Fru,-5.682294648,3.988370625998771,3.0,88.0,-1.32376114,89.0,-9.1497731451,90.0,-6.5733496589,,,,,,,,,,
32,Supplement__Mal,-6.660774038766667,1.1434072374451452,3.0,91.0,-7.9706450339,92.0,-6.1492212205,93.0,-5.8624558619,,,,,,,,,,
33,Supplement__G+S,-15.409642361500001,1.477655574942574,2.0,94.0,-16.4545026388,95.0,-14.3647820842,,,,,,,,,,,,
34,Supplement__Pyr,-14.461067328133334,1.418823227168115,3.0,96.0,-16.089370793,97.0,-13.4902943338,98.0,-13.8035368576,,,,,,,,,,
35,Supplement__Gly,-17.25028285506667,2.6744551615170624,3.0,99.0,-16.3158275976,100.0,-15.168431152,101.0,-20.2665898156,,,,,,,,,,
36,Supplement__Glucon,-10.085104606366668,0.40669698195352016,3.0,102.0,-10.4306998656,103.0,-9.6369429037,104.0,-10.1876710498,,,,,,,,,,
37,Stressors__aero,1.1287575182,5.074724736414654,3.0,105.0,6.7146959378,106.0,-3.1974436146,107.0,-0.13097976860000002,,,,,,,,,,
38,Stressors__nit,-10.7988041056,1.7325808402167453,3.0,108.0,-8.8004653711,109.0,-11.715401719,110.0,-11.8805452267,,,,,,,,,,
39,Stressors__ferm,-8.336449646966667,0.9913155764096832,3.0,111.0,-9.4457543353,112.0,-7.5372796074,113.0,-8.0263149982,,,,,,,,,,
