,SP5448_08625
SRX1726505,-0.10067184430000001
SRX1726506,0.1650628725
SRX1726507,-0.0643910283
SRX1726508,0.1371994888
SRX1726509,0.10442683920000001
SRX1726510,0.1663417677
SRX1726511,-0.3433398771
SRX1726512,-0.3120170022
SRX1726513,-0.18662020340000002
SRX1081650,0.37896120440000003
SRX1081651,0.0131385113
SRX1081652,-0.2214486071
SRX1081653,-0.021289434000000003
SRX1081654,-0.14623068120000002
SRX1081655,0.0375158946
SRX1081656,-0.09654758740000001
SRX1081657,-0.4336676823
SRX1081658,-0.2670145392
SRX1081659,0.4980731386
SRX1081660,0.3511202003
SRX1081661,-0.3336714561
SRX1081662,-0.0879639516
SRX1081663,0.0001695292
SRX1081664,0.1417353666
SRX1081665,0.175709892
SRX1081666,0.2626696734
SRX1081668,0.332286342
SRX1081669,-0.025884582000000003
SRX1081670,-0.2751256413
SRX1081671,-0.28253559030000003
SRX1081672,-0.0622937796
SRX1081673,0.6830574405000001
SRX1081674,0.43517252430000003
SRX1081675,0.6643376275
SRX1081676,0.5878285063
SRX1081677,0.644783604
SRX1081678,0.31016274660000004
SRX1081679,0.4183308922
SRX1081680,-0.0582425681
SRX1081681,0.5909912526000001
SRX1081682,0.6365477997
SRX1081683,0.5463890403
SRX1081684,0.3471114638
SRX1081685,0.23709147590000001
SRX1081686,0.5082375504000001
SRX1081687,0.2192252866
SRX1081688,-0.1447990899
SRX1081689,-0.0023075784
SRX1081690,-0.2380227611
SRX1081691,-0.1068585865
SRX1081692,-0.1602397465
SRX1962715,-0.1534033136
SRX1962716,0.2399377732
SRX1962717,-0.08653445950000001
SRX1962718,1.4557557485000001
SRX1962719,-0.1181984658
SRX1962720,-0.0668519036
SRX1962721,0.2741164385
SRX4892146,-0.1046390843
SRX4892147,0.042975114700000004
SRX4892148,-0.0345945714
SRX4892149,0.096258541
SRX4892150,-0.1354562765
SRX4892151,0.0954832005
SRX4892152,-0.035637636
SRX4892153,0.0141322691
SRX4892154,0.3582261366
SRX4892155,-0.018683644200000002
SRX4892156,0.050581511100000004
SRX4892157,-0.049916903500000005
SRX4892158,0.0099292363
SRX4892159,-0.0197739457
SRX4892160,0.1784744815
SRX4892161,0.1729854379
SRX7620814,-0.5404775336000001
SRX7620815,-0.5011945253
SRX7620816,-0.3919283609
SRX7620817,0.456969249
SRX7620818,0.42038134600000004
SRX7620819,0.3698055181
SRX7620856,0.4803752097
SRX7620857,0.7716686757
SRX7620858,0.8334037402000001
SRX7620859,0.7999396883000001
SRX7620860,0.319750712
SRX7620861,0.8018527509000001
SRX7620862,0.08599832190000001
SRX7620863,0.9978163173000001
SRX7620864,0.4359375629
SRX7620865,1.0751237465
SRX7620866,0.9116645351
SRX7620867,1.3082576443
SRX2161502,0.0282032202
SRX2161503,-0.2576768114
SRX2161504,0.22947359120000002
SRX2161505,0.2064461991
SRX2161506,0.2907695768
SRX2161507,0.051557213500000004
SRX2161508,0.2257835681
SRX2161509,0.3567532748
SRX2161510,0.6180111802
SRX2161511,0.5513210759
SRX2161512,0.425354573
SRX2161513,0.6286016006
SRX2161514,1.579746287
SRX2161515,1.5693775867
SRX2161516,1.5494906288
SRX2161517,0.5760757991000001
SRX2161518,0.6819864283
SRX2161519,0.7953440041000001
SRX2161520,1.6817801990999999
SRX2161521,1.9259731922
SRX2161522,1.8037493924999999
SRX2161523,1.7821355704
SRX2161524,1.7546428796
SRX2161525,1.8453978512
