,-0.0834698826851538,-0.0695582355709615,-0.05564658845676919,-0.04173494134257688,-0.027823294228384574,-0.013911647114192266,4.163336342344337e-17,0.01391164711419235,0.027823294228384657,0.04173494134257695,0.05564658845676927,0.0695582355709616,0.08346988268515389,0.09738152979934618,0.1112931769135385,0.1252048240277308,0.1391164711419231,0.1530281182561154,0.1669397653703077,0.18085141248450004
thresh,-0.09042570624224995,0.09042570624224995,1,,,,,,,,,,,,,,,,,
unreg,0,2,9,23,178,939,1798,697,162,51,12,9,3,7,2,0,0,2,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],"['ABUW_6003' 'ABUW_1474' 'ABUW_2144' 'ABUW_3514' 'ABUW_0672' 'ABUW_0562'
 'ABUW_3419']",['ABUW_4083' 'ABUW_4082'],[],[],['tusD' 'ABUW_6001'],['ABUW_6002'],[]
