,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,-7.5995088941999995,1.3987496059440392,3.0,0.0,-6.2910296025,1.0,-7.4337412733,2.0,-9.0737558068,,
1,AB0057_PGcoculture__AB ,-2.500002982408489e-11,0.658555221404976,4.0,3.0,0.8684499216,4.0,-0.27101296,5.0,0.0853167952,6.0,-0.6827537569000001
2,AB0057_PGcoculture__ABPG,-2.2307616121000002,0.3658920373796501,4.0,7.0,-2.048187918,8.0,-1.9469097702,9.0,-2.7630977132,10.0,-2.164851047
3,AB5075_AZI__AZI_000,0.0,0.0999787560817483,2.0,11.0,0.0706956564,17.0,-0.0706956564,,,,
4,AB5075_AZI__preculture,-2.3693410796,0.13812779427189897,2.0,12.0,-2.4670121796,13.0,-2.2716699796,,,,
5,AB5075_AZI__AZI_040,7.36576972275,0.0085511321781608,2.0,14.0,7.3597231592,18.0,7.3718162863,,,,
6,AB5075_AZI__AZI_028,3.9133852555,0.34009984955377653,2.0,15.0,4.1538721654,19.0,3.6728983456,,,,
7,AB5075_AZI__AZI_003,0.0753515565,0.3759173469584838,2.0,16.0,0.3411652617,20.0,-0.1904621487,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.8092527499666665,0.8093625646442396,3.0,21.0,0.6190688227000001,28.0,1.696771566,29.0,0.11191786120000001,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,9.25185853854297e-18,0.6774173178957601,3.0,22.0,0.7213064402,23.0,-0.6227257045,24.0,-0.0985807357,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.6609774756333333,0.8963201414840608,3.0,25.0,0.2530954033,26.0,-1.5384219015,27.0,-0.6976059287,,
11,AB5075_VIR-O_LSO__VIR-O,-3.700743415417188e-17,0.8115312908623626,3.0,30.0,0.0745373865,32.0,-0.8462286240000001,34.0,0.7716912375,,
12,AB5075_VIR-O_LSO__LSO,-1.7505337806999999,0.6826106751371436,3.0,31.0,-1.2125996854,33.0,-2.5184271913,35.0,-1.5205744654,,
13,AB5075_Zinc__Control,0.0,2.1644881035980665,3.0,36.0,0.8000251968000001,37.0,-2.4506170249,38.0,1.6505918281,,
14,AB5075_Zinc__Zinc,0.9317229406499999,0.7163169982616427,2.0,39.0,1.4382355476,40.0,0.4252103337,,,,
15,AB5075_biofilm+abx__planktonic,0.0,15.00376742828163,3.0,41.0,8.6569903106,42.0,8.6678668785,44.0,-17.3248571891,,
16,AB5075_biofilm+abx__biofilm,-2.5364435764,3.099224047192358,3.0,43.0,-5.694698466,45.0,0.5001677393,46.0,-2.4148000025,,
17,AB5075_biofilm+abx__cip_biofilm,-13.8851109972,0.6120502150207972,3.0,47.0,-14.5703891354,48.0,-13.392802723900001,50.0,-13.6921411323,,
18,AB5075_biofilm+abx__tet_biofilm,-2.1985470166666667,3.4744218103247815,3.0,49.0,1.6642351326,51.0,-3.1914326483,52.0,-5.0684435343,,
19,AB5075_gigAB__kan_gigB,7.216260375766666,1.8407589334864056,3.0,53.0,6.8602011171,54.0,5.5795421426,55.0,9.2090378676,,
20,AB5075_gigAB__gigB,4.9618183020333335,0.36262228604510244,3.0,56.0,4.7179986076,57.0,5.3785312866,58.0,4.7889250119,,
21,AB5075_gigAB__kan_gigA,7.960628123333333,2.346065301721465,3.0,59.0,10.6271780404,60.0,6.2136430552,61.0,7.0410632744,,
22,AB5075_gigAB__gigA,7.399358274733334,1.213373630114358,3.0,62.0,6.2341362951,63.0,8.6557413847,64.0,7.3081971444,,
23,AB5075_gigAB__kan_WT,1.3884736156,0.2534897505073225,3.0,65.0,1.4749854105,66.0,1.5873826116,67.0,1.1030528247,,
24,AB5075_gigAB__WT,-2.9605947323337506e-16,4.052121788557862,3.0,68.0,-1.6749737164,69.0,-2.9461011580000003,70.0,4.6210748744,,
25,AB5075_med__CA-MHB,-3.7941713664,0.13248525681340506,2.0,71.0,-3.8878525899,72.0,-3.7004901429,,,,
26,AB5075_med__CA-MHB_pH6,0.19665011454999992,4.185860715807699,2.0,73.0,3.1565006118,74.0,-2.7632003827,,,,
27,AB5075_med__RPMI+_pH7,0.4671737106999999,1.2018920207127668,2.0,75.0,-0.3826922874,76.0,1.3170397087999999,,,,
28,AB5075_med__RPMI+_pH6,-0.41564468615,0.5784229586423618,2.0,77.0,-0.0066378897,78.0,-0.8246514826,,,,
29,AB5075_med__RPMI+_-HCO3,-1.5179735122,1.0540547472183959,2.0,79.0,-2.2633027717,80.0,-0.7726442527,,,,
30,AB5075_med__LB,0.0,0.368281793399034,2.0,81.0,-0.26041455350000003,82.0,0.26041455350000003,,,,
