,A,MraZ,LexA,PdhR
efeU__menFentCubiC_ale36__1,0.8055126450000001,-0.4076187505,0.024564438,0.20791636400000002
efeU__menFentCubiC_ale36__2,0.7629063388,-0.2472059655,-0.031654209,0.079968838
efeU__menFentCubiC_ale37__1,-0.22844422920000002,-0.0860514475,0.075143003,0.06602191
efeU__menFentCubiC_ale37__2,-0.46185962100000005,-0.0857791735,0.017054834,0.089638459
efeU__menFentCubiC_ale38__1,0.0689322063,0.5865051495,0.09498068300000001,0.249462549
efeU__menFentCubiC_ale38__2,0.3481713427,0.26340233750000003,0.031197782,0.173526896
misc2__salc_glc__1,2.1710389281,0.8225683405,-0.19138754900000002,0.145992384
misc2__salc_glc__2,3.9873232417,1.0168136045,0.313834701,0.378556371
misc2__dbcn_glc__1,4.140036094,-0.4055534045,0.6639289660000001,0.048979734000000004
misc2__dbcn_glc__2,3.911560213,0.2302323795,0.673674151,-0.5600760060000001
misc2__tyr_glc__1,1.8743339073,0.3191145325,0.187107923,-0.15122301300000002
misc2__tyr_glc__2,1.9902740492,0.4755133185,0.33565277200000004,-0.080484764
misc2__arg_cytd__1,0.7192418427,0.0667481405,0.07170214100000001,-0.08212654
misc2__arg_cytd__2,1.2901870065,0.09042580950000001,0.11785943800000001,-0.32822497900000003
misc2__delyheO_pyr__1,-0.9321721139,-0.1638821075,0.047668515,1.20226276
misc2__delyheO_pyr__2,-0.649669229,-0.09689885050000001,0.003654319,1.173732087
nquinone__delubiC__1,-0.2200491763,-0.0193546755,0.050485069,0.407193063
nquinone__delubiC__2,-0.0380192932,0.0437667775,0.09918148900000001,0.143653486
nquinone__ubiC_ale1__1,0.2025898422,0.3492533635,0.09117222100000001,1.5172365939999999
nquinone__ubiC_ale1__2,-1.0587753611,0.0917284985,-0.17394893,1.069980192
nquinone__ubiC_ale2__1,-1.3507455537,-0.038538354500000004,-0.083777792,-0.030177858000000002
nquinone__ubiC_ale2__2,-0.6570244234,-0.1829350875,-0.049852054,0.09151695200000001
nquinone__ubiC_ale3__1,-0.8549595561000001,-0.34308554950000003,-0.27064172200000003,0.6866338350000001
nquinone__ubiC_ale3__2,-0.5309444277,-0.37847427450000004,-0.27141653800000004,0.7666301630000001
nquinone__ubiC_ale4__1,-0.8796157040000001,-0.23803577950000002,-0.146910595,0.06831342600000001
nquinone__ubiC_ale4__2,-0.9033940501000001,0.1598566865,-0.099201576,0.22075549900000002
nquinone__delpdhR__1,0.21912396750000002,0.0258881805,-0.018943963,-7.947651277
nquinone__delpdhR__2,-0.0662287246,-0.0767733505,-0.140246707,-7.6742505990000005
quinone__glu_ale4__1,1.186077987,-0.6705717925,0.191158128,0.22426493900000002
quinone__glu_ale4__2,1.3244382205,-0.20047761050000001,0.588046429,-3.136137764
quinone__delmenF__1,0.1820710227,-0.0887155245,0.210803183,-0.555176517
quinone__delmenF__2,-0.38352848640000003,-0.0250517795,-0.19996401600000002,-0.429820965
quinone__menF_ale5__1,1.2438323931,0.5606255895,0.8186625550000001,-2.82769242
quinone__menF_ale5__2,0.8920718591000001,0.0475564775,0.592832596,-2.98840969
quinone__menF_ale6__1,-0.059497044400000004,-0.0855265895,0.709249157,-3.484742543
quinone__menF_ale6__2,0.6682737971,-0.0246687335,0.673568489,-3.42756823
quinone__menF_ale7__1,-0.058364939500000004,-0.2066409015,0.651196019,-3.494878684
quinone__menF_ale7__2,0.0048503342000000005,-0.0585268575,0.677039833,-3.604571799
quinone__menF_ale8__1,0.2573543695,0.1126074675,1.053919981,-3.4599619710000002
quinone__menF_ale8__2,0.31647410060000003,0.1743363765,1.127666542,-3.025227246
quinone__delmenFubiC__1,0.5365235235,0.2101862445,0.10127228,0.129738969
quinone__delmenFubiC__2,0.7094813322,-0.0601965915,0.20231088600000002,0.08619411
quinone__menFubiC_ale1__1,0.1238655208,-0.3682883625,0.726589593,-2.259269158
quinone__menFubiC_ale1__2,0.3796863837,-0.41469227750000004,0.686980449,-2.357896422
quinone__menFubiC_ale2__1,0.2349435752,-0.40581950650000004,0.552609243,-2.612905733
quinone__menFubiC_ale2__2,0.9224889711,-0.46860109250000004,0.589074298,-2.40261834
quinone__menFubiC_ale3__1,0.0399784449,-0.1072673705,-0.01915343,0.396130142
quinone__menFubiC_ale3__2,-0.29214116230000003,-0.2966192385,-0.035882927,0.33490203300000004
quinone__menFubiC_ale4__1,0.6878566958,0.1508184645,1.087802245,-2.5579925
quinone__menFubiC_ale4__2,0.7868450741,0.2832574865,1.157347935,-2.736455229
oxyR__wt_glc__1,0.5122513621,0.18424650550000002,0.285094067,-0.5939216310000001
oxyR__wt_glc__2,0.24687786150000002,0.2584745075,0.323520468,-0.7293935410000001
oxyR__wt_h2o2__1,0.0038515112000000002,0.1777243895,0.8290911940000001,-0.5367757470000001
oxyR__wt_h2o2__2,0.5310061653,0.4084405115,1.052256447,-0.9360822160000001
oxyR__glu_ale4__1,2.3577732122,0.4604020015,0.6451073220000001,0.8295831760000001
oxyR__glu_ale4__2,2.765143236,0.4090222625,0.501784812,0.012154792000000001
oxyR__glu_ale4_h2o2__1,1.8941267659,0.5588259275,1.262429193,-1.354143334
oxyR__glu_ale4_h2o2__2,1.7636093271000002,0.5337132615,1.2228564180000001,0.5555508650000001
oxyR__oxyR_ale17__1,1.8865625082,0.6696830335,0.442465337,0.16553516100000001
oxyR__oxyR_ale17__2,1.8718966397,0.5022390785,0.22656546600000002,0.30774985
oxyR__oxyR_ale17_h2o2__1,1.5791648349,0.6398535935,0.343846494,-0.902962028
oxyR__oxyR_ale17_h2o2__2,1.6161719738,0.48780024250000004,0.32311716100000004,1.014623436
oxyR__oxyR_ale18__1,1.0471926684,-0.0382010485,-0.06568399600000001,-0.47982876700000004
oxyR__oxyR_ale18__2,0.7356544804,0.0862723725,0.097510621,-0.8939865810000001
oxyR__oxyR_ale18_h2o2__1,1.2184185141000001,0.3816743675,0.34302618300000004,-0.102343453
oxyR__oxyR_ale18_h2o2__2,1.2216186771,0.4801316665,0.45732819100000005,-0.20313905200000001
oxyR__oxyR_ale19__1,1.0300782437,0.1860094625,0.12052039900000001,-0.54316451
oxyR__oxyR_ale19__2,1.3781061125,0.3876320125,0.23622431100000002,-0.82206313
oxyR__oxyR_ale19_h2o2__1,0.8178392251000001,0.1218012385,0.193123433,-0.909391699
oxyR__oxyR_ale19_h2o2__2,0.5461006016000001,0.0632353325,0.143012094,-0.8193251840000001
oxyR__oxyR_ale20__1,0.8711427143,0.4930496395,0.052953274,0.524929694
oxyR__oxyR_ale20__2,0.3074880687,0.3386238885,-0.0017975690000000002,0.645414418
oxyR__oxyR_ale20_h2o2__1,0.8190059351000001,0.5318902715,0.25100467,0.343467493
oxyR__oxyR_ale20_h2o2__2,1.0106442418,0.5645014725,0.247138877,0.241879226
svns_pgi__BmePgi24_15__1,-0.3115269744,0.4400477755,0.219874599,-0.724573279
svns_pgi__BmePgi24_15__2,-0.5328124969,0.4413863655,0.229533744,-0.742232921
svns_pgi__BmePgi24_26__1,-0.0738946956,0.4028710855,0.212305609,-0.748127348
svns_pgi__BmePgi24_26__2,0.1310525657,0.5259103495,0.38396538500000005,-0.635808012
svns_pgi__BmePgi24_41__1,-1.1698617915,0.7461551385,0.404775457,-0.6767706490000001
svns_pgi__BmePgi24_41__2,0.2274021213,0.5453890065,0.33582512400000003,-0.6055919120000001
svns_pgi__BmePgi24_52__1,-0.2547856234,0.39398291950000003,0.262826014,-0.7855442810000001
svns_pgi__BmePgi24_52__2,0.2294338405,0.3742398275,0.363463313,-0.67683176
svns_pgi__PaePgi2_34__1,1.4314611302,0.7577637695,0.45932282,-1.043414398
svns_pgi__PaePgi2_34__2,1.1249837335,0.7606437905000001,0.424026818,-1.109772646
svns_pgi__PaePgi2_63__1,1.1138757848,0.8046147615,0.44985309500000004,-1.007537784
svns_pgi__PaePgi2_63__2,1.3780745655,0.8398383055,0.370519988,-0.9655840550000001
svns_pgi__PaePgi24_54__1,1.4517542139000001,0.9774626325,0.544502161,-0.783204278
svns_pgi__PaePgi24_54__2,1.6426726216,0.8964475405000001,0.46457182300000005,-0.582004533
svns_pgi__PaePgi24_90__1,1.7219772117,0.9270185505,0.48416026300000004,-0.280198852
svns_pgi__PaePgi24_90__2,2.2786885789999998,1.1127172275,0.6146629,-0.263591599
abx_media__m9_ctrl__1,1.28314623,-0.4144090485,0.7813572830000001,0.423971606
abx_media__m9_ctrl__2,1.6678354026000002,-0.3985164695,0.9366380980000001,0.780867806
abx_media__rpmi_ctrl__1,0.8761471143,-0.3850663885,1.342657242,-0.439964352
abx_media__rpmi_ctrl__2,3.0991293072,-0.061910821500000005,1.571165244,0.10277367700000001
abx_media__camhb_ctrl__1,2.0405631419,-0.40971849850000003,0.657071916,1.158534188
abx_media__camhb_ctrl__2,2.9286519047,-0.2406559775,0.391472877,1.09290761
abx_media__m9_mero__1,-0.2065308093,-0.7880509735,0.8604453950000001,0.044264288000000006
abx_media__m9_mero__2,1.4823764906,-0.43464985650000004,0.592551994,0.579536759
abx_media__rpmi_mero__1,1.8641369676,-0.4080711235,1.114485743,0.140526554
abx_media__rpmi_mero__2,1.8327109177,-0.2676432165,1.2504670660000001,-0.286777544
abx_media__camhb_mero__1,3.2403808036,-0.7226361965,-0.035567996000000004,0.61626311
abx_media__camhb_mero__2,3.6138346706,-0.5731177825,0.253283281,0.694032402
abx_media__m9_trisulf__1,1.6320143126,-0.9754566625000001,1.166930654,0.368088615
abx_media__m9_trisulf__2,1.9254517533,-0.7585557305,1.274856221,0.30728888200000004
abx_media__rpmi_trisulf__1,3.344970463,-0.3239873925,1.213262451,1.769628133
abx_media__rpmi_trisulf__2,3.6320297546,-0.1759180065,1.232892875,1.832649208
abx_media__camhb_trisulf__1,4.0797698682,0.08740974850000001,1.487503781,1.7068177599999999
abx_media__camhb_trisulf__2,4.4309809473,-0.0402295525,1.416526173,1.633953771
abx_media__m9_cef__1,1.3450406687,-0.7185879675,0.9565835250000001,0.38607178400000003
abx_media__m9_cef__2,1.4318626253,-0.9064913435,0.9776690650000001,0.571381302
abx_media__rpmi_cef__1,4.3421521377,-0.0388517595,2.537915982,2.341774193
abx_media__rpmi_cef__2,4.1613363686,0.0371496045,2.54810393,2.404960983
abx_media__camhb_cef__1,5.1058212304,-0.0238221875,1.249577934,1.442652509
abx_media__camhb_cef__2,4.5749903085,0.0092900425,1.375937118,1.472209093
abx_media__m9_cipro__1,3.0332485387,-1.0366941205,2.985047958,0.763134123
abx_media__m9_cipro__2,2.790793012,-1.1082355045,3.098837558,0.5357338340000001
abx_media__rpmi_cipro__1,3.3466671625,-0.3590400325,3.227130438,1.5724305040000002
abx_media__rpmi_cipro__2,3.7905547396,-0.1208820615,3.111032838,1.535231684
abx_media__camhb_cipro__1,4.6089534504,-0.6107370455000001,2.084396254,1.372365839
abx_media__camhb_cipro__2,4.1568426877,-0.42457497050000004,2.245900243,1.313462394
hot_tale__42c_ale3_30c__1,-0.056920762900000005,-0.2236137045,0.539876671,0.274980385
hot_tale__42c_ale3_30c__2,-1.4992437092,-0.18387106350000001,0.51361071,0.31697594500000004
hot_tale__42c_ale3_37c__1,1.1240969426,0.40630659950000003,0.26052157400000003,0.300487826
hot_tale__42c_ale3_37c__2,0.7456412958,0.2469125195,0.12155141800000001,0.257246939
hot_tale__42c_ale3_44c__1,2.1360508516,1.1912607705,0.485356879,0.012720654000000001
hot_tale__42c_ale3_44c__2,2.9000276374,1.2594212925,0.353619349,0.003710034
hot_tale__hot_ale3_mid_30c__1,-0.9636482646000001,0.2561445995,0.6031164640000001,0.23912079100000003
hot_tale__hot_ale3_mid_30c__2,-1.3503906222,0.15916689750000002,0.524620245,-0.033805023000000003
hot_tale__hot_ale3_mid_37c__1,0.9949887553000001,0.3180376445,0.028403261000000003,-0.149227513
hot_tale__hot_ale3_mid_37c__2,0.7664165927000001,0.0912436475,0.12649608,-0.46164692700000004
hot_tale__hot_ale3_mid_44c__1,2.4659189402,0.9475566765000001,0.325967312,-1.040942879
hot_tale__hot_ale3_mid_44c__2,3.7054155109,0.9876692505,0.414197929,-0.648585313
hot_tale__hot_ale3_30c__1,-1.8417783053,0.054538893500000005,0.30805159200000004,-0.338239952
hot_tale__hot_ale3_30c__2,0.3121857135,0.0737793805,0.44034867,-0.323719696
hot_tale__hot_ale3_37c__1,1.6386460928000002,0.2999885145,0.062041906,-0.638099033
hot_tale__hot_ale3_37c__2,1.8908011347,0.1272563075,0.09677914400000001,-0.599241056
hot_tale__hot_ale3_44c__1,4.2844395286,0.9764741535,0.359602334,-0.391466069
hot_tale__hot_ale3_44c__2,3.6232146946,0.6652418985,0.202157672,-0.35500843400000004
hot_tale__hot_ale4_30c__1,0.7984374655,-0.13417033150000002,0.60627927,0.45450901400000004
hot_tale__hot_ale4_30c__2,0.9493823462000001,-0.1719785475,0.5497069640000001,0.47729965900000004
hot_tale__hot_ale4_37c__1,1.0714006967,0.0681237755,0.01620249,0.047354850000000004
hot_tale__hot_ale4_37c__2,1.7255226126,-0.10875174850000001,0.26269444200000003,0.22682855600000001
hot_tale__hot_ale4_44c__1,3.2633506189,0.9917663635,0.47235222600000004,0.078342834
hot_tale__hot_ale4_44c__2,2.8493935932000003,0.9382907235,0.28861064200000003,0.232495001
hot_tale__hot_ale8_30c__1,-1.4065832817000001,0.0499076435,0.41863475600000005,0.116499927
hot_tale__hot_ale8_30c__2,0.1127225258,0.1642885405,0.473989955,0.118444564
hot_tale__hot_ale8_37c__1,0.3040735305,0.1775665465,0.13332917700000002,-0.074322571
hot_tale__hot_ale8_37c__2,0.6353620809,0.18906860450000001,0.21915135100000002,-0.093454066
hot_tale__hot_ale8_44c__1,2.076120057,1.0014701635,0.45013337900000006,0.44242118700000005
hot_tale__hot_ale8_44c__2,1.9937141609000002,0.9942280695000001,0.482848406,0.24414767
hot_tale__hot_ale9_mid_30c__1,0.9157823196,0.09546953650000001,0.591931836,0.238899828
hot_tale__hot_ale9_mid_30c__2,1.3013138836,0.0274472105,0.448178171,0.255774249
hot_tale__hot_ale9_30c__1,-0.0876866095,-0.30632455950000004,0.508181055,0.217194287
hot_tale__hot_ale9_30c__2,-0.0704503541,-0.3415945955,0.471100799,0.260052452
hot_tale__hot_ale9_mid_37c__1,0.7740180374000001,0.0424841055,0.069106176,-0.13844389999999998
hot_tale__hot_ale9_mid_37c__2,0.9441016554,0.2708128835,0.082703495,-0.09125556300000001
hot_tale__hot_ale9_37c__1,0.34788453150000004,-0.0173331425,0.064113445,-0.159088149
hot_tale__hot_ale9_37c__2,0.3728520715,-0.0399247405,0.050840143000000004,-0.197957039
hot_tale__hot_ale9_mid_44c__1,3.6547445489,1.0031383205,0.5922794650000001,-0.027585555
hot_tale__hot_ale9_mid_44c__2,3.3229310123999998,1.0551460365,0.389965628,0.329796123
hot_tale__hot_ale9_44c__1,3.1330496985,0.9208335465,0.39412193700000003,0.156269513
hot_tale__hot_ale9_44c__2,2.880111465,0.8245722475,0.40807618500000004,0.039586351000000006
hot_tale__hot_ale10_30c__1,-0.36943382420000004,0.0006233005,0.516376366,0.253613441
hot_tale__hot_ale10_30c__2,-0.1505594252,-0.2021049205,0.585861234,0.14625839200000001
hot_tale__hot_ale10_37c__1,-0.12165781090000001,-0.16804794750000002,0.003601505,-0.432530275
hot_tale__hot_ale10_37c__2,0.2440314832,-0.0025550535,0.10444323200000001,-0.32195738300000004
hot_tale__hot_ale10_44c__1,2.7337285226,1.5121384805,0.628197038,0.048669009000000006
hot_tale__hot_ale10_44c__2,3.1816493904,1.5147964095000002,0.654119156,0.24485287600000002
hot_tale__hot_ale16_30c__1,0.18326216210000001,-0.055972612500000005,0.573776264,0.672041792
hot_tale__hot_ale16_30c__2,0.5705703619,0.0276057335,0.5458327780000001,0.802473988
hot_tale__hot_ale16_37c__1,1.2712586622,0.1928734605,0.10055358,0.406593378
hot_tale__hot_ale16_37c__2,1.5292890517000002,0.2074033285,0.029395194000000003,0.390795375
hot_tale__hot_ale16_44c__1,4.0606290341,1.5326431825,0.726543059,0.52536131
hot_tale__hot_ale16_44c__2,4.0906781291,1.5436862425,0.892356935,0.632916903
pdhr_ale__pdhR-13_51__1,-0.6591202732,0.2188527355,0.08354657800000001,-7.947651277
pdhr_ale__pdhR-13_51__2,-0.1942522419,0.045190087500000004,0.066359687,-7.69884999
pdhr_ale__pdhR-14_46__1,-0.28249479580000003,0.1665110415,0.12053773,-7.947651277
pdhr_ale__pdhR-14_46__2,0.4343654387,0.34049690450000003,0.268666355,-7.947651277
pdhr_ale__pdhR-15_51__1,-1.4781774345,0.0190284585,0.033798612,-7.947651277
pdhr_ale__pdhR-15_51__2,-1.1191582108,0.1676138665,0.119747745,-7.947651277
pdhr_ale__pdhR-16_49__1,-0.9790814656000001,0.2101404235,-0.004409084000000001,-7.947651277
pdhr_ale__pdhR-16_49__2,0.9606424049000001,0.45402333250000004,-0.14994353900000001,-7.947651277
tcs__del_atoC_LiAcet__1,0.5799778993,-0.2632939975,0.7430947790000001,-1.712722892
tcs__del_atoC_LiAcet__2,1.5431130470999999,-0.1683799385,0.838165751,-1.547742179
tcs__del_atoC_LiCl__1,0.9065429007,0.0090338575,0.758878526,-1.903721414
tcs__del_atoC_LiCl__2,0.6672827250000001,-0.1866221115,0.784316942,-1.692536799
tcs__del_atoC_m9__1,0.2048927133,-0.0622191645,0.9174851180000001,-2.254234147
tcs__del_atoC_m9__2,0.4918498645,0.025872864500000002,0.915885645,-2.141272772
tcs__del_baeR_etoh__1,6.5863124967,0.6511953715000001,0.431569874,-1.271227278
tcs__del_baeR_etoh__2,7.6411975246,0.6549492945000001,0.5374204410000001,-1.144301051
tcs__del_baeR_lb__1,1.587833767,0.0318110465,0.461893653,-2.343748334
tcs__del_baeR_lb__2,1.4067109745,0.0087845905,0.516842429,-2.238383433
tcs__del_btsR_01xlb__1,0.0079862349,0.3994441925,0.151258787,-1.690048881
tcs__del_btsR_01xlb__2,-0.1977024047,0.36902467450000004,0.21282789400000002,-1.6785191799999999
tcs__del_btsR_lb__1,4.3065205999,0.8057332605,1.321834941,-2.816033732
tcs__del_btsR_lb__2,4.5091325182,0.6334769455,1.302982138,-2.735431196
tcs__del_btsR_pyruvate__1,-0.3435514676,0.3428796655,0.175891989,-1.506239294
tcs__del_btsR_pyruvate__2,-0.318987359,0.41776400950000003,0.16983903,-1.5346332440000001
tcs__del_cpxR_etoh__1,7.4507623078,0.8874011745,0.573671362,-1.377000358
tcs__del_cpxR_etoh__2,7.643366619,0.8584341905,0.622396597,-1.472253316
tcs__del_cpxR_lb__1,2.1657838262,0.1567597815,0.7136152060000001,-2.047948811
tcs__del_cpxR_lb__2,2.7754279363,0.2530651285,0.6772036250000001,-1.9881383330000002
tcs__del_cusR_CuSO4__1,4.1104300973,0.44412849050000003,0.952422278,1.0435207
tcs__del_cusR_CuSO4__2,3.9189221654,0.48662216750000004,1.113947865,1.080094081
tcs__del_cusR_lb__1,3.4174103101,-0.0433217325,1.538881982,-2.681928047
tcs__del_cusR_lb__2,2.9328345236,0.2183148385,1.633993306,-2.634280103
tcs__del_kdpE_01-kcl__1,0.545161493,0.2652784045,-0.115971343,-0.606057215
tcs__del_kdpE_01-kcl__2,0.3248647079,0.2846913685,0.041322337,-0.660622632
tcs__del_kdpE_115-kcl__1,1.3997911775,0.0074551185,-0.06629359900000001,-0.5442407490000001
tcs__del_kdpE_115-kcl__2,1.4015464947,0.0251005555,0.129336674,-0.064601977
tcs__del_phoB_m9__1,-0.17327034700000002,0.1610487175,0.7337888,-1.471653684
tcs__del_phoB_m9__2,-0.008586537200000001,0.1395141245,0.7811951490000001,-1.481033444
tcs__del_phoB_m9p__1,-2.6104857865,-1.0076106155,0.9082609540000001,-1.067598414
tcs__del_phoB_m9p__2,-2.7734651241,-0.9493885565,0.9050269630000001,-0.938658635
tcs__del_rcsB_etoh__1,6.066713829,1.0226604775,0.15159827,1.419709312
tcs__del_rcsB_etoh__2,6.2759264357,1.0942877125,0.114181394,1.42483026
tcs__del_rcsB_lb__1,2.5546857027,-0.051398819500000005,0.42634589100000003,0.10895803200000001
tcs__del_rcsB_lb__2,2.2983101062999998,-0.0953241865,0.412236998,0.168149238
tcs__del_zraR_lb__1,2.9639539009,0.49904498150000004,0.7656250760000001,-1.581024178
tcs__del_zraR_lb__2,2.4417400194,0.4076800525,0.67046699,-1.698643604
tcs__del_zraR_zncl2__1,2.9201448926999998,0.5452975675,0.692050609,-0.23068416500000002
tcs__del_zraR_zncl2__2,3.1517924123,0.5999316505,0.645044272,-0.279022147
tcs__wt_01-kcl__1,2.2167961346,0.6033055135000001,0.259103434,-1.15159231
tcs__wt_01-kcl__2,2.5940209899,0.5561175685,0.253349388,-1.278394367
tcs__wt_01xlb__1,-0.6814240101,0.38189773250000003,0.04260404,-1.6709128830000002
tcs__wt_01xlb__2,-0.5684550232000001,0.2742957965,0.059490172,-1.5835799270000002
tcs__wt_115-kcl__1,1.5432892221999999,0.1696685715,-0.054000562,-1.197292953
tcs__wt_115-kcl__2,1.3458465571,0.1324073455,-0.035869065000000006,-1.212782447
tcs__wt_CuSO4__1,2.1433801742,0.0935891985,0.9306101290000001,-0.5766163390000001
tcs__wt_CuSO4__2,2.4549062037000002,0.2350242395,0.9776576830000001,-0.6147037860000001
tcs__wt_etoh__1,5.7987921338,1.0238972715,-0.23119144400000002,0.9368710480000001
tcs__wt_etoh__2,5.6796910514,1.1209042365,-0.141167277,1.034998169
tcs__wt_lb__1,1.3179197566,-0.1150174915,0.139757408,0.8451398010000001
tcs__wt_lb__2,1.3830475478,-0.0711258565,0.19692742900000001,0.936294049
tcs__wt_LiAcet__1,0.9066465656,-0.2640068725,0.582440103,-1.6912125900000001
tcs__wt_LiAcet__2,0.5717095503,-0.1683800345,0.5899629590000001,-1.9175630320000001
tcs__wt_LiCl__1,0.26928247920000004,-0.3639521975,0.754916079,-1.7855825969999999
tcs__wt_LiCl__2,0.6497232927000001,-0.2626873015,0.703864948,-1.864334117
tcs__wt_m9p__1,-1.5286795621,-0.9928997085000001,1.0711211330000001,-0.61453715
tcs__wt_m9p__2,-1.4708889252000001,-1.1016743375,1.086582139,-0.49763414300000003
tcs__wt_pyr__1,-0.7953270817,0.4826188195,0.028065392,-1.860958309
tcs__wt_pyr__2,-0.6865269651,0.33452166450000004,0.039227753000000004,-1.681706024
tcs__wt_zncl2__1,3.7983869455,0.3127042625,0.82823835,0.39101531900000003
tcs__wt_zncl2__2,3.9397817853,0.2619702795,0.776266215,0.39214903100000004
ros_tale__1_112_0pq__1,0.2985604315,-1.0180176185,1.402905576,0.7491768940000001
ros_tale__1_112_0pq__2,0.4764071161,-0.9194469345,1.5526636630000001,0.45910289
ros_tale__1_112_250pq__1,0.8768983979,-0.7634289335000001,1.879341438,0.19606825
ros_tale__1_112_250pq__2,0.9703545836,-0.7633272105000001,1.540577949,0.20525567
ros_tale__1_112_750pq__1,0.9606685963,-0.6822440785,1.6872916070000001,0.45190684000000003
ros_tale__1_112_750pq__2,0.4156357368,-0.41127380950000003,1.8444533889999999,0.384819829
ros_tale__1_112_750pq__3,0.052870354300000005,-0.5736262685,1.833111357,0.7389724520000001
ros_tale__3_76_0pq__1,1.2930347344,0.16724399950000002,0.966873182,0.681512144
ros_tale__3_76_0pq__2,0.8416955984000001,-0.0420947505,0.9863749780000001,0.6480273520000001
ros_tale__3_76_0pq__3,0.7211547949,0.31962405850000003,0.995187652,0.55347061
ros_tale__3_76_0pq__4,1.0749503683,0.42608624850000004,1.095692393,0.558215543
ros_tale__3_76_250pq__1,-1.699582155,-0.7166654955,3.066488718,0.524331659
ros_tale__3_76_250pq__2,-1.3125102255,-0.7785256885,2.869647048,0.46354756900000005
ros_tale__3_76_750pq__1,-1.062218444,-1.1351398965,2.918263068,1.042160677
ros_tale__3_76_750pq__2,-0.260280306,-0.8131309095,3.050926238,1.12381399
ros_tale__7_103_0pq__1,0.6150809268,-0.6496141195,2.3521298,-1.275953739
ros_tale__7_103_0pq__2,0.4668312821,-0.2708464835,2.205672209,-1.819745468
ros_tale__7_103_0pq__3,1.5102553339,-0.5915395015,2.593869795,-1.250588398
ros_tale__7_103_0pq__4,0.7862009975,-0.20458508050000002,2.448905092,-1.711163197
ros_tale__7_103_250pq__1,1.3367730206,-0.8253338795,1.9450822950000002,-0.024134976000000002
ros_tale__7_103_250pq__2,1.356208922,-0.6265071075,2.020552326,-0.133934465
ros_tale__7_103_750pq__1,1.6886388246,-0.8846811765,1.8035812999999998,-0.23344766800000002
ros_tale__7_103_750pq__2,1.394557377,-0.7773033115,1.8953976780000001,-0.10494560900000001
ros_tale__9_77_0pq__1,-1.4963371821,-0.3299883885,2.754088778,0.22224380700000002
ros_tale__9_77_0pq__2,-1.9219770737,-0.46999277250000004,2.836806998,0.10707632
ros_tale__9_77_250pq__1,-0.6405990576,-0.3522798495,3.204901998,1.265314853
ros_tale__9_77_250pq__2,0.7889489126,-0.24412068150000002,3.551763308,1.802802191
ros_tale__9_77_750pq__1,0.112861474,-0.6188784905,2.929201048,0.7947952850000001
ros_tale__9_77_750pq__2,-0.9377265735,-0.4587104165,2.9869017380000003,0.801090904
ros_tale__11_83_0pq__1,-1.5055261772000001,-1.5908272325000001,1.746261401,-0.029187778
ros_tale__11_83_0pq__2,-0.7308488715,-1.5514987765,1.6355483620000002,0.040699894
ros_tale__11_83_250pq__1,-1.1949909818,-1.7452440275,1.683905545,0.21253760800000002
ros_tale__11_83_250pq__2,-1.2866714499,-1.9488831565,1.840069979,0.11470115600000001
ros_tale__11_83_750pq__1,-0.742590384,-1.6337426625,1.976506048,0.11438218
ros_tale__11_83_750pq__2,-1.323941813,-1.7277138525,2.089847127,0.094104322
ros_tale__13_87_0pq__1,-0.3043406846,-1.1670013835,1.980057664,-0.8513309880000001
ros_tale__13_87_0pq__2,0.5747934281,-1.0112790395,1.8662496530000001,-0.33185224700000004
ros_tale__13_87_250pq__1,0.33868140550000003,-0.9257392625,2.048261793,-0.477300726
ros_tale__13_87_250pq__2,0.1358262748,-0.9279355575,1.956661884,-0.7154273760000001
ros_tale__13_87_750pq__1,0.1473446034,-1.0047208995,2.21202542,-0.286103649
ros_tale__13_87_750pq__2,-0.33676061490000003,-0.9151397365,2.160710999,-0.052814051
ros_tale__14_27_0pq__1,0.9774519062,-0.8938966745,2.362118684,-0.30458717500000004
ros_tale__14_27_0pq__2,1.3827635622,-0.8951326605000001,2.233470521,-0.44048470300000003
ros_tale__14_27_250pq__1,1.7352059202999999,-0.6084433405,2.234646761,0.209971348
ros_tale__14_27_250pq__2,2.3678649751,-0.48929812050000004,2.129810427,0.429431443
ros_tale__14_27_750pq__1,-0.6804197876,-0.9571157395000001,1.9679109970000002,0.079200435
ros_tale__14_27_750pq__2,-2.6134995647,-1.1662449525,1.9270447970000002,1.002338233
ros_tale__16_28_250pq__1,0.9861374002000001,-0.25629780350000003,0.366254758,1.048305185
ros_tale__16_28_250pq__2,0.8382011221000001,-0.1650074165,0.40652350600000003,0.996503954
ros_tale__16_32_0pq__1,1.0901480178,-0.8230610645,1.952158823,-1.448675098
ros_tale__16_32_0pq__2,1.3072705626,-0.8342821895,2.092971457,-1.184368414
ros_tale__16_32_0pq__3,0.3357511885,-0.31532985350000003,0.235592088,0.153599549
ros_tale__16_32_0pq__4,0.42786277240000004,-0.3071799095,0.281863273,0.23859320900000003
ros_tale__16_32_250pq__1,0.7838927503,-0.2360206805,0.205200496,0.842803701
ros_tale__16_32_250pq__2,1.1385942058,-0.19450512150000002,0.267552265,0.869358878
ros_tale__16_32_750pq__1,0.37624193850000004,-1.0622800945,1.628375614,0.471164061
ros_tale__16_32_750pq__2,0.8393243322,-0.9519488605,1.866799721,0.094718282
