,Value,list
TF,Zur,
reg_genes,0,[]
comp_genes,18,"['PN96_RS02245' 'PN96_RS19085' 'PN96_RS20345' 'PN96_RS24055'
 'PN96_RS20335' 'PN96_RS20340' 'PN96_RS20330' 'ykgO']"
both_genes,0,"['znuC' 'znuB' 'ribA' 'znuA' 'PN96_RS11945' 'PN96_RS02235' 'PN96_RS11950'
 'PN96_RS11955' 'PN96_RS11965' 'PN96_RS11960']"
reg_genes2,10,
comp_genes2,0,
both_genes2,0,
