,A,fur
R2,,0.013538781814896095
xmin,,0.0
xmid,,8.839662155604866
xmax,,11.4264779795065
ystart,,-3.120684452195734
yend,,0.33329604124224055
control__wt_glc__1,0.59523721232,9.737594777999341
control__wt_glc__2,-0.59523721232,9.78489173064553
fur__wt_dpd__1,1.96911438085,9.381882209173131
fur__wt_dpd__2,2.3655470277200004,9.46869573312779
fur__wt_fe__1,-1.3414201940200001,9.77925250276487
fur__wt_fe__2,-2.28696600506,9.910519510033991
fur__delfur_dpd__1,2.42416343318,0.0
fur__delfur_dpd__2,1.95704317825,1.16121517722883
fur__delfur_fe2__1,2.17405321373,0.0
fur__delfur_fe2__2,2.12080420685,0.0
acid__wt_ph5__1,-0.274700461866,9.24426831161528
acid__wt_ph5__2,-1.1380947265799999,9.23393196644009
acid__delgadx_ph5__1,-1.20798307729,9.413679238129019
acid__delgadx_ph5__2,-1.5916067296899998,9.40546235789864
acid__delgadw_ph5__1,-8.43219626769,9.2829585870334
acid__delgadw_ph5__2,-8.10540054273,9.32387546251219
acid__delgade_ph5__1,-0.6460891998380001,9.34244584307415
acid__delgade_ph5__2,-1.17742629435,9.28527115655529
oxidative__wt_pq__1,0.501498579288,9.86409405481558
oxidative__wt_pq__2,1.4522616859399997,9.946980343699991
oxidative__deloxyr_pq__1,2.91735050229,10.286705912438999
oxidative__deloxyr_pq__2,3.93267229498,10.237047988133801
oxidative__delsoxr_pq__1,2.71276387505,9.04527029132327
oxidative__delsoxr_pq__2,2.07470546153,9.08471448987313
oxidative__delsoxs_pq__1,2.3607587352,9.081490791326509
oxidative__delsoxs_pq__2,2.2709030177000002,8.95767661004917
nac_ntrc__wt_csn__1,-0.7147140423270001,10.087461693124899
nac_ntrc__wt_csn__2,0.032296405567900005,9.89374572990789
nac_ntrc__wt_cytd__1,0.899098670988,10.1222854949285
nac_ntrc__wt_cytd__2,0.647051546852,10.0901839454587
nac_ntrc__wt_gln__1,-3.8694433739699994,9.584845157742249
nac_ntrc__wt_gln__2,-4.45536160942,9.42162224564359
nac_ntrc__bw_delnac_csn__1,0.442216160285,9.59855887619832
nac_ntrc__bw_delnac_csn__2,2.6972177631400003,9.883436732892289
nac_ntrc__bw_delnac_cytd__1,-0.17188556487,9.199519281337132
nac_ntrc__bw_delnac_cytd__2,-0.08708699341460001,9.13847935494654
nac_ntrc__bw_delnac_gln__1,1.2232483757100001,8.967973321327
nac_ntrc__bw_delnac_gln__2,1.4728378944,9.103916900033589
nac_ntrc__bw_delnac_nh4__1,-0.0591120838868,8.87495010528252
nac_ntrc__bw_delnac_nh4__2,0.305948804532,8.873051159751741
misc__wt_no_te__1,0.687202209399,9.17171736303501
misc__wt_no_te__2,0.7248114446709999,9.049214647358971
misc__bw_delcbl__1,0.7184980500820001,9.19950354270648
misc__bw_delcbl__2,0.299476934956,9.21427565365929
misc__bw_delfabr__1,-1.76904329605,8.938524194651619
misc__bw_delfabr__2,-1.70374542841,9.01396117362982
misc__bw_delfadr__1,0.973125012959,9.21200755812659
misc__bw_delfadr__2,1.4788598390600003,9.17786301302969
misc__nitr_031__1,0.890175219364,9.12379306371157
omics__wt_glu__1,-6.9800941320800005,9.357498192980609
omics__wt_glu__2,-6.912225500800001,9.38159471447359
omics__wt_gly__1,-1.2356802540799998,8.98285049576982
omics__wt_gly__2,-0.8908525546449999,8.951519125623301
omics__wt_thr__1,-11.0539864517,9.605286627805189
omics__wt_thr__2,-10.546069929,9.55110549132316
omics__bw_ac__1,-2.11816396208,9.77817808199711
omics__bw_ac__2,-1.03907360903,9.81237996330054
omics__bw_fum__1,-0.28528434192499996,9.793574477145109
omics__bw_fum__2,-0.225188983446,9.8229703730499
omics__bw_glc__1,1.57781847702,9.74376265170851
omics__bw_glc__2,0.9991269739799998,9.72772010920269
omics__bw_pyr__1,0.304711062225,9.711480472111448
omics__bw_pyr__2,0.330341720402,9.70137914663797
ompr__wt_nacl__1,-0.7608186571879999,9.018536798983051
ompr__wt_nacl__2,-0.8613043339030001,9.25865957954942
ompr__bw_delompr_nacl__1,-1.5668136060100002,8.89784426110101
ompr__bw_delompr_nacl__2,-1.84685535372,9.06495551979259
minspan__wt_ade__1,-8.17332164158,10.082306954969699
minspan__wt_glc__1,-3.79134903879,9.232168518948981
minspan__wt_glc__2,-5.38986939669,9.21357154727408
minspan__wt_glc__3,-4.70705115145,9.370811680815759
minspan__wt_glc__4,-3.5237643389,9.32401370362402
minspan__wt_glc_anaero__1,-19.1062243523,9.0476733172851
minspan__wt_glc_anaero__2,-18.481838118699997,8.74213974257812
minspan__wt_trp__1,-22.300631840799998,8.98830709219126
minspan__bw_delcra_glc__1,-16.8928604331,8.839662227391392
minspan__bw_delcra_glc__2,-17.1610071918,8.85111003203048
minspan__bw_delcra_trp__1,-21.479973912600002,8.896015676171869
minspan__bw_delmntr__1,-19.0397797649,9.04885188317582
minspan__bw_delnac_ade__1,-1.5867695530300001,9.694449940569509
minspan__bw_delnac_glc__1,-11.984276038299999,9.299342556621509
cra_crp__wt_ac__1,-0.148277137597,9.56732442441035
cra_crp__wt_ac__2,-0.23640667337,9.480418900705331
cra_crp__wt_fru__1,-2.08663893032,9.28926448011376
cra_crp__wt_fru__2,-1.53409621896,9.35706569540078
cra_crp__delcra_ac__1,1.18352522589,9.35755046889917
cra_crp__delcra_ac__2,2.15828336249,9.448541478253631
cra_crp__delcra_fru__1,0.72320661647,9.13573605881985
cra_crp__delcra_fru__2,1.4308605566600001,9.20329303915527
cra_crp__delcra_glc__1,-0.413845821722,9.09410116461381
cra_crp__delcra_glc__2,0.800179019488,9.055580244278552
rpoB__wt_031__1,-3.38859290379,9.53186566573025
rpoB__wt_044__1,-2.33856759288,9.16963584999757
rpoB__wt_lb__1,-3.76333921005,9.075979970937482
rpoB__wt_lb__2,-4.232898841569999,9.02678387474889
rpoB__rpoBE546V_031__1,-2.1492103489,9.56434074263861
rpoB__rpoBE546V_044__1,-1.41550604104,9.69279923988381
rpoB__rpoBE546V_lb__1,-2.5972780853799997,9.150774545887769
rpoB__rpoBE546V_lb__2,-2.07998720223,9.23846191753577
rpoB__rpoBE546V_glc__1,2.55541534039,9.351952670663099
rpoB__rpoBE672K_glc__1,0.607026223638,9.19704833305883
rpoB__rpoBE672K_glc__2,0.861773364213,9.32643867373657
rpoB__rpoBE672K_lb__1,-5.1107411457300005,8.93254799681047
rpoB__rpoBE672K_lb__2,-5.238906362280001,8.88986704223652
crp__wt_fru__1,-0.0071345638941599995,9.34322740746375
crp__wt_glyc__1,-1.8866736154400003,9.294766295373961
crp__wt_glyc__2,-0.518829298503,9.45118182994393
crp__delar1_glyc__1,2.117566545,8.93947171012119
crp__delar1_glyc__2,4.2577598959400005,9.072339408763538
crp__delar1ar2_glyc__1,-3.2659585798000004,9.24144668524656
crp__delar1ar2_glyc__2,-2.9259032907,9.23685673595355
crp__delar1ar2_glyc__3,-1.1147137433,9.1410451851922
crp__delar2_glyc__1,-4.93236338024,8.96509991205824
crp__delar2_glyc__2,-6.4072662537900005,9.06619949276551
crp__delar2_glyc__3,-8.9821937313,9.17196500649564
crp__delcrp_fru__1,0.22498561922,9.069669446128788
crp__delcrp_fru__2,0.175740564514,9.155134102446231
crp__delcrp_fru__3,0.46021752263000004,9.08377877595768
crp__delcrp_glc__1,1.1102969788700001,9.040483819586019
crp__delcrp_glc__2,1.04164778951,9.247764066917131
crp__delcrp_glc__3,1.23819261829,9.27453123139199
crp__delcrp_glyc__1,2.6577070874400004,9.0936288099011
crp__delcrp_glyc__2,2.77503596033,9.068773679182131
crp__delcrp_glyc__3,2.70071629161,9.258543623513841
glu__glu_ale3__1,1.25132972092,9.57313822274816
glu__glu_ale4__1,1.91428559806,9.21161460343931
glu__glu_ale5__1,1.8852346061,9.095506255003901
glu__glu_ale6__1,-5.716207787849999,9.20299766589179
glu__glu_ale8__1,1.8918820419799998,9.505275948440211
glu__glu_ale9__1,0.555321301472,9.35523606855183
glu__glu_ale10__1,-2.2609088167599998,9.45717799070416
42c__wt_42c__1,-0.599816012545,8.8942001577812
42c__42c_ale1__1,-11.4254540246,9.26458308124675
42c__42c_ale2__1,1.19101479314,9.027840403879699
42c__42c_ale3__1,1.7519091701900003,9.27911765869951
42c__42c_ale4__1,4.12496918302,9.33251080482435
42c__42c_ale5__1,-0.285783076144,9.171848129005928
42c__42c_ale6__1,-8.84610131668,10.0175823025141
42c__42c_ale8__1,5.540848850800001,9.99451806683059
42c__42c_ale9__1,0.8322269467110001,9.14255027257852
42c__42c_ale10__1,4.40240213485,9.988631866664651
ssw__wt_ac__1,2.48795202695,9.37885692523691
ssw__wt_glc__1,2.34246199667,9.54889311987606
ssw__wt_glyc__1,-8.50774634527,9.30023178956086
ssw__wt_xyl__1,4.58005327578,9.66542535283674
ssw__glc_ale1__1,-16.4590524358,9.305076890070302
ssw__glc_ale2__1,-21.7877733609,9.357975943413711
ssw__glc_ale3__1,-15.376716768800001,9.50405998722399
ssw__glyc_ale1__1,-17.2546660696,9.067884278615061
ssw__glyc_ale2__1,-8.32214372775,9.27936388790966
ssw__xyl_ale1__1,-2.1114143831599996,9.92705027382048
ssw__xyl_ale2__1,-0.829790900405,9.707873565191981
ssw__xyl_ale3__1,0.40296631563100005,9.4111745472988
ssw__glc_ac_ac2__1,0.431501646261,10.006418206518001
ssw__glc_ac_glc1__1,4.7425115699300004,9.99880870516422
ssw__glc_ac_glc2__1,-19.6839078531,9.48245669656939
ssw__glc_glyc_glc__1,-1.8590904904900003,9.452629761830051
ssw__glc_glyc_glyc__1,-0.130131655772,9.534349972345051
ssw__glc_xyl_glc__1,-6.59437322461,9.59227571386992
ssw__glc_xyl_xyl__1,1.17572842046,9.413467787835199
pgi__glu4_delpgi__1,3.8455483939999997,9.2289988484021
pgi__pgi_ale1__1,0.724971608928,9.733280539016869
pgi__pgi_ale2__1,0.468341183694,9.46741978772121
pgi__pgi_ale3__1,1.20254385377,9.39757411158535
pgi__pgi_ale5__1,-4.80179711578,8.9438813168383
pgi__pgi_ale6__1,-4.1796187785,9.43809052873243
pgi__pgi_ale7__1,-3.33883391898,9.299940337312679
pgi__pgi_ale8__1,-6.19403123609,9.3148691045435
ica__wt_glc__1,-2.54796510583,9.09471920949948
ica__wt_glc__2,-2.23657185336,9.18042925256924
ica__wt_glc__3,3.28661184556,9.569326552559609
ica__wt_glc__4,2.1592426422599997,9.66391783920729
