,-0.1375777107,-0.09171847379999999,-0.04585923689999999,2.7755575615628914e-17,0.04585923690000002,0.0917184738,0.13757771070000005,0.18343694760000004,0.22929618450000003,0.27515542140000004,0.3210146583,0.3668738952,0.41273313210000007,0.458592369,0.5044516059,0.5503108428,0.5961700797,0.6420293166000001,0.6878885535,0.7337477904
thresh,-0.11464809225,0.11464809225,1,,,,,,,,,,,,,,,,,
unreg,1,2,142,3945,117,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
unreg_genes,['zntA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['fur'],[],[],[],[]
