,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.324214155317134,3.0,0.0,0.013557028,1.0,-0.3307800167,2.0,0.3172229887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,1.298176710033333,1.7161962061653162,3.0,3.0,2.2106759193,4.0,2.3653568914,5.0,-0.6815026806000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,0.36775976476666666,0.48188004213913355,3.0,6.0,-0.12667379410000001,7.0,0.3939336368,8.0,0.8360194516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,9.523831458918288e-12,1.9206705287074548,21.0,9.0,0.8605580602,10.0,0.0663502616,11.0,-1.2084101537,12.0,0.9014754993,13.0,0.2887477973,14.0,-0.7683926398,15.0,0.5104881249000001,16.0,-2.1947374693,17.0,-2.1340327929,18.0,5.0087461919,19.0,4.4190813123,20.0,-0.2433579521,21.0,-0.3427513471,22.0,-1.8335672083999999,23.0,-0.8586191197,24.0,1.3213746808,25.0,-0.41486885370000004,26.0,0.4874890898,27.0,0.4199700529,28.0,-1.9855518526,29.0,-2.2999916815
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,11.282678999638096,3.508668808566104,21.0,30.0,9.6635077839,31.0,9.7557207151,32.0,10.9999346428,33.0,15.9966350896,34.0,12.8794153791,35.0,15.4738517931,36.0,12.5415158857,37.0,12.5173517196,38.0,10.0699267859,39.0,15.1081062222,40.0,15.4009504857,41.0,9.4549877998,42.0,14.3606463882,43.0,13.2485737155,44.0,14.0634347234,45.0,11.3621426614,46.0,4.9334163153,47.0,12.0302907073,48.0,4.5610507043,49.0,7.177693284,50.0,5.3371061905
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-9.25185853854297e-18,0.1873047060537468,3.0,51.0,-0.21224129960000002,52.0,0.070089053,53.0,0.1421522466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,2.5310161346499997,0.1751372180187921,4.0,54.0,2.5376928430000003,55.0,2.4922511642,56.0,2.7591416248,57.0,2.3349789066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,1.3877787807814457e-17,0.8181188902559381,4.0,58.0,-0.9303636395,59.0,0.1565587966,60.0,1.0266216684,61.0,-0.2528168255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.03433618032500001,0.131045053337446,4.0,62.0,0.025369568300000003,63.0,-0.19890018380000002,64.0,-0.0695845972,65.0,0.1057704914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,1.339616176125,0.666105969199386,4.0,66.0,2.2241201981,67.0,1.3215513483,68.0,1.200555843,69.0,0.6122373151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
