,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.35312729672500004,0.3495101637078908,4.0,70.0,0.8022020555,71.0,0.10365167160000001,72.0,0.4566082381,73.0,0.050047221700000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.666666804567285e-11,0.4801145668782169,6.0,74.0,0.1739208736,75.0,0.3484040885,76.0,0.4182527741,86.0,-0.6750932183,88.0,-0.5420030905000001,90.0,0.2765185725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,4.506471208583333,2.5474220148697935,6.0,77.0,6.9785061452,78.0,6.4506871499,79.0,7.0035890358,87.0,2.4889932518,89.0,2.4226510847,91.0,1.6944005841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.8362656605,0.3122352141289315,3.0,80.0,0.8028009542000001,82.0,1.1638853148,84.0,0.5421107125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,12.525475637933333,0.2666574214277698,3.0,81.0,12.7719593984,83.0,12.2424198119,85.0,12.5620477035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,-3.33333360913457e-11,1.1597696904255854,3.0,92.0,0.1087859831,93.0,-1.2103298161,94.0,1.1015438329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.7586362344333333,0.4867496238359585,3.0,95.0,-0.7319168099000001,96.0,-0.2857966557,97.0,-1.2581952377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-2.0407862996333335,1.7484859974610711,3.0,98.0,-1.6022809541,99.0,-3.9667867803,100.0,-0.5532911645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-3.5408284043666662,0.39293111560106625,3.0,101.0,-3.9039837421,102.0,-3.1237013519,103.0,-3.5948001191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,3.9449522064,0.5765060984917074,3.0,104.0,3.3133761726,105.0,4.0785505783,106.0,4.4429298683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,3.4491399392333335,1.9093100438409496,3.0,107.0,4.3685601434,108.0,4.7247870654,109.0,1.2540726089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,0.8389536232333333,0.3621852937584694,3.0,110.0,0.9232948240000001,111.0,1.151526745,112.0,0.4420393007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,1.3140486123666666,0.6096974568672853,3.0,113.0,0.659885406,114.0,1.8664829690000002,115.0,1.4157774620999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
