sample,BSU21990
LBexp_1,10.5746
LBexp_2,10.8246
LBexp_3,10.4635
LBtran_1,11.3569
LBtran_2,10.9148
LBtran_3,10.7075
LBstat_1,10.9566
LBstat_2,10.5636
LBstat_3,10.0286
LBGexp_1,10.6152
LBGexp_2,10.6349
LBGexp_3,10.5189
LBGtran_2,10.0267
LBGtran_3,10.9864
LBGstat_1,8.2177
LBGstat_2,8.0233
LBGstat_3,9.8111
S0_1,10.7607
S0_2,10.679
S0_3,10.5823
S1_1,11.5266
S1_2,11.4859
S1_3,11.7122
S2_1,11.6598
S2_2,11.3572
S2_3,11.0211
S3_1,11.4667
S3_2,11.6753
S4_1,11.3753
S4_2,10.6517
S4_3,10.5151
S5_1,10.8638
S5_2,10.776
S5_3,11.2252
S6_1,9.7285
S6_2,7.5591
S6_3,9.9987
S6/t_1,10.039
S6/t_2,7.654
S6_4,9.713
S6_5,10.0556
S6_6,10.1491
S7_4,10.1024
S7_5,10.0433
S7_6,10.1483
S8_4,9.7777
S8_5,9.3285
G135_1,10.2339
G135_3,8.902000000000003
G150_1,10.1636
G150_2,10.2515
G150_3,10.3665
G180_1,9.8586
G180_2,10.2
G180_3,9.1713
C30_1,10.3864
C30_2,10.5705
C90_1,11.5027
C90_2,11.7773
BI_1,11.2507
BI_2,11.0861
BC_2,10.9163
BC/t_1,10.3122
BC/t_2,10.6961
BC_1,10.1181
Sw_1,9.8678
Sw_2,10.2352
BT_1,9.528
BT_2,9.2538
B36_1,9.975
B36_2,10.0834
B60_1,10.0204
B60_2,10.5985
M9exp_1,11.4973
M9exp_2,11.1585
M9exp_3,10.9285
M9tran_1,10.9863
M9tran_2,10.8695
M9tran_3,11.1241
M9stat_1,9.2214
M9stat_2,9.0333
M9stat_3,8.9201
M+G_1,10.7036
M+G_2,11.0938
M+G_3,11.175
Glu_1,11.6928
Glu_2,11.4678
Glu_3,11.5731
Fru_1,11.4077
Fru_2,11.5622
Fru_3,11.1346
Mal_1,10.3166
Mal_2,10.6481
Mal_3,11.2207
G+S_2,10.9916
G+S_3,11.2339
Pyr_1,10.753
Pyr_2,10.9517
Pyr_3,10.9376
Gly_1,9.6303
Gly_2,10.2559
Gly_3,9.2193
Glucon_1,10.4782
Glucon_2,10.8359
Glucon_3,10.117
aero_1,11.1175
aero_2,9.9488
aero_3,11.1116
nit_1,11.0943
nit_2,11.5479
nit_3,11.3487
ferm_1,10.811
ferm_2,10.7684
ferm_3,11.1903
T-5.40H_1,11.779000000000002
T-4.40H_1,11.7262
T-3.40H_1,11.4926
T-2.40H_1,11.3247
T-1.40H_1,11.1151
T-1.10H_1,11.2155
T-0.40H_1,11.0017
T0.0H_1,10.974
T0.30H_1,9.5421
T1.0H_1,10.015
T1.30H_1,9.8287
T2.0H_1,9.9631
T2.30H_1,10.9243
T3.0H_1,10.4399
T3.30H_1,10.7378
T4.0H_1,10.8457
T5.0H_1,10.4561
HPh_1,11.2798
HPh_2,11.0055
HPh_3,10.7275
LPh_1,11.1264
LPh_2,11.8903
LPh_3,11.2774
LPhT_1,9.9943
LPhT_2,10.0595
LPhT_3,10.4917
SMMPr_1,10.905
SMMPr_2,10.8781
SMMPr_3,10.8696
HiTm_1,10.1898
HiTm_2,10.8857
HiTm_3,11.5072
LoTm_1,11.1241
LoTm_2,10.775
LoTm_3,10.8596
HiOs_1,11.5156
HiOs_2,11.3988
HiOs_3,11.5425
BMM_1,11.39
BMM_2,11.3358
BMM_3,11.2713
Heat_1,11.3801
Heat_2,11.0075
Heat_3,10.8302
Cold_1,11.0693
Cold_2,10.406
Cold_3,10.0724
Etha_1,10.2092
Etha_2,10.0099
Etha_3,10.2895
SMM_1,11.0952
SMM_2,11.0777
SMM_3,11.2067
Salt_1,10.5959
Salt_2,10.3301
Salt_3,10.566
Mt0_1,10.1346
Mt0_3,10.9165
M0t45_1,11.1158
M0t45_2,10.5111
M0t45_3,11.4451
M0t90_1,10.3472
M0t90_2,11.4837
M0t90_3,11.2695
M40t45_1,10.6616
M40t45_2,11.2424
M40t45_3,11.890999999999998
M40t90_1,10.1029
M40t90_2,10.982
M40t90_3,11.0971
dia0_1,10.3409
dia0_2,10.5946
dia0_3,10.7962
dia5_1,10.8503
dia5_2,11.1088
dia5_3,11.1937
dia15_1,10.8847
dia15_2,10.9994
dia15_3,10.3083
Diami_1,10.3974
Diami_2,11.0777
Diami_3,10.8129
Paraq_1,10.6259
Paraq_2,10.8393
Paraq_3,9.7059
H2O2_1,10.2931
H2O2_2,10.6755
H2O2_3,10.167
Oxctl_1,10.0807
Oxctl_2,10.1441
Oxctl_3,10.6173
GM-0.1_1,11.0901
GM-0.2_1,10.9252
GM+5_1,10.923
GM+15_1,11.4778
GM+25_1,11.5962
GM+45_1,11.5142
GM+60_1,11.4931
GM+90_1,11.1804
GM+120_1,10.4469
GM+150_1,10.9223
GM-0.1_2,11.6871
GM-0.2_2,11.6753
GM+5_2,11.2826
GM+10_2,11.2975
GM+15_2,11.339
GM+25_2,11.431
GM+45_2,10.6773
GM+60_2,10.4603
GM+90_2,11.2984
GM+150_2,10.667
GM-0.1_3,11.4793
GM-0.2_3,11.4459
GM+5_3,11.4902
GM+10_3,10.3653
GM+15_3,11.3775
GM+25_3,10.9413
GM+45_3,10.7477
GM+60_3,10.5118
GM+90_3,11.0562
GM+120_3,10.9094
GM+150_3,11.0512
MG-0.1_1,11.2892
MG+5_1,11.2016
MG+10_1,11.6194
MG+15_1,10.6749
MG+25_1,11.015999999999998
MG+45_1,10.9353
MG+120_1,10.2075
MG+150_1,10.9338
MG-0.1_2,10.5335
MG-0.2_2,11.0
MG+5_2,10.9022
MG+10_2,11.2082
MG+15_2,11.98
MG+25_2,10.8644
MG+45_2,10.4516
MG+60_2,10.8703
MG+90_2,10.5108
MG+120_2,11.2814
MG-0.1_3,11.5521
MG-0.2_3,11.236
MG+5_3,10.9595
MG+10_3,10.6445
MG+15_3,11.2674
