,new_1872786_1873153
LBexp_1,8.1893
LBexp_2,7.8136
LBexp_3,7.7753
LBtran_1,7.1392
LBtran_2,7.1848
LBtran_3,7.55
LBstat_1,7.2065
LBstat_2,7.6012
LBstat_3,7.612
LBGexp_1,8.41
LBGexp_2,9.1708
LBGexp_3,8.8953
LBGtran_2,7.8909
LBGtran_3,7.9285
LBGstat_1,7.4138
LBGstat_2,7.5166
LBGstat_3,7.6933
S0_1,7.7349
S0_2,8.0805
S0_3,8.0237
S1_1,7.7309
S1_2,7.5819
S1_3,7.4905
S2_1,7.393
S2_2,7.048
S2_3,6.8197
S3_1,7.0652
S3_2,6.8117
S4_1,7.2768
S4_2,6.7084
S4_3,6.7168
S5_1,6.6775
S5_2,6.7095
S5_3,6.7729
S6_1,6.8884
S6_2,7.0463
S6_3,6.7986
S6/t_1,7.8533
S6/t_2,7.5145
S6_4,7.4628
S6_5,7.6248000000000005
S6_6,7.1957
S7_4,8.6093
S7_5,8.7866
S7_6,9.3041
S8_4,8.8099
S8_5,9.3195
G135_1,9.3965
G135_3,8.223700000000001
G150_1,8.7446
G150_2,9.5812
G150_3,9.3312
G180_1,9.3039
G180_2,9.4952
G180_3,8.6853
C30_1,9.5468
C30_2,9.6423
C90_1,8.2043
C90_2,7.0289
BI_1,8.6288
BI_2,8.7232
BC_2,7.1488
BC/t_1,7.478
BC/t_2,8.5622
BC_1,7.251
Sw_1,7.6185
Sw_2,7.6381
BT_1,8.0783
BT_2,8.3423
B36_1,6.9035
B36_2,6.9516
B60_1,7.9558
B60_2,8.1572
M9exp_1,7.8263
M9exp_2,7.7959
M9exp_3,7.7964
M9tran_1,7.7061
M9tran_2,7.5707
M9tran_3,7.4256
M9stat_1,7.7457
M9stat_2,7.8174
M9stat_3,7.6211
M+G_1,8.7792
M+G_2,7.8826
M+G_3,7.8774
Glu_1,7.941
Glu_2,8.1598
Glu_3,8.0985
Fru_1,7.774
Fru_2,8.3608
Fru_3,7.8074
Mal_1,7.2669
Mal_2,8.2164
Mal_3,7.7005
G+S_2,8.3149
G+S_3,8.0016
Pyr_1,7.8289
Pyr_2,8.6858
Pyr_3,8.9359
Gly_1,7.6874
Gly_2,8.0228
Gly_3,7.9757
Glucon_1,8.3972
Glucon_2,8.1007
Glucon_3,8.0608
aero_1,8.5204
aero_2,7.8052
aero_3,8.3534
nit_1,7.713
nit_2,7.6466
nit_3,7.7737
ferm_1,8.3763
ferm_2,8.4242
ferm_3,8.1158
T-5.40H_1,8.0026
T-4.40H_1,7.9615
T-3.40H_1,7.8728
T-2.40H_1,7.8363
T-1.40H_1,7.6704
T-1.10H_1,7.4371
T-0.40H_1,7.4259
T0.0H_1,7.2887
T0.30H_1,7.5544
T1.0H_1,7.2326
T1.30H_1,7.591
T2.0H_1,7.8217
T2.30H_1,7.3926
T3.0H_1,7.3567
T3.30H_1,7.6247
T4.0H_1,7.3937
T5.0H_1,7.4405
HPh_1,8.7993
HPh_2,8.1175
HPh_3,8.363
LPh_1,8.5802
LPh_2,9.0585
LPh_3,8.6827
LPhT_1,7.5532
LPhT_2,7.271
LPhT_3,7.371
SMMPr_1,7.1833
SMMPr_2,7.4403
SMMPr_3,7.7127
HiTm_1,8.2911
HiTm_2,8.1242
HiTm_3,7.9174
LoTm_1,8.3004
LoTm_2,8.0449
