,-0.024238395080332854,3.469446951953614e-18,0.02423839508033286,0.048476790160665716,0.07271518524099857,0.09695358032133145,0.12119197540166429,0.14543037048199717,0.16966876556233002,0.19390716064266286,0.21814555572299574,0.2423839508033286,0.2666223458836614,0.2908607409639943,0.31509913604432715,0.33933753112466,0.36357592620499285,0.3878143212853257,0.41205271636565854,0.4362911114459914
thresh,-0.036357592620499285,0.036357592620499285,2,,,,,,,,,,,,,,,,,
unreg,148,3842,75,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoH,0,75,26,14,3,3,5,1,3,4,2,0,3,1,0,0,0,0,0,0
unreg_genes,[],[],[],['menA'],['mfd' 'tusB'],['insL-3' 'insL-2' 'insL-1'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoH_genes,[],"['yjhB' 'yehR' 'yciH' 'ppiD' 'yjhC' 'ptsI' 'alaA' 'trmA' 'yccE' 'mhpT'
 'cas1' 'yjhI' 'mutL' 'yehW' 'yjhH' 'osmF' 'pyrF' 'waaC' 'ycjY' 'yjhG'
 'mngB' 'casD' 'yceI' 'recJ' 'creC' 'creA' 'rnlA' 'waaF' 'yehX' 'yfjV'
 'creB' 'rfaD' 'crr' 'yafU' 'pgpC' 'metA' 'casE' 'slt' 'tadA' 'dsbC'
 'yjaZ' 'cra' 'mpaA' 'pphA' 'waaL' 'xerD' 'yehY' 'yjiT' 'sdaA' 'mngA'
 'pgpA' 'rpmE' 'yfbR' 'adiC' 'fkpB' 'yiaA' 'mbiA' 'ispH' 'cas2' 'lspA'
 'can' 'ymjC' 'ynfK' 'tyrR' 'ptsH' 'ackA' 'rdgB' 'ydeO' 'ybfE' 'yceJ'
 'pncC' 'ileS' 'glnS' 'raiA' 'yggW']","['nusB' 'valS' 'narP' 'phoQ' 'phoP' 'ribE' 'thiL' 'hfq' 'lipB' 'rapA'
 'yafD' 'lapB' 'mlc' 'lapA' 'yafE' 'holC' 'yrdA' 'clpX' 'hflX' 'hflC'
 'clpP' 'ydhQ' 'yibA' 'topA' 'htpX' 'hflK']","['ftsH' 'bssS' 'nfuA' 'lnt' 'rpoD' 'miaA' 'zntR' 'yhdN' 'gapA' 'rlmE'
 'yrfG' 'yeaD' 'hspQ' 'ybeX']",['ldhA' 'rsmJ' 'prlC'],['ybeZ' 'ybeY' 'ybeD'],['lon' 'mutM' 'hslO' 'cnoX' 'hslR'],['ibpB'],['grpE' 'fxsA' 'ycjX'],['hslV' 'ycjF' 'ibpA' 'hslU'],['clpB' 'dnaJ'],[],['groL' 'groS' 'htpG'],['dnaK'],[],[],[],[],[],[]
