,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,-3.400058012914542e-15,0.24507522609883572,2.0,0.0,-0.1732943542753165,1.0,0.1732943542753097,,,,,,,,
1,fur__wt_dpd,-2.131425023055453,0.1408540511283214,2.0,2.0,-2.2310238777658853,3.0,-2.03182616834502,,,,,,,,
2,fur__wt_fe,2.256915369474526,0.23617698627002356,2.0,4.0,2.423917718026262,5.0,2.0899130209227903,,,,,,,,
3,fur__delfur_dpd,-1.3628475550562325,0.05513721841964817,2.0,6.0,-1.4018354560965294,7.0,-1.3238596540159353,,,,,,,,
4,fur__delfur_fe2,-0.8245523576228757,0.23796717209620433,2.0,8.0,-0.992820558711888,9.0,-0.6562841565338635,,,,,,,,
5,acid__wt_ph5,0.20772135590634985,0.09245153800531614,2.0,10.0,0.142348246451665,11.0,0.2730944653610347,,,,,,,,
6,acid__delgadx_ph5,1.148834292945279,,1.0,12.0,1.148834292945279,,,,,,,,,,
7,acid__delgadw_ph5,0.3600775310873665,0.16073595134045368,2.0,13.0,0.4737350122606723,14.0,0.2464200499140608,,,,,,,,
8,acid__delgade_ph5,0.2837292513698185,0.22291444854788384,2.0,15.0,0.4413535695624869,16.0,0.1261049331771501,,,,,,,,
9,oxidative__wt_pq,-0.44707438593764953,0.02066572032380271,2.0,17.0,-0.4616872569167151,18.0,-0.432461514958584,,,,,,,,
10,oxidative__deloxyr_pq,0.6442847358882995,0.17849702995029565,2.0,19.0,0.7705011961878119,20.0,0.5180682755887872,,,,,,,,
11,oxidative__delsoxr_pq,-1.3720091043216003,0.09013212099793355,2.0,21.0,-1.308276070361235,22.0,-1.4357421382819655,,,,,,,,
12,oxidative__delsoxs_pq,-1.5060850357862337,0.49598484066760357,2.0,23.0,-1.8567992799880253,24.0,-1.1553707915844418,,,,,,,,
13,nac_ntrc__wt_csn,0.32095099022941087,0.0953152878500674,2.0,25.0,0.2535529038398805,26.0,0.3883490766189413,,,,,,,,
14,nac_ntrc__wt_cytd,1.7767480507454707,0.08279265698514934,2.0,27.0,1.8352912999321216,28.0,1.7182048015588198,,,,,,,,
15,nac_ntrc__wt_gln,2.270581642731173,0.03584505636830444,2.0,29.0,2.2452353603011312,30.0,2.2959279251612155,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-2.241731477937682,0.21075896261766405,2.0,31.0,-2.3907605696004746,32.0,-2.09270238627489,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,0.0823305710107908,0.17134561639164805,2.0,33.0,0.203490218287914,34.0,-0.0388290762663324,,,,,,,,
