,A,Fnr,NarL
ica__phe_acgam__2,0.0448680250295039,-0.4918045360000018,-1.1942437415000002
ica__thm_gal__1,0.6558892459239916,-0.6206503470000015,-0.010120483499999722
ica__thm_gal__2,0.64211889363431,-0.6047507440000004,0.05020451349999977
ica__tyr_glcn__1,0.9731257748932514,-0.6034127080000005,-0.5662972534999984
ica__tyr_glcn__2,2.292764940476512,-0.6014504730000017,-0.4109628755000001
ica__ura_pyr__1,-1.0997778610754203,-0.5894554290000009,-0.8255950734999997
ica__ura_pyr__2,-1.269554185052448,-0.5449526920000007,-0.8005288574999998
ica__wt_glc__5,1.4974578960799323,-0.6705241160000011,-0.5925904434999998
ica__wt_glc__6,-1.224662496105053,-0.6067997510000005,-0.5365248515000003
ica__bw_delpurR_cytd__1,1.7926977970079412,-0.7190110720000007,-1.150300382499999
ica__bw_delpurR_cytd__2,0.088462001335068,-0.6968049610000016,-1.1125573584999984
ica__ade_glc__1,1.1096532530944574,-0.6706830310000012,-0.9379271884999998
ica__ade_glc__2,0.288090012116915,-0.7218945370000007,-0.8743913924999998
ytf__wt_glc__1,3.22931829048564,-1.0162461270000005,-0.12357321249999932
ytf__wt_glc__2,4.575168728543314,-1.3082336250000015,-0.15965931849999834
ytf__delyafC__1,0.5591433707282103,-1.7164273530000018,0.8482297725000008
ytf__delyafC__2,0.7572239074157152,-1.6210117860000004,0.7273271894999986
ytf__delyeiE__1,-7.40019374012443,-0.1461128140000003,0.4105892334999988
ytf__delyeiE__2,-7.937642151983674,-0.4326376600000009,-0.05585968050000023
ytf__delyiaJ__1,-1.6378937413399866,-1.55639051,0.43253308550000025
ytf__delyiaJ__2,-0.7324760971787566,-0.8717574610000014,0.5352296384999997
ytf__delyieP__1,2.6875332167989128,-1.347170503000001,0.19399182650000046
ytf__delyieP__2,3.941322130223635,-1.305195932000002,0.13679431949999987
ytf__wt_ph5__1,0.1396564392724331,-0.5570430830000017,-0.21598817950000004
ytf__wt_ph5__2,0.2555316680660286,-0.5606580010000021,-0.19248613749999954
ytf__wt_ph8__1,-0.7940284882807246,-0.5787427820000008,-0.35995393949999954
ytf__wt_ph8__2,-1.4996777721227572,-0.3957363220000012,-0.27431484150000074
ytf__delybaO__1,-0.6095214744593125,-1.6552725600000002,0.4246207255000005
ytf__delybaO__2,1.5200974300636934,-1.410532003000002,0.5214714285000001
ytf__delybaQ__1,-0.0200204343349992,-0.606795733000002,-0.2681458604999998
ytf__delybaQ__2,-0.4882073081835498,-0.5836305950000007,-0.2141154734999997
ytf__delybiH__1,2.908788061626281,-0.9780890030000008,-0.021794833499999555
ytf__delybiH__2,4.157838385195298,-1.476111577000001,0.20510170549999973
ytf__delydcI_ph5__1,-0.2977338249430028,-0.6045711670000014,-0.3228478054999995
ytf__delydcI_ph5__2,-0.7706258268462749,-0.612837080000002,-0.4355703905000015
ytf__delydcI_ph8__1,-1.9034035057642609,-0.4941553620000008,-0.23065727849999984
ytf__delydcI_ph8__2,-0.8856377363203163,-0.6297628440000018,-0.3051913155000001
ytf__delyddM__1,-0.5081114212871919,-0.5226934970000006,0.11745116450000025
ytf__delyddM__2,-1.7614092379513138,-0.4254320210000007,0.07583943649999991
ytf__delyheO__1,-0.4719684681067002,-1.8218537240000008,0.3870393585
ytf__delyheO__2,2.097095822827912,-1.8295830700000009,0.3588376784999987
fps__bw_glc__1,0.15671310669953,-0.6606700440000015,-0.7943733424999992
fps__bw_glc__2,0.2464090557974557,-0.7722607140000015,-0.6581343165
fps__fps_thrA_ale1__1,-0.6912735076501624,-0.5674762880000017,-0.2444576485000001
fps__fps_thrA_ale1__2,-0.0692783194470993,-0.7100081640000013,-0.22257904050000032
fps__fps_thrA_ale2__1,0.072083155930922,-0.7084273220000004,-0.3165566974999994
fps__fps_thrA_ale2__2,0.7434195957110568,-0.6741296350000017,-0.2330808065000003
fps__fps_serB_ale1__1,-0.084148144080969,-0.7472038340000005,-0.42182246549999997
fps__fps_serB_ale1__2,0.2651354232094945,-0.6559473680000014,-0.2425066065000001
fps__fps_serB_ale4__1,-1.9856356128671109,-1.1846466490000012,-0.7474121245000003
fps__fps_serB_ale4__2,-2.035933391282605,-1.019253874000002,-0.4772296524999993
fps__fps_ptsI_ale1__1,-0.9562212304688528,-0.9269502930000008,-0.9798916594999998
fps__fps_ptsI_ale1__2,-0.8482046322031133,-0.8308143870000021,-0.9160638715000003
fps__fps_ptsI_ale3__1,0.0587719798734213,-0.8180644960000016,-1.0673735244999998
fps__fps_ptsI_ale3__2,-0.5256763816680138,-0.8140812820000018,-0.9897267365000006
pal__lyx_ale2_f6__1,-1.4593118952865194,-0.4994335160000016,-0.8733868394999984
pal__lyx_ale2__1,0.2168329632384515,-0.5389567430000017,-0.5212098915000007
pal__lyx_ale2__2,1.1033291080333674,-0.5235788160000006,-0.43257182249999904
pal__lyx_ale4__1,-0.678788596029369,-0.7789653710000017,-1.2860029674999989
pal__lyx_ale4__2,-1.2388169931805455,-0.7546695460000006,-0.9581307365000002
pal__5drib_ale10_f18__1,-2.48215776088171,-0.8584368649999998,-0.7201649965000003
pal__5drib_ale10_f18__2,-0.6957574465783092,-0.7536076010000006,-0.6814127944999999
pal__5drib_ale10__1,0.9437689121066342,-0.6081119500000014,-0.1758722205000005
pal__arab_ale14_f9__1,-0.6143961954398365,-0.6507291250000016,-0.07170880249999902
pal__arab_ale14_f9__2,-0.6243151392313876,-0.5790906580000019,0.05077463449999975
pal__arab_ale14__1,-2.2384701881212457,-0.5612669600000011,-0.31848850949999985
pal__arab_ale14__2,-0.6632062251304407,-0.6327277780000014,-0.6615002365000002
pal__arab_ale16__1,-1.4854584152412158,-0.6648468970000003,0.5829491044999999
pal__arab_ale16__2,-0.6573354932983282,-0.6864830750000017,0.5586155835000001
pal__tartr_ale26_f10__1,-1.523465959104544,-0.703734273000002,-0.8698164945000002
pal__tartr_ale26_f10__2,-1.8225825841396657,-0.6609027810000008,-0.6115317274999992
pal__tartr_ale26__1,0.5953706989770785,-0.7898414690000024,-0.7410600384999997
pal__tartr_ale26__2,-0.0919396701410731,-0.7943045050000013,-0.7062647344999995
pal__tartr_ale28_f10__1,-0.1360577413774253,-0.6169361680000005,-0.7938215304999998
pal__tartr_ale28_f10__2,-0.3574000686889726,-0.6927632880000019,-0.9818579145
pal__tartr_ale28__1,0.1606399531422036,-0.7137339220000012,-0.7693066324999993
pal__tartr_ale28__2,-0.2671400253108424,-0.6521569950000004,-0.8011193074999996
efeU__delmenFentC_citr__1,4.76000649619916,-1.164833993000002,-0.0938442644999995
efeU__delmenFentC_citr__2,5.511779238287105,-1.2848913940000024,-0.2117927454999995
efeU__delmenFentC__1,-1.120087325821536,-0.5161069770000015,0.19650876050000046
efeU__delmenFentC__2,-0.5164918537400999,-0.5080433480000011,0.1538504965000005
efeU__menFentC_ale39__1,8.257159865853232,-2.109849670000001,0.1517904105000003
efeU__menFentC_ale39__2,8.33256346683888,-2.0968477890000026,0.3921516294999998
efeU__menFentC_ale29__1,6.353052636564846,-2.366996998000001,-0.4200080484999997
efeU__menFentC_ale29__2,6.2618599739135705,-2.3954243040000014,-0.5188053044999998
efeU__menFentC_ale30__1,2.5626999866630724,-0.5423336000000011,-0.7710836915000003
efeU__menFentC_ale30__2,2.892418401526629,-0.4112517400000009,-0.6546561955000003
efeU__menFentCubiC_ale36__1,-1.849067291424995,-0.4590538350000006,0.10485902650000156
efeU__menFentCubiC_ale36__2,-0.7648706123005897,-0.5276504510000013,-0.2659715915000005
efeU__menFentCubiC_ale37__1,-1.1391530188431596,-0.4292119980000013,-0.3369691674999995
efeU__menFentCubiC_ale37__2,-1.0962407660626283,-0.37967822400000095,-0.21318631050000025
efeU__menFentCubiC_ale38__1,0.1875790763663646,-0.4036745170000007,-0.1927905494999997
efeU__menFentCubiC_ale38__2,0.0530286803313476,-0.3732575010000012,-0.1314762604999995
misc2__salc_glc__1,-1.0732832783057935,-0.22932395800000194,0.04884142349999987
misc2__salc_glc__2,-1.123401483481366,-0.03345726400000082,-0.05881932949999946
misc2__dbcn_glc__1,3.2178175773886166,-0.7301900130000014,-1.3161856565
misc2__dbcn_glc__2,0.1388401262020824,-0.8092735110000007,-0.9762902215000002
misc2__tyr_glc__1,-0.2058205193758035,-0.5575643070000016,-0.29137660349999983
misc2__tyr_glc__2,0.5265363258484914,-0.5539005700000015,-0.2493271774999997
misc2__arg_cytd__1,4.484177034781819,-1.1034638080000008,-0.7299638994999995
misc2__arg_cytd__2,3.389319514610051,-0.7432087820000017,-0.7226907684999997
misc2__delyheO_pyr__1,1.6540761142088083,-0.7526202150000003,-0.16499258649999948
misc2__delyheO_pyr__2,-0.8063573477910212,-0.4191611070000008,-0.3955289274999991
misc2__dellon_glc__1,-0.8258979481170521,0.3493916779999981,-0.4105492865000002
misc2__dellon_glc__2,-0.3149262758306727,0.5194171779999994,-0.7020863384999999
nquinone__delubiC__1,-0.4923776832658994,-0.6095067330000017,-0.4614789295000001
nquinone__delubiC__2,-0.6642219629483331,-0.6044100700000019,-0.25647179449999946
nquinone__ubiC_ale1__1,0.2036370100668491,-0.4323583200000005,-0.05616607949999963
nquinone__ubiC_ale1__2,-0.3557739611437341,-0.6067025980000018,-0.09777098249999927
nquinone__ubiC_ale2__1,-1.001367602771025,-0.5499352390000016,0.043204039499999965
nquinone__ubiC_ale2__2,-0.822879037594652,-0.5028724020000013,-0.025497963499999443
nquinone__ubiC_ale3__1,-0.5335643699718774,-0.5823368140000014,-0.8959829054999995
nquinone__ubiC_ale3__2,-0.5200105048505493,-0.5599778960000013,-0.9659653554999998
nquinone__ubiC_ale4__1,-0.3349291149823514,-0.6001517920000019,0.006563358499999339
nquinone__ubiC_ale4__2,-0.3996255896473036,-0.5363889490000009,0.20412599849999946
nquinone__delpdhR__1,-0.8246069743676975,-0.8817682130000009,-1.1638198045
nquinone__delpdhR__2,-1.120533661430243,-0.8676659450000006,-1.2477763024999993
quinone__glu_ale4__1,0.8115380935096722,-0.7937296570000019,-0.6137973695000003
quinone__glu_ale4__2,2.3854397123470736,-1.3345289250000008,0.08294221950000047
quinone__delmenF__1,0.2906402585895949,-0.6263961320000018,-0.0494158054999998
quinone__delmenF__2,1.2522688814998073,-0.5904860330000012,-0.06627740650000025
quinone__menF_ale5__1,7.726544683222249,-1.5730570960000012,0.03095992349999932
quinone__menF_ale5__2,7.769028232591047,-1.5773257790000024,-0.001696112499999458
quinone__menF_ale6__1,8.04955511206948,-2.032580734000001,-0.04363322650000079
quinone__menF_ale6__2,8.488270120303866,-2.029661312000001,0.05963873849999945
quinone__menF_ale7__1,5.379529289686678,-2.266448492000001,0.2125941684999999
quinone__menF_ale7__2,4.7145650381590025,-2.358642473000001,0.20252375549999968
quinone__menF_ale8__1,3.3638146357714382,-2.309375750000001,0.3216119255000001
quinone__menF_ale8__2,1.2478052389123215,-0.8210202880000015,0.30951476250000104
quinone__delmenFubiC__1,-0.1258674536837716,-0.5446679390000018,0.0021142935000000307
quinone__delmenFubiC__2,-0.2775419796014154,-0.5307565460000011,0.13728447050000006
quinone__menFubiC_ale1__1,2.3246850783334088,-2.5481107570000012,0.7491145084999999
quinone__menFubiC_ale1__2,2.1134876915927188,-2.5745257670000012,0.6345051144999987
quinone__menFubiC_ale2__1,1.1113511841537225,-2.5041279210000007,0.9392737994999996
quinone__menFubiC_ale2__2,1.4186998388942278,-2.4451129780000027,1.0102653854999994
quinone__menFubiC_ale3__1,-0.546669342213069,-0.5054432390000017,-0.1866845735
quinone__menFubiC_ale3__2,0.1963421693337218,-0.5051048730000005,-0.2045876594999996
quinone__menFubiC_ale4__1,5.292144902822315,-1.639778015000001,0.22164052750000085
quinone__menFubiC_ale4__2,5.344925072054527,-1.525707863000001,0.12060501250000046
oxyR__wt_glc__1,2.1799492897903865,-0.8089780310000005,-1.1792619845
oxyR__wt_glc__2,0.906570703934098,-0.6878140150000007,-1.2122088054999995
oxyR__wt_h2o2__1,3.158162105467785,-0.7709993870000016,-1.2092205445
oxyR__wt_h2o2__2,-0.5352518352134276,-0.5165665970000006,-0.7819696074999998
oxyR__glu_ale4__1,-2.1306818206467657,-0.4998186800000006,-0.4191883424999992
oxyR__glu_ale4__2,-0.6496196951859627,-1.0535432470000003,-0.44187062549999995
oxyR__glu_ale4_h2o2__1,-0.5994290050481907,-0.8761725550000001,-0.3740276255000001
oxyR__glu_ale4_h2o2__2,-0.2467779072204745,-1.0044108940000012,-0.3782253115000005
oxyR__oxyR_ale17__1,-0.9524608477130052,-0.9421467330000012,-0.7739573244999995
oxyR__oxyR_ale17__2,-1.8523377451559184,-1.093086918000001,-0.8888965104999995
oxyR__oxyR_ale17_h2o2__1,-1.5221247460019784,-0.9796284760000002,-0.9141537815000004
oxyR__oxyR_ale17_h2o2__2,-2.873557522615104,-0.5898082770000013,-1.1604518145
oxyR__oxyR_ale18__1,3.670611429687499,-1.166562635,-1.5072900634999984
oxyR__oxyR_ale18__2,-0.9822470500792052,-0.6725769710000016,-1.4919827405
