,A,Fnr,NarL
R2,,0.006149054035793244,0.0006464734845292863
xmin,,-9.786193262000001,-3.3278448574369563
xmid,,,0.6441645635504923
xmax,,2.044364117999999,1.2829432884999994
ystart,,1.3372496492151682,0.25172605865867825
yend,,-0.08372460525839323,1.4572661946736938
control__wt_glc__1,-0.1732943542753165,-0.0526320000000009,0.0046058085000000295
control__wt_glc__2,0.1732943542753097,0.05263199999999912,-0.0046058085000000295
fur__wt_dpd__1,-2.2310238777658853,-0.2233275490000004,0.7958407655000004
fur__wt_dpd__2,-2.03182616834502,-0.20726320800000053,0.7809120795000002
fur__wt_fe__1,2.423917718026262,-0.559124369000001,0.08602043750000021
fur__wt_fe__2,2.0899130209227903,-0.5180337210000019,0.1956717155000005
fur__delfur_dpd__1,-1.4018354560965294,-0.35869387400000186,0.6368233544999997
fur__delfur_dpd__2,-1.3238596540159353,-0.3499676950000019,0.6053562415
fur__delfur_fe2__1,-0.992820558711888,-0.2728296990000008,0.2292959385
fur__delfur_fe2__2,-0.6562841565338635,-0.2654058500000005,0.31020635650000017
acid__wt_ph5__1,0.142348246451665,-0.5248469310000008,0.7226422634999999
acid__wt_ph5__2,0.2730944653610347,-0.5394919760000008,0.6039874684999997
acid__delgadx_ph5__2,1.148834292945279,-0.4808098230000013,0.7064404204999999
acid__delgadw_ph5__1,0.4737350122606723,-0.5694477410000012,0.6671839154999999
acid__delgadw_ph5__2,0.2464200499140608,-0.5457824470000006,0.6889960855000004
acid__delgade_ph5__1,0.4413535695624869,-0.4965959550000018,0.4548568884999993
acid__delgade_ph5__2,0.1261049331771501,-0.5235996460000011,0.4452644244999986
oxidative__wt_pq__1,-0.4616872569167151,-0.27798360400000105,1.1253454755000003
oxidative__wt_pq__2,-0.432461514958584,-0.40360473400000174,1.2190429044999993
oxidative__deloxyr_pq__1,0.7705011961878119,-0.11731480800000148,1.0256380375000012
oxidative__deloxyr_pq__2,0.5180682755887872,-0.05299572400000052,1.1128686854999996
oxidative__delsoxr_pq__1,-1.308276070361235,-0.4695711340000006,0.8344043914999997
oxidative__delsoxr_pq__2,-1.4357421382819655,-0.4755742960000013,0.8354505564999997
oxidative__delsoxs_pq__1,-1.8567992799880253,-0.1387633190000006,1.2055026184999995
oxidative__delsoxs_pq__2,-1.1553707915844418,-0.1421156520000011,1.1488311055000002
nac_ntrc__wt_csn__1,0.2535529038398805,-0.1587119630000018,-0.07344860249999917
nac_ntrc__wt_csn__2,0.3883490766189413,-0.2040164890000007,-0.10560864150000082
nac_ntrc__wt_cytd__1,1.8352912999321216,-0.2233020650000004,0.09312365450000026
nac_ntrc__wt_cytd__2,1.7182048015588198,-0.14878209200000114,0.11562003450000002
nac_ntrc__wt_gln__1,2.2452353603011312,-0.1339289860000008,0.3107882125000003
nac_ntrc__wt_gln__2,2.2959279251612155,-0.07252378100000101,0.4495536754999998
nac_ntrc__bw_delnac_csn__1,-2.3907605696004746,-0.17298681200000132,0.2402466455000001
nac_ntrc__bw_delnac_csn__2,-2.09270238627489,-0.2073357070000004,0.15004977349999926
nac_ntrc__bw_delnac_cytd__1,0.203490218287914,-0.3990849310000009,0.4465692275000004
nac_ntrc__bw_delnac_cytd__2,-0.0388290762663324,-0.4580705310000006,0.4666444895000002
nac_ntrc__bw_delnac_gln__1,0.4690609715617589,-0.3877521210000019,0.6344954094999986
nac_ntrc__bw_delnac_gln__2,0.6539738220621367,-0.3182893920000005,0.6517965395000003
nac_ntrc__bw_delnac_nh4__1,0.8712321929296173,-0.4074629840000004,0.049252151500000174
nac_ntrc__bw_delnac_nh4__2,0.1605654775684536,-0.4319254960000016,0.09158619050000016
misc__wt_no_te__1,-1.274282255506794,-0.5747228530000008,0.8055963485
misc__wt_no_te__2,-0.2244624338670081,-0.4345764080000016,0.7341074955
misc__bw_delcbl__1,-1.1222562247001298,-0.5447975610000011,0.035281455499999836
misc__bw_delcbl__2,-1.944674022083358,-0.5101214760000019,0.0774423845000003
misc__bw_delfabr__1,-2.1803100803723896,-0.5468835700000003,-0.1645777104999997
misc__bw_delfabr__2,-1.207542800106613,-0.5969020620000016,-0.3014689524999996
misc__bw_delfadr__1,-1.570636260508827,-0.6318394690000009,0.0227612465
misc__bw_delfadr__2,-1.6286049438336008,-0.5991148660000007,0.08063040849999936
misc__nitr_031__1,-2.290930146249733,-0.4462157430000016,0.3691834524999997
omics__wt_glu__1,2.2124684902186416,0.6836297179999988,0.4817487815000003
omics__wt_glu__2,1.5252196694433824,0.7885854679999991,0.3933811924999997
omics__wt_gly__1,1.1415623020055206,0.206760040999999,-0.050986039499999684
omics__wt_gly__2,0.1689584998418111,0.1833143229999994,-0.023109983499999487
omics__wt_thr__1,7.188692275572074,-0.542585261000001,0.5990756294999997
omics__wt_thr__2,8.192858066100447,-0.6071561150000004,0.5218365345000002
omics__bw_ac__1,-0.3498543750545179,0.045715160999998616,-0.5340536034999994
omics__bw_ac__2,-0.9612063060188994,0.09762738399999904,-0.4149396495
omics__bw_fum__1,-1.7702963387137172,-0.1884815580000012,-0.8381361135000001
omics__bw_fum__2,-2.5177193888564133,-0.2422709619999992,-0.9121125334999984
omics__bw_glc__1,-0.7708740201975044,-0.2345112470000004,-0.35132409249999963
omics__bw_glc__2,-0.512135411484935,-0.2088260980000012,-0.4675586545000003
omics__bw_pyr__1,-1.5171727919453042,0.08724294099999952,-1.2049065184999996
omics__bw_pyr__2,-1.3828713253795475,0.02212409499999879,-0.5649073274999994
ompr__wt_nacl__1,-0.8756554778675035,-0.7696515920000007,0.5331391284999993
ompr__wt_nacl__2,-0.9810931065761204,-0.6463673310000004,0.5641948175000007
ompr__bw_delompr_nacl__1,-1.4831492009899527,-1.035417797000001,0.07354963949999949
ompr__bw_delompr_nacl__2,-0.9766642969770952,-0.9836439900000008,0.05694921849999979
minspan__wt_ade__1,-1.6968481749680433,-0.579642380000001,0.4253597615000002
minspan__wt_glc__2,-0.1704136361759401,-0.946672155,-0.10022184849999947
minspan__wt_glc__3,0.2791027778604222,-0.702451240000002,-0.03482806650000025
minspan__wt_glc__4,-0.5860232512222882,-0.6560544730000011,-0.12163705150000048
minspan__wt_glc_anaero__1,-0.7501740299305859,-1.3752412100000004,-0.1538379884999994
minspan__wt_glc_anaero__2,0.924219242267795,-1.5192858430000022,-0.36792119249999894
minspan__wt_trp__1,1.1448360499764585,-1.8579653490000012,0.4121324694999986
minspan__bw_delcra_glc__2,2.655431914943274,-1.774069647000001,0.3630780825000004
minspan__bw_delcra_trp__1,-0.7994871635889794,-1.6792622710000007,0.6441685144999987
minspan__bw_delmntr__1,5.147197710642939,-1.529694333000002,-0.10895602949999984
minspan__bw_delnac_ade__1,4.037954901357618,-0.24103003300000125,0.0731933895000001
minspan__bw_delnac_glc__1,-0.841683422472321,-0.7240322750000008,-0.18664946849999972
cra_crp__wt_ac__1,1.3609656699574857,0.5630292579999985,0.10308692949999987
cra_crp__wt_ac__2,1.0257149005674304,0.5452901479999994,0.18241066449999987
cra_crp__wt_fru__1,0.7638991663932575,0.574998437999998,0.2525159454999999
cra_crp__wt_fru__2,0.8151506308105385,0.5622400479999996,0.17281035049999982
cra_crp__delcra_ac__1,-3.479431386901532,-0.3505163840000005,0.09591121550000016
cra_crp__delcra_ac__2,-2.921059819457535,-0.29769803800000183,-0.051466273499999986
cra_crp__delcra_fru__1,-1.0613563052565445,-0.4862878060000018,0.4381540525000007
cra_crp__delcra_fru__2,-1.370767349938364,-0.5381468600000012,0.5490068335
cra_crp__delcra_glc__1,0.5342840828451279,-0.5029783950000013,0.2574579395000001
cra_crp__delcra_glc__2,-0.0026920927902239,-0.5727874140000004,0.2698259865000017
rpoB__wt_031__1,0.6281349954035583,-0.4392632620000008,-0.3415813295000003
rpoB__wt_044__1,-0.7402662221770859,-0.35546248300000194,0.11219308750000057
rpoB__wt_lb__1,0.6592287377100394,-0.4312754440000006,0.5881046484999999
rpoB__wt_lb__2,0.6163320196769588,-0.4756920160000018,0.4456274494999999
rpoB__rpoBE546V_031__1,-1.8537856226724545,-0.2190748840000012,-0.10447847550000056
rpoB__rpoBE546V_044__1,-1.2086690333321788,-0.29527451800000115,-0.08270643449999948
rpoB__rpoBE546V_lb__1,-0.6858511949426841,-0.1772575130000007,0.3906797055000002
rpoB__rpoBE546V_lb__2,-1.130382653336422,-0.1896798920000009,0.44091671450000014
rpoB__rpoBE546V_glc__1,-0.0536294124704552,-0.13970386800000156,-0.3587007084999998
rpoB__rpoBE672K_glc__1,-2.325929083411303,-0.2144874060000017,-0.8582225215000001
rpoB__rpoBE672K_glc__2,-1.2330084224355065,-0.2133236690000011,-0.6973849044999998
rpoB__rpoBE672K_lb__1,0.2501026870226543,-0.31724649200000066,0.12599003650000018
rpoB__rpoBE672K_lb__2,0.0110379101056693,-0.3099385020000014,0.15349259949999985
crp__wt_fru__1,2.053791000176936,-0.2229942960000013,-0.4725241865000003
crp__wt_glyc__1,0.709848356577548,-0.17428477600000036,-0.4338023084999998
crp__wt_glyc__2,2.321708280348453,-0.08995859500000059,-0.4517896045000001
crp__delar1_glyc__1,8.693097863755375,-1.2857264020000017,0.7869022914999997
crp__delar1_glyc__2,9.138008215375272,-1.5015297130000018,1.0605303565000002
crp__delar1ar2_glyc__1,-0.4423267656381383,-0.15562998200000067,0.4460130265000002
crp__delar1ar2_glyc__2,-0.1732642144036274,-0.11493448800000115,0.4088875744999987
crp__delar1ar2_glyc__3,0.0766078845352521,-0.1471097530000005,0.4974127275000004
crp__delar2_glyc__1,3.933103555981117,-1.2714837790000022,1.2369219454999998
crp__delar2_glyc__2,3.5387359592122456,-1.1773514360000004,0.8874602844999986
crp__delar2_glyc__3,3.4001142381834155,-1.1748534320000008,1.0767604395
crp__delcrp_fru__1,-0.8176905405870319,-0.24670364600000205,0.5996688084999997
crp__delcrp_fru__2,-0.995217614636516,-0.21771090100000198,0.5703166005
crp__delcrp_fru__3,-0.9154949791331742,-0.34636329800000176,0.5036175315000015
crp__delcrp_glc__1,-1.071254505502665,-0.14795257000000106,0.2273135154999997
crp__delcrp_glc__2,-0.5148984628243434,-0.1338359880000013,0.3345255854999998
crp__delcrp_glc__3,-1.3206489618131425,-0.2458932260000015,0.4058469044999997
crp__delcrp_glyc__1,-1.121876376433702,-0.17621799900000035,0.4500058444999997
crp__delcrp_glyc__2,-1.2706772942219182,-0.25661334000000124,0.3381277484999998
crp__delcrp_glyc__3,-1.0043385281222517,-0.2795685010000017,0.4754143025000008
glu__glu_ale3__1,4.434085246047179,-1.5312083710000015,-0.4428699924999995
glu__glu_ale4__1,-0.3879238370621467,-0.3330961230000007,-0.2461249024999992
glu__glu_ale5__1,-1.169458809751477,-0.7786549400000009,-0.6606236855000001
glu__glu_ale6__1,-1.4735925891053607,-0.12059369700000032,-0.7887084074999997
glu__glu_ale8__1,5.654328080199728,-1.378413375000001,0.2722742915000005
glu__glu_ale9__1,2.9153236496049693,-0.7807343670000009,-0.2739036004999997
glu__glu_ale10__1,1.771442632053753,-1.3600023360000009,-0.7454388865000006
42c__wt_42c__1,0.5207210556799583,-1.0145581910000008,-0.06704781849999986
42c__42c_ale1__1,2.583211909419959,-1.8717782250000008,0.1811508085
42c__42c_ale2__1,-1.2641040011728342,-0.4431280230000017,-0.3306118815000003
42c__42c_ale3__1,-1.8038469115031524,-0.1727305000000019,-0.1838051574999993
42c__42c_ale4__1,-3.510074849790289,-0.3207554420000012,0.4484809985
42c__42c_ale5__1,-2.5309761492905403,-0.5273028440000012,0.3130631115
42c__42c_ale6__1,4.165587937136669,-1.720490645,-0.049182822499999716
42c__42c_ale8__1,2.141953377134778,-0.7990813750000001,-0.09290142249999978
42c__42c_ale9__1,-1.7714856838786222,-0.4473727390000004,-0.05750777349999936
42c__42c_ale10__1,2.6801296297934254,-0.9696312210000002,-0.008791543499998333
ssw__wt_ac__1,-2.8052067589711447,-0.8082528600000014,-0.8583090594999998
ssw__wt_glc__1,-1.5861667508090285,-0.2496041240000011,0.0038348415000015726
ssw__wt_glyc__1,-2.1182780614662398,-0.3966449650000019,-0.7905101045
ssw__wt_xyl__1,-0.4084113033807967,0.2157472579999986,-0.6531480724999996
ssw__glc_ale1__1,-3.5469070805222245,-0.4638172160000007,-0.5733266404999995
ssw__glc_ale2__1,-0.8064889389002381,-1.507022258000001,-0.3617682765000003
ssw__glc_ale3__1,0.0774469959126076,-1.2375372210000002,-0.38723354150000056
ssw__glyc_ale1__1,-2.69796032382179,-0.391325409000002,-0.0020606384999997123
ssw__glyc_ale2__1,-0.1800712833668238,-1.296498570000001,-0.3970384554999997
ssw__xyl_ale1__1,0.686294220960565,-0.9544926520000008,-0.6818209104999999
ssw__xyl_ale2__1,1.4725433499842924,-0.6357546720000009,-0.34240253650000074
ssw__xyl_ale3__1,-2.094794069801697,-0.9828595450000002,-0.08376697150000023
ssw__glc_ac_ac2__1,-2.3615403559119024,-2.2943992480000013,-0.4176094644999999
ssw__glc_ac_glc1__1,-1.1561296150544582,-0.3561024360000005,-0.8176861595
ssw__glc_glyc_glc__1,-0.8489377818789424,-1.4659991440000013,-0.3219710434999996
ssw__glc_glyc_glyc__1,2.980460236943,-0.5806601790000006,-0.38845042949999975
ssw__glc_xyl_glc__1,-0.3847208739641782,-1.242127184000001,-1.3542981185
ssw__glc_xyl_xyl__1,-0.1002936501484403,-0.7752710380000014,-0.4038016254999999
ica__wt_glc__1,1.1229909660357158,-0.7268877690000011,-1.2482984155
ica__wt_glc__2,2.6959406433376585,-0.7699083190000007,-1.0586845324999992
ica__wt_glc__3,-0.0206685962003416,-0.5550889640000012,-0.7520441115000001
ica__wt_glc__4,-0.4543307554183802,-0.701890070000001,-0.8188419215000007
ica__arg_sbt__1,4.159321972649549,-0.9857155870000014,-0.2863410384999998
ica__arg_sbt__2,4.3063806467280745,-0.8052297820000014,-0.468019407499999
ica__cytd_rib__1,1.1572237408511652,-0.6435942390000005,-0.4358049355000002
ica__cytd_rib__2,0.975428326378644,-0.6875447610000016,-0.6309743794999996
ica__gth__1,-2.338948921948538,-0.8140340760000004,-0.7184819784999998
ica__gth__2,-2.445364136357855,-0.9197743240000024,-0.7504386355000001
ica__leu_glcr__1,-0.1804023166630005,-0.5381583960000018,-0.5791105414999995
ica__leu_glcr__2,-0.2183700781571354,-0.5397882840000019,-0.6834166564999995
ica__met_glc__1,2.0559674663590517,-0.7339297900000012,-0.9902756455000016
ica__met_glc__2,2.039948711334812,-0.7304694330000014,-1.2867556815000007
ica__no3_anaero__1,0.1187809620978443,-0.7996812930000008,-0.32411681550000004
ica__no3_anaero__2,-0.3613576733008826,-0.7648052850000013,-0.5466204944999999
ica__phe_acgam__1,0.4397367236722863,-0.5583355860000019,-0.9350117724999992
