,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,0.0,0.5246613520009985,3.0,0.0,0.47400224150000003,2.0,0.0897418066,4.0,-0.5637440481,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,11.881274354033332,0.49629255829784774,3.0,1.0,11.529286459,3.0,11.6656247203,5.0,12.4489118828,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,15.258129108399999,4.9969219179343805,4.0,6.0,15.4385309135,20.0,17.8739818502,40.0,19.5222865257,63.0,8.1977171442,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,8.2572337064,1.2351828554619277,4.0,7.0,8.4467271335,33.0,9.6702087067,81.0,6.6620626506,82.0,8.2499363348,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,25.803345271825002,0.8405110342496422,4.0,8.0,26.3366567417,51.0,24.5488744845,65.0,26.1886528031,76.0,26.139197058,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,23.162870136733336,0.8209090125350244,3.0,9.0,24.1031057689,22.0,22.7969604003,49.0,22.588544241,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.3712898659,1.9592567851990454,2.0,10.0,1.7566936248,26.0,-1.014113893,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,21.036293131566666,2.957668145998876,3.0,11.0,20.981496414,54.0,18.1064040759,83.0,24.0209789048,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,26.592032610949996,1.1603015240995629,4.0,12.0,27.1392990204,48.0,24.8592494802,64.0,27.0541463561,78.0,27.3154355871,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.6245693057,1.6867901717273277,4.0,13.0,2.3278120411,38.0,0.057288610100000005,67.0,-1.4711118106,72.0,1.5842883822,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,15.977910388566665,4.4219633376563685,3.0,14.0,18.8602178941,41.0,18.1868233944,85.0,10.8866898772,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,15.425523382725,3.7832917831055908,4.0,15.0,18.3447461166,52.0,18.190622147,71.0,10.2793984244,80.0,14.8873268429,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,26.964655351999998,0.1730515543639732,3.0,16.0,27.1284762739,53.0,26.9818351006,77.0,26.7836546815,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,26.93280603443333,0.5457076136972541,3.0,17.0,27.0491801013,50.0,26.3382985678,66.0,27.4109394342,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,26.242939968866665,0.8698997525145803,3.0,18.0,25.2433649456,25.0,26.6569200853,62.0,26.8285348757,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-1.34746953435,2.2006762072462,4.0,19.0,0.36937979400000004,28.0,-4.1051886457,56.0,-2.1374994538,73.0,0.4834301681,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,26.504929181099996,1.0668021271720811,4.0,21.0,25.5191182038,34.0,26.3505478144,45.0,28.0153774562,58.0,26.13467325,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,15.128868112874999,1.396179504024549,4.0,23.0,16.2633265104,42.0,15.9825243616,70.0,13.1715022067,79.0,15.0981193728,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-1.5997396891750002,2.664839325330983,4.0,24.0,-4.3183170847,29.0,-0.31701396600000004,68.0,-3.252174853,74.0,1.488547147,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-2.548184227975,1.85928209979705,4.0,27.0,-5.3353956653,31.0,-1.5673019079000001,69.0,-1.7109727503,75.0,-1.5790665884,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,25.480821651099998,1.619067388535923,4.0,30.0,24.0740423982,32.0,26.5428245435,59.0,24.120593727,86.0,27.1858259357,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,26.0095749152,,1.0,35.0,26.0095749152,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,25.044634758975,2.1819851788437696,4.0,36.0,25.4279364306,44.0,27.9031652536,60.0,22.8277642712,61.0,24.0196730805,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,0.0,0.41407479249181917,4.0,37.0,-0.3165720023,46.0,0.48447388480000003,57.0,0.20357775520000002,84.0,-0.37147963770000003,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,17.16870923275,1.3616468810189328,2.0,39.0,18.1315389759,43.0,16.2058794896,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,15.45411221255,0.8202285952862155,2.0,47.0,16.0341014144,55.0,14.8741230107,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,-3.700743415417188e-17,0.9041046121028474,3.0,87.0,1.0211620461,90.0,-0.3226283526,93.0,-0.6985336935,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,0.2502769236666666,1.2826991220803756,3.0,88.0,-1.088777134,91.0,0.3716089956,94.0,1.4679989093999999,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,-2.0203488843,0.2230777416198021,3.0,89.0,-2.2777112288,92.0,-1.8823324814,95.0,-1.9010029427,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,2.7755575615628914e-17,0.6870496403698216,4.0,96.0,-0.6134454881,97.0,0.0594188222,98.0,-0.3873634007,99.0,0.9413900666,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,-0.2474643407,0.5264468514576339,2.0,100.0,0.1247897979,104.0,-0.6197184793,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,0.16115301365,1.2026597085138784,2.0,101.0,1.011561849,105.0,-0.6892558217,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,-9.25185853854297e-18,1.0475409931512791,12.0,102.0,-1.6140634820000002,110.0,-1.4041911674,117.0,-0.8517171871,125.0,-0.03399655,131.0,0.4166948863,134.0,0.047628027600000004,138.0,-0.1500426802,159.0,1.4698030866,162.0,1.5190102819,164.0,0.6749765654000001,170.0,-0.9433520687,174.0,0.8692502876,,,,
33,immunity_isolated__WT_npr1,-0.3394152631499999,1.4854380505126217,2.0,103.0,-1.3897785817,126.0,0.7109480554000001,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,-1.1548604760714287,0.8321419690251234,14.0,106.0,-2.5200925659999998,113.0,-1.5380372817999999,121.0,-2.0669871957,127.0,-0.16921252550000002,136.0,-0.9605770830000001,142.0,0.09885770390000001,145.0,-2.1915259365,150.0,0.08809538600000001,160.0,-0.8963939852,161.0,-0.9703609562000001,163.0,-1.2263620465,167.0,-1.8802372371,172.0,-0.6095588002,176.0,-1.3256541412
35,immunity_isolated__AvrRpt2_npr1,-1.0973652014666666,0.964381786463496,3.0,107.0,-1.6514478878,128.0,0.0162025983,146.0,-1.6568503149,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,-1.7370550344666666,2.0688161245169754,3.0,108.0,-1.4592987001,129.0,0.1788511474,147.0,-3.9307175507,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,-0.0613409196,0.19422282568064952,2.0,109.0,-0.1986771967,148.0,0.0759953575,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,-0.42855186985000004,0.899104802260897,4.0,111.0,-1.3124706984,119.0,-1.0940727662,140.0,0.3628420271,165.0,0.32949395810000004,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,0.331041880375,1.0836947824331258,4.0,112.0,-1.2216451132000001,120.0,0.43233350600000003,141.0,0.9005153762,166.0,1.2129637525,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,-1.1393236625666667,0.930302170086204,3.0,114.0,-1.4655392207,122.0,-1.8625847034,143.0,-0.0898470636,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,-0.7455610437999999,1.4616205239794073,4.0,115.0,-1.108224331,123.0,-2.6582909968,144.0,0.5150907238,168.0,0.2691804288,,,,,,,,,,,,,,,,,,,,
42,immunity_isolated__AvrRpt2_PS,0.03330848506666667,0.4239176032242039,3.0,116.0,-0.0587525946,124.0,-0.3370138333,169.0,0.4956918831,,,,,,,,,,,,,,,,,,,,,,
43,immunity_isolated__WT_sid2,0.49929892675000004,0.5193444720382587,2.0,118.0,0.1320669288,139.0,0.8665309247,,,,,,,,,,,,,,,,,,,,,,,,
44,immunity_isolated__WT_WT_mock,0.37428585929999997,1.2198810641401103,3.0,130.0,-1.0154095808,152.0,1.2683062393,156.0,0.8699609194,,,,,,,,,,,,,,,,,,,,,,
45,immunity_isolated__WT_SP,-0.25431960585,0.5537477742653691,2.0,132.0,0.1372392004,135.0,-0.6458784121000001,,,,,,,,,,,,,,,,,,,,,,,,
46,immunity_isolated__AvrRpt2_b2b3,-2.1037483976,0.22137740941661635,2.0,133.0,-2.260285865,137.0,-1.9472109302,,,,,,,,,,,,,,,,,,,,,,,,
47,immunity_isolated__AvrRpt2_RR,1.1207893935,1.1938630088986346,2.0,149.0,0.2766007641,151.0,1.9649780229,,,,,,,,,,,,,,,,,,,,,,,,
48,immunity_isolated__WT_WT_SA,0.20767831840000003,0.2339461698744027,3.0,153.0,0.2342749167,155.0,-0.0384295083,158.0,0.42718954680000004,,,,,,,,,,,,,,,,,,,,,,
49,immunity_isolated__WT_WT_chitin,-0.62805123555,0.08191936436078125,2.0,154.0,-0.6859769736,157.0,-0.5701254975,,,,,,,,,,,,,,,,,,,,,,,,
50,immunity_isolated__WT_stp,0.16434894689999996,1.4397908004666844,2.0,171.0,-0.8537368916,175.0,1.1824347854,,,,,,,,,,,,,,,,,,,,,,,,
51,immunity_isolated__AvrRpt2_stp,-1.0033328844,1.1432460190008138,2.0,173.0,-1.8117298970000002,177.0,-0.1949358718,,,,,,,,,,,,,,,,,,,,,,,,
52,immunity_no_isolation__WT_WT_mock,0.0,1.1951193923506604,3.0,178.0,-1.2767517651,182.0,1.0919605601,183.0,0.18479120500000001,,,,,,,,,,,,,,,,,,,,,,
53,immunity_no_isolation__WT_WT_flg22,3.0217657019,1.4833899327736328,3.0,179.0,2.0129050013,180.0,4.7249853405,181.0,2.3274067639,,,,,,,,,,,,,,,,,,,,,,
54,immunity_time__mock_1hpi,3.333329908391155e-11,1.5677001093644367,3.0,184.0,-1.8072629444000001,185.0,0.9932647259,186.0,0.8139982186,,,,,,,,,,,,,,,,,,,,,,
