,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,ALE__GalactoseA5,0.17511031524999948,0.06552180057198048,2.0,0.0,0.1287794057499995,1.0,0.2214412247499995,,,,
1,ALE__GalactoseA6,0.4042384832499994,0.0813912665402886,2.0,2.0,0.3466861667499996,3.0,0.4617907997499992,,,,
2,ALE__GalactoseA8,-0.02327282425000045,0.3734444104140682,2.0,4.0,0.2407922507499993,5.0,-0.2873378992500002,,,,
3,ALE__IL_Control,-4.579669976578771e-16,0.32254570411295574,4.0,6.0,-0.0278282182500007,7.0,-0.4339576962500002,8.0,0.1403656507499997,9.0,0.3214202637499994
4,ALE__IL_TEOH_OAc,0.016740319249999497,0.46643979137994795,2.0,10.0,-0.3130824202500002,11.0,0.3465630587499992,,,,
5,ALE__IL_TEA_HS,0.3191910902499999,0.06997329231799114,2.0,12.0,0.2697125007499998,13.0,0.36866967975,,,,
6,ALE__IL_Mixed,0.3198894312499996,0.16674662531470405,2.0,14.0,0.2019817617499999,15.0,0.4377971007499992,,,,
7,ALE__IL_PP5350,-0.27840885225000056,0.1426721998489572,2.0,16.0,-0.1775243722500006,17.0,-0.3792933322500005,,,,
8,ALE__IL_T8,-0.05708214575000037,0.40788404407043877,2.0,18.0,0.2313354277499995,19.0,-0.3454997192500002,,,,
9,ALE__IL_T9,0.8871106197499996,0.27252409837823566,2.0,20.0,0.6944069817499994,21.0,1.0798142577499998,,,,
10,ALE__IL_Control2,-0.0014878372500004497,0.10705945129386149,2.0,22.0,0.0742146267499999,23.0,-0.0771903012500008,,,,
11,ALE__IL_Glc+Ace,-0.7345770262500004,0.008896058088205866,2.0,24.0,-0.7282865632500006,25.0,-0.7408674892500002,,,,
12,ALE__XyloseA1,0.3064964472499998,0.11499563526113005,2.0,26.0,0.3878106407499997,27.0,0.2251822537499999,,,,
13,ALE__XyloseA2,0.30684408524999934,0.25493880032871874,2.0,28.0,0.1265751307499991,29.0,0.4871130397499996,,,,
14,ALE__XyloseA3,0.24321023124999952,0.12066941906117784,2.0,30.0,0.1578840667499994,31.0,0.3285363957499996,,,,
15,ALE__XyloseA4,0.4397069527499995,0.10547979595789368,2.0,32.0,0.5142924317499995,33.0,0.3651214737499995,,,,
16,Aromatic__Coumarate,4.7171515736666665,0.042221393856448027,3.0,34.0,4.707457106333333,35.0,4.680620563333333,36.0,4.7633770513333324,,
17,Aromatic__Coumarate+ferulate,5.313276383333334,0.06643434327315849,3.0,37.0,5.374561331333334,38.0,5.322591866333333,39.0,5.242675952333334,,
18,Aromatic__Ferulate,5.220324152333333,0.1988765941231224,3.0,40.0,5.420314292333334,41.0,5.218078034333333,42.0,5.022580130333333,,
