,A,FruR
SRX5278719,1.7351672356338799,1.3783467061611645
SRX5278720,1.0090794815457054,0.3596553666794122
SRX5278721,3.2172080433087173,0.7705077847213682
SRX1254783,-5.3497674864869005,-1.636024477437413
SRX1254784,-3.909428225833832,-1.273701048692705
SRX1254785,-6.996925068295725,-1.987750478268886
SRX1254786,-3.5759545185942727,-0.99762771705337
SRX1473807,-0.09634236239928533,0.11346825282637595
SRX1473808,0.18516410138147715,-0.10076920215899587
SRX1473809,-0.08882173898217871,-0.012699050667380085
SRX7520944,-0.7665774224516855,-0.14161065740938916
SRX7520945,-0.858767501646871,0.0567042356315568
SRX7520946,0.8079321344596367,-0.04187894654345925
SRX7520947,0.8174127896389237,0.1267853683212916
SRX7520948,-11.097427794882037,-2.887184203370066
SRX7520949,-11.302770891357213,-2.7753529055915696
SRX7520950,-8.95577239440458,-2.8103647839596952
SRX7520951,-9.10118679844298,-2.6770637856173836
SRX959206,-2.1772179546582557,-0.7167306112677068
SRX959207,-2.263724372082652,-0.7603549605377875
SRX959208,-1.024960782508167,-0.1832950599058396
SRX959209,-3.264099220499619,-0.510955699343687
SRX959210,-1.1032386898965938,0.07635629236351082
SRX959211,0.9665180940936028,0.3309080890600677
SRX959212,0.04003169513578693,-0.2882979709711382
SRX959213,-0.2623743374216238,-0.2463772445061485
SRX959214,-0.8499530746576264,0.09041483923595184
SRX959215,0.022298842421265137,-0.020332562173578598
SRX959216,0.048710859415501545,0.07812316468938718
SRX959217,1.0012860151066938,0.3864697737255272
SRX3269802,0.5381475671226592,0.14124443417681576
SRX3269803,-0.5381475671226508,-0.14124443417681665
SRX3269804,-0.3895717894077728,-1.33862305886533
SRX3269805,-0.1966629892521624,-0.1904093734107395
SRX3269806,-0.2961599190041218,-0.2905481371737615
SRX3269807,-1.2490281993739163,0.1638524642522814
SRX3269808,-1.988410408672156,0.7022198727382092
SRX3269809,0.7514950902442137,0.8656915207529989
SRX3269810,-2.419677156536658,-0.2577902694625616
SRX3269811,-1.446781699722998,0.7007211449322632
SRX2529102,0.33155722080939937,0.3441479314508076
SRX2529103,-0.33155722080940464,-0.3441479314508076
SRX2529104,1.2822146412179136,1.277136708264944
SRX2529105,0.7104736988130148,1.129140585010436
ERX1981712,3.198311543817744,0.11692107387086904
ERX1981713,4.419921742396679,1.0951166626257485
ERX1981714,5.57485128701303,1.2686138377234184
ERX1981715,-0.6841719294329366,-0.6286554758950893
ERX1981716,0.301780294772518,0.2821301716179305
ERX1981717,0.3823916346604193,0.34652530427715833
ERX2274784,-4.8508246400547685,-2.377993401010838
ERX2274785,-1.1693116718217706,0.24557175182032864
ERX2274786,1.2385316599117782,0.5941763129291635
ERX2274787,2.865556302001104,0.4995137793238964
ERX2274788,2.666220371168872,0.2833592105996132
ERX2274789,0.9733897938563753,-0.08020969453745064
ERX2274790,-4.037178070269605,-1.5125237233531554
ERX2274791,-0.4930429302849284,0.1890544949108888
ERX2274792,0.440739118780443,0.6403128953907169
ERX2274793,3.1027731971100962,0.8672322201282451
ERX2274794,6.761067571874982,1.2577359560937251
ERX2274795,4.046078385460168,0.6654036606244436
ERX2274796,-2.590560335808729,-1.1877759253481202
ERX2274797,0.7904913842576051,0.6157457165361766
ERX2274798,1.8000689515511294,0.5720302088119453
ERX2274799,3.5499246621925757,0.6227893744185975
ERX2274800,2.059274664959986,0.012568111188956621
ERX2274801,3.1926364997717744,0.6292680784117071
ERX1819430,-4.1455946354021584,-1.7815914405417097
ERX1819431,-2.1438862120983484,-1.0980882325948578
ERX1819432,0.07450577650891563,-0.3291117331043916
ERX1819433,-0.7214968787213901,-0.7472533799334471
ERX1819434,-2.8502821060183305,-1.7936741119573272
ERX1819435,-4.250959129834152,-2.440245370939341
ERX1819436,-1.8145718829765485,-1.4599779015511594
ERX1819437,-3.8352231204318494,-2.0499296269756515
ERX1819438,-4.735662968560118,-1.521522264374788
ERX1819439,-4.680647675292788,-1.5947983467798368
ERX1819440,-5.4030658321755505,-1.7055857931174696
ERX1819441,-4.248636572335399,-1.7062488543209646
ERX1819442,7.58594507457845,3.315196376332117
ERX1819443,4.7533220631899535,1.3776935502750334
ERX1819444,9.123517430412877,3.3928619940134617
ERX1819445,4.766568053299365,1.4819381364566535
ERX3440914,0.2255984490116014,-0.02707920528604646
ERX3440915,-0.4580589405493858,-0.1531524922157672
ERX3440916,-0.3424040523809548,-0.15738728930109416
ERX3440917,0.5413095349205416,-0.007531369271978504
ERX3440918,-3.1461263876860865,-0.7912682348462976
ERX3440919,-2.8763610581374364,-0.8891507419487006
ERX3440920,-2.541652150884368,-0.6354901621317097
ERX3440921,2.12352652036823,-0.17817541875044451
ERX3440922,1.946681185149612,-0.16770368200860108
ERX3440923,1.3544674957234508,-0.3193120036655861
ERX3440924,1.220685044555026,-0.023836583445913998
ERX3440925,0.053013277995246265,-0.0363878389154042
ERX3440926,1.073935677690599,-0.22657896776097355
ERX3440927,1.1472141058107612,-0.016357084970106683
ERX3440928,0.359674488085642,-0.07489008702603428
ERX3440929,0.9314418602046688,-0.18256089637845815
ERX3440930,0.7405332519825645,-0.21655645875136556
ERX3440931,3.852330430231924,0.027385484832982417
ERX3440932,2.4330825738493007,0.043207505738951824
ERX3440933,3.90411649561652,0.35945305251842896
ERX3440934,0.721055738233353,-0.27504601197237033
ERX3440935,0.4613816812731682,-0.3660141985019809
ERX3440936,-0.2786117270068484,0.06346704420145244
ERX3440937,0.8120065242223042,-0.3437979550467469
ERX3440938,-0.09722349429050713,-0.12087986343936395
ERX3440939,-0.19087862598598448,0.27870884677827146
ERX3440940,0.16745393960943758,-0.5394545067320928
ERX3440941,-2.2525041224183115,-0.5193110292514866
ERX3440942,-1.9411992830672196,-1.2632329408077254
ERX3440943,-2.205482182832008,-0.4083131003922125
SRX5347612,-0.9179676750081452,-0.6206121133890128
SRX5347613,-0.5497290049766984,-0.2693872906936843
SRX5347614,1.467696679984848,0.8899994040826953
SRX5347615,0.0979945686624344,-0.6041846444561179
SRX5347616,-0.6674263582019598,-0.6242298893288609
SRX5347617,1.0314617544319689,-0.01921920186989956
SRX5347618,0.007835739712668434,-0.4008709715193013
SRX5347619,-0.23077075994454785,-0.1472440393846548
SRX5347620,0.6744010933238604,-0.09604423067865886
SRX5347621,-0.4118648336313122,-0.38420248938632173
SRX5347622,-0.5159786699345329,-0.7666545398785165
SRX5347623,1.8647410366430088,0.4199183087708618
SRX8170783,-1.5217344374489468,-0.32508320044726435
SRX8170784,0.6215060851343178,0.07859767998746925
SRX8170785,0.9002283523146254,0.246485520459796
SRX8170786,-3.6949871894506585,-0.4029641094997967
SRX8170787,-2.517346042618525,0.13908887111245605
SRX8170788,-3.478835081484505,0.06280591547528935
SRX5177009,-5.180369510482546,-1.991147910936068
SRX5177010,-6.645124045821472,-2.4541969295694708
SRX5177011,-7.181192313018293,-1.9295763821497784
SRX5177012,-6.683530299781602,-2.2140139687902654
SRX7354731,0.10866743032653746,-0.18563329916171245
SRX7354732,-0.10866743032653588,0.1856332991617116
SRX7354733,8.416343159848617,3.049792331586314
SRX7354734,9.182174565165015,3.55381599547872
SRX7354735,2.974115541763126,1.5452403689245209
SRX7354736,5.108463571387189,2.5275521503117133
SRX7354737,0.9058729080005236,1.4514318386345604
SRX7354738,-1.3070520204541551,0.455376658555311
SRX2508581,0.7729964495724287,0.0811848768284733
SRX2508582,-5.797788223066883,-2.444178158282158
SRX2508583,-12.382170478999944,-5.465457034885057
SRX2508584,-11.69229289988015,-5.193113554369628
SRX2508585,-0.906096934050906,-0.3546838905939964
SRX2508586,-4.706792383744574,-1.591020574926219
SRX2508587,-12.321733901512527,-5.566195527310207
SRX2508588,-12.489956664916836,-5.7128564456625455
SRX2508589,0.13310048447847656,0.27349901376551955
SRX2508590,-4.141806347899531,-1.4168500252153295
SRX2508591,-6.103867609575608,-2.721356017529052
SRX2508592,-4.288162345045018,-1.9313470469467309
SRX1736086,0.16158343639108508,-0.008450313815080435
SRX1736087,-0.5349239709886775,-0.04487234133564488
SRX1736088,0.3733405345975872,0.05332265515072177
SRX1736089,-0.4283888248100596,-1.9470333479477502
SRX1736090,-0.5045535944374988,-2.4252964746644694
SRX1736091,-0.9144200268321612,-2.3047209106876725
SRX1736092,-0.6781773730628329,-0.1436325584762992
SRX1736093,0.1655430530883409,-0.12652804056653189
SRX1736094,1.9598042282472143,0.29832344052385995
SRX1736095,-1.4902702184485241,-2.1047003020630592
SRX1736096,-1.150628648264388,-2.6355416903186013
SRX1736097,0.09337519220355507,-2.1556100054355545
SRX7176371,-0.6634850180225044,-0.1716786363672842
SRX7176372,1.0193814306384263,0.41374223966580814
SRX7176373,-0.3558964126159235,-0.24206360329852394
SRX7176374,-0.47124999291285,0.36519456262082617
SRX7176375,-0.033583848175291295,0.2266465229646553
SRX7176376,-0.4043553355398917,-0.12155530079802546
