,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,0.0,1.2789498360751048,3.0,0.0,0.8526235892,2.0,-1.470575863,4.0,0.6179522738000001,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,16.674195938599997,0.7605036691530929,3.0,1.0,16.4881192519,3.0,17.5104687206,5.0,16.0239998433,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-3.5203388340999995,1.1131549678961565,4.0,6.0,-2.8576786407,20.0,-2.3676093633,40.0,-4.8163752468,63.0,-4.0396920856,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-2.2661630043249996,1.1674966564235412,4.0,7.0,-3.1461221697,33.0,-0.8014819762000001,81.0,-1.8519204921,82.0,-3.2651273793,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-6.651960503274999,0.5825927122995124,4.0,8.0,-6.1543939505,51.0,-7.3136016746,65.0,-6.1702726898,76.0,-6.9695736982,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-6.304899710366667,0.058052422645939024,3.0,9.0,-6.3713503304,22.0,-6.27931116,49.0,-6.2640376407,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-2.02787572125,0.003744954256493431,2.0,10.0,-2.0305238038,26.0,-2.0252276387,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-8.220435287633334,1.3257402443523916,3.0,11.0,-7.3380471055,54.0,-7.5782870886,83.0,-9.7449716688,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-7.2017227077,0.7524870338784447,4.0,12.0,-6.6662332,48.0,-8.2498122231,64.0,-6.6436859151,78.0,-7.2471594926,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-1.7015254285249999,1.654396748579097,4.0,13.0,-2.6997128964,38.0,-3.5046224813,67.0,-0.4422180888,72.0,-0.1595482476,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-4.306944192366666,0.6455544425324843,3.0,14.0,-4.4347503598,41.0,-4.8790361762,85.0,-3.6070460411000003,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-3.43988442535,0.6482388712191693,4.0,15.0,-3.3025256560000003,52.0,-4.034912068,71.0,-3.8367436744,80.0,-2.585356303,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-7.593609070833334,1.5453538655410322,3.0,16.0,-6.5123246243,53.0,-9.3635749004,77.0,-6.9049276878,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-6.978879066366666,0.716187458314125,3.0,17.0,-6.2423740049,50.0,-7.6728534052,66.0,-7.021409789,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-6.494599299166666,2.150701262688102,3.0,18.0,-4.165797518,25.0,-6.9119877271,62.0,-8.4060126524,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-0.23103993102500003,1.4616389082249726,4.0,19.0,-2.3156416756000002,28.0,-0.1215966343,56.0,0.9812582044,73.0,0.5318203814,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-6.478701766,1.6956262755173233,4.0,21.0,-4.1451534517,34.0,-6.4541262428,45.0,-7.211098435,58.0,-8.1044289345,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-3.9677171855749997,0.24170829550982653,4.0,23.0,-3.7483644285,42.0,-4.1685999094,70.0,-3.7688312896,79.0,-4.1850731148,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,1.072256977825,2.169034460689495,4.0,24.0,2.4085515929,29.0,-1.865885729,68.0,2.9715450245,74.0,0.7748170229,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,1.71561168055,1.197952848582639,4.0,27.0,3.2589720646,31.0,0.3335210297,69.0,1.6431400435999999,75.0,1.6268135843,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-6.490030801600001,1.683828692762307,4.0,30.0,-4.1467339557,32.0,-6.5538183959000005,59.0,-8.0840139054,86.0,-7.1755569494,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-6.7564331721,,1.0,35.0,-6.7564331721,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-7.874603236375,1.4098497875133689,4.0,36.0,-7.2155475538000005,44.0,-7.8390740911000005,60.0,-9.8476552444,61.0,-6.5961360562,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,2.7755575615628914e-17,0.662361664372078,4.0,37.0,-0.1692858818,46.0,-0.8645705862,57.0,0.4640164358,84.0,0.5698400322,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,-3.6144693198999995,1.1966353238476022,2.0,39.0,-4.460618272,43.0,-2.7683203678,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-5.30042289895,2.3523477903278307,2.0,47.0,-3.6370618247,55.0,-6.9637839732,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,0.0,0.42974789372159466,3.0,87.0,-0.46534366200000005,90.0,0.0834246892,93.0,0.38191897280000003,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,2.089966516866667,0.6870667714601112,3.0,88.0,2.8578902835,91.0,1.8785750972000002,94.0,1.5334341699,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,1.8896183397000001,0.12875200345205,3.0,89.0,1.7730327871,92.0,1.8680178429,95.0,2.0278043891,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,0.0,1.3790424301621156,4.0,96.0,0.6845132801,97.0,0.5817950715,98.0,-2.0643183376,99.0,0.7980099860000001,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,0.8678996409999999,1.9369167117896342,2.0,100.0,2.2375065825,104.0,-0.5017073005,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,1.4682702080499999,1.1845159173053261,2.0,101.0,2.3058494456,105.0,0.6306909705,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,0.0,1.9119236804533353,12.0,102.0,1.0279951553,110.0,-3.1754185703,117.0,0.5028794731,125.0,3.6158602769,131.0,0.0839153505,134.0,0.4327915026,138.0,0.8771983329,159.0,0.5910337584,162.0,-0.017590940200000002,164.0,0.9804576594000001,170.0,-1.6322315773,174.0,-3.2868904213,,,,
33,immunity_isolated__WT_npr1,1.02107907665,2.064420815623443,2.0,103.0,-0.4386868813,126.0,2.4808450346,,,,,,,,,,,,,,,,,,,,,,,,
