,-0.04738042251408345,-0.01579347417136115,0.01579347417136115,0.04738042251408345,0.07896737085680575,0.11055431919952804,0.14214126754225034,0.17372821588497264,0.20531516422769494,0.23690211257041724,0.2684890609131395,0.30007600925586186,0.3316629575985841,0.36324990594130646,0.3948368542840287,0.42642380262675106,0.4580107509694733,0.48959769931219554,0.5211846476549179,0.5527715959976403
thresh,-0.0631738966854446,0.0631738966854446,3,,,,,,,,,,,,,,,,,
unreg,12,2861,2655,25,5,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0
CpxR,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ParB,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],['PA0848' 'PA4513' 'katB' 'PA1864' 'trxB2'],[],['PA3575'],[],['PA3207'],[],['PA3963a' 'PA3206'],[],[],['PA3205'],[],[],[],[],[],[]
CpxR_genes,[],[],[],[],[],['PA2525'],['PA2526' 'PA2527'],['PA2528'],[],[],[],[],[],[],[],[],[],[],[],[]
ParB_genes,[],[],['PA0495' 'PA0492' 'PA0496' 'PA0494'],[],['PA0493'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
