,-0.0627056235,-0.0487710405,-0.0348364575,-0.0209018745,-0.0069672915,0.0069672915,0.0209018745,0.0348364575,0.0487710405,0.0627056235,0.0766402065,0.0905747895,0.1045093725,0.1184439555,0.1323785385,0.1463131215,0.1602477045,0.1741822875,0.1881168705,0.2020514535
thresh,-0.041803749,0.041803749,1,,,,,,,,,,,,,,,,,
unreg,1,11,25,234,3070,2285,171,41,13,10,15,5,10,8,6,1,0,0,0,0
unreg_genes,['PSPTO_RS15225'],"['gbcA' 'PSPTO_4241' 'soxD-1' 'PSPTO_3587' 'PSPTO_0097' 'xylcC'
 'PSPTO_RS23455' 'soxA-1' 'glyA-1' 'PSPTO_3748' 'soxG']",[],[],[],[],[],[],"['PSPTO_4621' 'traL-1' 'PSPTO_2308' 'PSPTOA0021' 'PSPTOA0056' 'hopAM1-1'
 'PSPTOA0044' 'traO' 'PSPTOA0005' 'PSPTOB0047' 'PSPTOA0024' 'PSPTOA0001'
 'PSPTOA0067']","['PSPTOA0042' 'PSPTO_A0072' 'PSPTO_RS29995' 'PSPTOA0063' 'PSPTOA0047'
 'PSPTOA0040' 'PSPTOA0029' 'PSPTOA0004' 'PSPTOA0060' 'PSPTO_RS29525']","['PSPTO_RS29710' 'PSPTOA0025' 'PSPTOA0010' 'PSPTOA0003' 'PSPTOA0006'
 'PSPTO_RS29690' 'traW' 'PSPTO_RS29490' 'PSPTOA0070' 'PSPTOA0012'
 'PSPTOA0009' 'PSPTOA0011' 'PSPTOA0002' 'PSPTOA0066' 'PSPTOA0008']",['PSPTO_RS29505' 'PSPTOA0069' 'PSPTO_RS29700' 'PSPTOA0064' 'PSPTO_RS29790'],"['PSPTOA0061' 'lhgO' 'PSPTOA0022' 'PSPTOA0037' 'PSPTOA0034' 'PSPTOA0048'
 'PSPTOA0035' 'PSPTOA0057' 'PSPTOA0019' 'PSPTOA0016']","['PSPTOA0032' 'PSPTOA0027' 'PSPTOA0030' 'excA' 'PSPTOA0031' 'PSPTOA0038'
 'PSPTOA0018' 'PSPTOA0017']","['PSPTO_RS29565' 'PSPTOA0026' 'PSPTOA0058' 'PSPTOA0015' 'PSPTOA0014'
 'PSPTOA0039']",['PSPTO_RS29625'],[],[],[],[]
