,BSU14310
M9exp_1,10.776
M9exp_2,10.4423
M9exp_3,10.3249
M9tran_1,10.2466
M9tran_2,10.3611
M9tran_3,10.1274
M9stat_1,8.9577
M9stat_2,8.4582
M9stat_3,8.4137
MG-0.1_1,10.8736
MG-0.1_2,10.2854
MG-0.1_3,11.4302
MG-0.2_2,10.8204
MG-0.2_3,11.2846
MG+5_1,10.875
MG+5_2,10.8329
MG+5_3,10.9638
MG+10_1,11.0737
MG+10_2,11.0295
MG+10_3,10.8746
MG+15_1,10.226
MG+15_2,10.9896
MG+15_3,10.9886
MG+25_1,10.8365
MG+25_2,10.6746
MG+25_3,10.7319
MG+45_1,10.9733
MG+45_2,10.2844
MG+45_3,11.249
MG+60_2,10.9224
MG+60_3,10.8631
MG+90_2,10.3373
MG+90_3,10.736
MG+120_1,10.382
MG+120_2,10.5491
MG+120_3,10.3433
MG+150_1,9.9186
MG+150_3,10.5364
GM-0.1_1,10.5516
GM-0.1_2,10.8051
GM-0.1_3,10.6004
GM-0.2_1,10.6508
GM-0.2_2,10.299
GM-0.2_3,10.4354
GM+5_1,10.4038
GM+5_2,10.6951
GM+5_3,10.6734
GM+10_2,10.6143
GM+10_3,9.8033
GM+15_1,10.6364
GM+15_2,10.5757
GM+15_3,10.6172
GM+25_1,10.9898
GM+25_2,10.3662
GM+25_3,10.4591
GM+45_1,10.8203
GM+45_2,10.1498
GM+45_3,10.5009
GM+60_1,10.8758
GM+60_2,10.1093
GM+60_3,10.2088
GM+90_1,10.9662
GM+90_2,10.9673
GM+90_3,9.881
GM+120_1,10.2915
GM+120_3,10.9948
GM+150_1,10.7107
GM+150_2,9.7329
GM+150_3,9.9936
BT_1,9.7502
BT_2,9.6389
B36_1,9.9313
B36_2,9.7583
B60_1,9.9007
B60_2,9.5159
S0_1,10.5902
S0_2,10.7248
S0_3,11.099
S1_1,10.112
S1_2,10.5358
S1_3,10.4955
S2_1,9.9633
S2_2,9.8532
S2_3,10.0024
S3_1,9.5108
S3_2,9.5663
S4_1,9.4381
S4_2,9.2715
S4_3,8.8952
S5_1,8.8179
S5_2,9.1174
S5_3,9.1296
S6_1,8.4886
S6_2,7.5627
S6_3,8.5872
S6/t_1,8.5564
S6/t_2,7.6055
S6_4,8.6201
S6_5,8.5173
S6_6,8.4376
S7_4,9.1908
S7_5,9.1944
S7_6,9.4477
S8_4,8.8318
S8_5,8.9982
G135_1,11.2851
G135_3,9.4908
G150_1,10.8673
G150_2,10.9747
G150_3,11.1663
G180_1,10.6546
G180_2,11.1133
G180_3,10.2857
T-5.40H_1,10.5688
T-4.40H_1,10.61
T-3.40H_1,10.6481
T-2.40H_1,10.3953
T-1.40H_1,10.4813
T-1.10H_1,10.3229
T-0.40H_1,10.6207
T0.0H_1,10.5568
T0.30H_1,9.5928
T1.0H_1,9.3385
T1.30H_1,9.0731
T2.0H_1,9.0858
T2.30H_1,9.5044
T3.0H_1,9.1219
T3.30H_1,9.4576
T4.0H_1,9.4364
T5.0H_1,8.8906
LBexp_1,11.687
LBexp_2,11.4728
LBexp_3,11.3101
