,SACI_RS03145
SRX5495523,0.1418124013534232
SRX5495524,0.27692852042122595
SRX5495525,-0.3759278845490286
SRX5495526,-0.2938124626974776
SRX6762909,0.033999290432317864
SRX6762910,-0.03399929043231964
SRX6762911,0.09991710817848798
SRX6762912,-0.04801563696755018
SRX3467357,0.22241707248831588
SRX3467358,-0.22241707248831588
SRX3467359,0.14058647117711942
SRX3467360,-0.4949598834646203
SRX3565164,-0.0064231729726653706
SRX3565165,0.11755221559532635
SRX3565166,0.16375957617031744
SRX3565167,-0.03993049941233018
SRX3565168,0.5216035332480669
SRX3565169,0.5065608080640267
SRX3565170,0.03191385555619064
SRX3565171,-0.0017956385182671395
SRX3565172,0.23685673381962505
SRX3565173,0.5149504254560089
SRX3565174,-0.2342957225069888
SRX3565176,0.37245023681919776
SRX3565177,0.1731861344013872
SRX3565178,0.34473149746700216
SRX3565179,0.07206101790215769
SRX3565180,0.2345315744097807
SRX3565181,0.21782067757314394
SRX3565182,-0.15455750808938085
SRX3565183,0.05232152846037685
SRX3565184,0.19554251256426447
SRX3565185,0.23853468012731585
SRX3565186,0.4497069018335616
SRX3565187,0.3427420392064331
SRX3565188,0.9791728556487912
SRX3565191,1.154291334471834
SRX3565192,-0.12682580568403168
SRX3565193,0.2605313017448996
SRX3565194,0.8016072837856196
SRX3565195,0.34119323759109577
SRX3565197,0.22684360245396815
SRX3565198,0.121621534239317
SRX3565199,0.3077579233590395
SRX3565200,0.7225135309967339
SRX3565201,0.6391529621988372
SRX3565202,-0.2554994783627027
SRX3565203,0.4470657686226822
SRX3565204,1.037668285610673
SRX3565205,-0.3398393989293709
SRX3565206,-0.2281084014371189
SRX3565208,0.6952722694859848
SRX3565209,0.5520026786636779
SRX3565210,1.0102199516510415
SRX3565211,1.0131350112680677
SRX4001511,0.006434256981169284
SRX4001513,-0.006434256981167508
SRX4001514,-0.2175582213595959
SRX4001515,0.14809683658264916
SRX4001516,-0.38040465912074417
SRX4001517,-0.6710071424497563
SRX4001518,-0.1508296120075574
SRX4001519,-0.6474176749577456
SRX4001520,-0.6913676500868801
SRX4001521,-0.42266803426523936
SRX4001522,-0.8150344255751563
SRX4001523,-0.6740942510795431
SRX4001524,-0.8939809522070163
SRX4001525,-0.8166068312243073
SRX4001526,-0.4024746377657795
SRX4001528,-0.6451888998128812
SRX3823521,-0.013041499658511313
SRX3823522,0.03359195526058478
SRX3823523,-0.020550455602075246
SRX3823524,-0.09454021258836498
SRX3823525,-0.2589833444614982
SRX3823526,-0.2096679287473755
SRX3823527,-0.4042098386966906
SRX3823528,-0.22440382676163928
SRX3823529,-0.4784202658815584
SRX3823530,0.12828401821474955
SRX3823531,0.30422360956238137
SRX3823532,0.09127111494321127
SRX3823533,0.1944993487277138
SRX3823534,0.029680783939795674
SRX3823536,0.4384931370078249
SRX3823537,0.25670356091972835
SRX3823538,0.1823073502457735
SRX3823539,0.05656792332892557
SRX5653264,-0.08702801877915611
SRX5653265,-0.16730687841409875
SRX5653266,-0.11995910245998688
SRX5653267,1.7626807178316994e-05
SRX5653268,-0.003405807922744586
SRX5653269,0.0033881811155698216
