,PA1797a
SRX7442752,0.051102239
SRX7442753,-0.051102239
SRX7442754,1.706119326
SRX7442755,1.516296953
SRX7442756,0.6560996250000001
SRX7442757,-0.5650639350000001
SRX7442758,0.219986492
SRX7442759,1.5441849250000002
SRX7442761,1.427622596
SRX7874204,0.20398358200000002
SRX7874205,-0.20398358200000002
SRX7874206,-0.485676773
SRX7874207,-0.088114306
SRX8639787,0.114072276
SRX8639788,-0.114072276
SRX8639789,-0.275890383
SRX8639790,0.574645622
SRX8639791,0.30287863400000004
SRX8639792,-0.275040664
SRX8639793,-0.543383489
SRX8639794,-0.868189253
SRX8639795,-0.261326864
SRX8639796,-0.509895245
SRX8639797,0.029736713
SRX8639798,0.457269187
SRX8639800,0.5203232790000001
SRX1156127,0.301502457
SRX1156135,-0.301502457
SRX1156136,1.62094575
SRX1156137,1.412817712
SRX1156138,-0.502485537
SRX1156140,0.08667284
ERX2195929,0.007133846
ERX2195930,-0.007133846
ERX2195931,0.738102076
ERX2195932,0.487226663
ERX2195933,0.351147068
ERX2195934,0.766457798
SRX4579961,-0.04882824
SRX4579962,-0.012055372
SRX4579963,0.060883612000000004
SRX4579964,-0.18605333300000002
SRX4579965,0.10923574200000001
SRX4579966,-0.397436728
SRX5630349,-0.11583636400000001
SRX5630350,0.11583636300000001
SRX5630351,-0.42200620600000005
SRX5630352,0.152937438
SRX1411278,-0.100973384
SRX1411287,0.044337132
SRX1411289,0.269645727
SRX1411279,-0.17082518100000002
SRX1411280,0.271798565
SRX1411281,-0.8408149180000001
SRX1411282,-0.43920445900000005
SRX1411283,-0.37714149999999996
SRX1411284,-0.355736422
SRX1411285,-0.6080328420000001
SRX1411286,-0.41508612500000003
SRX1411288,0.153498196
SRX2711962,-0.098368892
SRX2711963,0.09836889300000001
SRX2711964,0.5676026940000001
SRX2711965,0.265856027
SRX2711966,-0.46112646700000004
SRX2711967,-0.595953622
ERX3558798,-0.20932265900000002
ERX3558799,-0.193280579
ERX3558800,0.037493118
ERX3558801,-0.44806404800000005
ERX3558802,0.32237556500000003
ERX3558803,0.142790779
ERX3558804,-0.40691385
ERX3558805,-0.058252494
ERX3593017,1.306018031
ERX3593018,1.122808147
ERX3593020,0.302957556
ERX3593021,0.123378288
ERX3593022,-0.42633584500000005
SRX7058492,-0.628351152
SRX7058494,0.647495739
SRX7058495,0.632578843
SRX7058509,0.628351152
SRX2662717,-0.636757321
SRX2662718,-0.788315191
SRX2662721,-0.004870552
SRX2662722,0.004870552
SRX8143226,-0.26686343900000004
SRX8143227,0.26686343900000004
SRX8143228,-0.09176501000000001
SRX8143229,0.379676713
ERX2456848,-0.729012094
ERX2456849,-0.628592602
ERX2456850,-0.717992128
ERX2456851,0.468259013
ERX2456852,0.758073458
ERX2456853,0.8473299230000001
ERX2456854,-0.7437952520000001
ERX2456855,-1.021455414
ERX2456856,-0.538190994
ERX2456857,0.629940837
ERX2456858,0.8192103310000001
ERX2456859,0.8542904920000001
SRX540108,-0.167666591
SRX540109,0.167666592
SRX540110,-0.829288142
SRX540111,-0.9772307680000001
SRX540112,-1.666690028
SRX540113,-0.805464591
SRX540114,-0.8393305670000001
SRX540115,-1.8504408570000002
SRX1737662,-1.1386045
SRX1737664,-1.113983307
SRX1737665,-1.5163441510000002
SRX1737667,0.24174376400000003
SRX1737668,-0.106233848
SRX1737670,-0.135509917
SRX1516139,-0.032975688
SRX1516140,0.032975687000000004
SRX1516141,0.107599234
SRX1516142,-0.14294530800000002
SRX591667,-0.378516446
SRX591668,-1.036380236
SRX591669,-0.38069078100000003
SRX591670,2.546077663
SRX591671,0.19821824100000002
SRX591675,0.378516446
SRX591676,-0.353594289
SRX591677,-1.175406123
SRX591678,2.5908954680000003
SRX591679,-0.8321994460000001
SRX2520351,0.474322756
SRX2520352,0.428752265
SRX2520353,0.009992991000000001
SRX2520354,-0.7468573980000001
SRX2520355,-0.409816196
SRX2520356,-0.122443511
SRX2520357,-0.37081531500000003
SRX2520358,-2.075310738
SRX2520359,-1.210882178
SRX2520360,-1.34496418
SRX2652927,-1.210350337
SRX2652931,-0.862649819
SRX2652933,-0.080602663
SRX2652935,-0.40344935800000004
SRX2652937,0.48405202
SRX2940624,-0.063897984
SRX2940626,-0.292402653
SRX2940627,0.052464508
SRX2940628,0.319135924
SRX2940629,-0.371600431
SRX3763712,-0.019654967000000002
SRX3763714,0.019654967000000002
SRX3763715,-0.532375464
SRX3763716,-0.6717955250000001
SRX3763717,-0.274782807
ERX2259197,0.230599033
ERX2259198,-0.465496161
ERX2259199,-0.027630578000000003
ERX2259200,0.027630578000000003
SRX6976948,-0.23668539200000002
SRX6976949,-0.037196835000000004
SRX6976950,0.273882226
SRX6976951,-0.124034579
SRX6976952,-0.9563859530000001
SRX6976953,-0.941161114
SRX4342817,-0.676083991
SRX4342818,-0.054044956000000005
SRX4342819,-1.250573813
SRX4342820,0.507539627
SRX4342821,0.222589321
SRX4342822,-0.178391807
ERX2300159,0.128804322
ERX2300160,-0.128804321
ERX2300161,-0.41339921500000004
ERX2300162,-0.7427993230000001
ERX2300163,-0.036509222
ERX2300164,0.30623956
ERX2300165,0.6383688310000001
ERX2300166,0.7506633650000001
ERX2300167,0.245562248
ERX2300168,0.717519883
ERX2300169,0.18609509600000002
ERX2300170,-0.133754477
ERX2068556,-0.022600652000000002
ERX2068557,-0.17055557600000001
ERX2068558,-0.12785265
ERX2068559,-0.273393945
ERX2068560,-0.130512992
ERX2068561,0.40390693600000005
SRX6747256,-0.074812112
SRX6747257,-0.085320537
SRX6747258,0.33765736
SRX6747259,-0.09739547200000001
SRX6747260,-0.080129241
SRX6747265,0.396721276
SRX6747266,0.313595728
SRX6747268,0.281190645
SRX6747269,0.026036805000000003
SRX6747953,0.806505267
SRX6747954,-0.6893496530000001
SRX6747955,-0.117155615
SRX6747957,0.9447557510000001
SRX6747958,0.32699556700000004
SRX7747527,0.8230250960000001
SRX7747528,1.517347314
SRX7747537,0.618747357
SRX7747538,-0.226901803
SRX7747540,0.226901802
ERX2813653,0.45434800700000005
ERX2813654,-0.45434800700000005
ERX2813656,0.46889667700000004
ERX2813657,0.649178987
ERX2813658,0.7186841580000001
Paeru_0017,1.148319218
Paeru_0018,1.149631229
Paeru_0019,0.898645699
Paeru_0020,1.051384485
Paeru_0033,0.7256200070000001
Paeru_0034,0.32546822000000003
Paeru_0035,0.479100307
Paeru_0036,0.49939504
Paeru_0037,0.7945420240000001
Paeru_0038,0.60625302
Paeru_0039,0.73757563
Paeru_0040,0.302988489
Paeru_0041,0.781314786
Paeru_0042,0.8025006920000001
Paeru_0043,0.798706133
Paeru_0044,1.229642957
Paeru_0045,1.700964371
Paeru_0046,0.05966226
Paeru_0047,1.006220483
Paeru_0048,0.567535149
Paeru_0049,0.304485736
Paeru_0050,0.827653764
Paeru_0051,0.898533087
Paeru_0052,0.773911572
Paeru_0053,0.34893261600000003
Paeru_0056,0.696683303
Paeru_0057,0.8528171840000001
Paeru_0058,1.139962054
Paeru_0059,1.066308086
Paeru_0060,1.05124189
Paeru_0061,0.6391898880000001
Paeru_0062,0.6836418910000001
Paeru_0063,0.8867514790000001
Paeru_0064,0.943645555
Paeru_0065,1.420087192
Paeru_0066,1.288792794
Paeru_0068,0.9042058030000001
Paeru_0069,0.046167115
Paeru_0070,0.9152403330000001
Paeru_0071,0.964403263
Paeru_0072,0.283293122
Paeru_0073,0.48329068900000005
Paeru_0074,-0.041148596
Paeru_0075,-0.376746633
Paeru_0077,0.25669854000000003
Paeru_0106,1.28518262
Paeru_0107,1.160974872
Paeru_0111,1.20796811
Paeru_0112,0.847321681
Paeru_0131,0.73073574
Paeru_0132,0.685835054
Paeru_0133,0.835517444
Paeru_0134,0.5794431170000001
Paeru_0135,0.888679993
Paeru_0136,0.798396078
Paeru_0137,0.14618640400000002
Paeru_0138,0.9757929510000001
Paeru_0161,0.5663062160000001
Paeru_0162,0.7689837150000001
Paeru_0166,0.49006688
Paeru_0167,0.95992073
Paeru_0220,1.763055591
Paeru_0221,0.470601278
Paeru_0258,0.819667616
Paeru_0259,0.39958368200000005
Paeru_0260,0.8657672980000001
Paeru_0261,2.06189407
Paeru_0262,-0.40898854900000003
Paeru_0263,0.585235736
Paeru_0264,-0.21256192000000002
Paeru_0265,-0.779412787
Paeru_0266,-2.113098809
Paeru_0267,0.476511948
Paeru_0268,0.495449748
Paeru_0269,-1.231360677
Paeru_0270,-0.563470213
Paeru_0271,0.42505464600000004
Paeru_0282,0.925311112
Paeru_0283,-0.48150038
Paeru_0284,-2.32513165
Paeru_0285,-0.068914717
Paeru_0286,0.21113509700000002
Paeru_0287,-1.93165004
SRX6923929,0.5128528640000001
SRX6923930,0.8065411920000001
SRX6923932,-0.5868272250000001
SRX6923933,0.38482061300000003
SRX6923934,0.257481699
SRX6923935,-0.642302312
SRX7940213,-0.23619783300000002
SRX7940214,0.7337442860000001
SRX7940215,-0.49754645200000003
SRX7940216,1.524803323
SRX7940217,1.972941877
SRX3169722,0.036116161
SRX3169723,-0.440887389
SRX3169725,-0.06278636800000001
SRX3169726,0.009183157
SRX3169728,0.053603211000000005
SRX6853212,-0.24773033900000002
SRX6853213,0.24773033900000002
SRX6853214,-0.039097654
SRX6853215,0.020428122
ERX541575,-1.22601477
ERX541576,-1.08190214
ERX541577,-1.899428912
ERX541578,-1.29093608
ERX541585,1.7347475060000002
ERX541586,1.207905311
ERX541587,-0.259718223
ERX541588,0.259718223
ERX541593,1.765345724
ERX541594,1.451468827
ERX541595,0.06831123
ERX541596,0.687368345
SRX3324112,0.17558205000000002
SRX3324113,-0.17558205000000002
SRX3324116,0.37147393500000003
SRX3324117,-2.209346548
SRX7058493,-0.8903035490000001
SRX7058498,0.0881473
SRX7058499,0.068003557
SRX7058500,-0.94109782
SRX7058501,-0.7591772010000001
SRX7058502,0.153388094
SRX7058503,-0.110469146
SRX7058504,0.233286122
SRX7058505,0.028757589
SRX7058506,-0.052154338
SRX7058508,-0.676646737
SRX7058510,0.28233721300000003
SRX7058511,0.37468021300000004
SRX7058512,0.302399134
SRX7058513,0.40142830300000004
SRX7058514,0.442824468
SRX7058515,0.352029393
SRX6874325,0.49090482700000004
SRX6874326,0.235710087
SRX6874327,-0.039610868
SRX6874328,-0.171098581
SRX6874329,-0.515905464
SRX6874330,0.450800064
SRX6874331,0.56444223
SRX6874332,0.066358714
SRX6874333,-0.362258732
SRX6874334,-0.399130725
SRX2255950,-0.122197594
SRX2255951,-0.26388727500000003
SRX2255954,0.0028837660000000003
SRX2255955,-0.0028837660000000003
