,PA2559a
SRX7442752,0.203119295
SRX7442753,-0.203119295
SRX7442754,1.268545356
SRX7442755,1.371953404
SRX7442756,1.034717821
SRX7442757,0.5129898460000001
SRX7442758,0.80655343
SRX7442759,1.871511086
SRX7442761,1.510212391
SRX7874204,0.028321963000000002
SRX7874205,-0.028321964
SRX7874206,0.085393629
SRX7874207,-0.080343672
SRX8639787,0.037929113
SRX8639788,-0.037929114
SRX8639789,-0.546812583
SRX8639790,0.009604234000000001
SRX8639791,0.021207238
SRX8639792,0.43812141600000004
SRX8639793,-0.8406515170000001
SRX8639794,-1.014942792
SRX8639795,-0.881548328
SRX8639796,-0.9875241880000001
SRX8639797,0.338744622
SRX8639798,0.16682992600000002
SRX8639800,0.11874506600000001
SRX1156127,-0.143349673
SRX1156135,0.143349673
SRX1156136,0.600410875
SRX1156137,0.579472372
SRX1156138,0.116612453
SRX1156140,0.045420846
ERX2195929,0.039754467
ERX2195930,-0.039754468
ERX2195931,0.14112255
ERX2195932,0.126204381
ERX2195933,0.217280735
ERX2195934,0.833301527
SRX4579961,-0.10143344700000001
SRX4579962,-0.142268854
SRX4579963,0.243702302
SRX4579964,0.301613091
SRX4579965,0.9371421560000001
SRX4579966,0.7336648490000001
SRX5630349,0.525322154
SRX5630350,-0.5253221530000001
SRX5630351,0.516598538
SRX5630352,0.44808900300000004
SRX1411278,-0.712554856
SRX1411287,-0.07471000300000001
SRX1411289,0.081632549
SRX1411279,0.8694291710000001
SRX1411280,-0.156874316
SRX1411281,-0.13717458600000002
SRX1411282,-0.272418466
SRX1411283,-0.326436981
SRX1411284,-0.165944855
SRX1411285,-0.5680582980000001
SRX1411286,1.626849801
SRX1411288,-0.47311048400000005
SRX2711962,-0.327263209
SRX2711963,0.32726321
SRX2711964,0.9520789550000001
SRX2711965,0.8346327250000001
SRX2711966,0.49348698500000004
SRX2711967,0.49516312
ERX3558798,0.013572672000000001
ERX3558799,-0.031489745
ERX3558800,0.352404853
ERX3558801,-0.115523516
ERX3558802,0.034789643
ERX3558803,0.396447527
ERX3558804,-0.40706714400000005
ERX3558805,-0.024170027
