,A,Cbl,CysB
SRX3073833,5.3164564701,2.4403382705,-2.2490254138
SRX2391456,-0.4243325014,-0.41542829410000004,-0.12209626100000001
SRX2391457,-0.0636546736,-0.9823268681,-0.10583832330000001
SRX2391458,0.47262762550000004,-0.22857210730000002,0.4025471351
SRX2391459,0.4022175188,-0.5389540805,0.3514800816
SRX2391460,0.3574770855,-0.7444144515000001,0.1548768955
SRX2391461,0.0990217215,-0.7102003139,0.1367358333
SRX2391462,0.00933743,-0.9696185283000001,0.13310562680000002
SRX2391463,1.4859543295,-1.028746849,0.17812401590000002
SRX2391464,1.8855932203,-1.075171812,0.1217757755
SRX2391465,0.2715132335,-1.1676916547,-0.0427676425
SRX2391466,0.3111054674,-1.2149596124,0.0304402119
SRX2391467,0.2036316205,-0.0170647638,-0.0475145609
SRX2391468,0.161922732,0.0236709514,0.0377598625
SRX2391469,-0.009014012200000001,0.0502035007,0.0937570491
SRX2391470,0.2373231238,-0.2870340033,-0.2171023973
SRX2391471,0.7086502092,-0.8957859242,0.09319170210000001
SRX2391472,1.336898197,-0.3014899308,0.45634258980000003
SRX2391473,0.8549720174000001,-0.6320532346000001,0.3611418011
SRX2391474,0.3987549724,-0.4253046941,0.24033327200000001
SRX2391475,1.0814171512,-0.6527680679,0.2992272802
SRX2391476,1.4560085088,-0.8440765489000001,0.1863164528
SRX2391477,0.2939036447,-1.8636246574,0.17360286730000002
SRX2391478,-0.3386700811,-0.795458195,-0.0534346819
SRX2391479,2.142302303,-1.1140431472,0.1455983674
SRX2391480,0.5954047484,-1.8379313375000002,-0.0033757949
SRX2391481,0.5593360113,-1.3577650137,0.11688534260000001
SRX2391482,0.6222277131,-1.3803797478,0.046402187000000004
SRX2391483,0.1115997217,-1.0746526151,0.1850147321
SRX2391484,0.1332416164,-0.8661120582,-0.2423795758
SRX2391485,-0.4762243714,-1.3393595786999999,-0.2066927271
SRX2391486,0.4576731174,-1.1250811819,0.24824521260000001
SRX2391487,0.4895204866,-1.1712810701,0.35007349060000004
SRX2391488,0.4543055412,-1.4026904906,0.1931797007
SRX2391489,-0.2997084531,-1.5976779199000002,0.13825298800000002
SRX2391490,0.0960557908,-1.7058398626,0.18572446250000002
SRX2391491,0.1183854562,-1.4833184612,0.20078104830000001
SRX2391492,0.2535920223,-1.4697428333,-0.0141776416
SRX2391493,0.3633505816,-1.1671096414,0.21782053810000002
SRX2391494,0.5778886981,-1.2169754323,0.0460978388
SRX2391495,-0.2036316205,0.0170647638,0.0475145609
SRX2391496,-0.0684094247,-0.2044184437,0.09525832590000001
SRX2391497,0.14390602200000002,-0.04768159,0.2277744984
SRX2391498,0.9723050415000001,-1.1402876003,-0.2247655544
SRX2391499,-0.3359084319,-0.669150711,-0.0937950901
SRX2391500,0.4866571233,-1.1607942088,0.2110237003
SRX2391501,0.4786168246,-1.4288463679,0.3110112038
SRX2391502,0.1977427405,-1.2354858745,0.1836693227
SRX2391503,1.8800006515,-1.4126644154,0.26770404130000003
SRX2391505,0.0936950695,-1.7540085517000001,0.0925489582
SRX2391506,0.46546796290000003,-1.8226188828,0.1748213006
SRX2391507,0.3399149114,-1.5641803153,0.15344621190000002
SRX2391508,0.6404318392,-2.4066407757,-0.0810280693
SRX2391510,0.8350009027,-1.817981756,-0.0356569236
SRX2391512,0.818495996,-1.6170201138,-0.0651917937
SRX2391513,0.5535960558,-1.549293539,-0.0149622869
SRX2391514,0.1091690309,-1.2989880582,-0.0508147877
SRX5632598,-1.7337423251000001,-0.6043051542,0.3113583308
SRX5632599,-0.5546651274000001,-1.398297563,-0.1217567289
SRX5632600,-1.5703548112,2.4748046743,0.1035476636
SRX5632601,-0.47962765700000004,2.319726578,0.3444308157
SRX5632602,5.1281587879,2.5969244738,1.0474587958
SRX5632603,-1.0186550437,1.7972082302999999,0.4907808333
SRX5632604,5.1143445473,2.6421757238,0.6017343748
SRX5632605,5.8192677937,2.7762776832,0.5065343581
SRX5632606,-0.7606992913,-0.9859447829,0.2352676784
SRX5632607,-0.7984636267,-0.7690306141000001,0.1995243528
SRX5632608,-0.1920392633,-0.1948999636,0.0266188592
SRX5632609,-0.6111905782,0.0825308969,-0.0379501232
SRX5632610,-0.9979999016000001,-1.4797586061,-0.7556077130000001
SRX5632611,0.8032298415,0.1123690667,0.011331264
SRX5632612,0.6914016045,-0.0731893446,-0.2531054532
SRX5632613,-0.1379017508,-0.0827093431,0.1011756382
SRX5632614,-0.5840565886,-0.5381856307,0.3063736171
SRX5632615,-0.060478877400000006,-0.2807603852,0.07821662600000001
ERX2874132,-0.5687567881,0.4683428415,0.9560962631000001
ERX2874133,-0.8894985752000001,-0.1602704221,1.4554897616
ERX2874134,5.1216644793,2.09496031,2.1253144091
ERX2874135,5.9433784183,2.0183731812,2.1754951379
ERX2874136,4.2672425463,2.2810525321,2.6817369909
ERX2874137,4.0053116286,1.3935458275000001,2.5161465709
ERX2874138,1.5898209936,-0.027516901700000002,0.5776222207
ERX2874139,0.216264209,-0.0027226593,0.9236987437
ERX2874140,0.2365700296,0.1644247221,0.028231165500000002
ERX2874141,-0.2365700296,-0.1644247221,-0.028231165500000002
ERX2874142,5.7588475881,2.4960901376,1.908321605
ERX2874143,8.4709773628,2.8868695563999998,2.3949463426
ERX2874144,1.315573348,0.3761086529,0.7178806923000001
ERX2874145,1.4115894737,0.3372045977,1.229463594
ERX2874146,-0.3821949277,0.24751395750000002,0.4439592121
ERX2874147,-0.8573146958000001,-0.027934332200000002,0.5518073477000001
SRX1300292,0.19733173680000002,-0.4020032911,-0.2539878196
SRX1300293,-0.19733173680000002,0.4020032911,0.2539878196
SRX1300299,1.4928483454,-0.1750885614,0.12045456140000001
SRX1300300,0.5611266415,-0.028859270500000003,0.1744051552
SRX1300304,0.9968957229000001,1.6546670791,0.7311076026000001
SRX1300305,-0.20498549130000002,0.9964078521,0.3224412354
SRX1300306,0.48524573660000003,1.1768347082,0.5092122376
SRX1300310,2.197388227,1.7941562053000002,0.8814413745
SRX1300311,1.8380921933,1.9993436472,0.6761995632000001
SRX7291195,-0.0656468676,0.1786450262,0.5293776559
SRX7291196,0.1128285158,0.0020729602,0.4586472594
SRX7291197,-0.0906491842,0.3499951342,0.5062743971
SRX7291198,0.121943906,0.0235263328,-0.0118001101
SRX7291199,-0.09522562250000001,-0.1536966898,0.0588512115
SRX7291200,-0.0267182834,0.13017035700000001,-0.0470511014
SRX7291201,-0.16558344700000002,0.2504815563,0.6265342834000001
SRX7291202,0.034388351000000004,0.1014858,0.6664461293
SRX7291203,-1.07987e-05,0.059750515100000005,0.5846501819000001
SRX7291204,0.3921205158,0.25283457200000004,0.11596426550000001
SRX7291205,0.1518600101,0.0319107937,0.0848829911
SRX7291206,0.1165138981,-0.2482725735,0.010508383500000001
SRX2436955,0.0419359848,0.4648566974,0.5263894117
SRX2436956,-0.2393729464,-0.1951318104,0.7489459350000001
SRX2436957,0.2416734275,-0.1094588913,0.8153900303
SRX2436958,-0.5035435322,0.0561048138,0.7029234955
SRX2436959,-0.3673484548,0.44841665690000004,0.18439322900000002
SRX2436960,1.2459254561,0.9013041569,-0.1107564612
SRX2436961,-1.0190346922,-0.2704874043,0.5947706387
SRX2436962,-0.0204791292,0.12506658110000002,-0.2526024411
SRX2436963,0.8696201302000001,0.9424545721,0.3772856961
SRX2436964,-1.2099409616,-0.1986634744,0.7664242524
SRX2436965,3.3124666531,1.3241603769,1.2708910905
SRX2436966,-0.11859846210000001,0.349627332,0.33916543790000003
SRX2436967,-1.3405404599000001,-0.4832300584,0.8229443743
SRX2436969,0.9656789728,0.8009912352,0.3891533179
SRX2436970,-0.5179856207,0.5658239331,0.4337850272
SRX2436971,-1.0347755152,-0.523377148,0.6996215984
SRX2437029,0.0102707603,0.3402918641,-0.0883016096
SRX2437030,0.0789409283,0.5508598078,0.9306840759
SRX2437031,-0.1566361095,0.2956473578,0.0449446968
SRX2437032,-0.3892084933,0.3763917858,0.2503162686
SRX2437033,-0.2180520233,-1.170563061,-0.0128175222
SRX2437034,3.3651744498,1.2800976988000001,1.2609475759
SRX2437035,0.32475772080000004,0.5865636429000001,1.09867082
SRX2437036,0.12301854870000001,0.45689174190000004,1.0820606834
SRX2437037,-1.3135716326,-0.2543393449,0.4043228954
SRX2437038,-0.8754830815,-0.1408981615,0.2275017359
SRX2437039,-0.3854175448,0.051287356900000004,-0.2443899391
SRX2437040,0.3958546468,0.5914946815000001,1.1364292223
SRX2437041,0.1652279339,0.3688953806,0.43383711900000005
SRX2437042,-0.29918801040000004,-0.7166627171000001,-0.2786293979
SRX2437043,-0.9185201811,-0.10650517250000001,0.3033426224
SRX2437044,-0.019448467,-1.0279631867,-0.7102563492
SRX4705203,3.2186900428,2.2484915695,-0.033403966800000004
SRX4705204,1.4499225542,0.9138957349,-0.6234916025
SRX4705205,0.7209951312,0.049664819400000004,-0.8482604813
SRX4705206,0.8519824045000001,-0.1128870471,-0.8802769023
SRX4705207,0.904822953,1.0475730188,0.1892321958
SRX4705208,1.5265763111,0.9325764715,0.2406748844
SRX4705209,0.9135739265,0.7528790748,-0.0349811824
SRX4705210,1.6251332792,0.8486695019,-0.2801835776
SRX4705211,1.2460906017,0.6753623548000001,-0.3603388682
SRX4705212,1.1615254259,0.38682558040000004,-0.4942537024
SRX4705213,0.18508182480000002,0.1772470455,0.0387049672
SRX4705214,0.0760942961,-0.0120084257,0.2556707064
SRX4705215,-0.16625717010000002,0.030129894,0.0217635096
SRX4705216,0.051235966,0.1302903253,0.0633669957
SRX4705217,-0.1725774236,-0.295476678,-0.31813111800000005
SRX4705218,0.0264225069,-0.0301821612,-0.061375061
SRX4705219,1.1884030276,0.4197632659,-0.2365190757
SRX4705220,1.5537007611,0.6423211639,-0.1595221299
SRX4705221,1.4190405718,0.17158282560000002,-1.2894644305
SRX4705222,1.0251511924,0.1302536306,-0.5414936111
SRX4705223,3.3303198045,1.8765336247,-0.3026008034
SRX4705224,3.6631268641,2.4463497982,0.1250956093
SRX4705225,1.5789231249,0.3391385313,-0.6605091213000001
SRX4705226,1.0993977525,0.3383435309,-0.8564387748000001
SRX4705227,0.6930672491000001,-0.45812693860000003,-1.193163583
SRX4705228,1.0828607544,0.6487251249,-0.7966430981
SRX4705229,1.0269767859,0.9658606727000001,-0.745060485
SRX4705230,2.0254436196,1.3781396194,-0.3320398358
SRX4705231,0.6832859395,0.2864889892,-1.0978592118
SRX4705232,0.9707644947,0.1814640825,-1.042451106
SRX4705233,1.518407039,0.3739142495,-0.4263846028
SRX4705234,1.3499285035,-0.0436222537,-0.4413766054
SRX4705235,1.1992758744,-0.24983498180000002,-0.7522944527000001
SRX4705236,1.0943889372,0.0553111811,-0.2103490094
SRX4705237,0.9909546591,-0.6725251384,-0.8383850792
SRX4705238,0.7084978553,-0.0389244013,-0.8396488825
SRX2038319,-0.0549312198,-0.6058044363,-0.1950939729
SRX2038320,6.3198841267,-0.5462000524,-0.6441962163
SRX2038321,0.036469519900000004,-0.2331109241,-0.2735041724
SRX2038322,0.2541512824,-0.6955591364,-0.326587173
SRX2038323,4.1504929424,2.1531526361,0.6092157898
SRX2038324,4.6980246992,2.6411848089000003,0.8716757131
SRX2038325,0.4762403981,0.2996087615,-0.1462944045
SRX2038326,-0.8568374969,0.1453698614,-0.13845506200000002
SRX2038327,0.15378956670000002,-0.6014154423,-0.5496520865
SRX2038328,0.8092207997,-0.2489519734,-0.7839277324
SRX2038329,3.2385994583,1.0031948292,-0.07393781170000001
SRX2038330,2.9328020541,0.9655006082,0.003082908
SRX2038331,2.384718993,1.2273340596,0.06386759780000001
SRX2038332,-0.26836331690000004,-0.5168170591,-0.3017442676
SRX2038334,0.6055426234,0.6411613933,0.24664656440000002
SRX2038335,0.1609562497,-0.1374672761,0.28089234150000003
SRX2038336,-0.07247814600000001,-0.6137527961,0.4520241126
SRX2038337,1.6057220373,0.4941457192,-0.0676549392
SRX2038338,0.0421470581,0.457824791,0.011696952
SRX2038339,2.2160638181,1.1132198706,0.9247959264000001
SRX2038340,10.3181824509,3.1850996119,0.6331033185
SRX2038341,4.1256902302,0.0711789811,-0.4709180691
SRX2038342,1.3415934163,0.6962743962,0.08771487480000001
SRX2038343,1.7168516893999999,1.0739470714000001,0.40762706600000004
SRX2038344,8.4150541508,3.4846338707,1.3149207666
SRX2038345,3.3502179769,2.932991914,1.4147096506999999
SRX2038346,0.2534083024,0.7468242684,0.5027633153000001
SRX2038347,0.7844960139,0.8924825308000001,0.1979457796
SRX2038348,-0.25691559610000003,0.29389437690000003,0.4078212538
SRX2038349,1.6743216087000001,0.6978920567,-0.0067709055
SRX2038350,1.6380280015,1.1796926479,0.0553577362
SRX2038351,-0.23217137540000002,0.2074070537,0.11378642700000001
SRX2038352,2.7528846833,0.5304905685,0.0084549125
SRX2038353,0.0663210586,0.5177410634,0.25187472380000003
SRX2038354,-0.0688712906,-0.6721211340000001,-0.4862951582
SRX2038355,-0.478081994,-0.5481087505000001,-0.1249451111
SRX2038356,0.7617118717,-0.1444834855,-0.3981880051
SRX2038357,0.012784161700000001,0.14797964530000002,0.1833970209
SRX2038358,12.020113958,3.8348013773,0.6475254587
SRX2038359,11.9431744624,2.9927274491,0.1790366251
SRX2038360,5.0221593362,2.0887119955,-0.059908778600000004
SRX2038361,0.042042945000000005,0.1426699935,0.3343010027
SRX2038362,-0.1332453193,0.46102377790000004,0.7717376916
SRX2038363,2.6638599741,0.0253348379,0.1697650866
SRX2038364,1.7892638763000002,1.1746520871000001,0.46114981780000003
SRX2038365,0.9522654223,0.9209621885,0.3543000284
SRX2038366,1.6291731621999999,1.1585800640000001,0.3015662235
SRX2038367,0.36928902140000003,0.46868588400000005,0.47642879120000003
SRX2038368,2.3942135124,0.8403490264,-0.0670659417
SRX2038369,0.8198393796000001,-0.0897765935,-0.2552975501
SRX2038370,-0.4550051047,-0.23105598670000002,0.30074846310000003
SRX2038371,4.1662510805,2.1972803367,0.7402157582000001
SRX2038372,-0.0149300132,-0.25641836490000003,0.30420843670000003
SRX2038373,-0.5383267331,-0.4624837187,-0.0421698714
SRX2038374,-0.8207148896,0.4205576836,0.0845997939
SRX2038375,0.1723920196,-0.19168308550000002,-0.2872799749
ERX530520,0.0539910854,-0.057387554900000005,-0.13964897810000002
ERX530521,0.2263038719,-0.7192743791,-0.1285434729
ERX530522,0.1358224039,-0.4876901703,0.08447138180000001
ERX530523,-0.2927564402,-0.5865972215,0.0308153884
ERX530524,-0.0539910854,0.057387554900000005,0.13964897810000002
ERX530525,0.039529383200000004,-0.5447567778,-0.021596046600000002
ERX530526,0.3915753354,-0.40150591880000003,-0.1128273364
ERX530527,-0.1694716119,-0.9296170829,-0.19411020850000002
ERX3212443,0.8029500982000001,-0.1522903543,-0.4326809386
ERX3212444,0.2607992505,-0.3608581474,-0.43933115
ERX3212445,0.25153927800000003,-0.5315503085000001,-0.6136396724000001
ERX3212446,1.4115618438,0.8661276653000001,-0.42960055960000004
ERX3212447,0.3384332098,0.08900185070000001,-0.3044514931
ERX3212448,0.3935227197,0.17798731850000002,-0.3682069383
ERX3212449,0.3157303061,-0.0217925608,-0.006626237
ERX3212450,-0.3228152192,-0.0349322778,-0.0244767329
ERX3212451,0.0070849131000000004,0.0567248386,0.031102969900000003
ERX3212452,-0.0947535768,0.27120614730000003,-0.1752051942
ERX3212453,0.20622178300000002,0.10744739910000001,-0.1082197753
ERX3212454,0.2144145418,0.5867380597,-0.0823473886
SRX7478973,-0.1573516146,-0.5186098507,-0.0593634669
SRX7478974,0.7770948830000001,1.0342506445,0.1461674311
SRX7478975,-0.6197432685,-0.5156407938,-0.08680396430000001
SRX7478976,-1.6616159777,-1.2542312073,-0.3489283046
SRX7478977,-1.3521269064,-0.2801190132,-0.2646285097
SRX7478978,-1.4431670257,-1.1031025641,-0.38086545790000004
SRX7478979,-1.4572079372,-1.5238578819000002,-0.604986707
SRX7478980,-1.672258854,-1.5569518916,-0.6503941727
SRX7478981,-1.4609466946,-1.4039285750000001,-0.5826501164
SRX7478982,-1.4271354119000002,-1.2598803081,-0.6451957549
SRX7478983,-1.6928221686,-1.4540510101000002,-0.6377851969
SRX7478984,-1.3159783141,-1.5688095547,-0.8187967619000001
ERX1521038,1.1675407897,0.1691421663,0.8619314532000001
ERX1521039,3.1771265736,1.1409617271,0.9761849924
ERX1521040,1.4253777996,0.1953438582,0.8717034406
ERX1521041,2.7970469819,1.1041116048,0.7620222951000001
ERX1521042,-0.3235626253,-0.0289057187,0.35914030550000003
ERX1521043,-0.2349116326,0.12351794020000001,0.0832087023
ERX1521044,-0.3470686141,-0.0816430106,0.3548272992
ERX1521045,0.3470686141,0.0816430106,-0.3548272992
SRX621182,3.5801444741,-0.9323486301,-0.2357714555
SRX621183,3.3445034533,-0.9004931034,-0.139972343
SRX621184,2.3225183128999998,-0.1004908493,0.3070426713
SRX621185,2.281487305,-0.9548475315,0.1407291729
SRX621188,2.845167479,-0.3900754926,0.2221163028
SRX621189,2.6578066937,-0.13245420230000002,0.17091104640000002
SRX621190,0.7402083232000001,0.08690122730000001,0.2567462947
SRX621191,-0.7402083232000001,-0.08690122730000001,-0.2567462947
SRX621192,4.3570827674,-0.5754355069,-0.9917662596000001
SRX621193,4.3600134934,-0.5020638854,-0.6769534355
SRX6489436,1.2212440644,-0.7404495339,-1.0307295573
SRX6489437,0.0358654351,-0.1590878655,-1.3486656748999999
SRX6489438,0.9062473425,-0.2779765726,-0.9867416524
SRX6489439,0.2383715404,-0.16635061580000002,-0.4114651667
SRX6489440,0.7913388461,-0.2411386626,-0.08850133880000001
SRX6489441,-1.0297103865,0.4074892784,0.4999665055
SRX6489442,0.0528048421,-0.3220542179,-0.0596137589
SRX6489443,0.34814532800000003,-0.40815473350000003,-0.5093221549
SRX6489444,-0.5275966528,-0.1843936945,0.2839652948
SRX6489445,0.23061812280000002,-0.3253055878,-0.2940161246
SRX6489446,0.4494100372,-0.4857078777,-0.1706453226
SRX6489447,-0.7585697751,0.2539052264,0.24591703450000002
SRX6489448,-0.5709622071,-1.3146142422,-1.2997135476000001
SRX6489449,0.33187783060000003,-0.8110510901,-1.061420171
SRX6489450,-1.3242075947,-0.5344530705,-0.5363609045000001
SRX6489451,0.3112462078,-0.2146352307,-0.0627187318
SRX6489452,0.157065786,-0.0009903447,0.0217416383
SRX6489453,-0.3218327661,0.0742328273,0.45965646590000003
SRX6489454,0.0196926228,-0.1476361247,-0.16292012960000002
SRX6489455,0.0961166278,-0.4145191203,0.10814319800000001
SRX6489456,-0.5536155222,0.40084356400000004,0.4546068344
SRX6489457,-0.0267226905,0.2767175995,-0.5945744925
SRX6489458,-0.8942412768,0.1380268479,-0.4646982216
SRX6489459,-1.1408896714,0.22365071150000002,-0.49242284960000005
SRX6489460,-0.0587799597,-0.32072251630000004,-1.1112717328
SRX6489461,-0.6175327691,-0.29583768790000003,-0.4687838884
SRX6489462,-0.7691248757,-0.05547624600000001,-0.6838119102
SRX6489463,-0.3906408169,-0.318150647,-1.2466412019
SRX6489464,-0.5487074439,-0.6240399545,-1.1032941894
SRX6489465,-0.48347574530000004,0.0990489999,-0.5962529183
SRX6489466,-0.092789759,0.1713745264,-0.5190826269000001
SRX6489467,-0.5709720751,0.4691837728,-0.34928578730000004
SRX6489468,-1.0962166724,0.5642009462,-0.3821524714
SRX6489469,-0.6954064334000001,-0.0552085264,-0.8100018303000001
SRX6489470,-0.46182264570000003,0.0977203858,-0.5079280033
SRX6489471,-0.7324175489,0.07422466300000001,-0.6796972741
SRX6452027,1.9781305032,1.9845155724999999,0.533990095
SRX6452029,0.11143089,-0.1692012037,0.028216239100000002
SRX6452030,2.4745184012,1.8174916515000001,0.6509238012
SRX6452031,1.1763039554,0.6526680199,0.5243238995
SRX6452044,3.1682107817,1.8362909071,0.5747675853
SRX6452045,0.6396669445000001,1.1451657755,0.39531312150000003
SRX6452046,1.7165956972,1.0461485735,0.2068693878
SRX6452047,2.7488024053,2.1367266153,0.7108789417
SRX6452048,-0.11143089,0.1692012037,-0.028216239100000002
SRX6452059,1.9953786205,2.0009740969,0.4229017975
SRX1828491,-1.1370721957,0.2776004919,0.3577852492
SRX1828492,-1.2242667039,-0.2161269852,0.2743275321
SRX1828493,0.0640295171,0.5532268142,0.19694078110000002
SRX1828494,-0.762239659,-0.9296468447,0.8066877711
SRX1828495,-0.8591104113,0.0022621937000000003,0.11401183590000001
SRX1828496,-0.4799941783,0.25806729710000004,-0.1171232969
SRX1828497,-0.0024559157,-0.162066328,0.42384490620000004
SRX1828498,-0.8797086504,-0.4313039363,0.2859572298
SRX1828499,-1.1324556222,0.3503935329,0.34740556780000004
SRX1828500,-0.9405507162000001,-0.4402898787,0.1762157284
SRX1828501,-0.5625348391,-0.7002408463,0.1893912804
SRX1828502,-0.2094042653,-0.3171749642,-0.0021624627
SRX1828503,0.20243575730000002,0.3253401207,-0.23605342310000002
SRX1828504,0.8163495452,0.0679992059,-0.6009639073
SRX1828505,-0.6578259838,-0.2350069445,-0.017894529200000002
SRX1828506,-0.010346324700000001,0.3269793036,0.0014653575
SRX1828507,-0.0003788838,0.054567260400000005,0.10672120600000001
SRX1828508,0.0003788838,-0.054567260400000005,-0.10672120600000001
SRX3796953,-0.5049102431,0.1118498354,-0.07339547660000001
SRX3796954,0.5049102431,-0.1118498354,0.07339547660000001
SRX3796955,0.1485901341,2.1432461446,-1.7586240747000002
SRX3796956,-0.3265320222,2.5945928337,-1.1824086386000001
SRX3796957,-0.7554649409,-2.3353265975,-2.9845625581
SRX3796958,-1.0541655748,-1.4150488307,-2.317500731
SRX3796959,-0.3935576602,-0.1629432614,0.33579202620000004
SRX3796960,-0.7436475759000001,-0.3251139532,0.276937614
SRX3796961,-0.4307322531,-1.7117454387,-0.7384691621
SRX3796962,-0.7024649631000001,-1.6810596997,-0.5491244918
SRX3796963,1.8494655699,-2.6879203178,-2.7359987744
SRX3796964,0.2539238036,-2.7094457368000002,-2.6653715901
SRX3796965,-1.8629078729000002,-4.2382002492,-0.8145164988
SRX3796966,-1.6292212306,-3.9687149330000002,-0.7002646157
SRX3796967,-0.5669134857,-2.9094345308,-1.219051273
SRX3796968,0.32731119010000004,-1.6064747956,-1.1732039184
SRX3796969,0.1777520628,-0.35034575370000004,-1.0909136318
SRX3796970,-0.26870404200000003,-1.395552367,-1.2777888549
SRX3796971,-0.4611884458,0.1413210608,0.1992899153
SRX3796972,-0.40396069760000003,0.0530245068,0.3297114438
SRX3796973,-1.2174412183,-2.1319070619,-0.4889542102
SRX3796974,-0.5308568644,-2.1653517787,-0.2357990141
SRX3796975,-0.5381515843,-2.4195740706,-2.5406775147
SRX3796976,-0.1074275774,-2.6127894519,-2.7249804505
SRX3796977,-0.6317652702000001,-0.5229367605,0.1265884388
SRX3796978,-1.3584487741,-0.2907123958,0.10720621990000001
SRX3796979,0.4056997284,-0.8293521225,-0.3632582052
SRX3796980,0.5920734854,-1.1105472060000001,-0.4466390992
SRX3796981,0.48936618260000003,-2.5289704534,-2.38146946
SRX3796982,0.4879485663,-2.3453243665,-2.2199766029
SRX3796983,-1.8592219744,-3.9971518163,-0.6840463095
SRX3796984,-2.1373535578,-4.1557580379,-0.6078618329000001
SRX3796985,0.33975050090000003,-1.4213257139,-0.4224843467
SRX3796986,-0.18156473480000002,-2.2041415669,-0.9865398458
SRX3796987,0.2053477032,-2.5388686791,-0.8413918444
SRX3796988,0.8481675201000001,-1.8778174415,-0.3652936849
SRX2568270,0.8378679359000001,0.2772545209,-0.136042446
SRX2568271,1.3288460601,-1.4710464947,-0.2684062457
SRX2568272,0.7807304037,-0.9275830415,-0.6606351846
SRX2568273,1.2964350656999999,-0.0234940106,-1.2411872482
SRX2568274,1.9500106993,-0.9376550589,-1.0893350213
SRX2568275,-0.8378679359000001,-0.2772545209,0.136042446
SRX2568276,0.0766656592,0.4608147939,-0.1391812616
SRX2568277,-0.1584118518,-0.8491098448000001,-0.9690716476000001
SRX2568278,1.3042093626,-0.577115625,-1.5922418299
SRX2568279,1.5886811084999999,0.132886262,-1.8661971517
SRX3421856,0.0137955774,0.025578952300000003,0.0173995625
SRX3421857,-0.0137955774,-0.025578952300000003,-0.0173995625
SRX3421858,-0.6360752117,0.5642089702,-0.6799959438000001
SRX3421859,-0.7508891863,0.3738220919,-0.6709802833
SRX3421860,-2.2149954631,-0.9514779523,0.2642514355
SRX3421861,-2.537681649,-2.0079510385,-0.2992450807
SRX3421868,2.1974225989,0.0346840317,1.5197077448
SRX3421869,1.1505411974,-0.19596912100000002,1.6370456608000001
SRX2606337,0.08408654730000001,-0.0688169108,-0.0675517712
SRX2606338,0.5051262632,0.7004670986,0.19321535010000002
SRX2606339,-0.3176573958,0.319250707,0.3557458331
SRX2606340,-0.7362295484,-0.4044914223,0.17476424840000002
SRX2606341,0.060364097000000005,-1.4548499477,-0.9153852037
SRX2606342,-2.4227553971,-3.1163352651,-1.1981765938
SRX2606343,-0.3701919624,-0.1328459931,0.8484578051
SRX2606344,-1.9708355034,-3.4073069379,-1.8520647361
SRX2606345,-2.6810270312,-3.4041168574,-1.2672611192
SRX2606346,1.7079926615,0.2633977585,-0.1542212107
SRX2606347,0.16422207830000002,0.0301869537,0.0867463918
SRX2606348,0.7129587739000001,0.7513492403,0.07073456210000001
SRX2606349,0.46882383200000005,0.0103761541,0.23340071540000001
SRX2606350,-0.3821220073,-1.0196976804,-0.0083751517
SRX2606351,-0.6508743851000001,-1.9400026363,-1.0070249265
SRX2606352,-2.7586559793000003,-3.0473587193,-0.8023703146000001
SRX2606353,3.633974046,1.4127055171,0.9855656249
SRX2606354,-1.7412889993,-3.3206856291999998,-1.9106086212000002
SRX2606355,-2.6856406866,-2.9932484102,-0.7549988634
SRX2606356,-1.1528133069,-2.0237387506,-0.5498381059
SRX2606357,-0.2483086256,0.0386299571,-0.019194620500000002
SRX2606358,0.45971049820000004,0.32782961200000005,0.0436274579
SRX2606359,-0.7977853973,-0.37453133990000004,0.2913268137
SRX2606360,-0.8941812445,-0.8636447277,0.0069830379
SRX2606361,0.1055337518,-0.899698422,-0.9965804949
SRX2606362,-1.880530789,-2.3892275932,-1.5360348951
SRX2606363,3.8348992061000002,1.9420378417,1.2433590341
SRX2606364,-2.4937802265,-3.3738041563,-1.7820034493999999
SRX2606365,-3.0130793694,-2.9012803587000002,-0.9927549683
SRX2606366,-1.1992768873,-1.8860152986,-0.2976299966
SRX3648427,-0.4902146458,-0.4760819456,-0.8401980934000001
SRX3648428,-0.7603836984,0.10981472540000001,-1.1370262819
SRX3648429,-0.3540191884,-0.47033202620000003,-0.8342682560000001
SRX3648430,-1.1589965516,-0.432022479,-0.6079493263
SRX3648431,-0.9487756076,-0.5983633505,-0.5246913572
SRX3648432,-0.5058161379,-0.5548742198000001,-0.6056695875
SRX3648433,-0.1697017089,-0.7659664918,0.28185680300000004
SRX3648434,-0.46272558420000004,0.6022169727000001,-0.4314060222
SRX3648435,0.1304067126,-0.8062018152,-0.3653753205
SRX3648436,1.3959584870000001,-1.357627068,-0.5360490388
SRX3648437,1.2415850833,-1.4928712662999999,-0.7401986259000001
SRX3648438,2.0276341614,-1.2602802486,-0.4672596717
SRX3648439,0.09495084620000001,-1.0938014701,-0.2669818282
SRX3648440,0.016917487800000002,0.4787883053,-0.7185334519000001
SRX3648441,0.786540915,-0.7224006001000001,-0.7208674219
SRX3648442,1.7276495953,-0.9859684172000001,0.652937
SRX3648443,1.2392276459,-1.214117259,0.049982674000000005
SRX3648444,1.2625610229,-1.4736111761,0.0334782122
SRX3648445,-0.2547708351,-0.47342946090000004,-0.0297254724
SRX3648446,-0.6699338158,1.5586567152000002,-0.6669718524
SRX3648447,-0.6582385974,-0.34900159880000003,-0.5019514125
SRX3648448,-0.3066330432,-0.5981859135,0.4216744925
