,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,1.942306855749701,3.0,0.0,1.5594611578,6.0,0.6161979991000001,12.0,-2.1756591569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.04084680216666666,1.0895430209016002,3.0,1.0,0.2866821658,7.0,-1.2565844682,13.0,0.8473618959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.5027990603333333,0.40654918093883474,3.0,2.0,0.12022528560000001,8.0,0.9296920102,14.0,0.4584798852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.2957857146,0.30512974244634483,3.0,3.0,0.3044716766,9.0,-0.013594272800000001,15.0,0.59647974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,1.6184418337999997,0.39889761865111706,3.0,4.0,1.1624964067999999,10.0,1.789805044,16.0,1.9030240506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,2.9939767819333336,0.496710803295711,3.0,5.0,2.7193296622,11.0,3.5673603627,17.0,2.6952403209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-0.24822352329999997,1.2353473618711472,2.0,18.0,0.6252989734000001,71.0,-1.12174602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,2.3096093080333335,3.090981452492963,3.0,19.0,2.2187039902,70.0,5.4450406897,205.0,-0.7349167558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.2542925007125,0.5523190307639064,8.0,20.0,-0.3940059978,32.0,-0.6717942981,55.0,-0.4272969784,67.0,0.11022702150000001,126.0,-0.9132424977,147.0,-0.319503103,203.0,-0.3202612831,210.0,0.9015371309,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,1.5997165432333336,0.1712781740270191,3.0,21.0,1.4676674647,34.0,1.7932498803999999,61.0,1.5382322846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,4.192500832612501,1.8202502406106154,8.0,22.0,5.4104722793,104.0,6.6949867691,111.0,2.4307159204,133.0,4.9232626314,165.0,2.2398972703,238.0,4.2890379375,265.0,1.8213149005,270.0,5.7303189524,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,3.4225883921714284,1.1204066683141634,7.0,23.0,2.5357422296000003,56.0,3.7990175111999998,82.0,3.6756472085,118.0,4.8303629292,134.0,2.9930743629,137.0,1.6280048740000002,227.0,4.4962696298000004,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,1.311990535725,1.0878431049470052,4.0,24.0,-0.3036808494,101.0,2.0312564874,139.0,1.6584608131,149.0,1.8619256918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,2.3040990593000004,1.2854162710502666,4.0,25.0,1.2019729767,123.0,1.6542572449000001,155.0,2.2353044814,191.0,4.1248615342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,0.6702014496666667,1.336634433277526,3.0,26.0,-0.6895510484,59.0,1.9824513748,159.0,0.7177040226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,3.11560815608,0.6062150327232461,5.0,27.0,2.7999109583,76.0,3.3110572199,146.0,3.9916057574,162.0,3.1113449721,262.0,2.3641218727,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,1.0378606595750002,1.769368702577761,4.0,28.0,0.8407944659000001,94.0,3.5891982614,186.0,0.0511734291,231.0,-0.3297235181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,0.3289422312333333,0.34578845603011493,3.0,29.0,0.4489984598,49.0,-0.0608729853,260.0,0.5987012192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-0.35814815898,0.9013740216700774,5.0,30.0,-1.5823421515,77.0,-0.8684127027,172.0,0.7484653012,259.0,0.1417738439,280.0,-0.2302250858,,,,,,,,,,,,,,,,,,,,,,,,,,
