,-0.03004624667946504,0.0,0.03004624667946504,0.06009249335893008,0.09013874003839512,0.12018498671786015,0.1502312333973252,0.18027748007679023,0.21032372675625527,0.2403699734357203,0.27041622011518535,0.3004624667946504,0.3305087134741154,0.36055496015358046,0.3906012068330455,0.42064745351251054,0.4506937001919756,0.48073994687144067,0.5107861935509057,0.5408324402303706
thresh,-0.04506937001919756,0.04506937001919756,3,,,,,,,,,,,,,,,,,
unreg,77,4013,85,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CysB,3,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cbl and CysB,0,0,0,0,0,0,1,0,1,1,1,4,1,0,0,0,0,0,0,0
unreg_genes,[],[],[],['yfgH' 'ydhP'],[],[],[],['sbp'],[],[],[],[],[],[],[],[],[],[],[],[]
CysB_genes,['cysU' 'cysP' 'cysW'],"['cysA' 'yoaC' 'cysM' 'yfbR' 'ariR' 'ygeH' 'tcyP' 'cysK' 'dgcZ' 'cysJ'
 'cysD' 'cysI' 'ybdN' 'cysN' 'cysC' 'cysH']",['cysB' 'hslJ' 'tcyJ' 'yciW'],['cbl'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Cbl and CysB_genes,[],[],[],[],[],[],['ssuB'],[],['ssuC'],['tauD'],['tauC'],['ssuD' 'ssuA' 'tauA' 'tauB'],['ssuE'],[],[],[],[],[],[],[]
