,A,Nac,TorR,Crp
nquinone__delubiC__2,-2.415379210941025,-2.027146531,0.15737235200000033,0.6182852329999999
nquinone__ubiC_ale1__1,-1.6269722774296715,-1.6562872869999998,0.12864322900000058,0.4621411030000005
nquinone__ubiC_ale1__2,-1.553275810745715,-1.496025201,0.09522461800000047,0.5186398529999998
nquinone__ubiC_ale2__1,-1.612177867898817,-1.5551476860000002,0.0999903240000002,0.4747234030000005
nquinone__ubiC_ale2__2,-2.1130994818133253,-1.8661799590000008,-0.025195678999999416,0.4297995330000006
nquinone__ubiC_ale3__1,-0.9850285031534988,-2.241205935,0.0670721030000001,0.026469302000000642
nquinone__ubiC_ale3__2,-1.4942699304941125,-2.6205333580000003,-0.07191487099999971,0.09906102300000086
nquinone__ubiC_ale4__1,-1.2168506722310295,-1.919867666,0.0485223760000002,0.493212583
nquinone__ubiC_ale4__2,-1.3779968541821683,-1.5201614890000001,-0.028739617999999467,0.5086079229999996
nquinone__delpdhR__1,-1.174970351697416,0.9977503870000001,-0.16913765299999994,0.3856681930000008
nquinone__delpdhR__2,-0.7411870824860878,0.8734748299999993,-0.34880760899999963,0.36299017299999997
quinone__glu_ale4__1,-2.2615160489059103,-2.699766705,0.2857907760000007,0.3684261329999998
quinone__glu_ale4__2,-2.4027582279774995,-2.553309664,-0.11463660899999972,0.7361257729999995
quinone__delmenF__1,-1.6355068430943231,-0.09628543100000007,0.0034579959999998518,0.5532796730000005
quinone__delmenF__2,-0.4817479939714048,-0.8498989709999999,0.2331321329999998,0.4243016730000004
quinone__menF_ale5__1,-1.6262249396398298,-1.247637534,0.2043879430000004,0.9045305230000018
quinone__menF_ale5__2,-1.906633734569016,-1.5627276909999999,0.046187578000000507,0.9292543930000008
quinone__menF_ale6__1,-0.3018484395307199,-1.465059359,-0.11542289399999996,0.928937233000001
quinone__menF_ale6__2,-0.762155591555895,-1.6547814229999998,-0.19880631899999998,0.9358953230000004
quinone__menF_ale7__1,2.262596081082941,-1.3757783360000002,-0.34659988700000005,0.8647486830000002
quinone__menF_ale7__2,2.283030901173203,-1.374426005,-0.4663199229999994,0.8297670830000001
quinone__menF_ale8__1,-0.1841012434661005,-0.8407915130000001,-0.3667065169999999,1.0002332430000005
quinone__menF_ale8__2,-1.474626463692999,-0.5174515840000007,-0.2201629899999995,0.9954071830000012
quinone__delmenFubiC__1,-1.2055804896992943,-1.553374985,0.2381683730000006,0.5032428030000009
quinone__delmenFubiC__2,-1.953156977127265,-1.370391717,0.3522929050000005,0.5733612729999997
quinone__menFubiC_ale1__1,-0.7288936053687605,-0.23697979100000044,-0.7095912940000001,0.6889852029999997
quinone__menFubiC_ale1__2,-1.2546996422964147,-0.1783624589999997,-0.7378079389999996,0.6891632330000004
quinone__menFubiC_ale2__1,-1.183263966015347,-1.407876384,-0.5916922409999996,0.5664049030000005
quinone__menFubiC_ale2__2,-1.2033591555058047,-1.592102074,-0.9226441439999996,0.587592463
quinone__menFubiC_ale3__1,-0.1938408932346146,-1.5609682059999999,0.02685435400000014,0.1084791789999997
quinone__menFubiC_ale3__2,-0.4725610736508155,-1.455880616,-0.02567854700000005,0.1436014399999994
quinone__menFubiC_ale4__1,-2.0115227302654404,-0.8513130800000002,0.06553781499999989,1.042582673
quinone__menFubiC_ale4__2,-2.0179855543297656,-1.2274473479999999,0.17091059600000058,1.0279896629999996
oxyR__wt_glc__1,0.303232411517087,-1.4175155999999998,-0.0030448949999994927,0.09382866099999987
oxyR__wt_glc__2,-0.6254305200247355,-1.5348472910000002,-0.05641336999999956,0.13043923000000035
oxyR__wt_h2o2__1,0.3488650406820667,-1.7137382019999998,-0.22681943599999954,0.05757602200000101
oxyR__wt_h2o2__2,-0.9194722523935552,-1.284468236,-0.11971281900000008,0.4618741830000008
oxyR__glu_ale4__1,-2.9483259638750696,-2.024386201,0.14335793299999988,0.7723290729999999
oxyR__glu_ale4__2,-3.4463558473625096,-1.970096307,0.2151483220000001,0.49579595299999996
oxyR__glu_ale4_h2o2__1,-2.995647403899846,-1.7201331990000002,0.20592065800000012,0.6213283730000008
oxyR__glu_ale4_h2o2__2,-3.1019754854152866,-1.4480919290000005,0.4233466210000003,0.4863484329999999
oxyR__oxyR_ale17__1,-2.6807024173546306,-1.401006304,0.2490414440000004,0.13801763000000022
oxyR__oxyR_ale17__2,-3.3487938310449428,-1.6137084860000002,0.3477574849999998,0.15520324300000074
oxyR__oxyR_ale17_h2o2__1,-1.6703167018393,-1.3813742080000002,0.06612985199999953,0.21122745300000112
oxyR__oxyR_ale17_h2o2__2,-2.938537971498195,-1.3985739680000002,0.3096495390000005,0.156206473000001
oxyR__oxyR_ale18__1,0.5364924470040479,-2.413176006,-0.3223015059999996,-0.2332659079999999
oxyR__oxyR_ale18__2,-0.8205792909671804,-2.084699996,-0.2685426799999995,-0.08594182799999928
oxyR__oxyR_ale18_h2o2__1,-2.951205094363832,-1.9869886030000001,0.12731397599999994,0.027939159000000657
oxyR__oxyR_ale18_h2o2__2,-2.476730757784751,-1.725412034,0.07916806600000026,0.09512536300000107
oxyR__oxyR_ale19__1,-0.2769211024747223,-2.0215100880000003,-0.16957716099999942,-0.1866830670000006
oxyR__oxyR_ale19__2,-0.0813793160680343,-1.7762034719999995,-0.12988929399999982,-0.08065952299999958
oxyR__oxyR_ale19_h2o2__1,-0.2198506469000279,-1.8256086619999998,-0.2240121419999994,-0.3216936859999997
oxyR__oxyR_ale19_h2o2__2,-0.4231084754231126,-1.84632772,-0.3623961769999999,-0.22926116100000016
oxyR__oxyR_ale20__1,-2.082362579998055,-1.2407106270000001,0.214523249,-0.29073972199999965
oxyR__oxyR_ale20__2,-1.8764140748083635,-1.4651696719999998,0.22867045699999974,-0.3286302970000001
oxyR__oxyR_ale20_h2o2__1,-2.0732896222770694,-1.6000836859999998,0.29894049700000025,-0.1032146049999998
oxyR__oxyR_ale20_h2o2__2,-2.217923181005764,-1.5383975360000002,0.3322643250000006,-0.05797147799999891
svns_pgi__BmePgi24_15__1,-0.1854958015280621,-0.03827609100000018,0.13921502700000055,0.20789728299999946
svns_pgi__BmePgi24_15__2,-0.0218282053121401,0.169640609,0.04035823800000049,0.2882144130000004
svns_pgi__BmePgi24_26__1,1.4467519769420176,-1.0433671430000002,0.13697833999999975,0.16856253300000112
svns_pgi__BmePgi24_26__2,1.0784150452234362,-0.990154541,0.08050094199999958,0.14498237199999942
svns_pgi__BmePgi24_41__1,-1.1831910803490548,-0.2770844749999997,0.197464149,0.4958493130000008
svns_pgi__BmePgi24_41__2,0.8521709706810798,-0.5285061019999997,-0.007504681999999541,0.08223337899999983
svns_pgi__BmePgi24_52__1,1.860915370944781,-0.9507165560000002,0.05955927199999955,0.2600776430000007
svns_pgi__BmePgi24_52__2,1.2829434792415502,-0.512665621,0.04722235900000005,0.11009234900000033
svns_pgi__PaePgi2_34__1,-0.0299951115938908,-1.586117605,0.15020671700000054,0.9464174330000006
svns_pgi__PaePgi2_34__2,0.0947294577274412,-1.5147966669999997,0.2091182710000004,0.980365153000001
svns_pgi__PaePgi2_63__1,0.9907053435905652,-1.203738435,0.237425848,0.998691483
svns_pgi__PaePgi2_63__2,1.0267256505869242,-1.065470334,0.101913401,0.974959343
svns_pgi__PaePgi24_54__1,-0.5948566943926238,-1.835310553,0.2552096630000005,0.8303385730000006
svns_pgi__PaePgi24_54__2,-0.76613726745896,-1.658484993,0.28110855999999984,0.9265034130000008
svns_pgi__PaePgi24_90__1,-1.397739450732016,-1.588570194,0.22938306100000005,0.809689723
svns_pgi__PaePgi24_90__2,-0.9355807266830378,-1.4224765770000003,0.3985057650000003,0.9991721830000008
abx_media__m9_ctrl__1,-2.493273044400877,-0.6578084549999996,-2.01867169,-0.21908725299999965
abx_media__m9_ctrl__2,-3.092949021466136,-1.1316147610000002,-1.7725388909999995,0.06872792999999966
abx_media__rpmi_ctrl__1,2.658371309431733,-3.598907109,-1.7362170709999996,0.1818832429999997
abx_media__rpmi_ctrl__2,3.866991221417233,-3.440138096,-1.920043526,0.4604582229999998
abx_media__camhb_ctrl__1,-0.2423760113495932,-3.0445932210000004,-2.742901154,-1.4667156490000008
abx_media__camhb_ctrl__2,0.2692894808811955,-3.4384152300000004,-2.22414713,-1.5642143070000003
abx_media__m9_mero__1,-2.500205323481421,-0.9565940270000001,-2.381486977,0.10006032100000084
abx_media__m9_mero__2,-1.8200556017280969,-1.06957716,-1.922919597,-0.24440689100000054
abx_media__rpmi_mero__1,1.0585097169899822,-3.3365132139999996,-2.8144406060000002,-0.15585906599999966
abx_media__rpmi_mero__2,2.6097724976363623,-4.003030846000001,-2.093613984,0.12222331400000107
abx_media__camhb_mero__1,-1.4809194582863936,-2.81151666,-2.952354842,-2.568928611
abx_media__camhb_mero__2,-1.132310478891715,-3.207312052,-2.9134555260000004,-2.3720532899999998
abx_media__m9_trisulf__1,-3.501323161433802,-1.2927049179999999,-2.367923893,-0.13952741599999996
abx_media__m9_trisulf__2,-3.42419581661282,-0.9868490630000002,-2.125926137,-0.12156318199999915
abx_media__rpmi_trisulf__1,-4.329119294975667,-2.73106236,-1.928127808,-1.1385435739999998
abx_media__rpmi_trisulf__2,-4.341541972368885,-3.055437771,-1.9186105,-1.1257448149999991
abx_media__camhb_trisulf__1,-2.452322253543033,-2.7232952310000003,-1.9947062309999997,-0.6163487490000001
abx_media__camhb_trisulf__2,-2.9703368886863104,-2.59023387,-2.436129277,-0.6510849729999997
abx_media__m9_cef__1,-2.994235214147214,0.07948228299999993,-2.284911071,-0.4245596339999995
abx_media__m9_cef__2,-2.836459723229399,-0.17382527499999956,-2.045306791,-0.35219075799999894
abx_media__rpmi_cef__1,-3.224120576396927,-3.087214477,-2.703508851,0.17718560299999986
abx_media__rpmi_cef__2,-3.0634216649282324,-2.8537234189999996,-3.094253319,0.25364192300000177
abx_media__camhb_cef__1,-2.612669844439228,-2.700986069,-1.976966555,-0.8382274849999991
abx_media__camhb_cef__2,-2.595585839301995,-2.679645087,-2.120166877,-0.9034556939999998
abx_media__m9_cipro__1,-2.678881768880991,-0.9634334360000004,-2.181800382,-0.29610201100000033
abx_media__m9_cipro__2,-2.847013647582041,-1.2660583540000006,-2.258392373,-0.23094071100000055
abx_media__rpmi_cipro__1,-2.044173082451365,-2.713785296,-3.18947682,-0.7087974589999995
abx_media__rpmi_cipro__2,-2.9289900133040274,-2.930085909,-2.751076003,-0.9681077109999999
abx_media__camhb_cipro__1,-2.9390135300627382,-3.843229678,-1.7500895389999995,-1.3565894469999993
abx_media__camhb_cipro__2,-2.879573810712288,-3.3194838439999996,-1.992034943,-1.1236836730000004
hot_tale__42c_ale3_30c__1,-0.4130635295749733,-1.172067267,-0.5107164489999994,0.06220796800000095
hot_tale__42c_ale3_30c__2,-0.6131280068467189,-0.8003002160000001,-0.19446416300000013,0.017358810000001057
hot_tale__42c_ale3_37c__1,-0.0910216960829293,-1.4675311169999998,0.5201969790000005,0.4355665230000003
hot_tale__42c_ale3_37c__2,-0.8224884061896309,-1.7860981490000003,0.4667814030000006,0.4006368030000012
hot_tale__42c_ale3_44c__1,-1.4069704393452849,-0.8666244139999999,1.3685834840000002,0.3718853430000007
hot_tale__42c_ale3_44c__2,-1.3967916405173133,-0.6779199060000005,1.4192080600000008,0.3553441930000005
hot_tale__hot_ale3_mid_30c__1,-0.7873703365035144,-1.698867554,-0.15956342700000015,0.7396188830000003
hot_tale__hot_ale3_mid_30c__2,-0.5264711776706682,-1.3117744999999998,-0.3281826739999998,0.5625003330000009
hot_tale__hot_ale3_mid_37c__1,-0.9935216662155808,-2.099983317,0.3099251350000003,0.5847484430000005
hot_tale__hot_ale3_mid_37c__2,0.9410410375710818,-2.503323088,0.09462640899999997,0.1894337430000004
hot_tale__hot_ale3_mid_44c__1,-1.5040597817652706,-2.7128197839999997,0.6862854369999996,-0.07124534099999913
hot_tale__hot_ale3_mid_44c__2,-0.3462537017632541,-1.441163494,1.0147811459999998,-0.002275452999999317
hot_tale__hot_ale3_30c__1,-0.8368006799520195,-1.1574613059999999,-0.47559134799999997,0.5150203330000007
hot_tale__hot_ale3_30c__2,-0.8448532936353679,-1.6301674659999998,-0.5655291359999994,0.5286701730000001
hot_tale__hot_ale3_37c__1,1.213088882904071,-2.270766988,-0.09622451099999996,0.3493771030000001
hot_tale__hot_ale3_37c__2,0.356682900252157,-2.294426896,0.07785851700000013,0.3963193829999998
hot_tale__hot_ale3_44c__1,-0.4335390563199455,-2.029498701,0.9599697870000004,0.28643448300000074
hot_tale__hot_ale3_44c__2,-1.3932423143445456,-1.9546913990000008,1.061841660000001,0.30231870300000097
hot_tale__hot_ale4_30c__1,-0.8236103790694397,-0.6733416720000003,-0.5100586770000001,-0.0598787810000001
hot_tale__hot_ale4_30c__2,-0.6978431915396811,-0.912971324,-0.276947206,0.0276806220000001
hot_tale__hot_ale4_37c__1,-0.1167374935413037,-1.8923696490000002,0.12280149900000036,-0.15436083400000022
hot_tale__hot_ale4_37c__2,0.0615693004532299,-2.0355681960000003,0.16786811900000045,-0.04945322999999924
hot_tale__hot_ale4_44c__1,-1.3341384960051854,-1.4139670310000003,1.2881417340000016,0.16471379300000066
hot_tale__hot_ale4_44c__2,-1.4449672611972175,-1.5795134990000002,1.282415385000001,0.0758041020000011
hot_tale__hot_ale8_30c__1,0.2900126758980494,-0.6871950739999999,-0.2512575359999998,-0.056768664999999885
hot_tale__hot_ale8_30c__2,-0.7134456668699662,-0.8855234210000003,-0.5500883720000003,-0.10699186199999923
hot_tale__hot_ale8_37c__1,0.5697191223046081,-1.6546642169999997,0.20968932500000026,-0.007091699000000062
hot_tale__hot_ale8_37c__2,0.6245170312369602,-2.060972838,0.3269499190000005,-0.04404757799999892
hot_tale__hot_ale8_44c__1,-0.2617805512760431,-1.3088297709999999,1.4733744950000007,0.07381628000000083
hot_tale__hot_ale8_44c__2,-0.3754505130059019,-1.5180469250000002,1.3361178579999995,0.1405062560000001
hot_tale__hot_ale9_mid_30c__1,-0.5803843264859643,-1.2770057599999998,-0.2582932869999999,0.11993167500000013
hot_tale__hot_ale9_mid_30c__2,-1.0106102710687253,-1.2521573140000002,-0.6109018239999999,0.10594186400000004
hot_tale__hot_ale9_30c__1,0.031063881888131,-0.5507054399999998,-0.6585983229999997,0.057352916000001024
hot_tale__hot_ale9_30c__2,-0.2925971128793552,-0.3846425739999999,-0.4374178869999996,0.17408408300000033
hot_tale__hot_ale9_mid_37c__1,-0.5800616336761868,-2.35547837,0.17334390400000022,-0.07088768000000023
hot_tale__hot_ale9_mid_37c__2,-0.7913169232269508,-1.803982754,0.08509566700000004,0.028525377000001132
hot_tale__hot_ale9_37c__1,-0.4663979054531215,-1.910014387,0.1974065920000001,0.032825572000000136
hot_tale__hot_ale9_37c__2,-0.2391902996010886,-2.113326044,-0.08048004499999982,0.03721724300000062
hot_tale__hot_ale9_mid_44c__1,-1.2074522151204292,-1.0234917159999999,0.8827280940000001,0.2861256930000007
hot_tale__hot_ale9_mid_44c__2,-1.3742768447578924,-1.097068381,1.473004209,0.3056119630000005
hot_tale__hot_ale9_44c__1,-1.614812647947525,-1.6373162719999999,1.161320968,-0.02729796100000037
hot_tale__hot_ale9_44c__2,-1.438552394571972,-1.381040606,1.2888339980000003,-0.08631352099999923
hot_tale__hot_ale10_30c__1,-0.8713346771109352,-1.7655075299999998,-0.8456658359999993,0.23749544300000025
hot_tale__hot_ale10_30c__2,-1.3563775210407223,-1.8155221960000003,-0.481526101,0.4220348329999997
hot_tale__hot_ale10_37c__1,-0.3793837975536136,-2.1115480140000003,-0.14036746599999986,0.06875389400000033
hot_tale__hot_ale10_37c__2,-0.8988599914444482,-2.443076326,-0.13060283100000006,0.12083432100000024
hot_tale__hot_ale10_44c__1,-0.4221706088655361,-1.827194705,1.1311106090000005,-0.03575344399999913
hot_tale__hot_ale10_44c__2,-0.5766018839963407,-1.100789567,1.466592373,0.11004349699999948
hot_tale__hot_ale16_30c__1,-1.3070367650237162,-1.231223393,-0.6503512999999996,0.12930916100000012
hot_tale__hot_ale16_30c__2,-1.394706735579368,-1.126071997,-0.4793154039999994,0.25108644300000016
hot_tale__hot_ale16_37c__1,-1.0859683784767915,-1.798436566,0.06295342299999973,-0.02264786099999938
hot_tale__hot_ale16_37c__2,-1.251053987220708,-1.5921513210000002,0.10444904400000077,-0.007290675000000134
hot_tale__hot_ale16_44c__1,-1.2197214780253314,-1.658235355,1.0996410910000003,0.039920518000000633
hot_tale__hot_ale16_44c__2,-1.554633979929103,-1.6925208140000003,1.135403052,0.206041613
pdhr_ale__pdhR-13_51__1,-1.7686614394254494,-1.6726888630000003,-0.2708810530000001,0.42604259299999997
pdhr_ale__pdhR-13_51__2,-1.6174012354700926,-2.027346403,-0.3977282149999999,0.3453698430000003
pdhr_ale__pdhR-14_46__1,-2.3177358572215967,-1.3952807590000005,-0.26437095300000024,0.4137442230000001
pdhr_ale__pdhR-14_46__2,-2.2021815998741507,-1.1214762830000002,-0.3607299089999998,0.3746890430000001
pdhr_ale__pdhR-15_51__1,-2.0234040628325967,-1.3193570229999998,-0.17323422099999952,0.20815125300000048
pdhr_ale__pdhR-15_51__2,-1.910702402300028,-1.3937451580000002,-0.3077186080000001,0.29122772299999866
pdhr_ale__pdhR-16_49__1,-2.312082624048268,-1.22078488,-0.07445112499999951,0.3586398129999999
pdhr_ale__pdhR-16_49__2,-2.431032236503157,-1.7786178330000002,-0.2297696330000001,0.2910247429999995
tcs__del_atoC_LiAcet__1,0.2843659029757086,-0.4620425369999985,-0.8538938159999994,0.3723211630000005
tcs__del_atoC_LiAcet__2,-0.1698496676519367,-0.32297814,-0.957084466,0.5545006830000005
tcs__del_atoC_LiCl__1,0.1848701791148753,-0.2839213149999997,-0.7312698829999995,0.7297175930000002
tcs__del_atoC_LiCl__2,0.1027175241660182,-0.40103777900000015,-0.732434466,0.803204053
tcs__del_atoC_m9__1,-0.1245978387135866,-0.5717027249999997,-1.028392492,0.6994936329999994
tcs__del_atoC_m9__2,0.3072498247986217,-0.6736705839999999,-0.911314818,0.8078232029999999
tcs__del_baeR_etoh__1,14.264397623525843,-3.88352242,1.5042412270000003,0.725387413
tcs__del_baeR_etoh__2,13.701308893527166,-4.227978653,1.567793986,0.8432000029999998
tcs__del_baeR_lb__1,15.175324032081242,-1.637793598,-0.6255018100000003,0.452954033000001
tcs__del_baeR_lb__2,15.276193478987578,-1.6789888609999999,-0.23465942599999945,0.5136486629999997
tcs__del_btsR_01xlb__1,3.301469521523418,-0.5769230719999996,-1.6993700489999997,-1.0043266899999992
tcs__del_btsR_01xlb__2,1.9716056781012408,-0.6119840730000004,-1.821007798,-1.1325108709999991
tcs__del_btsR_lb__1,11.920973649761413,-2.304031132,-0.34555566199999976,0.9059306429999996
tcs__del_btsR_lb__2,11.682537993646502,-2.408722687,-0.3730946809999995,0.882795573000001
tcs__del_btsR_pyruvate__1,0.8670550889486744,-0.5433973610000002,-1.671177718,-1.2074819320000003
tcs__del_btsR_pyruvate__2,1.2595227135750997,-0.5337329479999999,-1.564015259,-1.2602474279999996
tcs__del_cpxR_etoh__1,13.589190416610544,-3.3775782519999997,1.2702369029999998,1.209290043000001
tcs__del_cpxR_etoh__2,13.538144920845312,-2.6196977869999998,1.3674622759999997,1.1967784130000003
tcs__del_cpxR_lb__1,15.604746936893592,-1.3265809820000003,-0.3172961130000003,0.5608460330000007
tcs__del_cpxR_lb__2,15.21397317760849,-1.248043741,-0.07973203299999998,0.6407895630000002
tcs__del_cusR_CuSO4__1,10.622613559106709,-3.031573906,-0.16381054899999992,1.0462541129999998
tcs__del_cusR_CuSO4__2,10.401764697574167,-2.8734514410000003,-0.040115456999999737,1.048489943
tcs__del_cusR_lb__1,13.297894019758822,-3.286662655,-0.5010859590000001,0.9952246930000008
tcs__del_cusR_lb__2,13.01320608575294,-2.5308352910000003,-0.7393925919999997,1.0406022430000004
tcs__del_kdpE_01-kcl__1,-2.4170759417471284,-1.138090408,-0.43949751999999975,0.08810516099999965
tcs__del_kdpE_01-kcl__2,-2.3854852383353693,-1.1534712409999999,-0.8005046839999999,0.12273579200000027
tcs__del_kdpE_115-kcl__1,-2.3540078443791628,-1.41685176,-0.4218086269999999,0.04519701000000076
tcs__del_kdpE_115-kcl__2,-1.996867122865736,-1.6201095840000002,-0.38978114199999947,-0.003365354999999681
tcs__del_phoB_m9__1,-0.7296571374284802,-0.2006501319999998,-0.5768112419999998,0.7310639430000005
tcs__del_phoB_m9__2,-0.81120192688851,-0.17614272399999995,-0.5095070379999997,0.7578592129999997
tcs__del_phoB_m9p__1,-1.961359075213934,-0.5047964629999999,-0.663412836,-0.5173016199999996
tcs__del_phoB_m9p__2,-1.8308169652471007,-0.6284411129999999,-0.6870766750000001,-0.4868159799999994
tcs__del_rcsB_etoh__1,13.70359040052463,-3.2460072650000003,2.3201578990000002,0.8584217130000003
tcs__del_rcsB_etoh__2,13.93510830218051,-3.095630934,2.252134505000001,0.921416013
tcs__del_rcsB_lb__1,13.941792100046966,-1.743259519,0.023329026999999947,0.6655188230000011
tcs__del_rcsB_lb__2,14.14383438422038,-1.6947582910000003,0.309290324,0.7005509330000006
tcs__del_zraR_lb__1,14.520929327635244,-2.955538505,-0.5920982289999994,0.5367675730000006
tcs__del_zraR_lb__2,13.999917550038107,-3.0253386000000004,-0.3935214399999998,0.5696375729999996
tcs__del_zraR_zncl2__1,14.008947170445714,-2.15854104,-0.00702654099999922,0.8338904830000011
tcs__del_zraR_zncl2__2,14.000694852928255,-2.417276404,0.18164883300000054,0.8158754130000005
tcs__wt_01-kcl__1,-2.5135974419725096,-1.1636977980000005,-0.4993712380000002,-0.042192379999999474
tcs__wt_01-kcl__2,-2.676395349718085,-1.092688602,-0.6073252079999998,-0.04159150899999986
tcs__wt_01xlb__1,2.6322800230927648,-0.4113044459999999,-1.4640696939999995,-1.1868215099999997
tcs__wt_01xlb__2,2.429037107218835,-0.6744578859999999,-1.7306248579999997,-1.1874649749999993
tcs__wt_115-kcl__1,-1.4645504132205671,-1.794511795,-0.332493178,-0.09970663000000002
tcs__wt_115-kcl__2,-1.5386406117051226,-1.503999945,-0.3554778919999997,-0.12142913199999937
tcs__wt_CuSO4__1,11.957329758734314,-2.892442958,-0.0052879230000000286,0.7338502030000011
tcs__wt_CuSO4__2,12.003093035909728,-3.048381668,-0.0002908259999996332,0.7305206129999995
tcs__wt_etoh__1,13.324803242120398,-2.657182674,1.5888522590000005,0.5754630630000008
tcs__wt_etoh__2,13.514837728070354,-3.1569671039999996,1.5526427880000002,0.5394844130000003
tcs__wt_lb__1,12.178348974152913,-2.097714854,-0.07494942300000051,0.9893765630000004
tcs__wt_lb__2,12.329313447808104,-2.062252024,0.15431365700000033,1.0922559429999996
tcs__wt_LiAcet__1,-0.0546291428513613,-0.4072149879999998,-0.4897783689999997,0.6491752730000009
tcs__wt_LiAcet__2,0.1713413995088044,-0.6313410390000005,-0.8324550319999995,0.4062179429999997
tcs__wt_LiCl__1,-0.946473322338538,-0.672624087,-0.9677785919999996,0.5743156230000004
tcs__wt_LiCl__2,-0.8460859300990234,-0.6667311859999998,-0.7602609149999999,0.6016396030000006
tcs__wt_m9p__1,-2.7023855516949715,-1.413026462,-0.4278468129999995,-0.39549780799999995
tcs__wt_m9p__2,-3.319163228498323,-1.6074559229999998,-0.4449765750000001,-0.4201194360000001
tcs__wt_pyr__1,2.3808537645206806,-0.5792711639999997,-1.197507778,-1.287916309
tcs__wt_pyr__2,1.9478229390350985,-0.4079889149999998,-1.6753281039999997,-1.1631474849999996
tcs__wt_zncl2__1,13.414928603830148,-2.8505273539999996,-0.07395089300000013,0.6655301930000004
tcs__wt_zncl2__2,13.199431587782389,-2.89553779,-0.13489907700000006,0.6831118230000008
ros_tale__0_0_0pq__1,-1.4264344687919024,-2.207937476,0.067045201,0.3292272530000009
ros_tale__0_0_0pq__2,-1.3916124642278669,-2.4594456559999998,0.11838598000000022,0.30771033300000106
ros_tale__0_0_250pq__1,-3.798018337944584,-1.2154579130000005,0.5585796490000003,1.4522597630000007
ros_tale__0_0_250pq__2,-3.8463842947289897,-1.21326124,0.38361803600000055,1.4384985730000004
ros_tale__1_mid_250pq__1,-1.131962192289334,-0.5950899070000002,-0.10134488299999944,0.6546866229999999
ros_tale__1_mid_250pq__2,-0.755422755186076,-0.5714855910000001,-0.06674881300000024,0.6257248529999995
ros_tale__1_0_0pq__3,-1.3927916658236217,-2.3633630020000003,-0.3577823709999999,0.6079365029999995
ros_tale__1_0_0pq__4,-1.5750519555537474,-2.136956238,-0.6125601749999996,0.6228776230000008
ros_tale__1_0_250pq__1,-2.007330282433944,-2.401117138,-0.4516401409999995,0.4961959629999999
ros_tale__1_0_250pq__2,-1.868155560204399,-2.649517192,-0.08443384099999918,0.6021915230000001
ros_tale__1_0_750pq__1,-3.27249259744502,-1.4485956069999997,-1.704274377,0.6259014130000011
ros_tale__1_0_750pq__2,-4.08863888005739,-1.7846304000000002,-1.971264597,1.045357503
ros_tale__1_1_0pq__1,-4.347922257724346,0.3394751439999997,-2.157550436,0.7677037930000008
ros_tale__1_1_0pq__2,-4.323130125221558,0.5552284419999998,-2.104212773,0.727341753000001
ros_tale__1_1_250pq__1,-3.890781798773615,0.6386945930000003,-2.44152807,0.616797033000001
ros_tale__1_1_250pq__2,-4.271805573573684,0.05593924099999992,-2.65280347,0.8796841830000002
ros_tale__1_1_750pq__1,-4.292220068203507,0.2275763089999998,-2.480033785,0.9722065830000002
ros_tale__1_1_750pq__2,-4.198544811550237,0.548962789,-2.157714579,1.0968635530000004
ros_tale__1_2_0pq__1,-2.830365133732047,-0.7393579310000002,-2.437842857,0.4026113930000008
ros_tale__1_2_0pq__2,-3.1063177611192576,-1.0819467770000002,-2.1353226909999994,0.2011867830000007
ros_tale__1_2_250pq__1,-2.5000700067580044,-0.4935597679999999,-2.03478214,0.6133156930000006
ros_tale__1_2_250pq__2,-3.848831173676389,-0.8859446700000002,-2.1633718939999995,0.8060088329999999
ros_tale__1_2_750pq__1,-3.475392483120686,-0.790170775,-1.844560004,1.0991647330000005
ros_tale__1_2_750pq__2,-2.983644550215491,-0.8785097420000003,-1.5431449229999998,1.1248291229999996
ros_tale__1_3_0pq__1,-4.111867637649839,-0.2263357269999995,-2.363624915,1.6003325529999994
ros_tale__1_3_0pq__2,-3.9214792193249046,-0.1101322739999997,-2.178211873,1.5980901030000003
ros_tale__1_3_250pq__1,-2.897026336262705,-0.2873969599999997,-2.0097352509999995,0.982030343
ros_tale__1_3_250pq__2,-3.1566659682496483,-0.6812593540000007,-1.7358514599999997,1.2771547729999997
ros_tale__1_3_250pq__3,-3.5717618289491786,-0.5457709829999997,-1.8246804030000001,1.2324065130000008
ros_tale__1_3_250pq__4,-2.926652610240121,-0.10358573600000033,-1.7116209679999996,0.6953416529999998
ros_tale__1_3_750pq__1,-2.7071081294002624,-0.2737649790000001,-2.0535733780000003,1.0045313030000005
ros_tale__1_3_750pq__2,-3.4107940700340578,-0.5093392469999998,-2.085304119,0.8300577430000011
ros_tale__1_4_0pq__1,-2.435507555956742,-1.166184645,-1.818897622,0.9822872229999984
ros_tale__1_4_0pq__2,-2.0808806228330408,-1.2404874229999998,-1.835745521,0.8874455430000001
ros_tale__1_4_250pq__1,-2.2868754203860053,-0.6437002820000002,-2.324582237,0.5704754429999994
ros_tale__1_4_250pq__2,-1.524403433124887,0.439519926,-1.834595952,0.5921552030000008
ros_tale__1_4_750pq__1,-2.7170503603268625,-0.160907978,-1.7276657889999996,0.3072018029999999
ros_tale__1_4_750pq__2,-1.2400294831461474,-0.8968526310000002,-1.5746542159999994,0.4223943630000005
ros_tale__1_4_750pq__3,-1.8783456247637107,0.4314913699999998,-1.4736431309999998,0.6522730330000002
