,-0.06461379558829085,-0.05025517434644844,-0.03589655310460603,-0.02153793186276362,-0.0071793106209212115,0.007179310620921198,0.021537931862763607,0.035896553104606016,0.050255174346448425,0.06461379558829082,0.07897241683013324,0.09333103807197567,0.10768965931381806,0.12204828055566046,0.13640690179750287,0.15076552303934532,0.1651241442811877,0.1794827655230301,0.1938413867648725,0.20820000800671495
thresh,-0.07179310620921206,0.07179310620921206,1,,,,,,,,,,,,,,,,,
unreg,2,7,42,350,2092,1634,268,54,24,11,12,7,7,1,2,1,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],"['PN96_RS01730' 'adhE' 'PN96_RS06235' 'PN96_RS12205' 'PN96_RS04400' 'nrdD'
 'PN96_RS20250' 'norR2' 'adhE' 'grcA' 'PN96_RS20950' 'PN96_RS15995']","['adhB' 'frdA' 'pflB' 'PN96_RS09805' 'PN96_RS06780' 'PN96_RS11175'
 'PN96_RS16875']",['feoC' 'feoB' 'pepT' 'feoA' 'dcuC' 'PN96_RS06240' 'PN96_RS03700'],['PN96_RS14170'],['PN96_RS08580' 'PN96_RS02555'],['PN96_RS08555'],[],['PN96_RS11640'],[],[]
