,148
aat__00m_00s__1,-1.0799758483
aat__00m_30s__1,-0.3146347721
aat__01m_00s__1,0.0176360108
aat__02m_00s__1,-1.7793104324
aat__05m_00s__1,-1.6611691312999999
aat__10m_00s__1,-1.2320997221
aat__00m_00s__2,0.5032263594
aat__00m_30s__2,-1.6078284979
aat__01m_00s__2,-1.3804827924
aat__02m_00s__2,-1.7184931953
aat__05m_00s__2,-1.0083675768
aat__10m_00s__2,-0.7923159781
aat__00m_00s__3,0.5767494889
aat__00m_30s__3,-2.0910928281
aat__01m_00s__3,-1.2006130008
aat__02m_00s__3,-0.9461071581
aat__05m_00s__3,-1.5393598789
aat__10m_00s__3,-0.6247732731
abx_mega__dmso-2__1,3.9884099401
abx_mega__ery_dmso__1,3.1965149558
abx_mega__nal_naoh__1,1.2632623602
abx_mega__dmso-5__1,-0.0666090109
abx_mega__rif_dmso__1,2.6557958042000003
abx_mega__novo_h2o__1,1.3090155691
abx_mega__rach_dmso__1,0.9026671819000001
abx_mega__metro_dmso__1,0.7549053345000001
abx_mega__dmso-6__1,0.8100541853000001
abx_mega__chl_h2o__1,0.8071184768
abx_mega__cst_h2o__1,3.5503027392
abx_mega__tec_h2o__1,2.4842705509
abx_mega__str_h2o__1,-0.6249011289
abx_mega__ctx_h2o__1,-0.38483291350000004
abx_mega__nal_naoh__2,-0.9456066447
abx_mega__phos_h2o__1,0.7684201408
abx_mega__dmso-5__2,1.4756730725
abx_mega__polmyx_h2o__1,0.7400249653000001
abx_mega__h2o-8b__1,0.1990076467
abx_mega__h2o-6__1,-0.0280344681
abx_mega__thio_dmso__1,1.1114486838
abx_mega__phos_h2o__2,0.8321256215
abx_mega__ctx_h2o__2,0.16181246100000002
abx_mega__lzd_dmso__1,1.0574559141
abx_mega__naoh-9__1,-0.6090788039
abx_mega__dox_dmso__1,-0.3566451431
abx_mega__phos_ethanol__1,-0.7691882408
abx_mega__teix_dmso__1,-0.33684954970000003
abx_mega__dmso-10__1,-0.8580740058
abx_mega__van_dmso__1,2.0799651625
abx_mega__ramo_h2o__1,0.019361232000000003
abx_mega__tec_h2o__2,0.7297172721
abx_mega__h2o-7__1,0.0228144718
abx_mega__cro_h2o__1,2.219713281
abx_mega__tric_ethanol__1,1.9696266364000001
abx_mega__nor_naoh__1,-0.7525230746
abx_mega__teix_dmso__2,-0.2197208943
abx_mega__nal_naoh__3,-0.052961899900000005
abx_mega__novo_h2o__2,2.0318537858
abx_mega__dmso-10__2,0.2352753026
abx_mega__phos_h2o__3,0.7077287474
abx_mega__dmso-6__2,1.0531987575
abx_mega__rfp_ethanol__1,-0.2049413652
abx_mega__dmso-5__3,1.3475185969
abx_mega__amyc-d_dmso__1,-0.0221749282
abx_mega__sxt_dmso__1,0.2476677779
abx_mega__dmso-1__1,2.0120934587
abx_mega__pen_h2o__1,2.6655983990000003
abx_mega__dmso-10__3,-0.37407208200000003
abx_mega__nal_naoh__4,0.6030691669
abx_mega__cip_naoh__1,0.9477755369
abx_mega__pen_h2o__2,1.6457027677
abx_mega__ery_dmso__2,4.1003251526
abx_mega__dmso-2__2,5.2487123314
abx_mega__van_dmso__2,4.1834671153
abx_mega__h2o-1b__1,1.2332970337
abx_mega__ery_h2o__1,0.35937474140000003
abx_mega__bacit_h2o__1,0.8907189352
abx_mega__chl_h2o__2,1.1172739727
abx_mega__str_h2o__2,0.5625176754
abx_mega__rfp_ethanol__2,-0.7453269712
abx_mega__polmyx_h2o__2,1.7480132994000002
abx_mega__tric_h2o__1,2.3474498093
abx_mega__cip_naoh__2,0.7721552729000001
abx_mega__novo_h2o__3,2.4935927351
abx_mega__bacit_dmso__1,2.9161022368
abx_mega__gen_h2o__1,2.6943901496000002
abx_mega__bacit_dmso__2,3.1790095051
abx_mega__chl_dmso__1,1.489083074
abx_mega__bacit_h2o__2,0.8878508778
abx_mega__lvx_dmso__1,-0.45299137650000004
abx_mega__bacit_h2o__3,1.4344259584
abx_mega__nor_naoh__2,0.9309380761
abx_mega__amyc-d_dmso__2,1.3387942774
abx_mega__polmyx_h2o__3,-0.9051261724
abx_mega__naoh-6__1,-0.6475861749
abx_mega__cst_h2o__2,2.0998253314
abx_mega__h2o-1b__2,0.06986805730000001
abx_mega__rfp_h2o__1,2.138034141
abx_mega__tet_h2o__1,0.9484349374000001
abx_mega__flavo_dmso__1,2.2353988549
abx_mega__zeocin_h2o__1,-0.6697060487000001
abx_mega__nor_naoh__3,-0.5342820571
abx_mega__rach_dmso__2,2.4595488843
abx_mega__thio_dmso__2,1.1261479742
abx_mega__amyc-d_dmso__3,3.1399054667
abx_mega__rif_dmso__2,3.0396155829
abx_mega__amyc-d_dmso__4,1.3104813272
abx_mega__teix_dmso__3,1.21304389
abx_mega__valin_dmso__1,1.9229371928
abx_mega__teix_dmso__4,-0.67900245
abx_mega__ethanol-10__1,-0.7374324859
abx_mega__inh_h2o__1,-0.094200013
abx_mega__rif_dmso__3,1.2160545334
abx_mega__van_dmso__3,2.3991029088999998
abx_mega__doxo_dmso__1,0.10951743970000001
abx_mega__tmp_dmso__1,1.4030718922
abx_mega__ethanol-10__2,-1.3592459594
abx_mega__tmp_dmso__2,0.18173980650000002
abx_mega__amyc-d_dmso__5,-0.4306124787
abx_mega__novo_h2o__4,0.3677762464
abx_mega__cro_h2o__2,-0.7599235932
abx_mega__cro_h2o__3,1.0086548101
abx_mega__gen_h2o__2,5.0331023239
abx_mega__phos_h2o__4,-0.35802649200000003
abx_mega__metro_dmso__2,1.1338223166999999
abx_mega__ery_h2o__2,0.09848376910000001
abx_mega__sacet_h2o__1,3.0865616379
abx_mega__nal_naoh__5,0.2640652097
abx_mega__bacit_h2o__4,0.4327906669
abx_mega__cip_naoh__3,-0.1496060276
abx_mega__ethanol-8__1,0.8696712699
abx_mega__h2o-8a__1,0.0728387712
abx_mega__ery_h2o__3,-0.4738654983
abx_mega__flavo_dmso__2,2.4568908438
abx_mega__rif_dmso__4,1.1573656182
abx_mega__novo_h2o__5,1.63518602
abx_mega__teix_dmso__5,0.6212115615
abx_mega__naoh-2__1,-0.185705073
abx_mega__novo_h2o__6,0.30790634710000003
abx_mega__ctx_h2o__3,1.5552847993999999
abx_mega__rach_dmso__3,0.26786300490000003
abx_mega__valin_dmso__2,1.2478002534
abx_mega__amyc-d_dmso__6,0.2356510191
abx_mega__dox_dmso__2,2.9960278117
abx_mega__teix_dmso__6,1.0951222016
abx_mega__naoh-6__2,1.0070151894
abx_mega__inh_h2o__2,-0.5816110285
abx_mega__chl_h2o__3,1.0797441794
abx_mega__nal_naoh__6,0.7475916116
abx_mega__chl_dmso__2,1.9234841493000001
abx_mega__rach_dmso__4,1.7461677955
abx_mega__teix_dmso__7,0.0814213069
abx_mega__ceru_ethanol__1,-0.8654589483
abx_mega__dmso-7__1,0.8330450696
abx_mega__naoh-6__3,0.5826713787000001
abx_mega__phos_ethanol__2,-0.13557014950000001
abx_mega__metro_dmso__3,-0.8140688706
abx_mega__van_dmso__4,2.1200742078
abx_mega__h2o-10__1,-0.9144852643
abx_mega__h2o-10__2,1.3593473348
abx_mega__dmso-6__3,2.0952938637
abx_mega__mem_dmso__1,0.11687835220000001
abx_mega__ethanol-8__2,-0.3122053285
abx_mega__chl_h2o__4,1.8757797058
abx_mega__van_h2o__1,-0.1463283217
abx_mega__dcs_h2o__1,-0.3804332285
abx_mega__rif_dmso__5,2.1304857006
abx_mega__dox_dmso__3,0.6451181121
abx_mega__mem_dmso__2,-0.7795592413
abx_mega__lvx_dmso__2,0.0068054856
abx_mega__tet_h2o__2,1.4583210085
abx_mega__phos_h2o__5,4.8959970839
abx_mega__monac_dmso__1,1.8392014360000002
abx_mega__str_h2o__3,2.7269961856
abx_mega__zeocin_h2o__2,-0.0450900078
abx_mega__amyc-d_dmso__7,-0.6809673354
abx_mega__fidax_dmso__1,-0.6663698472
abx_mega__h2o-1a__1,0.1953328969
abx_mega__dox_dmso__4,0.7344758167000001
abx_mega__lzd_dmso__2,-0.23333571800000003
abx_mega__tet_h2o__3,1.9078105868000002
abx_mega__dmso-1__2,2.5977457961
abx_mega__sxt_dmso__2,-0.307623445
abx_mega__tric_ethanol__2,-0.9821895853
abx_mega__teix_dmso__8,-0.3183768757
abx_mega__ramo_h2o__2,-0.1684408509
abx_mega__inh_h2o__3,0.1180732993
abx_mega__cst_h2o__3,0.5259172661
abx_mega__dmso-9__1,-0.42704357390000003
abx_mega__ethanol-8__3,1.1085439016
abx_mega__monac_dmso__2,2.9749872595999998
abx_mega__dmso-9__2,1.1620757514
abx_mega__metro_dmso__4,2.4082347121
abx_mega__ctx_h2o__4,1.4957269793
abx_mega__zeocin_h2o__3,-0.6395372920000001
abx_mega__bacit_h2o__5,3.4250703872
abx_mega__reta_dmso__1,1.0012918563
abx_mega__ery_h2o__4,1.0098805658
abx_mega__ceru_ethanol__2,1.6686937908
abx_mega__fidax_dmso__2,-0.08612781500000001
abx_mega__novo_dmso__1,0.5692653741
abx_mega__naoh-6__4,-1.260868041
abx_mega__amyc-d_dmso__8,3.2125631457
abx_mega__chl_dmso__3,1.8589034407
abx_mega__nal_naoh__7,0.6223136858
abx_mega__teix_dmso__9,-0.954881995
abx_mega__ery_dmso__3,0.7975086032
abx_mega__tmp_dmso__3,-1.4128972084
abx_mega__sxt_dmso__3,3.4832207192
abx_mega__polmyx_h2o__4,4.072018812
abx_mega__mem_dmso__3,0.17671633920000002
abx_mega__nal_naoh__8,0.5185033097
abx_mega__pen_h2o__3,1.8805869121
abx_mega__van_dmso__5,2.5738821291000002
abx_mega__zeocin_h2o__4,5.614347352
abx_mega__h2o-6__2,-0.3704722402
abx_mega__tet_h2o__4,2.3818891892
abx_mega__nor_naoh__4,0.34214735300000004
abx_mega__cip_naoh__4,1.4012828455
abx_mega__tmp_dmso__4,1.2581720891
abx_mega__reta_dmso__2,1.8722691333
abx_mega__mem_dmso__4,-0.7882869893000001
abx_mega__dox_dmso__5,0.21521887110000001
abx_mega__tmp_dmso__5,0.9756810418
abx_mega__flavo_dmso__3,-0.1937361149
abx_mega__tmp_dmso__6,0.3619623917
abx_mega__ceru_ethanol__3,-1.3157236775
abx_mega__teix_dmso__10,0.6501112615
abx_mega__novo_h2o__7,1.6824922407
abx_mega__fidax_dmso__3,-0.8806841835
abx_mega__h2o-1a__2,-0.2289538367
abx_mega__dcs_h2o__2,-0.6054116275
abx_mega__cst_h2o__4,-0.5174084703
abx_mega__van_h2o__2,0.9865260078
abx_mega__pen_h2o__4,0.3906380387
abx_mega__h2o-8b__2,-0.421975641
abx_mega__reta_dmso__3,0.42055344520000004
abx_mega__dmso-7__2,0.23078773860000001
abx_mega__rfp_h2o__2,2.4861854171
abx_mega__rif_dmso__6,2.2631948553
abx_mega__sxt_dmso__4,1.2507045253
abx_mega__cip_naoh__5,-0.3887004486
abx_mega__dmso-9__3,-0.4451507481
abx_mega__mem_dmso__5,2.6972190651
abx_mega__tric_h2o__2,-0.8621459171
abx_mega__phos_h2o__6,0.5168648276
