locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM1837,0.30229220960000003,cspC,cold shock protein,Transcription,"crp,nac,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1837
STM0629,0.3011223735,cspE,RNA chaperone%2C negative regulator of cspA transcription,Transcription,"crp,dinJ;yafQ,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0629
