,-0.15008398452348656,-0.11673198796271177,-0.08337999140193697,-0.050027994841162174,-0.016675998280387377,0.016675998280387433,0.050027994841162216,0.083379991401937,0.11673198796271181,0.15008398452348662,0.18343598108426143,0.21678797764503618,0.250139974205811,0.28349197076658583,0.31684396732736053,0.35019596388813534,0.38354796044891015,0.41689995700968496,0.4502519535704598,0.4836039501312346
Cra_genes,[],[],[],[],"['fruA' 'edd' 'cydA' 'pykF' 'envC' 'fruK' 'setA' 'ppsA' 'hypF' 'eno'
 'aroP' 'ppc' 'cydB' 'tpiA' 'betB' 'sgrT']","['yibQ' 'eda' 'betI' 'yeaD' 'betA' 'fbaB' 'glk' 'icd' 'betT' 'gpmM' 'pfkA'
 'fruB']",['pdeL'],[],[],[],[],[],[],[],[],[],[],[],[],[]
AcrR_genes,[],[],[],[],['soxR'],['acrR'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fis_genes,[],[],[],[],"['hyaA' 'nuoA' 'nrfC' 'ogt' 'hns' 'rsmA' 'dmsC' 'carB' 'cspI' 'narJ'
 'pyrD' 'dnaA' 'narG' 'hyaB' 'carA' 'msrA' 'nuoC' 'hyaD' 'nuoB' 'flxA'
 'dnaN' 'nuoF' 'pdxA' 'dmsB' 'nuoE' 'sra' 'nuoM' 'narH' 'nuoG' 'trmA'
 'dmsA' 'nuoK' 'nrfG' 'recF' 'fadB' 'yeaR']","['nrfB' 'yoaG' 'gyrB' 'nuoJ' 'apaG' 'mazG' 'nrfA' 'fau' 'narI' 'topA'
 'gltX' 'nuoH' 'tufB' 'cspA' 'glnQ' 'hyaF' 'osmE' 'nuoL' 'apaH' 'nrfE'
 'katE' 'hyaC' 'nuoI' 'dps' 'hyaE' 'cbpA' 'queA' 'nrfD' 'cbpM' 'patA'
 'nrfF' 'fadA' 'nuoN' 'ndh' 'narK']",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
SoxS_genes,[],[],[],['ydbK'],['fldB' 'ompN' 'ribA' 'zinT' 'nepI' 'yrbL' 'pgi'],['fldA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
MarA_genes,[],[],[],[],['ymgC' 'dctR' 'ycgZ' 'hdeB' 'yncE' 'purA'],"['mlaF' 'slp' 'mlaD' 'yhiD' 'mlaE' 'mlaC' 'hdeA' 'ymgA' 'mlaB' 'putA'
 'ariR']",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CpxR_genes,[],[],[],[],"['ftnB' 'ompC' 'csgB' 'aroG' 'mdtA' 'cpxR' 'cheA' 'cheW' 'ppiD' 'fabZ'
 'psd' 'ung' 'skp' 'csgA' 'efeU' 'motA' 'yqjA' 'yccA' 'bamE' 'baeR' 'sbmA'
 'ldtC' 'bacA' 'degP' 'tomB' 'mzrA' 'mscM' 'cpxA']","['dgcZ' 'acrD' 'csgC' 'yaiW' 'lpxA' 'mdtB' 'lpxD' 'hha' 'yjfN' 'motB'
 'yidQ' 'slt' 'ldtD' 'dsbC' 'yebE' 'spy' 'srkA' 'tsr' 'kbp' 'mdtC' 'dsbA'
 'cpxP' 'baeS']",['mdtD' 'yqaE'],[],[],[],[],[],[],[],[],[],[],[],[],[]
Crp_genes,[],[],[],['cspE' 'sgcX'],"['hyfJ' 'prpR' 'psuG' 'psuK' 'araH' 'idnD' 'yqeF' 'chbB' 'glpF' 'mdtE'
 'ycdZ' 'sgcC' 'hyfF' 'dctA' 'fecA' 'paaF' 'gcd' 'murQ' 'murP' 'chiQ'
 'yjhI' 'udp' 'glpX' 'gatZ' 'rbsC' 'sucA' 'lsrD' 'csiD' 'gltF' 'caiD'
 'tdcA' 'citX' 'zraS' 'galT' 'puuB' 'mhpC' 'entE' 'mhpR' 'tdcG' 'srlD'
 'agaV' 'caiA' 'focB' 'yjhH' 'rhaD' 'ubiG' 'sohB' 'abgR' 'preT' 'ompA'
 'hofB' 'paaB' 'srlA' 'arfB' 'fecD' 'ugpB' 'puuC' 'melB' 'uhpT' 'citG'
 'hfq' 'ychH' 'puuE' 'mhpB' 'sodB' 'nanM' 'araC' 'nupC' 'idnK' 'ugpA'
 'cstA' 'nlpE' 'cyaA' 'aaeR' 'fucA' 'dcuR' 'treC' 'paaG' 'sfsA' 'psiE'
 'ppdD' 'fadD' 'agp' 'dgoT' 'lsrF' 'treB' 'citF' 'yiaM' 'nanC' 'ebgC'
 'aroA' 'lsrA' 'gpsA' 'ampE' 'raiA' 'lamB' 'entC' 'mhpA' 'malI' 'ilvB'
 'cirA' 'hyfI' 'lyxK' 'nadC' 'paaI' 'rpsF' 'gutQ' 'fadL' 'idnO' 'lhgO'
 'araE' 'nagE' 'yaeQ' 'sdhA' 'xylA' 'uxaC' 'araA' 'dsdX' 'tnaA' 'feaR'
 'sdhC' 'gcvT' 'fucU' 'chbF' 'gntK' 'mhpE' 'yiaK' 'tdcC' 'sgbH' 'entH'
 'gatC' 'ybiT' 'exuR' 'fumA' 'nupG' 'gatB' 'srlR' 'ulaA' 'gadE' 'manA'
 'citD' 'sgcR' 'cas1' 'malK' 'nagB' 'cpdB' 'hpt' 'ilvN' 'chbR' 'casE'
 'serC' 'nanS' 'fiu' 'uidC' 'preA' 'hofN' 'cas3' 'chbG' 'focA' 'uidB'
 'yeiP' 'sucD' 'fadH' 'fucR' 'hofC' 'gcvH' 'tdcE' 'chbC' 'citE' 'sucC'
 'fecC' 'melA' 'dpiB' 'yeiW' 'feaB' 'ygeW' 'tam' 'gatA' 'gcvP' 'narQ'
 'mokB' 'entA' 'hofO' 'gabP' 'lsrR' 'gltA' 'rpoS' 'hyfA' 'ugpC' 'sbmC'
 'fixA' 'sucB' 'grpE' 'rhaR' 'ulaC' 'casC' 'gntU' 'mhpD' 'rbsD' 'ebgA'
 'hflK' 'ygeA' 'caiB']","['envZ' 'uxuA' 'gltB' 'rspA' 'hyfE' 'entB' 'modA' 'pncB' 'rihA' 'fucO'
 'serA' 'glpK' 'hyfD' 'uxuR' 'chiP' 'hflC' 'galE' 'malM' 'argG' 'nfuA'
 'ulaF' 'priB' 'nagC' 'dgoR' 'caiT' 'hicB' 'secB' 'ykgR' 'sgcE' 'lacI'
 'gatY' 'caiE' 'rhaT' 'cdd' 'galS' 'glgA' 'araG' 'ygcW' 'fucP' 'plaR'
 'paaH' 'paaJ' 'lsrC' 'exuT' 'paaC' 'casA' 'paaD' 'sdhB' 'rbsK' 'gabD'
 'hyfC' 'malY' 'dsdA' 'yjhG' 'hyfG' 'rhaB' 'sgbU' 'mhpF' 'csqR' 'btsT'
 'ascF' 'tnaB' 'dpiA' 'puuR' 'yhgH' 'zraR' 'glgC' 'sgbE' 'paaK' 'galK'
 'ampD' 'tdcD' 'gltD' 'lsrK' 'fecE' 'yiaO' 'hyfH' 'agaW' 'mdtF' 'dcuA'
 'sgcQ' 'casD' 'galM' 'uxuB' 'fixC' 'oxyR' 'glpG' 'metK' 'ulaD' 'idnT'
 'fucI' 'yiaN' 'rof' 'ugpE' 'yaeP' 'hflX' 'entD' 'caiF' 'speC' 'rbsA'
 'lgoR' 'araJ' 'modB' 'glpD' 'malT' 'hyfB' 'glpE' 'glgP' 'rbsB' 'hicA'
 'melR' 'ascB' 'yhfA' 'umpH' 'dcuB' 'glgS' 'rhaA' 'uxaA' 'araB' 'cytR'
 'araD' 'gdhA' 'lgoD' 'fecB' 'rplI' 'paaE' 'srlE' 'ortT' 'ulaE' 'chbA'
 'srlB' 'lsrB' 'dadX' 'fepA' 'paaZ' 'malX' 'comR' 'rspB' 'dksA' 'sgcB'
 'glpR' 'sdhD' 'relA' 'mdh' 'csiE' 'lsrG' 'trxA' 'xylB' 'nagA' 'rhaS'
 'fixB' 'rpsR' 'ompR' 'caiC' 'xylE' 'tdcF' 'malS' 'aaeX' 'tdcB' 'rbsR'
 'gabT' 'gutM' 'galP' 'yahN' 'mlc' 'patZ' 'putP' 'hyfR' 'tsx' 'uidA'
 'araF' 'ynfK' 'fucK' 'paaA' 'casB' 'kbaZ' 'ulaB' 'uxaB' 'agaA' 'citC'
 'puuD' 'cas2' 'gntP' 'mglB' 'dadA' 'modC' 'aegA' 'bhsA' 'aer' 'dgoK'
 'idnR' 'dgoD' 'sgcA' 'ugpQ' 'aaeB' 'rmf' 'cspD' 'dgoA' 'yiaL' 'aspA'
 'gatD' 'hofM' 'gntT']",['aaeA'],[],[],[],[],[],[],[],[],[],[],[],[],[]
Rob and Crp_genes,[],[],[],[],['ldtB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Cra and Fis_genes,[],[],[],[],[],['adhE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Cra and Crp_genes,[],[],[],[],"['pck' 'fbaA' 'aceF' 'pgk' 'prpD' 'ptsI' 'aceK' 'aceE' 'ptsH' 'aceB'
 'aceA' 'prpC' 'gapA' 'crr']",['epd' 'manX' 'prpB' 'manZ' 'mpl' 'manY' 'prpE' 'pdhR'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
AcrR and SoxS_genes,[],[],[],[],[],[],[],['soxS'],[],[],[],[],[],[],[],[],[],[],[],[]
AcrR and Crp_genes,[],[],[],[],[],['flhC' 'flhD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fis and Crp_genes,[],[],[],[],"['nanE' 'hupA' 'pflB' 'proP' 'nrdA' 'xylR' 'yjcH' 'xylF' 'aldB' 'bglG'
 'gyrA' 'malG' 'xylG' 'bglB' 'glpT' 'guaA' 'malF' 'deoB' 'nanA' 'nrdB'
 'fumB' 'osmY' 'deoD' 'guaB' 'mglC' 'hupB' 'xylH' 'mglA' 'glnA' 'nanK'
 'gadC' 'glpB']","['nusA' 'nanT' 'deoC' 'mazF' 'rplM' 'gadX' 'deoA' 'pnp' 'rpsO' 'glpA'
 'rimP' 'acs' 'infB' 'hlyE' 'gadA' 'gadB' 'glpQ' 'yfaE' 'mazE' 'actP'
 'rbfA' 'glpC' 'truB' 'glnL' 'bglF' 'dusB' 'fis' 'yhcH' 'ntrC' 'trg'
 'malE' 'rpsI' 'ansB']",['grcA'],[],[],[],[],[],[],[],[],[],[],[],[],[]
SoxS and MarA_genes,[],[],[],[],['fpr' 'pqiA'],['pqiB' 'decR' 'waaZ' 'pqiC' 'waaY'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
SoxS and Crp_genes,[],[],[],[],['ompW' 'fur'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
MarA and Crp_genes,[],[],[],[],['lacY' 'xseA' 'lacA' 'lacZ'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CpxR and Crp_genes,[],[],[],[],['rseC' 'rseB' 'rseD' 'rseA' 'rpoE' 'ompF'],['ppiA' 'rpoH'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Cra, Fis, and Crp_genes",[],[],[],[],"['crp' 'mtlA' 'cysG' 'cyoB' 'mtlR' 'cyoA' 'lpd' 'nirC' 'cyoD' 'acnB'
 'mtlD' 'glcC' 'cyoC']",['nirD' 'cyoE' 'nirB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Rob, SoxS, MarA, and Crp_genes",[],[],[],[],['aldA' 'sodA'],['fumC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Rob, SoxS, and MarA_genes",[],[],[],[],['ygiB' 'yhbW' 'tolC' 'nfo' 'glnD' 'ygiC' 'dapD'],['acrZ' 'ybjC' 'rob' 'map' 'nfsB' 'nfsA' 'ybjN' 'mdaB' 'rimK' 'inaA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Rob, Cra, SoxS, MarA, and Crp_genes",[],[],[],[],['acnA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Fis, SoxS, and Crp_genes",[],[],[],[],['ptsG'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Rob, AcrR, SoxS, and MarA_genes",[],[],[],[],['acrA' 'acrB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Cra, SoxS, and MarA_genes",[],[],[],[],['poxB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Cra, CpxR, and Crp_genes",[],[],[],[],['csgD' 'csgE' 'csgG'],['csgF'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Rob, Cra, SoxS, and MarA_genes",[],[],[],[],[],['zwf'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Rob, Cra, AcrR, Fis, SoxS, MarA, CpxR, MarR, and Crp_genes",[],[],[],[],[],[],[],[],[],[],[],[],['marR'],['marA'],[],[],[],['marB'],[],[]
