,A,MarA,MarR,Fis,Crp,Rob,AcrR,Cra,SoxS,CpxR
hot_tale__hot_ale8_30c__1,1.4270110257,-0.46896879300000005,-0.10532132200000001,0.799678913,-0.056768665,-0.44662684950000003,1.5670662945,-0.058053794500000006,-0.22643998,-1.357339927
hot_tale__hot_ale8_30c__2,0.58848614,-0.010907354000000001,0.019212216,0.826481443,-0.10699186200000001,-0.4684491555,0.3002407785,-0.1176217075,-0.226241558,-1.317130691
hot_tale__hot_ale8_37c__1,3.6650694032,0.902782603,0.40513467000000003,0.45952306,-0.007091699000000001,-0.7200611195000001,0.6726733645,-0.0756692025,-0.196620855,-0.953270845
hot_tale__hot_ale8_37c__2,3.8257292148,0.871721351,0.233029372,0.42680426,-0.044047578000000004,-0.8036351095,0.8587047845,-0.0424388235,-0.075911425,-0.919327973
hot_tale__hot_ale8_44c__1,6.7447693029,2.619170993,1.591971516,-0.38799655600000005,0.07381628,-0.44929159150000003,2.3748892975,0.3606678225,0.6364481620000001,-0.062676724
hot_tale__hot_ale8_44c__2,6.3792542202,2.409640766,1.264932317,-0.115694289,0.140506256,-0.5751064005000001,2.1953606725,0.3881329455,0.401374328,-0.22350117300000003
hot_tale__hot_ale9_mid_30c__1,0.0182707772,-0.344541877,-0.267620592,0.989755503,0.119931675,-0.3867423895,0.5864652195,-0.0171176545,-0.493420434,-1.101302446
hot_tale__hot_ale9_mid_30c__2,0.0415703019,-0.40904473,-0.35623369,0.9308610030000001,0.10594186400000001,-0.2744390295,0.4059460735,0.024780219500000002,-0.43304421200000004,-1.123741968
hot_tale__hot_ale9_30c__1,1.3239619417,0.144975911,-0.104483659,0.684133733,0.057352916000000004,-0.5806190055,0.4256542505,-0.2434496105,0.179032075,-1.086531153
hot_tale__hot_ale9_30c__2,1.4691606875,-0.040281662,0.07360635,0.683843453,0.174084083,-0.4823114925,0.6587243655,-0.2171794655,0.091928377,-0.9449178650000001
hot_tale__hot_ale9_mid_37c__1,3.7666650258,1.067153585,0.11643399300000001,0.602518753,-0.07088768,-0.6897814145000001,0.8131646935,-0.2633924185,-0.230091762,-1.175381983
hot_tale__hot_ale9_mid_37c__2,4.0324000285,1.096217679,0.348929961,0.7505160230000001,0.028525377,-0.6673544535,0.8408257925,-0.1993657325,0.036612011,-1.158220909
hot_tale__hot_ale9_37c__1,3.8896058607,1.10132455,0.37433361800000003,0.432709952,0.032825572000000004,-0.7960588805000001,0.9507772075,-0.2251863155,0.87943942,-0.842462718
hot_tale__hot_ale9_37c__2,4.0654521378,1.205377941,0.533942672,0.453376347,0.037217243000000004,-0.8163176005,0.9418353225,-0.3138012415,0.911376065,-0.825832077
hot_tale__hot_ale9_mid_44c__1,7.2144341333,2.841133955,1.090992931,-0.062045193000000005,0.286125693,-0.2855289875,2.0112357335,0.3286793945,0.41482931900000003,-0.460473094
hot_tale__hot_ale9_mid_44c__2,8.3153636144,3.465092303,1.594207382,-0.396389407,0.30561196300000004,0.0198788625,2.1648744205,0.1371537125,0.940903958,-0.25778105300000004
hot_tale__hot_ale9_44c__1,7.1236659256,2.895645033,1.6731724510000001,-0.34963567900000003,-0.027297961000000003,-0.5580796285,2.0782760355,0.2043196165,1.389613796,-0.19707644
hot_tale__hot_ale9_44c__2,7.7503141127,3.187494019,1.4312250180000001,-0.13523410600000002,-0.086313521,-0.5461979855,2.0314972315,0.0383055815,1.530863651,-0.23699719400000002
hot_tale__hot_ale10_30c__1,0.0686489292,-0.315068247,-0.054002180000000004,0.451254863,0.23749544300000003,-0.4243672665,0.7110401095000001,0.1742360945,0.181007218,-0.940721149
hot_tale__hot_ale10_30c__2,0.0747062997,-0.33021573800000004,-0.391165343,0.533828113,0.42203483300000005,-0.6326667985000001,0.5416301075000001,0.2046892845,0.09662456900000001,-0.8106305420000001
hot_tale__hot_ale10_37c__1,2.9940012042,0.9291466660000001,0.23006630800000002,0.29872928,0.06875389400000001,-1.0647614615,0.6966079065,-0.3254524895,0.11567049700000001,-0.917643721
hot_tale__hot_ale10_37c__2,3.0603206047000002,0.974881022,0.11390367300000001,0.306708546,0.12083432100000001,-0.9068809185000001,0.6974920565,-0.20625851950000001,0.30074857800000004,-0.9719036560000001
hot_tale__hot_ale10_44c__1,7.8136002945000005,2.892287012,1.284659301,0.04957964,-0.035753444,-0.49647673350000004,2.1413548685,0.0072313685,0.528170275,-0.38398000000000004
hot_tale__hot_ale10_44c__2,7.6697923517,2.951651204,1.285258109,-0.20847917600000002,0.110043497,-0.4113190255,2.2059655285,0.0135728445,1.047624989,-0.160284944
hot_tale__hot_ale16_30c__1,0.8316731791,-0.070231466,0.098034432,0.630715923,0.129309161,-0.6866366275,0.7276567785,0.061462300500000004,-0.29536143,-1.1563341710000001
hot_tale__hot_ale16_30c__2,0.6490318315,0.127384262,0.039951402000000004,0.6985527330000001,0.251086443,-0.5140660295,0.6032473215,0.0795101485,-0.15102794,-1.026663952
hot_tale__hot_ale16_37c__1,4.4014385281,1.068818203,0.42948052800000003,0.31309343500000003,-0.022647861000000002,-1.0502907735,0.7086936855,-0.0533457045,-0.24957842600000002,-1.184474824
hot_tale__hot_ale16_37c__2,4.1684315113,1.088935733,0.131555485,0.331032157,-0.007290675000000001,-0.9602344715000001,0.7646318495000001,-0.11059279550000001,-0.053224480000000005,-1.174284968
hot_tale__hot_ale16_44c__1,8.1927839054,3.021435049,1.356261333,0.142388748,0.039920518,-0.2629984125,2.2382614565,0.2498183645,0.653609316,-0.41894225500000004
hot_tale__hot_ale16_44c__2,9.2688311836,3.198685722,1.763876811,0.22579321600000002,0.206041613,-0.2916118875,2.5505601745,0.4299435455,0.46538815,-0.285658162
pdhr_ale__pdhR-13_51__1,0.2967948829,-0.5092632340000001,-0.8131594190000001,0.041137864,0.426042593,-0.5202825215,1.2026860385,-0.1282312575,-0.895406883,-0.11419232600000001
pdhr_ale__pdhR-13_51__2,0.39521729250000004,-0.619156798,-0.763506038,0.25877903,0.345369843,-0.6171719275,1.1036376805,-0.0017489555000000001,-1.3407155830000002,-0.090900136
pdhr_ale__pdhR-14_46__1,-1.2651311331000001,-0.745218712,-1.364652698,-0.383202111,0.413744223,-0.2971110945,0.8459685935,-0.1284979795,-0.9597121180000001,0.119747952
pdhr_ale__pdhR-14_46__2,-1.0043466161,-0.717819949,-1.195826992,-0.098661227,0.374689043,-0.1959275465,0.7695016175,-0.10850641250000001,-1.580408699,0.12486786200000001
pdhr_ale__pdhR-15_51__1,0.7782794963,-0.28483462,-0.7292378580000001,0.31331580400000003,0.208151253,-0.6794318655,0.9594897695000001,-0.1142150975,-1.217572311,-0.152956862
pdhr_ale__pdhR-15_51__2,0.5354849418000001,-0.563390665,-0.5689085380000001,0.18330173500000002,0.291227723,-0.6568355315000001,0.7465446125,-0.0220606105,-1.165646357,-0.105647976
pdhr_ale__pdhR-16_49__1,-0.7830341342,-0.546591169,-0.719739569,-0.390391295,0.35863981300000003,-0.3554409485,0.9403254035,-0.0295689625,-1.476517555,0.17366736600000002
pdhr_ale__pdhR-16_49__2,-1.0545584611,-0.710545188,-0.7221138420000001,-0.39202611200000004,0.29102474300000003,-0.7014157775000001,0.5896481635,0.06996596050000001,-1.630390546,-0.080146929
tcs__del_atoC_LiAcet__1,-2.0028655388,-1.122669415,-1.21575394,-0.664671027,0.372321163,-0.32163628450000004,-0.3611418665,0.11987262350000001,-1.8188057,0.072932288
tcs__del_atoC_LiAcet__2,-2.58616789,-1.107046473,-1.190299338,-0.6059585270000001,0.554500683,-0.17272386450000002,-0.4590817345,0.31394053850000003,-1.861917187,0.08558737
tcs__del_atoC_LiCl__1,-2.1786587122,-1.034165102,-0.9663636910000001,-0.856802754,0.729717593,-0.08667483150000001,-0.0446231795,0.1931644615,-1.233253425,0.08524625
tcs__del_atoC_LiCl__2,-1.8368870112,-0.727479863,-0.8898608830000001,-0.6334539220000001,0.8032040530000001,-0.2270813615,-0.0135851435,0.2529109075,-1.544015119,0.018619616000000002
tcs__del_atoC_m9__1,-2.4595589147,-1.270706995,-1.282613772,-0.845930668,0.699493633,-0.1034854085,-0.2089286505,0.13470229150000002,-1.607538651,-0.045774718000000006
tcs__del_atoC_m9__2,-2.9598438668,-1.605544265,-0.7885221210000001,-0.8777779950000001,0.8078232030000001,0.0002484045,-0.23807918250000001,0.2756682365,-1.270205529,-0.05118288
tcs__del_baeR_etoh__1,-1.4337334672,-0.43911420100000004,-0.5422224250000001,-4.580359271,0.7253874130000001,1.2332076215,1.3181412845,1.8335522395,1.1396599570000001,-1.458132779
tcs__del_baeR_etoh__2,-1.2385497301,-0.145431062,-0.250760828,-4.616734858,0.8432000030000001,1.5569501374999999,0.8844267395000001,2.0021776035,1.2638237509999999,-1.176393219
tcs__del_baeR_lb__1,-3.2996107034,-1.743008105,-1.331607068,-2.970390382,0.45295403300000003,0.5006514195,-0.3899946365,0.5279175545,-1.19773174,0.23402994400000002
tcs__del_baeR_lb__2,-2.9221472785,-1.570038332,-1.136140124,-3.21488313,0.513648663,0.45286293650000004,-0.7888977815,0.5804894445000001,-1.032455659,0.244365344
tcs__del_btsR_01xlb__1,-3.5659180339,-1.869790074,-1.9444411160000001,-0.873507802,-1.00432669,0.2867594875,-1.6733284685,-1.5613833855,-1.609173285,-0.44940255500000004
tcs__del_btsR_01xlb__2,-4.4186699548,-1.804266229,-1.79047972,-0.7332535210000001,-1.132510871,0.3210451525,-1.7194744585000001,-1.3891346095000001,-3.098405376,-0.564984389
tcs__del_btsR_lb__1,-2.5594142891000002,-1.131152891,-0.518183469,-2.324817388,0.905930643,0.1901089525,0.17583766650000002,1.2765130405,-1.563796825,-0.069539983
tcs__del_btsR_lb__2,-2.3331482996,-1.151087204,-1.2823377630000001,-2.016888119,0.882795573,0.1524862565,0.1973357365,1.2704550625,-1.552894492,0.0055883320000000005
tcs__del_btsR_pyruvate__1,-3.888385971,-1.709134153,-1.610594988,-0.8411960460000001,-1.207481932,0.4750706095,-1.6718390015,-1.7581450445,-2.233318422,-0.511601777
tcs__del_btsR_pyruvate__2,-3.6353259073,-1.5463095660000001,-1.8367592130000001,-0.719839709,-1.260247428,0.38216814250000003,-1.8904284915,-1.7828460925,-2.523669125,-0.520522367
tcs__del_cpxR_etoh__1,0.5313338058,0.567896105,0.558414417,-4.550710786,1.209290043,1.3981492865,0.16676857650000002,1.7925485945,0.34752646,-8.11516967
tcs__del_cpxR_etoh__2,0.6380869415,0.67026882,0.463922127,-4.437634923,1.196778413,1.3811299854999999,0.23437055550000002,1.8005069615,0.436447379,-8.11516967
tcs__del_cpxR_lb__1,-3.5758226653,-1.3448398240000001,-1.363678117,-3.864628881,0.560846033,0.6364453375,-0.4467984635,0.7477895285,-1.103195701,-8.11516967
tcs__del_cpxR_lb__2,-3.2601701545,-1.382608675,-0.9065713590000001,-3.86796052,0.640789563,0.7181612865,-0.2669036885,0.7776630565,-0.9909008530000001,-8.11516967
tcs__del_cusR_CuSO4__1,-0.5460578366000001,0.773822741,0.011968056000000001,-2.7915488489999998,1.046254113,0.2644363945,-0.6332858265,0.0859257475,3.846108953,1.103145075
tcs__del_cusR_CuSO4__2,-0.9424939674,0.825756993,-0.000958741,-2.870571335,1.048489943,0.3654165855,-0.7789838535,0.14349823350000002,3.941056763,1.091872449
tcs__del_cusR_lb__1,-3.1282719625,-0.697726077,-1.4933247010000001,-2.746438998,0.995224693,0.49568995050000003,-0.4189084615,0.9697545555,-1.638954951,-0.18894312900000002
tcs__del_cusR_lb__2,-3.0214475635,-1.140085365,-1.215099666,-2.538323333,1.040602243,0.41324986950000003,-0.12245180750000001,0.8775237925,-1.701802844,-0.304411663
tcs__del_kdpE_01-kcl__1,0.7425514156,0.08925255500000001,-0.426192139,-0.6584425610000001,0.088105161,0.0356352395,-0.5127578865,-0.4134206025,-0.648167385,0.5676237390000001
tcs__del_kdpE_01-kcl__2,0.3732297303,0.22465778500000003,-0.6957649330000001,-0.708355884,0.12273579200000001,0.0318262365,-0.1930907845,-0.4331493275,-0.848737794,0.508117634
tcs__del_kdpE_115-kcl__1,-2.3335932445,-1.051468789,-1.369709558,-1.289083233,0.04519701,0.047913157500000005,-0.7876550065,-0.6108375715000001,0.46014669500000005,-0.128502266
tcs__del_kdpE_115-kcl__2,-2.4810518506,-1.514119814,-1.397030873,-1.163286869,-0.003365355,-0.12461578350000001,-0.7271887765,-0.6956772725,0.29488519300000005,-0.20955395400000001
tcs__del_phoB_m9__1,-1.8878978972,-1.019234353,-0.8376291,-1.076082735,0.731063943,-0.3071404125,0.2264019005,-0.3885892615,-0.9819574860000001,0.0004925880000000001
tcs__del_phoB_m9__2,-2.3220608889,-0.9717921900000001,-0.8579018740000001,-1.1293486480000001,0.757859213,-0.24019049650000002,0.3130726205,-0.4216058885,-0.92450918,0.058835446000000007
tcs__del_phoB_m9p__1,1.3096968533,-0.533904151,-0.963828015,-1.559452026,-0.51730162,0.6594392155000001,-2.8217288035,-1.5807294665,4.230752743,-0.035153815000000005
tcs__del_phoB_m9p__2,1.1519823723,-0.765481191,-0.7311171150000001,-1.527885144,-0.48681598000000004,0.6903227455000001,-2.4580653305,-1.5887457205,4.250449333,-0.007822717
tcs__del_rcsB_etoh__1,3.7033911234,2.652914533,1.7321383090000002,-4.521711251,0.858421713,1.0482231975,2.1009125595,1.1254918015,4.333602433,-0.7620316890000001
tcs__del_rcsB_etoh__2,3.4672549496,2.54509792,1.82042174,-4.323496289,0.9214160130000001,1.1009879455,2.0477573285,1.1849148595,4.335834053,-0.673679388
tcs__del_rcsB_lb__1,-0.9849554051,-0.7026384440000001,-0.698953041,-3.438243162,0.6655188230000001,0.2620593565,-0.2002620245,0.9924813635,-1.330868916,0.09179587800000001
tcs__del_rcsB_lb__2,-1.1686940038,-0.08003687200000001,-1.093897869,-3.407779463,0.700550933,0.2996029125,-0.0028568785,1.0469467445,-1.4913091440000001,0.15456856700000002
tcs__del_zraR_lb__1,-1.7395631032,-0.057346021000000004,-0.5512073,-1.422639233,0.536767573,-0.5995057485,0.7962069835000001,0.8747017505,-1.9667463010000001,-0.098349246
tcs__del_zraR_lb__2,-2.070648606,-0.086518492,-0.312755012,-0.9575911450000001,0.5696375730000001,-0.6865068695000001,0.6952029435,0.8928557565,-1.4670823020000001,-0.111370168
tcs__del_zraR_zncl2__1,0.33005936610000003,0.8940729180000001,0.5277920580000001,-1.733823329,0.833890483,0.3014532055,0.5248264335,0.3764783115,1.447072596,0.539533901
tcs__del_zraR_zncl2__2,0.3298263662,0.961769375,0.545653406,-1.803808878,0.8158754130000001,0.28116490050000004,0.43811669950000004,0.3439924005,1.6338843889999999,0.5818603840000001
tcs__wt_01-kcl__1,-1.5966137596999999,-1.479628089,-1.356417241,-2.189852301,-0.04219238,0.3687358395,-0.8534814685000001,-0.9376892865,0.16350024600000002,0.255113911
tcs__wt_01-kcl__2,-1.6246468375,-1.049473685,-1.2351904120000001,-1.6007646800000002,-0.041591509000000006,0.3144016615,-0.8336839235,-0.7406080245000001,-0.067506891,0.256362835
tcs__wt_01xlb__1,-3.5459374283000002,-1.314256239,-1.440053343,-1.2614741600000001,-1.18682151,0.4287928795,-1.6746403425,-1.3288956045,-2.391574937,-0.609923591
tcs__wt_01xlb__2,-3.8867202508,-1.727307991,-1.9535973850000001,-1.270333648,-1.187464975,0.4211253965,-1.4624997165,-1.3977506645,-2.93156975,-0.609566355
tcs__wt_115-kcl__1,-1.9558355804,-1.07646142,-1.185872772,-0.823189091,-0.09970663,-0.2352446165,-0.5793765015,-0.5887920295,0.82293586,-0.14207666200000002
tcs__wt_115-kcl__2,-2.4762746736,-1.604823502,-1.463644681,-1.024942058,-0.12142913200000001,-0.1635313665,-0.7645530225,-0.6511352485,0.9463325490000001,-0.19695695700000002
tcs__wt_CuSO4__1,0.22327998440000002,0.629489685,-0.702330796,-2.3704511740000003,0.733850203,0.033864121500000004,-0.4889884185,0.4310718155,2.787193787,-0.34910445900000003
tcs__wt_CuSO4__2,-0.0462106705,0.54048711,-0.538365281,-2.476639334,0.730520613,0.1514763895,-0.3174465855,0.4800872685,2.862182624,-0.298658627
tcs__wt_etoh__1,3.0125067977,2.420376846,1.498793088,-3.892846311,0.575463063,0.8123981105,1.5242574315000001,1.0921585605,2.7495353,-0.445978906
tcs__wt_etoh__2,3.0748587632,2.478918709,1.3444445950000001,-3.841647178,0.539484413,0.8119732925,1.4524234855,0.9909839125000001,2.700702034,-0.35864126700000004
tcs__wt_lb__1,0.9868525848,0.7343466540000001,0.631742429,-3.636752627,0.9893765630000001,0.11440538850000001,0.0833155165,0.0047461995,-0.703132792,0.109667686
tcs__wt_lb__2,1.0158827631,0.849868991,0.564479311,-3.366808622,1.092255943,0.1279764025,0.0992291325,0.1492379845,-0.647027538,0.13041708600000002
tcs__wt_LiAcet__1,-1.9412249062,-1.06830526,-0.792503532,-0.78492225,0.649175273,-0.2222027735,-0.25966934950000004,-0.16590414350000002,-1.710515046,0.19330223700000002
tcs__wt_LiAcet__2,-1.5533059053,-1.149203038,-0.7846303250000001,-1.12893876,0.406217943,-0.27064485450000003,-0.057903895500000004,-0.0736678875,-1.39528205,0.13087804
tcs__wt_LiCl__1,-1.7257866895,-0.929159523,-1.4104657600000001,-1.095646671,0.574315623,-0.2771495195,-0.4687153955,-0.0815533715,-0.889828425,0.127768762
tcs__wt_LiCl__2,-1.7340874664,-1.07335332,-1.137023098,-1.208340721,0.6016396030000001,-0.2147265905,-0.41945816950000003,-0.1015387645,-0.8948077860000001,0.137277629
tcs__wt_m9p__1,0.6779411824,-0.96130671,-0.575782682,-1.339070616,-0.395497808,0.5779040645,-2.6419708555,-1.0628917865,4.224606873,0.140371291
tcs__wt_m9p__2,0.3447048746,-0.95518496,-0.771621522,-1.269670861,-0.420119436,0.5956095455,-2.8311796535,-0.9667578475,4.209083213,0.19542098800000002
tcs__wt_pyr__1,-3.2928831973,-1.248421818,-1.7551408450000001,-1.494096999,-1.287916309,0.4726173635,-1.9699929835,-1.5807947135,-2.053401277,-0.5108778540000001
tcs__wt_pyr__2,-3.634468719,-1.643333336,-1.6028116,-1.5594622980000001,-1.163147485,0.5467330445,-1.5740165235,-1.6930221545,-2.328836856,-0.518242018
tcs__wt_zncl2__1,1.3909013336,1.148156502,0.7729312620000001,-1.236352531,0.665530193,-0.0560212765,0.4263195205,0.1924077455,2.957219253,0.5655976180000001
tcs__wt_zncl2__2,1.7674556916,1.348928144,0.6825009230000001,-1.234524521,0.6831118230000001,-0.12200894050000001,0.3741836645,0.21218892550000001,2.896607604,0.5700599940000001
ros_tale__1_112_0pq__1,-0.9123779228000001,-0.26759264800000004,0.041929447,-0.39106625700000003,0.040594261,-0.4820226335,1.0443878495,-0.3911114745,-1.521200783,-1.202115174
ros_tale__1_112_0pq__2,-1.6824560166,-0.497692006,-0.18983216400000003,-0.397391804,0.219280403,-0.25770991050000003,0.7565136625000001,-0.43659707550000004,-2.084854324,-1.167897117
ros_tale__1_112_250pq__1,-5.3742323664,-1.129589045,-1.260119897,-1.700164219,1.110700303,-1.9296966365000001,0.4380246245,-0.9780583065,2.213015147,-0.8814448220000001
ros_tale__1_112_250pq__2,-4.4992751756,-0.470308353,-0.95796325,-1.87256593,0.843117993,-2.3465938925,0.7519770145,-1.2340217545,2.629326668,-0.891367157
ros_tale__1_112_750pq__1,-4.0777260604,-1.069021707,-0.884310196,-1.9578167610000001,0.9049245530000001,-2.8740130125,0.9846134335000001,-1.3495966115,3.925956803,-0.9051123940000001
ros_tale__1_112_750pq__2,-4.2651502078,-0.520820818,-0.5736199790000001,-1.604475711,1.048487963,-3.0092580965,1.3056069475,-1.4567954405,3.743257033,-0.7879700420000001
ros_tale__1_112_750pq__3,-3.8173288644000003,-0.709363371,-0.132312343,-1.064855121,0.7018120830000001,-3.1501428825,1.1899075095,-1.2052133145,3.559111013,-0.899996746
ros_tale__3_76_0pq__1,0.9366370603,0.353955228,-0.6850686880000001,-0.619576619,0.40668794300000005,-1.2711268175,0.38457696550000003,-0.4323602815,0.226887468,0.42800838700000005
ros_tale__3_76_0pq__2,1.2890049626,0.52272789,-0.209630743,-0.64522156,0.36532405300000004,-1.2248816265,0.5939229745,-0.3449293645,0.35529916,0.47617093400000005
ros_tale__3_76_0pq__3,1.4142104219,0.878863767,-0.225652284,-0.461002829,0.389190503,-1.2005967985,0.6244897655,-0.39805806250000003,0.534479151,0.47473693200000006
ros_tale__3_76_0pq__4,1.5083000044000001,0.62553209,-0.46341292100000003,-0.48543414100000004,0.43728822300000003,-1.1565004665,0.49841490450000003,-0.5212387595,0.591765697,0.48404715000000004
ros_tale__3_76_250pq__1,0.5365307238,0.9867184880000001,0.904877883,0.002357896,-0.610562742,-1.6835002355,-1.2998390065,-1.9343372025,5.087728743,-0.479813417
ros_tale__3_76_250pq__2,2.3188037473,0.9480556830000001,1.330822894,0.9959623930000001,-0.773419076,-1.7856650625000001,-0.3978162455,-1.5541468725,4.919322103,-0.495651649
ros_tale__3_76_750pq__1,1.4060153651,0.857800593,1.653687616,-0.6640191860000001,0.051653856000000005,-1.8100307585,0.45822231550000003,-0.8570549475,5.105638203,-0.9239944550000001
ros_tale__3_76_750pq__2,3.7172096024,0.699510588,1.367204799,0.48546730200000004,-0.9425002680000001,-2.3388453785,0.1534957805,-1.4953728025,5.202301673,-1.206890846
ros_tale__7_103_0pq__1,-4.6354951999,-2.315665791,-1.93557808,-1.4551394260000001,0.7026568830000001,-0.7837346395,0.3714017405,-1.0952503085,-0.7816727560000001,0.67650786
ros_tale__7_103_0pq__2,-4.0419768975,-2.145191751,-1.727045166,-1.7659308930000002,0.947477173,-0.6831151165,0.6701306105,-1.1767499755,-1.302073067,0.598707027
ros_tale__7_103_0pq__3,-4.8587353814,-2.613665237,-1.9124175,-1.555215781,0.7939082030000001,-0.7482678355,0.3295391485,-0.9968852115000001,-1.24659369,0.707362979
ros_tale__7_103_0pq__4,-4.3882091775,-2.303136301,-1.824725418,-1.948419993,1.056964733,-0.7575178345,0.7742207305000001,-1.1407109545,-1.830275999,0.5394957330000001
ros_tale__7_103_250pq__1,-1.251607059,-0.170974087,0.288909688,-0.28273038100000003,-0.24247490100000002,-4.1241803485,-0.3219335445,-1.2742185335,3.519836153,-0.26115176900000003
ros_tale__7_103_250pq__2,-2.3214863,-0.37561196300000005,0.246727198,-0.59570097,-0.20438087800000002,-3.7972706485,-0.4852988675,-1.0188741495,3.292267427,0.062697457
ros_tale__7_103_750pq__1,-1.1641660394,0.326554542,0.209012723,-0.524472442,0.088597729,-4.4898431615,-0.5515393985,-1.2752378375,3.889578833,-0.21611416700000002
ros_tale__7_103_750pq__2,-1.2382873707,-0.09630542900000001,0.18856018200000002,-0.145865458,0.14973729300000002,-4.6095224105,-0.40721478650000004,-1.3016613505,3.836412293,-0.082546558
ros_tale__9_77_0pq__1,-1.999614213,-0.44993608,-0.47597819700000005,0.705589043,-0.7757600000000001,-0.45755462350000004,-1.3656995685,-2.2001054905,2.390555359,-0.09830068
ros_tale__9_77_0pq__2,-2.1949867265,-0.596981204,-0.527922044,0.7775984330000001,-0.573824628,-0.2703184885,-0.9595218225000001,-1.8967164115,1.936756827,0.074741134
ros_tale__9_77_250pq__1,1.3019359152,1.67710085,2.177769406,0.357807103,-0.910153037,-1.5739729285,-0.26172351850000003,-1.7169205225000002,4.825792083,0.36930657
ros_tale__9_77_250pq__2,1.2193195802,1.125753971,2.000954536,-0.967038872,-0.9544832510000001,-1.5594126385,0.2094726405,-2.0475571795,5.003711513,0.064022961
ros_tale__9_77_750pq__1,0.5087163437000001,1.34317682,1.17092795,0.748687003,-0.588176502,-1.9641024705,-1.4894704995,-1.8932122595,4.216471853,-0.280740789
ros_tale__9_77_750pq__2,1.7704995763,1.854662592,1.741911078,0.763736433,-0.8824148350000001,-1.9606527515,-0.9711138615,-2.0322037935,4.414902303,-0.08532294
ros_tale__11_83_0pq__1,-3.5934336946,-1.488047146,-1.490168375,-1.025819035,0.767703793,-0.4724927405,-0.2236225575,-0.23276420750000001,-1.268847591,-0.9518913410000001
ros_tale__11_83_0pq__2,-3.5129332748,-1.021224608,-1.619513299,-0.816353544,0.727341753,-0.3096803985,-0.4517087575,-0.0790302575,-0.731420469,-0.802893461
ros_tale__11_83_250pq__1,-2.9804478108,-0.6485732150000001,-0.8576640710000001,-1.026141811,0.616797033,-2.2290067685,-0.4013994265,-0.2821213065,3.7453873030000002,-1.357043704
ros_tale__11_83_250pq__2,-3.9123839163,-1.01867711,-1.039616446,-1.203094197,0.8796841830000001,-2.1339277065,-0.8219623145,-0.3493332925,3.7251300130000002,-1.347713062
ros_tale__11_83_750pq__1,-5.1820785083,-1.5849052590000001,-1.8279253940000002,-2.030618167,0.9722065830000001,-1.9593777185,-1.2098595125,-0.3047517495,4.394505453,-1.527095863
ros_tale__11_83_750pq__2,-4.5674387567,-1.268862959,-1.7517568140000002,-1.825397699,1.096863553,-1.9321809005000001,-1.1674355615,-0.2476662155,4.606600393,-1.193046502
ros_tale__13_87_0pq__1,-4.3981026639,-1.60344627,-1.6605362490000002,-0.022733217,0.40261139300000004,-0.3657142295,-0.7478482355,-0.6445179135,-2.690839602,-1.47771221
ros_tale__13_87_0pq__2,-2.5630864621000002,-1.262111212,-0.8140199850000001,0.26424009,0.201186783,-0.6081539625,-0.2323227015,-0.6439962485,-1.995402112,-0.785425479
ros_tale__13_87_250pq__1,-2.9138676584,-1.316319454,-0.54264008,-0.259379678,0.613315693,-1.8205505345000002,-0.1629535615,-0.4114107775,3.324876173,-1.466998817
ros_tale__13_87_250pq__2,-3.3750620823,-0.8430170570000001,-0.983608518,-0.386375952,0.806008833,-2.1851671565,-0.49528643850000004,-0.42328810250000004,3.599963933,-1.449036113
ros_tale__13_87_750pq__1,-2.815165523,-0.662841444,-0.26855073300000004,-0.826000818,1.099164733,-2.3418773405,-0.1032857395,-0.45309646750000004,4.132775733,-1.324579038
ros_tale__13_87_750pq__2,-3.1416293123,-0.87954193,-0.061591879,-0.9245689260000001,1.124829123,-2.3176974455,0.22904815450000002,-0.4707800525,4.119086833,-1.23478113
ros_tale__14_27_0pq__1,-4.2127254509,-1.9015456080000002,-1.282491241,-0.16598346900000002,-0.037079376000000004,-0.30838922550000003,-0.3303911525,-0.3357135055,-2.099667548,-0.40278552
ros_tale__14_27_0pq__2,-4.6131405582,-2.258632163,-1.428858961,-0.167376192,-0.11367244900000001,-0.20427881150000002,-0.4046609745,-0.2646260755,-1.738866692,-0.345819074
ros_tale__14_27_250pq__1,-6.0703176936,-1.381006129,-0.642702741,-1.019402408,0.407816973,-3.2661298665,-0.6565296765,-0.4714697265,3.041822232,-0.34413902
ros_tale__14_27_250pq__2,-4.4317704752000004,-0.704516486,-0.335447011,-0.8759214550000001,0.321498873,-3.4658010225,0.1296032735,-0.4657785015,2.766275058,-0.444044886
ros_tale__14_27_750pq__1,-4.4449623046,-0.533278665,-0.850527074,-2.864287473,0.963881143,-1.5158099345,-1.3318583485,-1.4504610815,6.618391263,1.440088068
ros_tale__14_27_750pq__2,-3.0414084755,0.079507569,-0.244034209,-2.817300316,1.226371643,-0.7979769535,-2.7599352265,-1.6301569775,6.984065303,1.489093841
ros_tale__16_28_250pq__1,2.1228013458,1.3040979209999999,1.219717533,0.06710132,0.654686623,-1.4481117575,1.3021116975,-0.5235758025,4.622763113,-0.6644265690000001
ros_tale__16_28_250pq__2,2.2248013093,1.317935125,0.925401227,0.096236155,0.625724853,-1.3580459785,1.3468707215,-0.5220146555,4.571465593,-0.640859821
ros_tale__16_32_0pq__1,-3.5435787716,-1.460859676,-2.8314842799999997,-1.9749570950000002,1.494979073,-0.2760099475,-0.2620131525,-0.6231376805000001,0.168284863,-0.65691224
