,-0.12297020820000001,-0.08198013880000002,-0.04099006940000002,-2.7755575615628914e-17,0.04099006939999997,0.08198013879999996,0.12297020819999996,0.16396027759999995,0.20495034699999995,0.24594041639999994,0.2869304857999999,0.32792055519999996,0.3689106245999999,0.40990069399999995,0.4508907633999999,0.49188083279999983,0.5328709021999999,0.5738609715999999,0.6148510409999999,0.6558411103999998
thresh,-0.0204950347,0.0204950347,2,,,,,,,,,,,,,,,,,
unreg,1,1,15,1647,4,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0
Phage_1,0,0,0,22,3,1,1,11,8,1,0,0,0,0,0,0,0,0,0,0
unreg_genes,['sic1.01'],['inlA'],"['acrA' 'macB' 'SP5448_06320' 'pacL' 'glpQ' 'WQ51_05710' 'SP5448_03665'
 'SP5448_03720' 'SP5448_02680' 'SP5448_09235' 'ecsA2' 'clpL' 'XK27_00765'
 'SP5448_04555' 'XK27_06785']",[],['ulaC' 'SP5448_06230' 'SP5448_08730' 'SP5448_04445'],['yvoA_1' 'skfE' 'SP5448_04660'],[],['SP5448_02355' 'SP5448_02340'],['SP5448_02460' 'SP5448_02335' 'SP5448_02385'],[],[],[],[],[],[],[],[],[],[],[]
Phage_1_genes,[],[],[],"['SP5448_02270' 'SP5448_02255' 'SP5448_02280' 'SP5448_02275'
 'SP5448_02250' 'SP5448_02285' 'trmB' 'ecsB' 'rlmL' 'ytmP' 'SP5448_02305'
 'ecsA' 'SP5448_02290' 'SP5448_02235' 'SP5448_02295' 'SP5448_02265'
 'SP5448_02325' 'SP5448_02330' 'SP5448_02470' 'int3' 'SP5448_02230'
 'SP5448_02300']",['SP5448_02210' 'ps115' 'SP5448_02215'],['SP5448_02475'],['SP5448_02360'],"['SP5448_02350' 'SP5448_02465' 'SP5448_02450' 'SP5448_02345'
 'SP5448_02435' 'SP5448_02455' 'SP5448_02445' 'sca1' 'SP5448_02430'
 'SP5448_02415' 'SP5448_02420']","['SP5448_02425' 'SP5448_02405' 'SP5448_02375' 'SP5448_02370'
 'SP5448_02395' 'SP5448_02380' 'SP5448_02400' 'SP5448_02365']",['SP5448_02390'],[],[],[],[],[],[],[],[],[],[]
