,A,BtsR
R2,,0.04967732500556277
xmin,,-4.8343927655000005
xmid,,
xmax,,2.0558524395
ystart,,-0.37660415970797656
yend,,3.977788409418276
control__wt_glc__1,0.0419950143544288,-0.030428714500000176
control__wt_glc__2,-0.0419950143544375,0.030428714499999288
fur__wt_dpd__1,2.436163950785032,-0.8834644935000004
fur__wt_dpd__2,0.7784953548660657,-0.9988224215000004
fur__wt_fe__1,1.26892740659986,-0.2289080135000008
fur__wt_fe__2,0.2816753425889827,-0.3180537375000005
fur__delfur_dpd__1,5.053733339654454,-0.5710975955000004
fur__delfur_dpd__2,5.062351545054654,-0.6268760275000007
fur__delfur_fe2__1,0.4867579324207407,-0.12384482850000025
fur__delfur_fe2__2,0.8323620820391726,-0.3873621985000009
acid__wt_ph5__1,5.080262804799892,-0.0055871365000008675
acid__wt_ph5__2,5.018187614899927,-0.046485210500000214
acid__delgadx_ph5__2,4.9113669649490665,0.029019229499999355
acid__delgadw_ph5__1,4.813735022929784,0.15552945849999933
acid__delgadw_ph5__2,4.200142471535012,-0.1696210985000004
acid__delgade_ph5__1,4.98627260415596,-0.011485246500000379
acid__delgade_ph5__2,5.245010794240134,0.18372356049999986
oxidative__wt_pq__1,0.5489380543036162,-0.7754807875000003
oxidative__wt_pq__2,0.3560302162222576,-0.6519271775000002
oxidative__deloxyr_pq__1,0.6436874784612694,-0.6496301435000005
oxidative__deloxyr_pq__2,0.2225695488448819,-0.6936894945000001
oxidative__delsoxr_pq__1,1.1627616351705634,-0.6605761675000004
oxidative__delsoxr_pq__2,0.979141176039988,-0.5743270965000011
oxidative__delsoxs_pq__1,0.3363860286690013,-0.7462437495000005
oxidative__delsoxs_pq__2,0.4287788216828735,-0.5246088725
nac_ntrc__wt_csn__1,-0.7628973647611794,-0.7331625605000003
nac_ntrc__wt_csn__2,-0.3371292800749018,-0.6948758355000004
nac_ntrc__wt_cytd__1,-0.7028720495194125,-0.7579426125000008
nac_ntrc__wt_cytd__2,-0.8975264184556003,-0.8039465935000001
nac_ntrc__wt_gln__1,-0.7092578048774638,-0.808671801500001
nac_ntrc__wt_gln__2,-0.5324921823440291,-0.735601806500001
nac_ntrc__bw_delnac_csn__1,1.0473528456873205,-0.05574996050000092
nac_ntrc__bw_delnac_csn__2,1.8579973608663505,-0.37756620650000094
nac_ntrc__bw_delnac_cytd__1,-0.2915511346170181,-0.2824232345000004
nac_ntrc__bw_delnac_cytd__2,0.2804199513725702,-0.1412460985000008
nac_ntrc__bw_delnac_gln__1,0.2340580030651157,-0.6042938115000007
nac_ntrc__bw_delnac_gln__2,0.4790105165973846,-0.3686735245000001
nac_ntrc__bw_delnac_nh4__1,0.3047467765374062,0.010371337499999632
nac_ntrc__bw_delnac_nh4__2,0.4493575133190027,-0.2652228265000005
misc__wt_no_te__1,-0.3203870215078214,-0.30688066250000023
misc__wt_no_te__2,-0.3027659636280532,-0.4729037855000007
misc__bw_delcbl__1,-0.0486938562140033,0.31940149949999963
misc__bw_delcbl__2,0.2198162493097806,0.24382020949999905
misc__bw_delfabr__1,0.6224184288621706,0.3845681684999995
misc__bw_delfabr__2,0.3829067763823726,0.2867119014999995
misc__bw_delfadr__1,-0.1013604977161779,-0.17852865050000055
misc__bw_delfadr__2,0.3129477266210638,-0.04356737650000042
misc__nitr_031__1,2.7381996159697115,-0.5931653355000002
omics__wt_glu__1,0.6752399056318995,-0.5825948125
omics__wt_glu__2,0.8675368069797575,-0.11945458750000082
omics__wt_gly__1,0.7778810878313994,-0.3997597665000008
omics__wt_gly__2,0.5622099321215929,-0.5585283145000002
omics__wt_thr__1,1.158806923903866,-0.16470919850000065
omics__wt_thr__2,1.214984941337722,-0.3027200595000004
omics__bw_ac__1,2.113736681229156,1.6220064174999989
omics__bw_ac__2,0.98552089981123,1.4272188124999987
omics__bw_fum__1,0.3906031590366217,1.4606617034999996
omics__bw_fum__2,0.4558283264908179,1.281621134499999
omics__bw_glc__1,-0.9988700465867688,0.12334551749999978
omics__bw_glc__2,-0.9024681221167832,0.0979981814999995
omics__bw_pyr__1,11.011286124230578,1.7395990015000002
omics__bw_pyr__2,11.03340105076814,1.7183728515
ompr__wt_nacl__1,-1.292873259668395,-1.1563843635000004
ompr__wt_nacl__2,-1.3523528710604775,-1.6205879505000005
ompr__bw_delompr_nacl__1,-1.059676829012273,-1.4762248445000004
ompr__bw_delompr_nacl__2,-1.121278925924245,-1.566019568500001
minspan__wt_ade__1,5.997630639395013,-0.4595413875000007
minspan__wt_glc__2,0.0820103716217066,-0.6389207845000007
minspan__wt_glc__3,0.0473342961662736,-0.2417250525000005
minspan__wt_glc__4,0.1081451336743913,-0.2506862585000009
minspan__wt_glc_anaero__1,6.587125573835966,-0.4027397935000003
minspan__wt_glc_anaero__2,7.081469666944892,-0.4398564315000009
minspan__wt_trp__1,1.143798123637274,1.0207633204999995
minspan__bw_delcra_glc__2,5.943049578741719,0.2677688174999995
minspan__bw_delcra_trp__1,4.43127306658398,0.6516471904999994
minspan__bw_delmntr__1,1.6596883504178717,0.8749943084999998
minspan__bw_delnac_ade__1,5.628409802747793,0.2636337624999996
minspan__bw_delnac_glc__1,6.773230721476329,-0.04713846150000034
cra_crp__wt_ac__1,0.8272948056468518,0.9081226344999996
cra_crp__wt_ac__2,1.4623891374931106,0.7592637794999995
cra_crp__wt_fru__1,1.202863253814677,0.4895837204999998
cra_crp__wt_fru__2,1.2330592930100956,0.4599132784999993
cra_crp__delcra_ac__1,0.6672265538583588,2.0558524395
cra_crp__delcra_ac__2,0.644922499200877,2.045469345499999
cra_crp__delcra_fru__1,6.1143488484331945,-0.4885821255000007
cra_crp__delcra_fru__2,6.302277965493034,-0.3647369625000003
cra_crp__delcra_glc__1,1.4162889801492156,-0.2236883895000004
cra_crp__delcra_glc__2,1.5125235649057565,-0.02379773750000069
rpoB__wt_031__1,0.9206686470410328,0.6884255334999994
rpoB__wt_044__1,3.861287607923288,-0.5611728505000002
rpoB__wt_lb__1,1.0217663587422352,0.8679233384999989
rpoB__wt_lb__2,0.53566473426961,0.9859388434999996
rpoB__rpoBE546V_031__1,2.122051177885395,-0.25185500350000023
rpoB__rpoBE546V_044__1,2.410819622148752,-0.10282893350000057
rpoB__rpoBE546V_lb__1,1.34556208275001,0.6989152315
rpoB__rpoBE546V_lb__2,1.7374928407883234,0.5134001774999994
rpoB__rpoBE546V_glc__1,0.6957691185444024,-0.10821354650000092
rpoB__rpoBE672K_glc__1,0.1251468292085274,-0.2746976275000001
rpoB__rpoBE672K_glc__2,1.1495523449457683,-0.14427052150000108
rpoB__rpoBE672K_lb__1,2.762564555253193,0.7063598974999987
rpoB__rpoBE672K_lb__2,2.5492871140781603,0.8392628874999994
crp__wt_fru__1,0.4515690312533564,1.2133425615000002
crp__wt_glyc__1,0.6370899752053522,1.1866154444999992
crp__wt_glyc__2,0.8011654390950177,1.2558234094999996
crp__delar1_glyc__1,1.7230356300541894,-0.5929306125
crp__delar1_glyc__2,1.5525465320906435,-0.4582642315000012
crp__delar1ar2_glyc__1,0.8419433929235568,-0.9652364135000004
crp__delar1ar2_glyc__2,0.9928828989916646,-1.1123398735000007
crp__delar1ar2_glyc__3,0.6281202875033965,-0.9171026865000008
crp__delar2_glyc__1,1.4828195531439234,-0.06491308250000039
crp__delar2_glyc__2,1.414647255392981,-0.11518641850000046
crp__delar2_glyc__3,1.8688991213622592,0.15650306349999887
crp__delcrp_fru__1,0.1978248165337846,-0.8444706505000004
crp__delcrp_fru__2,0.1286272368907047,-1.5259258865000005
crp__delcrp_fru__3,0.2592605628757384,-0.7401474195000004
crp__delcrp_glc__1,0.2613253567093685,-1.2638495925000006
crp__delcrp_glc__2,0.0928630751074328,-0.9971175795000008
crp__delcrp_glc__3,-0.4643745962175323,-1.3583613045000005
crp__delcrp_glyc__1,-0.2519038465595981,-1.2575624225000004
crp__delcrp_glyc__2,0.1468877225370837,-1.1100478935000004
crp__delcrp_glyc__3,-0.0115784003431241,-1.2891182895000002
glu__glu_ale3__1,4.131195759105084,-1.5996277295000003
glu__glu_ale4__1,4.199027160807088,-0.4926388605000005
glu__glu_ale5__1,1.0385316352188032,0.2342417214999992
glu__glu_ale6__1,9.28867248368942,-0.8971973705000007
glu__glu_ale8__1,2.083707073391264,-0.7515890785000003
glu__glu_ale9__1,9.96286014697642,-0.500563539499999
glu__glu_ale10__1,7.18984267910884,-1.3820435655000003
42c__wt_42c__1,1.0037376863934029,0.2558501094999999
42c__42c_ale1__1,2.221489554044108,1.5124655654999994
42c__42c_ale2__1,1.5520636412646995,-0.11911776550000043
42c__42c_ale3__1,0.7065885625367818,-0.16877623250000084
42c__42c_ale4__1,1.961440779599093,0.052677027499999696
42c__42c_ale5__1,4.386578597546145,-0.09922526950000066
42c__42c_ale6__1,4.515960824040435,0.01728518249999933
42c__42c_ale8__1,1.8365886721403708,0.3179956794999992
42c__42c_ale9__1,1.0752224541587467,0.4849534254999997
42c__42c_ale10__1,2.0003409636260248,0.2982023984999991
ssw__wt_ac__1,0.0299888743094629,0.8788910865000004
ssw__wt_glc__1,2.204852052898309,-0.6717551725000002
ssw__wt_glyc__1,1.2861469528168603,1.2541738324999994
ssw__wt_xyl__1,5.262075256458229,1.0909405965000003
ssw__glc_ale1__1,1.4291080683286694,0.22689968149999906
ssw__glc_ale2__1,7.889224767959465,-0.5880107595000004
ssw__glc_ale3__1,5.5504383606094105,0.9706694364999996
ssw__glyc_ale1__1,1.4864357036669182,0.5297178194999992
ssw__glyc_ale2__1,7.103352163834975,0.7650633884999989
ssw__xyl_ale1__1,0.5447919231495973,-0.2677057894999999
ssw__xyl_ale2__1,0.0540691732603093,0.10303725849999967
ssw__xyl_ale3__1,4.935004276213371,0.04289462649999986
ssw__glc_ac_ac2__1,2.320971562170409,0.9126131964999996
