,A,BtsR
ssw__glc_ac_glc1__1,3.251142070714106,-0.3794988585000008
ssw__glc_glyc_glc__1,1.6879772382389284,-0.6795947265000004
ssw__glc_glyc_glyc__1,1.623590311712843,0.034370261499999444
ssw__glc_xyl_glc__1,3.0397749783416383,-0.2045153795000001
ssw__glc_xyl_xyl__1,0.8356731704560802,0.4431746374999994
ica__wt_glc__1,0.8578446853455971,0.4488267934999994
ica__wt_glc__2,0.9436338227604304,0.3405093684999993
ica__wt_glc__3,0.4438319786002945,-0.21079927250000008
ica__wt_glc__4,0.1649833754009929,-0.3014883165000004
ica__arg_sbt__1,1.1925197128046534,1.0260161025
ica__arg_sbt__2,1.1519966424548702,0.9953518115000001
ica__cytd_rib__1,3.143056622695475,0.5528845004999994
ica__cytd_rib__2,2.9212938210996016,0.5937951824999992
ica__gth__1,0.2438214086900771,-0.9550871905000003
ica__gth__2,0.3673958985920662,-1.3816337355000003
ica__leu_glcr__1,2.230420553416411,0.8409880444999995
ica__leu_glcr__2,2.431841221176113,0.9995847174999994
ica__met_glc__1,1.006752555186848,0.08433313050000013
ica__met_glc__2,1.4356539042927403,0.008164904499999182
ica__no3_anaero__1,2.901046245424918,-0.8607018515000004
ica__no3_anaero__2,1.749911515745091,-0.6444788895000002
ica__phe_acgam__1,0.9899403235313392,0.1880132014999996
ica__phe_acgam__2,1.1280427758138054,0.23544608149999924
ica__thm_gal__1,1.435602489749806,0.9190443544999995
ica__thm_gal__2,1.3985221372463303,1.0038869754999995
ica__tyr_glcn__1,2.1439393509870253,0.4709818334999989
ica__tyr_glcn__2,2.4705757165684163,0.5880085104999999
ica__ura_pyr__1,8.893099970193909,0.9896623744999989
ica__ura_pyr__2,10.848949930872768,1.5342898915000005
ica__wt_glc__5,0.786398657249919,0.05221476349999943
ica__wt_glc__6,1.1938876256106088,-0.1883448465000006
ica__bw_delpurR_cytd__1,0.9541318842893388,0.016049203499998832
ica__bw_delpurR_cytd__2,-0.505447502864306,0.2724366984999991
ica__ade_glc__1,-0.3433772713237219,-0.18008265150000113
ica__ade_glc__2,1.1032792970712135,0.19895358949999944
ytf__wt_glc__1,-0.4590818972268928,-0.17824113850000067
ytf__wt_glc__2,-0.3217650841185639,-0.06909623950000032
ytf__delyafC__1,-0.2048187340286913,0.8709713514999997
ytf__delyafC__2,0.3077679653908841,0.7630248894999996
ytf__delyeiE__1,0.127736863215456,0.5444553465000004
ytf__delyeiE__2,-0.22459525387053,-0.0055801505000001575
ytf__delyiaJ__1,0.7193909767825788,0.5785845404999996
ytf__delyiaJ__2,0.2625775591278624,0.5453803454999999
ytf__delyieP__1,3.3084334980114223,0.2368365834999988
ytf__delyieP__2,1.7289122860803627,0.0064921054999995675
ytf__wt_ph5__1,4.075284206365952,-0.1532433665000008
ytf__wt_ph5__2,3.8692535716663663,-0.13503524950000045
ytf__wt_ph8__1,-0.6622685566694012,0.09315567649999944
ytf__wt_ph8__2,-0.3530047577232059,-0.016917715500000874
ytf__delybaO__1,0.3056137993413131,0.8465871504999996
ytf__delybaO__2,0.6146430066809833,0.9479252405000008
ytf__delybaQ__1,-0.2964888923153477,-0.2310782775
ytf__delybaQ__2,-0.620537640095109,-0.18224910650000048
ytf__delybiH__1,0.5144274207274759,-0.1356102805000008
ytf__delybiH__2,0.1179973052408457,0.18194978949999907
ytf__delydcI_ph5__1,3.982127823855504,-0.1236476185000006
ytf__delydcI_ph5__2,3.6459454606874537,-0.021501751500000662
ytf__delydcI_ph8__1,-0.4464689843272001,-0.31413481250000075
ytf__delydcI_ph8__2,-0.8166702717120199,0.01667184549999945
ytf__delyddM__1,0.1203366366533282,-0.5646310345000005
ytf__delyddM__2,0.1348414477176552,-0.4932275915000002
ytf__delyheO__1,1.092560006543548,0.6101252074999994
ytf__delyheO__2,1.3179922625995462,0.8126532624999987
fps__bw_glc__1,-0.0121214719645622,0.4799976944999997
fps__bw_glc__2,-0.4752696957171609,0.1963504054999996
fps__fps_thrA_ale1__1,-0.8144596528737705,-0.1491242675000004
fps__fps_thrA_ale1__2,-0.6535075630798858,-0.3583103935000009
fps__fps_thrA_ale2__1,-0.2825308657333542,-0.12489643250000082
fps__fps_thrA_ale2__2,-0.2592443024952334,-0.21271468850000108
fps__fps_serB_ale1__1,-0.6566247226711655,-0.4094607715000009
fps__fps_serB_ale1__2,-0.3310075001473094,-0.4260311055000008
fps__fps_serB_ale4__1,-1.7740366988832037,-0.4588769785000002
fps__fps_serB_ale4__2,-1.631991604255001,-0.2775958245000005
fps__fps_ptsI_ale1__1,0.1247195778875717,0.8269054884999996
fps__fps_ptsI_ale1__2,0.4786137679244207,0.9400353414999998
fps__fps_ptsI_ale3__1,0.2667724248149991,1.0557382134999989
fps__fps_ptsI_ale3__2,0.2209675286053973,0.9829920375
pal__lyx_ale2_f6__1,-0.3394484297166605,1.0975988224999993
pal__lyx_ale2__1,0.6381252642471186,0.7855680254999999
pal__lyx_ale2__2,0.3236205118968026,1.0625522704999997
pal__lyx_ale4__1,1.1797101947991726,0.9643760594999992
pal__lyx_ale4__2,0.9452720987986162,0.8081555604999995
pal__5drib_ale10_f18__1,0.6442733875145312,1.4239991494999993
pal__5drib_ale10_f18__2,0.7644469472582095,1.5618253824999986
pal__5drib_ale10__1,1.323207100101366,1.5800628294999992
pal__arab_ale14_f9__1,0.6165801603271792,0.5851251904999994
pal__arab_ale14_f9__2,-0.0164533691013197,0.5259530874999996
pal__arab_ale14__1,0.5651652962861471,0.6632668384999993
pal__arab_ale14__2,1.0926155626200795,0.8848659794999998
pal__arab_ale16__1,1.1554668249448836,1.2002760515000004
pal__arab_ale16__2,0.8198589796120526,1.1336301654999996
pal__tartr_ale26_f10__1,1.512213504998913,2.0008179335
pal__tartr_ale26_f10__2,1.2635875734742763,2.025353120500001
pal__tartr_ale26__1,1.0657194627557582,1.9284213654999995
pal__tartr_ale26__2,1.1775188746781808,2.0057900785
pal__tartr_ale28_f10__1,-0.0978690438907566,0.5808478374999986
pal__tartr_ale28_f10__2,0.2937251169650519,0.8853438894999996
pal__tartr_ale28__1,1.2554413896402032,1.0703965044999997
pal__tartr_ale28__2,0.2492912476843253,1.2518358894999997
efeU__delmenFentC_citr__1,0.4228465211729656,-0.2993806715000007
efeU__delmenFentC_citr__2,0.7436187679827061,-0.32191192550000025
efeU__delmenFentC__1,6.645628350698927,-0.3090562805000001
efeU__delmenFentC__2,6.8252106857339045,-0.3823078985000006
efeU__menFentC_ale39__1,2.6163221434634067,0.10735262149999958
efeU__menFentC_ale39__2,2.7096480647417422,0.4351368414999994
efeU__menFentC_ale29__1,1.4108372724462963,-0.5747177815000004
efeU__menFentC_ale29__2,2.2543797152788314,-0.5823451495
efeU__menFentC_ale30__1,1.0780038057871433,0.12694425049999936
efeU__menFentC_ale30__2,1.095476876575371,0.13683580349999944
efeU__menFentCubiC_ale36__1,2.5447521769566763,-0.06960912250000018
efeU__menFentCubiC_ale36__2,3.1164956178947256,0.13533793649999915
efeU__menFentCubiC_ale37__1,4.384519996257001,-0.020063895500000758
efeU__menFentCubiC_ale37__2,4.044608512407163,-0.1077626665000011
efeU__menFentCubiC_ale38__1,4.947916622441746,-0.2619186144999999
efeU__menFentCubiC_ale38__2,4.659125488653985,-0.43895648350000016
misc2__salc_glc__1,4.100809255992392,-0.5709454055000007
misc2__salc_glc__2,4.113272372493849,-0.7753160765000011
misc2__dbcn_glc__1,0.3391103026771497,-0.24056881450000045
misc2__dbcn_glc__2,0.388938069983588,-0.7052271385000006
misc2__tyr_glc__1,0.3276175259484076,-0.4185111925000005
misc2__tyr_glc__2,-0.0179991721618963,-0.12848120150000053
misc2__arg_cytd__1,1.3901820074932554,-0.0499508965000004
misc2__arg_cytd__2,1.4237271450041935,0.29635091149999937
misc2__delyheO_pyr__1,11.30815756994784,1.2906502365000003
misc2__delyheO_pyr__2,11.235596670039774,1.456769402499999
misc2__dellon_glc__1,0.8061879602454027,-0.4935082644999991
misc2__dellon_glc__2,0.5512152525202241,-0.2237357255000001
nquinone__delubiC__1,0.7419830656645411,-0.2228007715000011
nquinone__delubiC__2,0.4998945190697286,-0.2294207215000004
nquinone__ubiC_ale1__1,0.5303436837428169,-0.16321264050000028
nquinone__ubiC_ale1__2,0.206440123782288,-0.1864854365000008
nquinone__ubiC_ale2__1,2.557254185609481,-0.09612134250000004
nquinone__ubiC_ale2__2,3.020582518084927,-0.7286901785000008
nquinone__ubiC_ale3__1,0.4345982535688059,-0.9447020845000008
nquinone__ubiC_ale3__2,0.2934441327742284,-1.018734316500001
nquinone__ubiC_ale4__1,0.7844589158634282,-0.6031657315000007
nquinone__ubiC_ale4__2,0.5478468808546192,-0.13843319450000013
nquinone__delpdhR__1,6.212265423055815,0.06720136649999907
nquinone__delpdhR__2,6.3929691263122495,-0.11887537449999995
quinone__glu_ale4__1,4.357448174202252,-0.5468096565000007
quinone__glu_ale4__2,1.566861342308305,-0.3250485445000004
quinone__delmenF__1,-0.1477160500574205,-0.07600228949999988
quinone__delmenF__2,0.0350563432509307,-0.2545476225000005
quinone__menF_ale5__1,1.818142317528176,0.1164834154999994
quinone__menF_ale5__2,1.4422386054084813,-0.6358485275000003
quinone__menF_ale6__1,1.4654495680583468,-0.11047792050000016
quinone__menF_ale6__2,1.5571487852118449,0.0794625834999989
quinone__menF_ale7__1,2.181341401206082,0.7348093654999994
quinone__menF_ale7__2,2.2512790153919795,0.6290829514999999
quinone__menF_ale8__1,2.2623537030119585,0.8016677674999988
quinone__menF_ale8__2,2.4166574420628,0.04928390250000003
quinone__delmenFubiC__1,0.5593970225820953,-0.3580687605000001
quinone__delmenFubiC__2,0.6344903452969637,-0.2740424025000001
quinone__menFubiC_ale1__1,1.7848519419628786,1.1077424815
quinone__menFubiC_ale1__2,2.4103204750924694,1.1612720924999989
quinone__menFubiC_ale2__1,3.0538855222850327,0.4599591074999996
quinone__menFubiC_ale2__2,3.33014315844082,0.5365228734999992
quinone__menFubiC_ale3__1,1.930925920120632,-0.04717258150000081
quinone__menFubiC_ale3__2,1.3900990146802927,0.0843824084999989
quinone__menFubiC_ale4__1,1.8524803232831213,-0.6196607055000003
quinone__menFubiC_ale4__2,1.9069637683692733,-0.2985309455000005
oxyR__wt_glc__1,0.5893241092887187,0.2618885864999996
oxyR__wt_glc__2,1.039610649528536,0.2515502214999996
oxyR__wt_h2o2__1,0.7630084902225701,0.28002655449999914
oxyR__wt_h2o2__2,0.5027247414298313,-0.0916723295000006
oxyR__glu_ale4__1,0.916609273948076,-0.4069427715000007
oxyR__glu_ale4__2,2.274643915531189,-0.31063698850000065
oxyR__glu_ale4_h2o2__1,1.3835468777617514,-0.08049346850000028
oxyR__glu_ale4_h2o2__2,6.452091771826378,-0.36716228050000055
oxyR__oxyR_ale17__1,2.462077697053551,-0.1649884135000006
oxyR__oxyR_ale17__2,7.293044198599502,-0.0799542905000008
oxyR__oxyR_ale17_h2o2__1,0.760973522327302,0.1040698554999997
oxyR__oxyR_ale17_h2o2__2,0.4683434421783529,-0.3156170645000005
oxyR__oxyR_ale18__1,1.0636757262861924,0.3214701774999993
oxyR__oxyR_ale18__2,1.1120617826911796,0.16161886249999924
oxyR__oxyR_ale18_h2o2__1,9.582098501575176,-0.15352378350000073
oxyR__oxyR_ale18_h2o2__2,6.178349039438558,-0.059802124500000005
oxyR__oxyR_ale19__1,1.0540037474537016,0.3642164174999998
oxyR__oxyR_ale19__2,0.8764434327593194,0.4343117394999991
oxyR__oxyR_ale19_h2o2__1,0.9628784659993758,0.3000650864999992
oxyR__oxyR_ale19_h2o2__2,0.9552097674486844,0.4403684475
oxyR__oxyR_ale20__1,8.289688217348521,0.06701023249999949
oxyR__oxyR_ale20__2,8.654061551461403,0.08803828249999945
oxyR__oxyR_ale20_h2o2__1,8.185388390235026,-0.07454540650000041
oxyR__oxyR_ale20_h2o2__2,3.810482977840045,0.02966540149999908
svns_pgi__BmePgi24_15__1,0.1909790005382919,0.12852961749999992
svns_pgi__BmePgi24_15__2,0.1841855163240899,-0.056182547500000624
svns_pgi__BmePgi24_26__1,0.7603523646797289,0.24421137549999994
svns_pgi__BmePgi24_26__2,0.3799246886165695,0.1024680974999992
svns_pgi__BmePgi24_41__1,1.2245077197373462,-0.3636996005000004
svns_pgi__BmePgi24_41__2,0.7922403806495814,-0.05853346550000005
svns_pgi__BmePgi24_52__1,0.8196654558032144,0.1345731094999998
svns_pgi__BmePgi24_52__2,0.1736108230493969,0.13505263949999954
svns_pgi__PaePgi2_34__1,0.6510280583312832,-0.5077371115000009
svns_pgi__PaePgi2_34__2,0.7034661414996235,-0.2576885195000003
svns_pgi__PaePgi2_63__1,0.9653008221276218,-0.4740493345000001
svns_pgi__PaePgi2_63__2,0.941715156154054,-0.4982443045
svns_pgi__PaePgi24_54__1,1.3336664776320146,-0.2737040555000005
svns_pgi__PaePgi24_54__2,1.1456204714580236,-0.4100804255000004
svns_pgi__PaePgi24_90__1,0.8266765070916273,-0.6740989865000007
svns_pgi__PaePgi24_90__2,0.5426892193441525,-0.1425417135000009
abx_media__m9_ctrl__1,-0.7259305493328319,-0.7837543035000003
abx_media__m9_ctrl__2,-1.0553184720975692,-0.7264880375000002
abx_media__rpmi_ctrl__1,6.471703355594404,0.6223865784999996
abx_media__rpmi_ctrl__2,7.856534328776914,0.6037871614999997
abx_media__camhb_ctrl__1,7.904073632592039,-0.3994999075000001
abx_media__camhb_ctrl__2,8.527634290638826,-0.03328750050000018
abx_media__m9_mero__1,-1.086333359124904,-0.4681506035000007
abx_media__m9_mero__2,-0.3156215700503427,-0.7360995175000005
abx_media__rpmi_mero__1,5.166610272796434,0.7140061774999991
abx_media__rpmi_mero__2,6.050051153214582,0.6857565174999989
abx_media__camhb_mero__1,3.357594090239945,-1.4815233195000004
abx_media__camhb_mero__2,3.914481808913505,-1.6665925795000005
abx_media__m9_trisulf__1,0.60391404120586,-1.5567060895000004
abx_media__m9_trisulf__2,0.1926332483710262,-1.3112542975000006
abx_media__rpmi_trisulf__1,4.653273183873662,-1.2002429095000005
abx_media__rpmi_trisulf__2,4.961236034099111,-1.2490415575000005
abx_media__camhb_trisulf__1,3.2064980919582684,-1.1347282155000005
abx_media__camhb_trisulf__2,3.615514848984581,-1.4311622635000003
abx_media__m9_cef__1,2.0908975160241865,-1.7464988105000003
abx_media__m9_cef__2,2.4027025047765904,-1.3077367715000006
abx_media__rpmi_cef__1,4.844900496551279,-0.025154885500000116
abx_media__rpmi_cef__2,4.502263268158656,0.11249952649999972
abx_media__camhb_cef__1,6.726881965036683,-1.4605924175000005
abx_media__camhb_cef__2,6.324440218539696,-1.4009898275000006
abx_media__m9_cipro__1,-0.2571294917753942,-1.1438388505000003
abx_media__m9_cipro__2,-0.4765779062188385,-1.0864325295000006
abx_media__rpmi_cipro__1,3.849639185310998,-0.3619284985000011
abx_media__rpmi_cipro__2,3.605339805079504,-0.8857108885000007
abx_media__camhb_cipro__1,6.6546977696469085,-1.5117926895000005
abx_media__camhb_cipro__2,6.315179519815336,-1.7931712585000006
hot_tale__42c_ale3_30c__1,0.5053299458025174,0.3076535334999999
hot_tale__42c_ale3_30c__2,0.1110370447142321,0.07769566949999973
hot_tale__42c_ale3_37c__1,-0.6608970449169235,0.32476917649999937
hot_tale__42c_ale3_37c__2,-0.2524595694632598,0.1531037994999993
hot_tale__42c_ale3_44c__1,0.7709819110317985,0.3847987855000001
hot_tale__42c_ale3_44c__2,0.1299364845460044,0.22679123149999916
hot_tale__hot_ale3_mid_30c__1,5.9758727766150095,-0.6766138745000001
hot_tale__hot_ale3_mid_30c__2,0.3251670411653589,0.18435666749999946
hot_tale__hot_ale3_mid_37c__1,0.2010365957502435,0.5242031174999989
hot_tale__hot_ale3_mid_37c__2,0.4176537932901546,0.13234153749999944
hot_tale__hot_ale3_mid_44c__1,2.6896104980173927,0.2758189154999995
hot_tale__hot_ale3_mid_44c__2,0.6643972253874227,0.8090167684999994
hot_tale__hot_ale3_30c__1,0.1475817706522075,-0.5031024665000006
hot_tale__hot_ale3_30c__2,0.1767945126553705,-0.17018105949999995
hot_tale__hot_ale3_37c__1,0.0650729389341896,0.1351725014999996
hot_tale__hot_ale3_37c__2,0.2156452446352087,0.1699008374999993
hot_tale__hot_ale3_44c__1,0.8811866554078911,0.14856437649999954
hot_tale__hot_ale3_44c__2,0.9484238959075348,0.01787969849999982
hot_tale__hot_ale4_30c__1,-0.087284195983792,0.07488559849999987
hot_tale__hot_ale4_30c__2,0.1250819508559131,0.08986347349999946
hot_tale__hot_ale4_37c__1,0.1944945026500909,0.4369812424999999
hot_tale__hot_ale4_37c__2,0.1412777783494474,0.5173525264999999
hot_tale__hot_ale4_44c__1,0.9736567373691848,0.2733334094999993
hot_tale__hot_ale4_44c__2,0.8458429862995499,0.41802635549999945
hot_tale__hot_ale8_30c__1,0.4625043235476004,0.15487995449999925
hot_tale__hot_ale8_30c__2,0.7586848072904633,-0.19559677850000054
hot_tale__hot_ale8_37c__1,0.1343743785240879,0.1652293164999996
hot_tale__hot_ale8_37c__2,0.3823017431420037,-0.03723366250000026
hot_tale__hot_ale8_44c__1,1.0394018449381193,0.2603518705000001
hot_tale__hot_ale8_44c__2,1.2029815523106209,0.3046675414999997
hot_tale__hot_ale9_mid_30c__1,0.3634321714458816,-0.13594917150000094
hot_tale__hot_ale9_mid_30c__2,0.7805655831193197,0.005223810499999536
hot_tale__hot_ale9_30c__1,0.4330264041113033,0.2285216584999992
hot_tale__hot_ale9_30c__2,-0.0963083097845198,0.2877190434999992
hot_tale__hot_ale9_mid_37c__1,0.248804932068596,0.4518896634999994
hot_tale__hot_ale9_mid_37c__2,-0.2138551662271814,0.4340672294999992
hot_tale__hot_ale9_37c__1,0.3786217843083646,0.4121021894999997
hot_tale__hot_ale9_37c__2,-0.3127149282236681,0.2919180455000001
hot_tale__hot_ale9_mid_44c__1,-0.3778695889826126,0.4267098075
hot_tale__hot_ale9_mid_44c__2,0.5768924199688791,0.3594794814999993
