,-0.18142173551666668,-0.15351069928333336,-0.12559966305000003,-0.09768862681666671,-0.06977759058333338,-0.04186655435000006,-0.013955518116666732,0.013955518116666593,0.04186655434999992,0.06977759058333327,0.09768862681666657,0.12559966304999987,0.15351069928333322,0.18142173551666657,0.20933277174999987,0.23724380798333317,0.2651548442166665,0.29306588044999987,0.3209769166833332,0.34888795291666647
thresh,-0.0837331087,0.0837331087,1,,,,,,,,,,,,,,,,,
unreg,1,2,3,5,6,60,1991,2071,54,11,2,3,1,0,0,0,1,0,0,0
unreg_genes,['frdB'],['frdC' 'ydiY'],['frdD' 'yjaA' 'cpxP'],['frdA' 'metK' 'fecR' 'yfjF' 'ratA'],[],[],[],[],[],[],['yfcF' 'pdeR'],['metB' 'mmuP' 'mmuM'],['metL'],[],[],[],['bhsA'],[],[],[]
