,USA300HOU_RS14970
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,0.0
USA300_LAC_U01-Set001_CAMHB_Control_1,0.0
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,0.0
USA300_LAC_U01-Set001_CAMHB_Control_2,0.0
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_Control_1,3.7895344054
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,5.0247471097
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,3.4801150675
USA300_LAC_U01-Set001_R10LB_PreCulture_1,0.0
USA300_LAC_U01-Set001_R10LB_PreCulture_2,0.0
USA300_LAC_U01-Set001_R10LB_Control_1,0.0
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_R10LB_Control_2,0.0
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_R10LB_Control_1,3.5366723328000003
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,4.177420725
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,4.5873323734
USA300_TCH1516_U01-Set000_R10LB_Control_2,4.1498590846
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,3.497169215
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,3.4514028117
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,4.9378778209
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,4.3964416262
USA300_TCH1516_U01-Set000_CAMHB_Control_2,4.2649772122
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,3.3780595991
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,2.9021682295
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,4.4537896895
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,2.9900962801
USA300_LAC_U01-Set004_CAMHB_Control_1,0.0
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_CAMHB_Control_2,0.0
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_R10LB_Control_1,0.0
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_R10LB_Control_2,0.0
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,0.0
USA300_TCH1516_U01-Set003_CAMHB_Control_2,3.1523676699
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,2.1888327719
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,1.6621543719
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,2.9515159258
USA300_TCH1516_U01-Set003_CAMHB_Control_3,2.2030524182
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,1.7338326658
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,1.0423121144
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,1.1430091775
USA300_LAC_ICA-Set001_R10LB_Control_1,0.0
USA300_LAC_ICA-Set001_R10LB_Control_2,0.0
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,0.0
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,0.0
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,0.0
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,0.0
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,0.0
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,0.0
USA300_TCH1516_BK-Set001_THB_Control_1,9.1052690406
USA300_TCH1516_BK-Set001_THB_Control_2,7.368897831
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,5.5827449952
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,6.6573217488
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,6.7063351738
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,8.5060027689
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,7.5954711607
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,8.0592914216
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,0.0
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,0.0
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,0.0
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,0.0
USA300_LAC_ICA-Set002_CAMHB_Control_1,0.0
USA300_LAC_ICA-Set002_CAMHB_Control_2,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,0.0
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,3.5386221786
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,3.9677899286000002
USA300_SNFM1_ICA-Set002_R10LB_Control_1,2.7052476558
USA300_SNFM1_ICA-Set002_R10LB_Control_2,2.6027124025
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,4.0961755869
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,3.8779538137
USA300_SNFR19_ICA-Set002_R10LB_Control_1,2.7965347921
USA300_SNFR19_ICA-Set002_R10LB_Control_2,2.9415330784
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,3.5059150801
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,3.8794631149
USA300_TCH1516_ICA-Set002_R10LB_Control_1,2.4081314528
USA300_TCH1516_ICA-Set002_R10LB_Control_2,2.9106154305
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,0.0
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,0.0
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,0.0
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,0.0
USA300_TCH1516_ICA-Set003_250nMParaquat_1,2.4175081245
USA300_TCH1516_ICA-Set003_250nMParaquat_2,3.8662191552
USA300_TCH1516_ICA-Set003_2gLGalactose_1,3.7048205098
USA300_TCH1516_ICA-Set003_2gLGalactose_2,2.3624734685
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,3.6542028485999998
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,3.3634461075
USA300_TCH1516_ICA-Set003_Control_1,2.2269396122
USA300_TCH1516_ICA-Set003_Control_2,2.4415127346
USA300_TCH1516_ICA-Set003_StationaryPhase_1,2.3400046271
USA300_TCH1516_ICA-Set003_StationaryPhase_2,2.4444263424
