,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,0.0,0.270008253891286,3.0,0.0,0.2179827276,2.0,0.0840555347,4.0,-0.3020382623,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,0.123933317,0.17840260552811724,3.0,1.0,0.3239171041,3.0,0.06674741990000001,5.0,-0.018864573000000003,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,0.9837615388750001,0.4207220891622088,4.0,6.0,1.2141430331,20.0,1.2899323238,40.0,1.0620837781,63.0,0.3688870205,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.1463344077,0.1805277802751291,4.0,7.0,-0.0548230294,33.0,0.0940233688,81.0,0.379009537,82.0,0.1671277544,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,1.572648890625,0.8964787596267791,4.0,8.0,0.8502181649,51.0,2.7354224899,65.0,1.8215845736,76.0,0.8833703341,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,1.2580250941333333,1.2856045394687827,3.0,9.0,0.6833685197,22.0,0.3599815418,49.0,2.7307252209,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.7757706736500001,0.10229703543306384,2.0,10.0,0.8481056011,26.0,0.7034357462,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,0.6477056278333334,0.41456641223388396,3.0,11.0,0.5869760475,54.0,0.26685362760000003,83.0,1.0892872084,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,1.8804522655000002,0.7457129678512879,4.0,12.0,1.2858357192,48.0,2.9308634272000003,64.0,1.8843487021,78.0,1.4207612135,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.696959034575,0.13174588406957888,4.0,13.0,0.6541085510000001,38.0,0.8789355525,67.0,0.5663989266,72.0,0.6883931082,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.6529350906333334,0.39032868536859844,3.0,14.0,0.7270105229,41.0,1.00091829,85.0,0.230876459,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,0.8864244756250002,0.3123655128801644,4.0,15.0,0.9499254448000001,52.0,1.0526922581,71.0,0.42901823720000004,80.0,1.1140619624,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,2.1733628491333334,0.7207288970138324,3.0,16.0,1.6222886619999999,53.0,2.9889814858,77.0,1.9088183995999999,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,2.4973810191666668,0.7361679661302087,3.0,17.0,1.7850085313,50.0,3.255235476,66.0,2.4518990502,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,2.3608637821666667,0.5590659592415944,3.0,18.0,1.7452558446,25.0,2.8369677723,62.0,2.5003677295999998,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,0.48294683027499996,0.210778837893051,4.0,19.0,0.7873650694000001,28.0,0.3029057649,56.0,0.4055420464,73.0,0.4359744404,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,2.54635483435,0.2025673929704363,4.0,21.0,2.2636311339,34.0,2.7057261376,45.0,2.6793080841,58.0,2.5367539818,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,0.6718742196,0.23973426219625354,4.0,23.0,0.8573863556,42.0,0.6841141562,70.0,0.3297904124,79.0,0.8162059542000001,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,0.34180704457500005,0.22665356316595028,4.0,24.0,0.1794260841,29.0,0.6763794628,68.0,0.2778955969,74.0,0.2335270345,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,0.47321239757500005,0.1445199581621626,4.0,27.0,0.2665107158,31.0,0.4869502922,69.0,0.5459642643,75.0,0.5934243180000001,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,1.9909806550750002,0.5411314145456968,4.0,30.0,1.5088405267,32.0,2.5388231974,59.0,1.5435690391999999,86.0,2.372689857,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,1.9273536096,,1.0,35.0,1.9273536096,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,1.6832888561,0.7256863378523783,4.0,36.0,2.3536852035,44.0,2.2682254629,60.0,1.0688411782,61.0,1.0424035798,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,0.0,0.08026221874659661,4.0,37.0,0.0506147229,46.0,0.0410715235,57.0,0.0278934592,84.0,-0.1195797056,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,1.13614418465,0.0035562804896035085,2.0,39.0,1.1336295146,43.0,1.1386588547,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-0.6242859647500001,0.36758524973249823,2.0,47.0,-0.8842079875000001,55.0,-0.364363942,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,0.0,0.0,3.0,87.0,0.0,90.0,0.0,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,0.0,0.0,3.0,88.0,0.0,91.0,0.0,94.0,0.0,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,0.0,0.0,3.0,89.0,0.0,92.0,0.0,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,0.0,0.0,4.0,96.0,0.0,97.0,0.0,98.0,0.0,99.0,0.0,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,0.0,0.0,2.0,100.0,0.0,104.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,0.0,0.0,2.0,101.0,0.0,105.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,0.0,0.0,12.0,102.0,0.0,110.0,0.0,117.0,0.0,125.0,0.0,131.0,0.0,134.0,0.0,138.0,0.0,159.0,0.0,162.0,0.0,164.0,0.0,170.0,0.0,174.0,0.0,,,,
33,immunity_isolated__WT_npr1,0.0,0.0,2.0,103.0,0.0,126.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,0.0,0.0,14.0,106.0,0.0,113.0,0.0,121.0,0.0,127.0,0.0,136.0,0.0,142.0,0.0,145.0,0.0,150.0,0.0,160.0,0.0,161.0,0.0,163.0,0.0,167.0,0.0,172.0,0.0,176.0,0.0
35,immunity_isolated__AvrRpt2_npr1,0.0,0.0,3.0,107.0,0.0,128.0,0.0,146.0,0.0,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,0.0,0.0,3.0,108.0,0.0,129.0,0.0,147.0,0.0,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,0.0,0.0,2.0,109.0,0.0,148.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,0.0,0.0,4.0,111.0,0.0,119.0,0.0,140.0,0.0,165.0,0.0,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,0.0,0.0,4.0,112.0,0.0,120.0,0.0,141.0,0.0,166.0,0.0,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,0.0,0.0,3.0,114.0,0.0,122.0,0.0,143.0,0.0,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,0.0,0.0,4.0,115.0,0.0,123.0,0.0,144.0,0.0,168.0,0.0,,,,,,,,,,,,,,,,,,,,
42,immunity_isolated__AvrRpt2_PS,0.0,0.0,3.0,116.0,0.0,124.0,0.0,169.0,0.0,,,,,,,,,,,,,,,,,,,,,,
43,immunity_isolated__WT_sid2,0.0,0.0,2.0,118.0,0.0,139.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
44,immunity_isolated__WT_WT_mock,0.0,0.0,3.0,130.0,0.0,152.0,0.0,156.0,0.0,,,,,,,,,,,,,,,,,,,,,,
45,immunity_isolated__WT_SP,0.0,0.0,2.0,132.0,0.0,135.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
46,immunity_isolated__AvrRpt2_b2b3,0.0,0.0,2.0,133.0,0.0,137.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
47,immunity_isolated__AvrRpt2_RR,0.0,0.0,2.0,149.0,0.0,151.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
48,immunity_isolated__WT_WT_SA,0.0,0.0,3.0,153.0,0.0,155.0,0.0,158.0,0.0,,,,,,,,,,,,,,,,,,,,,,
49,immunity_isolated__WT_WT_chitin,0.0,0.0,2.0,154.0,0.0,157.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
50,immunity_isolated__WT_stp,0.0,0.0,2.0,171.0,0.0,175.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
51,immunity_isolated__AvrRpt2_stp,0.0,0.0,2.0,173.0,0.0,177.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
52,immunity_no_isolation__WT_WT_mock,0.0,0.20302999646040584,3.0,178.0,-0.2299463511,182.0,0.1545292898,183.0,0.0754170613,,,,,,,,,,,,,,,,,,,,,,
53,immunity_no_isolation__WT_WT_flg22,0.00017404619999999518,0.17388130378468458,3.0,179.0,-0.1913289032,180.0,0.1481717943,181.0,0.043679247500000004,,,,,,,,,,,,,,,,,,,,,,
54,immunity_time__mock_1hpi,0.0,0.04728236851776526,3.0,184.0,-0.0031072847000000003,185.0,-0.045652087800000005,186.0,0.0487593725,,,,,,,,,,,,,,,,,,,,,,
55,immunity_time__flg22_1hpi,-0.029608548366666668,0.1414701946917138,3.0,187.0,0.1277751107,188.0,-0.0703978202,189.0,-0.1462029356,,,,,,,,,,,,,,,,,,,,,,
56,immunity_time__mock_3hpi,-0.9021576450333333,0.7211464342560483,3.0,190.0,-0.3916146621,191.0,-1.7271321965,192.0,-0.5877260765,,,,,,,,,,,,,,,,,,,,,,
57,immunity_time__flg22_3hpi,-0.8107651476999999,0.9432452973375484,3.0,193.0,-0.3096544878,194.0,-1.898803475,195.0,-0.2238374803,,,,,,,,,,,,,,,,,,,,,,
58,immunity_time__mock_5hpi,-0.7042182995999999,0.08734127689195577,3.0,196.0,-0.6183589098,197.0,-0.7013263562000001,198.0,-0.7929696328,,,,,,,,,,,,,,,,,,,,,,
59,immunity_time__flg22_5hpi,0.029472502600000002,0.06409540301885694,3.0,199.0,-0.0168086909,200.0,0.0025955121,201.0,0.1026306866,,,,,,,,,,,,,,,,,,,,,,
