,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.0006845195225921053,,1.0,0.0,-0.0006845195225921053
1,Cr__2,0.005091796016807342,,1.0,1.0,0.005091796016807342
2,Cr__3,0.005526092422452477,,1.0,2.0,0.005526092422452477
3,Cr__4,0.010119714768958002,,1.0,3.0,0.010119714768958002
4,Cr__5,0.011173717523908257,,1.0,4.0,0.011173717523908257
5,Cr__6,0.01569395817052415,,1.0,5.0,0.01569395817052415
6,Fe__1,-0.033706283919100466,,1.0,6.0,-0.033706283919100466
7,Fe__2,-0.08538157607506552,,1.0,7.0,-0.08538157607506552
8,Fe__3,-0.10238947369782543,,1.0,8.0,-0.10238947369782543
9,Fe__4,-0.11918849258814798,,1.0,9.0,-0.11918849258814798
10,Fe__5,-0.12831510095046533,,1.0,10.0,-0.12831510095046533
11,Fe__6,-0.1301910711064564,,1.0,11.0,-0.1301910711064564
12,Cd__1,0.008469771031191009,,1.0,12.0,0.008469771031191009
13,Cd__2,0.020862266847777654,,1.0,13.0,0.020862266847777654
14,Cd__3,0.03877500221525537,,1.0,14.0,0.03877500221525537
15,Cd__4,0.05896060144156855,,1.0,15.0,0.05896060144156855
16,Cd__5,0.07048247051878835,,1.0,16.0,0.07048247051878835
17,Cd__6,0.0830331401617202,,1.0,17.0,0.0830331401617202
18,Zn__1,-0.0025062107043210768,,1.0,18.0,-0.0025062107043210768
19,Zn__2,-0.025594118743474014,,1.0,19.0,-0.025594118743474014
20,Zn__3,-0.037007367084509885,,1.0,20.0,-0.037007367084509885
21,Zn__4,-0.0395488692943762,,1.0,21.0,-0.0395488692943762
22,Zn__5,-0.029944066954566383,,1.0,22.0,-0.029944066954566383
23,Zn__6,-0.00791496038328158,,1.0,23.0,-0.00791496038328158
24,Cu__1,0.0058010418402854045,,1.0,24.0,0.0058010418402854045
25,Cu__2,0.010661925022145885,,1.0,25.0,0.010661925022145885
26,Cu__3,0.02502719633804193,,1.0,26.0,0.02502719633804193
27,Cu__4,0.033961554433065165,,1.0,27.0,0.033961554433065165
28,Cu__5,0.0356246295012812,,1.0,28.0,0.0356246295012812
29,Cu__6,0.042474429539922746,,1.0,29.0,0.042474429539922746
30,Pb__1,0.012673058510548016,,1.0,30.0,0.012673058510548016
31,Pb__2,0.0135666617636601,,1.0,31.0,0.0135666617636601
32,Pb__3,0.019224130552924996,,1.0,32.0,0.019224130552924996
33,Pb__4,0.039988780415699386,,1.0,33.0,0.039988780415699386
34,Pb__5,0.04194618815558051,,1.0,34.0,0.04194618815558051
35,Pb__6,0.04406635827293805,,1.0,35.0,0.04406635827293805
