,-0.13610525154059294,-0.10888420123247436,-0.08166315092435578,-0.05444210061623719,-0.02722105030811861,-2.7755575615628914e-17,0.027221050308118555,0.05444210061623714,0.08166315092435572,0.1088842012324743,0.1361052515405929,0.16332630184871144,0.19054735215683005,0.21776840246494866,0.24498945277306722,0.2722105030811858,0.2994315533893044,0.326652603697423,0.35387365400554155,0.3810947043136601
thresh,-0.14971577669465225,0.14971577669465225,2,,,,,,,,,,,,,,,,,
unreg,0,1,3,21,442,3597,430,15,1,2,0,0,1,0,0,0,0,0,0,0
TreR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],['PN96_RS15880'],[],[],[],[],[],[],[]
TreR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['treC'],['treB'],[]
