,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.0005625724901911238,,1.0,0.0,0.0005625724901911238
1,Cr__2,0.001083405823729347,,1.0,1.0,0.001083405823729347
2,Cr__3,0.0021141951729176734,,1.0,2.0,0.0021141951729176734
3,Cr__4,0.002539088437197613,,1.0,3.0,0.002539088437197613
4,Cr__5,0.004566745742801536,,1.0,4.0,0.004566745742801536
5,Cr__6,0.004121577693195682,,1.0,5.0,0.004121577693195682
6,Fe__1,0.000823226769459891,,1.0,6.0,0.000823226769459891
7,Fe__2,0.0020896019851636637,,1.0,7.0,0.0020896019851636637
8,Fe__3,-0.0009799270903642569,,1.0,8.0,-0.0009799270903642569
9,Fe__4,-0.008971894525819793,,1.0,9.0,-0.008971894525819793
10,Fe__5,-0.00900100158830929,,1.0,10.0,-0.00900100158830929
11,Fe__6,-0.003171649613351168,,1.0,11.0,-0.003171649613351168
12,Cd__1,-0.0001321569167500114,,1.0,12.0,-0.0001321569167500114
13,Cd__2,0.001372565485164521,,1.0,13.0,0.001372565485164521
14,Cd__3,0.002647644801834305,,1.0,14.0,0.002647644801834305
15,Cd__4,0.005017328940977109,,1.0,15.0,0.005017328940977109
16,Cd__5,0.0024986818409184924,,1.0,16.0,0.0024986818409184924
17,Cd__6,0.00705681409305849,,1.0,17.0,0.00705681409305849
18,Zn__1,-0.0015124959925194757,,1.0,18.0,-0.0015124959925194757
19,Zn__2,-0.0014523343713207302,,1.0,19.0,-0.0014523343713207302
20,Zn__3,0.0029880389142753912,,1.0,20.0,0.0029880389142753912
21,Zn__4,0.008540888861918044,,1.0,21.0,0.008540888861918044
22,Zn__5,0.014873314991633354,,1.0,22.0,0.014873314991633354
23,Zn__6,0.02078643312434588,,1.0,23.0,0.02078643312434588
24,Cu__1,0.0017876044519418183,,1.0,24.0,0.0017876044519418183
25,Cu__2,0.0059591329031234855,,1.0,25.0,0.0059591329031234855
26,Cu__3,0.007565547485432187,,1.0,26.0,0.007565547485432187
27,Cu__4,0.004992372793023458,,1.0,27.0,0.004992372793023458
28,Cu__5,0.004279012737839501,,1.0,28.0,0.004279012737839501
29,Cu__6,0.004538254144822322,,1.0,29.0,0.004538254144822322
30,Pb__1,0.007231163273370508,,1.0,30.0,0.007231163273370508
31,Pb__2,0.014381329094633674,,1.0,31.0,0.014381329094633674
32,Pb__3,0.021064612158500792,,1.0,32.0,0.021064612158500792
33,Pb__4,0.02516246901532146,,1.0,33.0,0.02516246901532146
34,Pb__5,0.025354076495961782,,1.0,34.0,0.025354076495961782
35,Pb__6,0.034447294029349235,,1.0,35.0,0.034447294029349235
