,PSPTOB0029
SRX1828913,-0.043590999000000005
SRX1828914,1.0380078793
SRX1828915,0.12192609060000001
SRX1828916,1.1232597811
SRX1828917,-0.0783350916
SRX1828918,0.8938907855
SRX3983989,1.7970944251
SRX3983990,1.6250247183000002
SRX3983993,5.558475206
SRX3983994,5.1800956148
SRX3983995,1.0858844419
SRX3983996,5.3905492794
SRX3983997,6.1097901346
SRX3983998,0.5900541529000001
SRX3983999,1.143461762
SRX3984000,1.9651449985
SRX3984001,6.4254178868
SRX3984002,6.6464334755
SRX3984003,6.2700078533
SRX3984004,0.8705939031000001
SRX3984005,1.2176303328
SRX3984006,6.7421647438
SRX3984007,4.8469494197
SRX3984008,1.2956851439000001
SRX3984009,0.5644737059
SRX3984010,7.0943865216
SRX3984011,0.9088124322000001
SRX3984012,1.0303693395
SRX3984013,1.1963355653
SRX3984014,1.21842848
SRX3984015,5.9266673705
SRX3984016,1.6810398521
SRX3984017,7.1945342276
SRX3984019,1.7322317566
SRX3984020,6.8981815139
SRX3984021,6.8899775008
SRX3984022,7.0199862276
SRX3984023,-0.6909953471
SRX3984024,1.3808343347
SRX3984025,1.502190559
SRX3984026,1.6502724748
SRX3984027,1.4631337587
SRX3984028,0.7289870886
SRX3984029,1.9711621499
SRX3984031,6.7635233119
SRX3984032,6.9311911746
SRX3984034,0.663100857
SRX3984035,2.718158857
SRX3984036,8.4906145267
SRX3984037,8.7241371529
SRX3984038,8.344800699
SRX3984039,8.518457406
SRX3984040,1.6613846798
SRX3984041,8.1857749444
SRX3984042,4.4442419325
SRX3984043,3.3320040802
SRX3984045,0.7655122451
SRX3984046,-0.3326380923
SRX3984047,7.1757445053
SRX3984048,6.2107782421
SRX3984049,5.9039522196
SRX3984050,5.5582550451
SRX3984051,6.937525735
SRX3984052,1.9740447078
SRX3984056,7.1302000088
SRX3984057,7.2645400728
SRX3984058,7.3098650596
SRX3984059,0.6823071747
SRX3984061,0.771171771
SRX3984062,0.927521165
SRX3984063,0.8483883914
SRX3984064,1.5450784871
SRX3984065,1.1808348197
SRX3984066,1.0708439347
SRX3984067,1.4263732088
SRX3984068,0.9120913314
SRX3984069,5.3413997162
SRX3984070,6.5145327006
SRX3984071,6.1394501028
SRX3984073,0.9234084769
SRX3984074,1.4815710912
SRX3984077,1.8963221908999999
SRX3984078,1.8317962535
SRX3984079,6.2565553239
SRX3984080,0.3605325824
SRX3984082,1.0187462671
SRX3984084,6.7644819122
SRX6997963,0.7356792581
SRX6997964,-0.3901140048
SRX6997965,0.13342501
SRX6997967,0.0195715495
SRX6997968,0.042926497
SRX6997969,-0.2264134582
SRX6997971,-0.7552508076000001
SRX6997972,-0.1182959999
SRX6997973,0.09305193710000001
SRX3159100,0.9192215425
SRX3159101,-0.0064056486
SRX3159102,-0.0269794247
SRX3159103,-0.8858364691
SRX3159000,-1.0571320148
SRX3159001,1.1075608373999999
SRX3159002,0.1178955275
SRX3159003,0.4885108724
SRX3159004,0.7001114921
SRX3159005,0.5038435696
SRX3159006,0.4067635442
SRX3159007,0.7126074333
SRX3159008,0.1471510207
SRX3159009,0.3569936747
SRX3159010,1.6142292404
SRX3159012,1.2025088551
SRX3159013,0.9938104640000001
SRX3159014,-0.8470744275000001
SRX3159015,0.209448726
SRX3159016,1.3533813515
SRX3159017,0.9043941126
SRX3159018,-0.7788776405000001
SRX3159019,-2.4233115967
SRX3159020,0.34376784930000004
SRX3159021,-0.7689272069
SRX3159022,1.1389667467
SRX3159023,1.5019840586000002
SRX3159024,0.6754956969
SRX3159025,1.58487745
SRX3159026,-0.6786356592
SRX3159027,1.1476422022000001
SRX3159028,1.0790470658
SRX3159029,0.9379728792
SRX3159030,0.4308524962
SRX3159034,-2.2146648068
SRX3159036,-0.1044185353
SRX3159037,0.5909325234
SRX3159041,0.0567799863
SRX3159042,0.7427171607
SRX3159043,1.2187893803
SRX3159045,0.5374298506
SRX3159047,-0.25653724850000004
SRX3159048,0.3372519403
SRX3159049,0.7435300828
SRX3159050,-1.0478098202
SRX3159051,-0.32299067340000004
SRX3159052,-1.1811806345
SRX3159053,0.1689997101
SRX3159054,1.007105885
SRX3159055,-3.0620449671
SRX3159056,1.0328133091
SRX3159057,-0.3173442748
SRX3159058,0.33598891810000003
SRX3159060,0.3520137197
SRX3159061,0.4080170675
SRX3159062,1.7054857701000001
SRX3159063,0.7657170444
SRX3159066,-0.7208978952
SRX3159069,-3.0620449671
SRX3159070,0.6177209901
SRX3159071,0.0554480226
SRX3159073,-0.3140030263
SRX3159074,1.1384799657
SRX3159075,1.0701975623
SRX3159076,1.570415772
SRX3159080,-0.0919911019
SRX3159082,0.604509755
SRX3159083,0.1981312277
SRX3159086,-0.5076375779
SRX3159087,1.1844632278
SRX3159088,1.3211994587
SRX3159089,-0.24064099690000001
SRX3159090,0.3332608306
SRX3159091,-0.35417092580000004
SRX3159092,-3.0620449671
SRX3159093,1.2914795526
SRX3159094,0.9817102836
SRX3159095,-1.173900368
SRX3159096,0.6448131938
SRX3159097,-1.0068634365
SRX3159098,0.768631354
SRX3159099,-1.1668307633000001
SRX3158988,-0.2743818411
SRX3158989,0.49991838190000004
SRX3158990,-0.6540159907
SRX3158991,-0.4435942331
SRX3158992,0.2237137978
SRX3158996,0.0506680433
SRX3644656,-0.1957207836
SRX3644657,0.1027005254
SRX3644658,0.0930202582
SRX3644659,0.4190436151
SRX3644660,-0.15083915180000002
SRX3644661,0.0013843947
SRX3644662,0.4303813401
SRX3644663,-0.7488550925
SRX3644664,0.3337653889
SRX3644665,0.3678390427
SRX3644666,-0.2530335641
SRX3644667,0.12090636910000001
SRX3644668,-0.4685265086
SRX3644669,0.1841513583
SRX3644670,0.12484116270000001
SRX3644671,0.37720465950000004
SRX3644672,-0.1849123872
SRX3644673,-0.1316999213
