,-0.052773634288132636,-0.04221890743050611,-0.031664180572879584,-0.02110945371525306,-0.010554726857626533,-6.938893903907228e-18,0.010554726857626519,0.021109453715253045,0.03166418057287957,0.042218907430506096,0.05277363428813262,0.06332836114575915,0.07388308800338567,0.0844378148610122,0.09499254171863872,0.10554726857626523,0.11610199543389177,0.1266567222915183,0.13721144914914482,0.14776617600677133
thresh,-0.0580509977169459,0.0580509977169459,1,,,,,,,,,,,,,,,,,
unreg,2,6,31,229,1444,2651,873,155,52,34,29,26,12,10,5,2,2,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],"['alr' 'PP_3234' 'PP_1211' 'rbbA' 'PP_4870' 'PP_2115' 'PP_0585' 'clpB'
 'coq' 'rpe' 'rbsD' 'PP_3580' 'PP_0431' 'pcaR' 'PP_4249' 'arcD-II'
 'PP_2010' 'ccmD' 'ccmC' 'fpr-I' 'fdoG' 'PP_0181' 'PP_4115' 'cidB'
 'PP_1501' 'PP_2161']","['ccoN-I' 'cadA-II' 'dps' 'yhiI' 'PP_3822' 'ccmE' 'PP_5189' 'PP_0318'
 'PP_1500' 'adhP' 'PP_1407' 'PP_1729']","['PP_4103' 'arcB' 'PP_0319' 'PP_0563' 'PP_3640' 'PP_1130' 'PP_2107'
 'PP_2187' 'PP_0273' 'PP_3661']",['aruI' 'PP_2874' 'PP_2108' 'PP_3610' 'PP_3823'],['arcA' 'yfbS'],['norR' 'PP_5591'],[],['arcD-I'],[]
