,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-3.33333360913457e-11,2.1286704444758278,3.0,0.0,-0.9105888886,1.0,-1.5219154000000001,2.0,2.4325042885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-4.2413786607,1.8486182620825342,3.0,3.0,-3.2927932938,4.0,-3.0596131235,5.0,-6.3717295648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.5525632448333333,1.0383477266596586,3.0,6.0,-1.0140197197,7.0,-0.8941259177,8.0,-2.7495440971000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.229421046191072e-17,1.2678739737523907,21.0,9.0,-0.173717423,10.0,0.5364517576,11.0,-0.4512989472,12.0,0.4334607858,13.0,2.6315164494000003,14.0,-0.8245664119,15.0,-1.3130869537,16.0,-0.12245763300000001,17.0,-0.8445166668,18.0,0.8349324306,19.0,-1.1901527402,20.0,0.8091416844,21.0,0.3103823817,22.0,1.4923885852,23.0,0.387744921,24.0,-1.5520381512,25.0,-0.4643017394,26.0,-2.8952378367,27.0,0.15088665580000002,28.0,-0.0163612369,29.0,2.2608300885
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-1.6066832391190475,1.0216873050104884,21.0,30.0,-1.1199839398,31.0,-2.7716145462,32.0,-1.5806960686,33.0,-1.3633061213,34.0,-4.1444268923,35.0,-1.1664006337,36.0,-1.0441414968,37.0,-1.6069954587000002,38.0,-1.4943216892,39.0,-0.6344823182,40.0,-1.4051657057,41.0,-3.0239811019,42.0,-2.1778488081,43.0,-1.3705469784,44.0,-0.8378312252000001,45.0,-1.7817472757,46.0,1.1008808101,47.0,-1.6631983429,48.0,-2.3093168092,49.0,-1.2115219849,50.0,-2.1337014348
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-3.33333360913457e-11,0.4429815960227103,3.0,51.0,-0.43940992230000003,52.0,-0.0070589791,53.0,0.4464689013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-3.68291025175,0.8789755546620336,4.0,54.0,-2.3751438381,55.0,-4.223395602,56.0,-3.9639433874,57.0,-4.1691581795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.5508347376263628,4.0,58.0,0.14328680770000002,59.0,-0.0287485172,60.0,-0.7214752985,61.0,0.6069370080000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,1.6706083077750002,0.0584064357134754,4.0,62.0,1.7490264537,63.0,1.6772342299,64.0,1.6135195310000001,65.0,1.6426530165000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,3.3328746254500006,0.18889558023987557,4.0,66.0,3.5599434083,67.0,3.3506746278,68.0,3.0982190506,69.0,3.3226614151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-10.09569445575,0.365710008286739,4.0,70.0,-10.3565453515,71.0,-10.4556245615,72.0,-9.7112970846,73.0,-9.8593108254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,3.333326207647739e-11,1.554116261044754,6.0,74.0,-1.7355685999000001,75.0,-0.4836817262,76.0,-1.653311675,86.0,0.4558102029,88.0,1.5472214309,90.0,1.8695303675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
