,b1459_1
control__wt_glc__1,1.985917101
control__wt_glc__2,2.6290546361000002
fur__wt_dpd__1,1.2877989329
fur__wt_dpd__2,1.0519891135
fur__wt_fe__1,1.8628027015000002
fur__wt_fe__2,1.6480322067
fur__delfur_dpd__1,1.3935905198
fur__delfur_dpd__2,1.3214326834
fur__delfur_fe2__1,1.7167983376
fur__delfur_fe2__2,1.4509597001
acid__wt_ph5__1,1.1845896168
acid__wt_ph5__2,1.6196120014000002
acid__delgadx_ph5__1,1.6922671587
acid__delgadx_ph5__2,1.7552790534
acid__delgadw_ph5__1,1.7164804113
acid__delgadw_ph5__2,1.2318955026
acid__delgade_ph5__1,1.6127430931
acid__delgade_ph5__2,1.4962404621
oxidative__wt_pq__1,0.6591270189
oxidative__wt_pq__2,1.1047798962
oxidative__deloxyr_pq__1,1.3195828446
oxidative__deloxyr_pq__2,0.5936598855
oxidative__delsoxr_pq__1,0.0
oxidative__delsoxr_pq__2,1.0108476544
oxidative__delsoxs_pq__1,0.6759622819000001
oxidative__delsoxs_pq__2,1.4313983231
nac_ntrc__wt_csn__1,1.3088859003
nac_ntrc__wt_csn__2,1.1073469679
nac_ntrc__wt_cytd__1,1.5476004334
nac_ntrc__wt_cytd__2,0.9038028252
nac_ntrc__wt_gln__1,1.9173927935
nac_ntrc__wt_gln__2,1.6861659127
nac_ntrc__bw_delnac_csn__1,2.0984186059
nac_ntrc__bw_delnac_csn__2,0.3311312717
nac_ntrc__bw_delnac_cytd__1,0.9940885187
nac_ntrc__bw_delnac_cytd__2,1.5453303169
nac_ntrc__bw_delnac_gln__1,1.519200959
nac_ntrc__bw_delnac_gln__2,1.5974799017999999
nac_ntrc__bw_delnac_nh4__1,1.5433348568
nac_ntrc__bw_delnac_nh4__2,1.4430783868
misc__wt_no_te__1,1.4746524978
misc__wt_no_te__2,1.2471940936
misc__bw_delcbl__1,1.7452274493000002
misc__bw_delcbl__2,1.9813318527
misc__bw_delfabr__1,1.0374507054
misc__bw_delfabr__2,0.7673414388
misc__bw_delfadr__1,2.5722702014000003
misc__bw_delfadr__2,2.1968329592
misc__nitr_031__1,1.8153006186
omics__wt_glu__1,0.9226768228000001
omics__wt_glu__2,1.3738962657
omics__wt_gly__1,0.5735863849
omics__wt_gly__2,1.3006924778
omics__wt_thr__1,2.9718673575
omics__wt_thr__2,2.5631589413
omics__bw_ac__1,2.3299851826999998
omics__bw_ac__2,3.0875434107
omics__bw_fum__1,2.4215214738
omics__bw_fum__2,3.1073210592
omics__bw_glc__1,1.9302730262
omics__bw_glc__2,1.5545209727
omics__bw_pyr__1,2.7493201314
omics__bw_pyr__2,3.1031417434
ompr__wt_nacl__1,1.240523756
ompr__wt_nacl__2,1.5019616747
ompr__bw_delompr_nacl__1,1.3180039578
ompr__bw_delompr_nacl__2,1.4693483907
minspan__wt_ade__1,2.0063066146
minspan__wt_glc__1,2.5571792899
minspan__wt_glc__2,1.4510638152
minspan__wt_glc__3,2.1001444013
minspan__wt_glc__4,2.1887401274
minspan__wt_glc_anaero__1,0.0
minspan__wt_glc_anaero__2,2.6649321406
minspan__wt_trp__1,1.7177817747000002
minspan__bw_delcra_glc__1,1.4517171938
minspan__bw_delcra_glc__2,1.9671129820000002
minspan__bw_delcra_trp__1,2.8695647856
minspan__bw_delmntr__1,1.3648917555
minspan__bw_delnac_ade__1,2.3943944367
minspan__bw_delnac_glc__1,3.2082308665
cra_crp__wt_ac__1,1.7379071255
cra_crp__wt_ac__2,1.629253024
cra_crp__wt_fru__1,1.6852732672
cra_crp__wt_fru__2,1.411887073
cra_crp__delcra_ac__1,2.7941793475
cra_crp__delcra_ac__2,2.8520179066
cra_crp__delcra_fru__1,1.2019368707
cra_crp__delcra_fru__2,1.8221731278000002
cra_crp__delcra_glc__1,2.2229997233
cra_crp__delcra_glc__2,1.8573737037
rpoB__wt_031__1,2.529914657
rpoB__wt_044__1,0.6737675632
rpoB__wt_lb__1,1.9503227581
rpoB__wt_lb__2,1.1480707582
rpoB__rpoBE546V_031__1,2.3483909185
rpoB__rpoBE546V_044__1,2.5627807262999998
rpoB__rpoBE546V_lb__1,2.1846391444
rpoB__rpoBE546V_lb__2,2.3415087285
