,-0.07234954400802474,-0.0627029381402881,-0.053056332272551465,-0.04340972640481483,-0.033763120537078195,-0.02411651466934156,-0.014469908801604925,-0.00482330293386829,0.004823302933868345,0.01446990880160498,0.024116514669341615,0.03376312053707825,0.043409726404814886,0.05305633227255152,0.06270293814028816,0.07234954400802479,0.08199614987576143,0.09164275574349806,0.1012893616112347,0.11093596747897133
thresh,-0.038586423470946526,0.038586423470946526,3,,,,,,,,,,,,,,,,,
unreg,1,0,2,2,13,94,748,2389,1629,403,112,63,32,24,12,10,10,7,2,0
MmsR,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
RpoS,0,0,0,0,0,0,0,1,3,3,0,0,0,1,3,3,2,0,1,0
unreg_genes,['putA'],[],['putP' 'PA2107'],['PA1280' 'PA0677'],[],[],[],[],[],[],[],[],"['rcpA' 'PA1327' 'PA1733' 'PA1650' 'PA2118a' 'snr1' 'PA4648' 'PA2364'
 'PA3923' 'PA1190' 'PA0256' 'PA5460' 'PA4915' 'PA2771' 'PA2755a' 'PA1880'
 'PA2571' 'PA5359' 'pprB' 'PA2361' 'PA3688' 'PA2746' 'PA3957' 'PA0776'
 'gcvP1' 'PA0110' 'PA4925' 'PA0788' 'PA3430' 'PA4573' 'PA1837a' 'PA2174']","['PA2373' 'PA4362' 'PA4929' 'PA1860' 'PA1745' 'pmtA' 'phaC2' 'PA4294'
 'PA0109' 'PA4781' 'PA2360' 'PA1881' 'PA0173' 'PA0007' 'PA2573' 'PA2362'
 'PA0451' 'PA2363' 'PA1354' 'PA2370' 'PA1951' 'PA5059' 'PA4112' 'PA3311']","['PA4702' 'PA0587' 'PA2504' 'PA4703' 'PA0484' 'PA0586' 'PA2142a' 'PA3250'
 'PA1887' 'PA1930' 'PA2572' 'PA3723']","['PA4607' 'PA2072' 'PA0050' 'PA1166' 'PA2371' 'PA0588' 'PA0174' 'PA3417'
 'PA2024' 'PA2369']","['PA0175' 'ldh' 'flp' 'PA1888' 'aer2' 'PA3415' 'PA0179' 'PA2937' 'PA0178'
 'PA2939']",['PA0459' 'PA0177' 'PA2368' 'PA3416' 'PA2367' 'PA1041' 'PA3451'],['PA2365' 'PA2366'],[]
MmsR_genes,[],[],[],[],[],[],[],[],[],[],[],['mmsA'],['mmsB'],[],[],[],[],[],[],[]
RpoS_genes,[],[],[],[],[],[],[],['pelE'],['pelA' 'pelG' 'pelC'],['pelB' 'pelD' 'pelF'],[],[],[],['coxA'],['PA0107' 'coIII' 'coxB'],['napB' 'napD' 'napC'],['napE' 'napA'],[],['napF'],[]
