,-0.08341801971428572,-0.06951501642857144,-0.05561201314285716,-0.041709009857142876,-0.027806006571428593,-0.01390300328571431,-2.7755575615628914e-17,0.013903003285714255,0.027806006571428538,0.04170900985714282,0.0556120131428571,0.06951501642857139,0.08341801971428567,0.09732102299999995,0.11122402628571423,0.12512702957142852,0.1390300328571428,0.15293303614285708,0.16683603942857136,0.18073904271428567
thresh,-0.0486605115,0.0486605115,2,,,,,,,,,,,,,,,,,
unreg,1,1,2,10,131,792,1297,366,91,42,24,13,9,10,6,5,1,0,0,0
SigB,0,0,0,1,0,0,4,0,1,4,4,1,1,2,0,1,0,0,0,0
unreg_genes,['USA300HOU_RS04325'],['USA300HOU_RS02310'],['USA300HOU_RS01280' 'padR'],[],[],[],[],[],[],[],"['USA300HOU_RS14120' 'hutG' 'USA300HOU_RS01640' 'USA300HOU_RS09305' 'mtlA'
 'hoxN' 'clpL' 'USA300HOU_RS03690' 'rsbV' 'USA300HOU_RS13395' 'gntR'
 'USA300HOU_RS15095' 'USA300HOU_RS04260' 'USA300HOU_RS13995'
 'USA300HOU_RS13190' 'sceD' 'spaE' 'ydaT' 'wecD' 'sigB' 'rsbW'
 'USA300HOU_RS14000' 'yhbO' 'sqrdL']","['mutF' 'USA300HOU_RS01745' 'dapE' 'sqrdL' 'crtN' 'USA300HOU_RS03055'
 'USA300HOU_RS05390' 'yniA' 'spovG' 'ytpA' 'USA300HOU_RS12445' 'clfA'
 'yjgF']","['mtlD' 'crtB' 'poxB' 'yghA' 'USA300HOU_RS14440' 'USA300HOU_RS08645'
 'ydaG' 'mtlR' 'mtlF']","['USA300HOU_RS14615' 'crtP' 'cidB' 'ybbM' 'crtQ' 'opud2'
 'USA300HOU_RS08650' 'USA300HOU_RS01985' 'gdH' 'USA300HOU_RS11575']","['ohR' 'USA300HOU_RS14630' 'asp23' 'USA300HOU_RS01975' 'crtO'
 'USA300HOU_RS03270']","['ybbL' 'USA300HOU_RS11955' 'USA300HOU_RS00335' 'USA300HOU_RS11835'
 'USA300HOU_RS05375']",['USA300HOU_RS04330'],[],[],[]
SigB_genes,[],[],[],['USA300HOU_RS01175'],[],[],['adcA' 'porA' 'mgrA' 'USA300HOU_RS14005'],[],['USA300HOU_RS04305'],['USA300HOU_RS03660' 'ytxG' 'ywrF' 'USA300HOU_RS03375'],['USA300HOU_RS03670' 'USA300HOU_RS14645' 'yfhF' 'USA300HOU_RS14145'],['USA300HOU_RS13410'],['rbN'],['USA300HOU_RS04505' 'USA300HOU_RS03920'],[],['USA300HOU_RS11840'],[],[],[],[]
