,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,1.2948522489666667,2.7918510561054144,3.0,0.0,1.5848392584000002,1.0,-1.630674113,2.0,3.9303916015,,,,,,,,,,
1,LB__LBtran,4.224369294266666,1.5364494435096072,3.0,3.0,3.7313884366,4.0,2.9949178889,5.0,5.9468015573,,,,,,,,,,
2,LB__LBstat,11.3653815289,4.053794997213665,3.0,6.0,6.9531542924,7.0,12.2178179369,8.0,14.9251723574,,,,,,,,,,
3,LB__LBGexp,4.1624006736000005,0.7275163760121109,3.0,9.0,4.0007438959,10.0,3.529310025,11.0,4.9571480999,,,,,,,,,,
4,LB__LBGtran,7.455142651499999,4.137599011836009,2.0,12.0,10.3808669706,13.0,4.5294183324,,,,,,,,,,,,
5,LB__LBGstat,16.0475698794,1.4353714490654492,3.0,14.0,14.5447075261,15.0,17.4042652604,16.0,16.1937368517,,,,,,,,,,
6,Life Cycle__S0,2.377882651733333,1.787331428335456,3.0,17.0,0.4863862994,18.0,2.6086239772,19.0,4.0386376786,,,,,,,,,,
7,Life Cycle__S1,-3.761848241333334,1.7519266014006531,3.0,20.0,-2.9452239303,21.0,-2.5673221743,22.0,-5.7729986194,,,,,,,,,,
8,Life Cycle__S2,15.0213170304,1.8620235113472328,3.0,23.0,12.8743825593,24.0,15.9941073599,25.0,16.195461172,,,,,,,,,,
9,Life Cycle__S3,91.2387233757,0.5877637441159768,2.0,26.0,90.8231116465,27.0,91.6543351049,,,,,,,,,,,,
10,Life Cycle__S4,93.02070789563334,1.110209262359129,3.0,28.0,91.9498057305,29.0,94.1664384394,30.0,92.945879517,,,,,,,,,,
11,Life Cycle__S5,92.26869946883333,1.4007360193733567,3.0,31.0,90.6610718515,32.0,93.2264985981,33.0,92.9185279569,,,,,,,,,,
12,Life Cycle__S6,85.71216887488751,4.965746141045501,8.0,34.0,91.3741887198,35.0,89.9997123899,36.0,92.1575590984,37.0,84.9831777029,38.0,82.7414843644,39.0,78.1176250812,40.0,82.6215909041,41.0,83.7020127384
13,Life Cycle__S7,72.20496766403333,1.2590252889542457,3.0,42.0,73.5416108321,43.0,72.0318061139,44.0,71.0414860461,,,,,,,,,,
14,Life Cycle__S8,66.62885814,6.6865465274793285,2.0,45.0,71.3569605323,46.0,61.9007557477,,,,,,,,,,,,
15,Life Cycle__G135,18.38035308745,9.140447898412777,2.0,47.0,11.9170803954,48.0,24.8436257795,,,,,,,,,,,,
16,Life Cycle__G150,8.860811696166667,2.3698580496016857,3.0,49.0,10.6021669871,50.0,6.1620234172,51.0,9.8182446842,,,,,,,,,,
17,Life Cycle__G180,11.811803673766667,3.7922859926833894,3.0,52.0,12.6499850652,53.0,7.6705466711,54.0,15.114879285,,,,,,,,,,
18,Stress Time Course__C30,21.7232523039,0.8038193575887217,2.0,55.0,22.2916384225,56.0,21.1548661853,,,,,,,,,,,,
19,Stress Time Course__C90,3.6759455196,7.736682431216482,2.0,57.0,9.1466061306,58.0,-1.7947150914,,,,,,,,,,,,
20,Biofilm__BI,-1.30535846145,1.4508687396951212,2.0,59.0,-0.279439337,60.0,-2.3312775859,,,,,,,,,,,,
21,Biofilm__BC,20.377021567675,1.8253519871810846,4.0,61.0,18.0285782508,62.0,20.9200628886,63.0,22.4101896282,64.0,20.1492555031,,,,,,,,
22,Biofilm__Sw,3.4877289225499997,2.8603667405876645,2.0,65.0,5.5103136415,66.0,1.4651442036,,,,,,,,,,,,
23,Life Cycle__BT,60.0421472411,3.2605007460560085,2.0,67.0,62.3476694287,68.0,57.7366250535,,,,,,,,,,,,
24,Life Cycle__B36,56.20742120815,0.22831751546646345,2.0,69.0,56.0459763447,70.0,56.3688660716,,,,,,,,,,,,
25,Life Cycle__B60,46.79858895055,2.980796230115546,2.0,71.0,48.9063301782,72.0,44.6908477229,,,,,,,,,,,,
26,M9__M9exp,0.0,2.162140858736472,3.0,73.0,-2.4761238138,74.0,0.9615456559000001,75.0,1.5145781579,,,,,,,,,,
27,M9__M9tran,2.511991405066667,2.8909607472788013,3.0,76.0,3.5619441918,77.0,4.7312550525,78.0,-0.7572250291,,,,,,,,,,
28,M9__M9stat,49.482778220600004,13.178395175571357,3.0,79.0,64.6996035312,80.0,41.7951822114,81.0,41.9535489192,,,,,,,,,,
29,Supplement__M+G,7.093152934366667,6.896515875611244,3.0,82.0,15.0564163934,83.0,3.1534441589,84.0,3.0695982508,,,,,,,,,,
30,Supplement__Glu,0.21672566923333328,0.8839802612919261,3.0,85.0,-0.0031540815,86.0,1.1898924983999999,87.0,-0.5365614092000001,,,,,,,,,,
31,Supplement__Fru,2.4356813675000004,1.8340924589111423,3.0,88.0,0.7538445965,89.0,2.1619410812,90.0,4.3912584248,,,,,,,,,,
32,Supplement__Mal,5.4358850751,2.773021637773531,3.0,91.0,5.7012059147,92.0,8.0667102519,93.0,2.5397390587,,,,,,,,,,
33,Supplement__G+S,48.151072276549996,1.4199154142818478,2.0,94.0,47.1470404584,95.0,49.1551040947,,,,,,,,,,,,
34,Supplement__Pyr,46.69991871923333,4.2230003363495605,3.0,96.0,51.2336913211,97.0,45.9878350864,98.0,42.8782297502,,,,,,,,,,
35,Supplement__Gly,15.832283692733332,8.44311783779155,3.0,99.0,14.7506990644,100.0,7.9820766718,101.0,24.764075342,,,,,,,,,,
36,Supplement__Glucon,20.644888819600002,3.118044162380214,3.0,102.0,22.9800267467,103.0,17.1040209822,104.0,21.8506187299,,,,,,,,,,
37,Stressors__aero,0.9929830790999999,5.157739353601735,3.0,105.0,-1.7070655488000002,106.0,6.9402433338,107.0,-2.2542285477,,,,,,,,,,
38,Stressors__nit,17.892272863233334,9.491813787177371,3.0,108.0,25.1708716227,109.0,7.1564229803,110.0,21.3495239867,,,,,,,,,,
39,Stressors__ferm,18.8698590244,8.506407692037925,3.0,111.0,24.9160323984,112.0,9.1429068501,113.0,22.5506378247,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,8.4166572433,,1.0,114.0,8.4166572433,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,5.0335869847,,1.0,115.0,5.0335869847,,,,,,,,,,,,,,
