,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,-2.0473998761,0.41186164604750547,3.0,0.0,-1.6016714307000002,1.0,-2.4138768775,2.0,-2.1266513201,,
1,AB0057_PGcoculture__AB ,-3.469446951953614e-18,0.06902722558380367,4.0,3.0,0.0874831123,4.0,0.0223137255,5.0,-0.0624945869,6.0,-0.0473022509
2,AB0057_PGcoculture__ABPG,-0.45381642805000005,0.294070650460166,4.0,7.0,-0.5382169436,8.0,-0.8291206129,9.0,-0.170150704,10.0,-0.2777774517
3,AB5075_AZI__AZI_000,0.0,0.6203201078965198,2.0,11.0,0.4386325548,17.0,-0.4386325548,,,,
4,AB5075_AZI__preculture,-0.35494963310000005,0.21455834696623377,2.0,12.0,-0.5066652952,13.0,-0.203233971,,,,
5,AB5075_AZI__AZI_040,0.38321654315000003,0.2771038357476973,2.0,14.0,0.1872745418,18.0,0.5791585445,,,,
6,AB5075_AZI__AZI_028,1.29051638715,0.2548856204540509,2.0,15.0,1.4707477378,19.0,1.1102850365,,,,
7,AB5075_AZI__AZI_003,0.5243217046499999,0.3066667847338775,2.0,16.0,0.7411678677,20.0,0.3074755416,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.1559793832,0.29234151340594317,3.0,21.0,-0.019036805400000002,28.0,0.4934685983,29.0,-0.0064936433,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,3.3333326839487164e-11,0.24051603382920586,3.0,22.0,-0.2653165846,23.0,0.0615717608,24.0,0.2037448239,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.14303859143333333,0.3655795025557142,3.0,25.0,-0.463349746,26.0,0.2552323904,27.0,-0.2209984187,,
11,AB5075_VIR-O_LSO__VIR-O,-1.1564823173178713e-18,0.04123599568020149,3.0,30.0,0.0473191356,32.0,-0.028251070200000002,34.0,-0.0190680654,,
12,AB5075_VIR-O_LSO__LSO,-0.18233557020000002,0.1746068464265613,3.0,31.0,-0.29149541570000004,33.0,-0.2745570334,35.0,0.0190457385,,
13,AB5075_Zinc__Control,-9.25185853854297e-18,0.3354865124698657,3.0,36.0,-0.1794382348,37.0,0.3870449319,38.0,-0.20760669710000001,,
14,AB5075_Zinc__Zinc,-0.2966675513,0.3611946186846425,2.0,39.0,-0.0412643871,40.0,-0.5520707155,,,,
15,AB5075_biofilm+abx__planktonic,3.33333360913457e-11,2.2950698603842614,3.0,41.0,1.3807768981000001,42.0,1.2685492816,44.0,-2.6493261796,,
16,AB5075_biofilm+abx__biofilm,1.7794775700333334,1.0151170124052917,3.0,43.0,0.6134599355,45.0,2.2587332869,46.0,2.4662394877000002,,
17,AB5075_biofilm+abx__cip_biofilm,-1.5037446907000003,1.0723859549299484,3.0,47.0,-2.1915740133,48.0,-0.2681015093,50.0,-2.0515585495,,
18,AB5075_biofilm+abx__tet_biofilm,1.6582037915333334,0.5148795950322097,3.0,49.0,1.5866651797,51.0,2.2051116967,52.0,1.1828344982,,
19,AB5075_gigAB__kan_gigB,-0.2290309817666667,1.123102432798516,3.0,53.0,-0.7140748525,54.0,-1.0280984123,55.0,1.0550803195,,
20,AB5075_gigAB__gigB,-0.24650778513333335,0.07156692555102526,3.0,56.0,-0.29143764440000003,57.0,-0.16397784370000001,58.0,-0.2841078673,,
21,AB5075_gigAB__kan_gigA,0.2319290940333333,1.4830266914882198,3.0,59.0,1.9363502611,60.0,-0.4768258113,61.0,-0.7637371677,,
22,AB5075_gigAB__gigA,-0.6568074772333333,0.38682766674930613,3.0,62.0,-0.36696215860000003,63.0,-1.0960563369,64.0,-0.5074039362,,
23,AB5075_gigAB__kan_WT,-0.3037057565666667,0.7462520198502629,3.0,65.0,0.1449164176,66.0,-1.1651555144,67.0,0.1091218271,,
24,AB5075_gigAB__WT,0.0,0.7022339023865894,3.0,68.0,-0.2739277174,69.0,0.7979140519,70.0,-0.5239863345,,
25,AB5075_med__CA-MHB,-1.23316479365,0.4049643274096319,2.0,71.0,-1.5195178157,72.0,-0.9468117716000001,,,,
26,AB5075_med__CA-MHB_pH6,-1.2655668848000001,0.30643029789136783,2.0,73.0,-1.0488879432,74.0,-1.4822458264,,,,
27,AB5075_med__RPMI+_pH7,0.31889898665000005,2.9678730528202224,2.0,75.0,-1.7797041747,76.0,2.417502148,,,,
28,AB5075_med__RPMI+_pH6,0.09924913444999994,1.7903715338801292,2.0,77.0,1.3652329869,78.0,-1.166734718,,,,
29,AB5075_med__RPMI+_-HCO3,-0.6136943517,0.0937712022627417,2.0,79.0,-0.5473880987,80.0,-0.6800006047,,,,
30,AB5075_med__LB,0.0,0.08283226615606144,2.0,81.0,-0.0585712571,82.0,0.0585712571,,,,
31,AB5075_med__M9+AA,-1.0301016437000001,0.6717815060448146,2.0,83.0,-1.5051229021,84.0,-0.5550803853,,,,
32,AB5075_med__M9-AA,-0.25844806245,0.26378332666674265,2.0,85.0,-0.4449710415,86.0,-0.0719250834,,,,
33,AYE_adeB__WT,0.0,0.6783680500531623,3.0,87.0,0.77801873,88.0,-0.4677389856,89.0,-0.3102797444,,
34,AYE_adeB__adeB,0.06507309046666666,0.6845925098437379,3.0,90.0,-0.724406474,91.0,0.4250505727,92.0,0.4945751727,,
35,COL__0ug/ml,0.0,1.9458720445179867,2.0,93.0,1.375939318,94.0,-1.375939318,,,,
36,COL__0.25ug/ml,-1.1512790405,0.31771761136700305,2.0,95.0,-0.926618763,96.0,-1.375939318,,,,
37,COL__1ug/ml,-0.118436479,0.49047133789048447,2.0,97.0,-0.465252088,98.0,0.22837913,,,,
38,H2O2__0ug/ml,0.0,0.425048414322459,2.0,99.0,-0.3005546161,100.0,0.3005546161,,,,
39,H2O2__1.25ug/ml,1.1365181338,0.7525575722906441,2.0,101.0,0.6043795712000001,102.0,1.6686566964,,,,
40,H2O2__2.5ug/ml,1.8194812970499998,0.4257289304238495,2.0,103.0,2.1205171107,104.0,1.5184454834,,,,
41,H2O2__5ug/ml,-0.11932186245000001,0.46156603985939715,2.0,105.0,0.2070546143,106.0,-0.4456983392,,,,
42,MRP__0ug/ml,0.0,0.267451192424794,2.0,107.0,-0.1891165518,108.0,0.1891165518,,,,
43,MRP__25ug/ml,-0.49071216065,0.1996900888336246,2.0,109.0,-0.6319143766,110.0,-0.3495099447,,,,
44,MRP__100ug/ml,-0.12876957835,0.3129978988160927,2.0,111.0,0.09255335840000001,112.0,-0.3500925151,,,,
45,MRP__200ug/ml,-0.17862411414999999,0.29403737551648235,2.0,113.0,0.029291708000000003,114.0,-0.3865399363,,,,
46,growth__2h,0.0,0.17507729552849496,2.0,115.0,0.12379834290000001,116.0,-0.12379834290000001,,,,
47,growth__4h,-0.0437002594,0.04119104055419306,2.0,117.0,-0.0728267235,118.0,-0.014573795300000001,,,,
48,growth__6h,-0.1336024919,0.042201357268736805,2.0,119.0,-0.1634433578,120.0,-0.10376162600000001,,,,
49,growth__8h,-0.15928265265,0.47628961637853295,2.0,121.0,-0.4960702702,122.0,0.1775049649,,,,
50,growth__10h,-0.4960702702,0.0,2.0,123.0,-0.4960702702,124.0,-0.4960702702,,,,
51,mutants__WT,0.0,0.6179188584032669,2.0,125.0,0.436934615,126.0,-0.436934615,,,,
52,mutants__R7,-0.9504269975,0.4909920661733926,2.0,127.0,-1.297610817,128.0,-0.603243178,,,,
53,mutants__gacA,0.0319904755,0.21500538609583958,2.0,129.0,0.184022242,130.0,-0.12004129100000001,,,,
54,vacJ_LL-37__WT,0.0,0.4134969299960131,2.0,131.0,0.2923864832,132.0,-0.2923864832,,,,
55,vacJ_LL-37__WT+LL-37,0.6028526413499999,1.03675323622246,2.0,133.0,1.3359478851,134.0,-0.13024260240000002,,,,
56,vacJ_LL-37__vacJ,0.9291842004499999,0.4841113186265572,2.0,135.0,1.2715025967,136.0,0.5868658042,,,,
57,vacJ_LL-37__vacJ+LL-37,0.73839988695,0.041838567437235644,2.0,137.0,0.7088155522,138.0,0.7679842217,,,,
