,A,SoxS
tcs__del_btsR_pyruvate__2,-1.6990279799999999,-2.523669125
tcs__del_cpxR_etoh__1,-1.0588525016,0.34752646
tcs__del_cpxR_etoh__2,-0.9199077156000001,0.436447379
tcs__del_cpxR_lb__1,-2.2993704243,-1.103195701
tcs__del_cpxR_lb__2,-2.2402595527,-0.9909008530000001
tcs__del_cusR_CuSO4__1,7.863609311,3.846108953
tcs__del_cusR_CuSO4__2,8.2928552169,3.941056763
tcs__del_cusR_lb__1,-1.7275791666,-1.638954951
tcs__del_cusR_lb__2,-1.822009538,-1.701802844
tcs__del_kdpE_01-kcl__1,-0.88469043,-0.648167385
tcs__del_kdpE_01-kcl__2,-0.7894420983,-0.848737794
tcs__del_kdpE_115-kcl__1,0.5411191559,0.46014669500000005
tcs__del_kdpE_115-kcl__2,0.2954982917,0.29488519300000005
tcs__del_phoB_m9__1,-1.4192372651,-0.9819574860000001
tcs__del_phoB_m9__2,-1.6705652585,-0.92450918
tcs__del_phoB_m9p__1,-0.9668116047,4.230752743
tcs__del_phoB_m9p__2,-1.0221862487,4.250449333
tcs__del_rcsB_etoh__1,5.1303423104,4.333602433
tcs__del_rcsB_etoh__2,4.9621774347,4.335834053
tcs__del_rcsB_lb__1,-2.3208993216,-1.330868916
tcs__del_rcsB_lb__2,-2.1084906022,-1.4913091440000001
tcs__del_zraR_lb__1,-1.5747930483,-1.9667463010000001
tcs__del_zraR_lb__2,-1.4510361833,-1.4670823020000001
tcs__del_zraR_zncl2__1,2.3099446894,1.447072596
tcs__del_zraR_zncl2__2,2.3843349306,1.6338843889999999
tcs__wt_01-kcl__1,-0.08959292960000001,0.16350024600000002
tcs__wt_01-kcl__2,-0.5395225875,-0.067506891
tcs__wt_01xlb__1,-1.3615887905,-2.391574937
tcs__wt_01xlb__2,-1.6196949525000002,-2.93156975
tcs__wt_115-kcl__1,0.6122620669000001,0.82293586
tcs__wt_115-kcl__2,0.7215027007,0.9463325490000001
tcs__wt_CuSO4__1,6.5936674416,2.787193787
tcs__wt_CuSO4__2,7.0579916614,2.862182624
tcs__wt_etoh__1,1.8594638326,2.7495353
tcs__wt_etoh__2,2.1343341907,2.700702034
tcs__wt_lb__1,-2.1998275023,-0.703132792
tcs__wt_lb__2,-2.2297066089,-0.647027538
tcs__wt_LiAcet__1,-2.4344209012,-1.710515046
tcs__wt_LiAcet__2,-2.7030117126,-1.39528205
tcs__wt_LiCl__1,-2.1335992074,-0.889828425
tcs__wt_LiCl__2,-2.1089381406,-0.8948077860000001
tcs__wt_m9p__1,-0.6821281621,4.224606873
tcs__wt_m9p__2,-0.7136845191000001,4.209083213
tcs__wt_pyr__1,-0.8624401903000001,-2.053401277
tcs__wt_pyr__2,-1.1615305694,-2.328836856
tcs__wt_zncl2__1,2.575731234,2.957219253
tcs__wt_zncl2__2,2.5488639632,2.896607604
ros_tale__0_0_0pq__1,-0.9345611685,0.374964838
ros_tale__0_0_0pq__2,-1.3428262765,0.138400671
ros_tale__0_0_250pq__1,18.3931316577,6.882096773
ros_tale__0_0_250pq__2,18.6242452059,6.864570563
ros_tale__1_mid_250pq__1,10.5157112049,4.622763113
ros_tale__1_mid_250pq__2,10.2609780614,4.571465593
ros_tale__1_0_0pq__1,-2.903999181,0.168284863
ros_tale__1_0_0pq__2,-3.2945638015,0.538499289
ros_tale__1_0_0pq__3,-1.9287415636,0.153953253
ros_tale__1_0_0pq__4,-2.3127941610000002,-0.011815261
ros_tale__1_0_250pq__1,18.0577334317,6.250287073
ros_tale__1_0_250pq__2,17.9477373244,6.370929863
ros_tale__1_0_750pq__1,20.3082200168,4.367166433
ros_tale__1_0_750pq__2,20.466654852,4.378734083
ros_tale__1_1_0pq__1,-3.4187381047,-1.268847591
ros_tale__1_1_0pq__2,-3.3559681459,-0.731420469
ros_tale__1_1_250pq__1,12.9330324813,3.7453873030000002
ros_tale__1_1_250pq__2,13.2039110082,3.7251300130000002
ros_tale__1_1_750pq__1,13.1784989378,4.394505453
ros_tale__1_1_750pq__2,13.7015512451,4.606600393
ros_tale__1_2_0pq__1,-2.9369327538,-2.690839602
ros_tale__1_2_0pq__2,-2.5473483544,-1.995402112
ros_tale__1_2_250pq__1,12.0403781305,3.324876173
ros_tale__1_2_250pq__2,13.6469933479,3.599963933
ros_tale__1_2_750pq__1,16.1916532155,4.132775733
ros_tale__1_2_750pq__2,15.8522117155,4.119086833
ros_tale__1_3_0pq__1,-1.9197440306,0.188834945
ros_tale__1_3_0pq__2,-2.5329895611,-0.54134835
ros_tale__1_3_250pq__1,9.6715160625,1.524495757
ros_tale__1_3_250pq__2,11.3994258966,1.6893843
ros_tale__1_3_250pq__3,11.7474429319,1.8444846030000002
ros_tale__1_3_250pq__4,10.5771020556,2.821731579
ros_tale__1_3_750pq__1,11.1993355506,2.783192421
ros_tale__1_3_750pq__2,9.5383934973,2.62276942
ros_tale__1_4_0pq__1,-3.6697854916,-1.919244111
ros_tale__1_4_0pq__2,-3.3231279364,-2.069090983
ros_tale__1_4_250pq__1,10.2845839732,1.18104998
ros_tale__1_4_250pq__2,8.90464221,1.229682183
ros_tale__1_4_750pq__1,7.1123108722,2.221651553
ros_tale__1_4_750pq__2,11.3190736336,2.216978131
ros_tale__1_4_750pq__3,7.4679079072,1.703721205
ros_tale__1_4_750pq__4,11.2094986824,1.569319718
ros_tale__2_mid_250pq__1,12.2968315435,4.706333423
ros_tale__2_mid_250pq__2,9.9712354519,4.035551973
ros_tale__2_0_0pq__1,-2.0154537878,-0.39660562
ros_tale__2_0_0pq__2,-2.2598003905,-1.313909694
ros_tale__2_0_0pq__3,-1.0421735141,0.111748015
ros_tale__2_0_0pq__4,-1.1965888627,-0.11315140400000001
ros_tale__2_0_250pq__1,21.8625040611,6.796970193
ros_tale__2_0_250pq__2,21.7604062092,6.703893423
ros_tale__2_0_750pq__1,21.1180882811,5.665471743
ros_tale__2_0_750pq__2,20.4884332948,6.022356303
ros_tale__2_1_0pq__1,-1.6967725281,-1.521200783
ros_tale__2_1_0pq__2,-1.5328197603,-2.084854324
ros_tale__2_1_250pq__1,17.8110164168,2.213015147
ros_tale__2_1_250pq__2,19.5371370607,2.629326668
ros_tale__2_1_750pq__1,22.0012099371,3.925956803
ros_tale__2_1_750pq__2,22.1132619895,3.743257033
ros_tale__2_1_750pq__3,21.372813867,3.559111013
ros_tale__2_2_0pq__1,-3.6080574236,-0.919192526
ros_tale__2_2_0pq__2,-3.5469175494,-1.748638598
ros_tale__2_2_250pq__1,15.4113348097,3.401532774
ros_tale__2_2_250pq__2,14.1871492184,3.252499364
ros_tale__2_2_750pq__1,16.6190258709,3.936478773
ros_tale__2_2_750pq__2,10.8699414273,3.396344623
ros_tale__2_3_0pq__1,-3.2394416712,-2.214617473
ros_tale__2_3_0pq__2,-0.9058929396000001,-2.206793341
ros_tale__2_3_250pq__1,19.9537592046,2.614001316
ros_tale__2_3_250pq__2,21.0084298604,2.677335997
ros_tale__2_3_750pq__1,22.7884676437,3.546068103
ros_tale__2_3_750pq__2,23.6234158066,3.494357983
ros_tale__3_0_0pq__1,-4.3784663091,-2.099667548
ros_tale__3_0_0pq__2,-3.7580735699,-1.738866692
ros_tale__3_0_250pq__1,21.5343730431,3.041822232
ros_tale__3_0_250pq__2,22.7039604316,2.766275058
ros_tale__3_0_750pq__1,24.9332887328,6.618391263
ros_tale__3_0_750pq__2,23.7470049785,6.984065303
ros_tale__3_1_0pq__1,-3.1826509353,-0.785262777
ros_tale__3_1_0pq__2,-2.9021292637,-1.021157294
ros_tale__3_1_250pq__1,17.0914677761,3.276849419
ros_tale__3_1_250pq__2,15.0323622034,2.867569375
ros_tale__3_1_750pq__1,22.8089854683,5.018548353
ros_tale__3_1_750pq__2,20.3907800614,4.114530193
ros_tale__3_2_0pq__1,-1.1317662109,0.226887468
ros_tale__3_2_0pq__2,-1.1208625931,0.35529916
ros_tale__3_2_0pq__3,-0.8105939928,0.534479151
ros_tale__3_2_0pq__4,-0.4684059223,0.591765697
ros_tale__3_2_250pq__1,14.1953485121,5.087728743
ros_tale__3_2_250pq__2,11.211490048,4.919322103
ros_tale__3_2_750pq__1,11.4944211231,5.105638203
ros_tale__3_2_750pq__2,11.2201471335,5.202301673
ros_tale__3_3_0pq__1,-1.2863429304,-0.7816727560000001
ros_tale__3_3_0pq__2,-1.9478589721000001,-1.302073067
ros_tale__3_3_0pq__3,-1.3825318306,-1.24659369
ros_tale__3_3_0pq__4,-2.1985447358,-1.830275999
ros_tale__3_3_250pq__1,22.8512658408,3.519836153
ros_tale__3_3_250pq__2,22.5046820201,3.292267427
ros_tale__3_3_750pq__1,25.3290427097,3.889578833
ros_tale__3_3_750pq__2,24.755743859,3.836412293
ros_tale__3_4_0pq__1,2.3717246608,2.390555359
ros_tale__3_4_0pq__2,0.3628340377,1.936756827
ros_tale__3_4_250pq__1,13.8359296712,4.825792083
ros_tale__3_4_250pq__2,14.4592170555,5.003711513
ros_tale__3_4_750pq__1,14.8758757689,4.216471853
ros_tale__3_4_750pq__2,14.5627336697,4.414902303
pcoli__atASMT_325G__1,-2.1456590087,0.10529751100000001
pcoli__atASMT_325G__2,-2.2212811037,-0.00550229
pcoli__bpTDC__1,-3.4633081738,-0.13114905100000002
pcoli__bpTDC__2,-3.4694950922,-0.168981302
pcoli__BRCA__1,-3.9049113372,-0.19312478800000002
pcoli__BRCA__2,-3.9952741117,-0.35433374300000003
pcoli__BRCActrl__1,-4.307408025,-0.571761014
pcoli__BRCActrl__2,-4.0940037009,-0.6156341740000001
pcoli__BRCAswap__1,-2.6610651689,0.176818742
pcoli__BRCAswap__2,-2.6219569921,0.11751436800000001
pcoli__btAANAT__1,-2.151884251,-0.161869759
pcoli__btAANAT__2,-2.0990388726,-0.127157387
pcoli__btASMT__1,-3.2583762648,-0.039785221
pcoli__btASMT__2,-3.3146456577,-0.332717405
pcoli__CC1__1,-1.3147016098,0.002466729
pcoli__CC1__2,-1.4204421323,-0.061803778000000004
pcoli__ccCOMT__1,-2.8367382556000003,0.026709542000000003
pcoli__ccCOMT__2,-2.93250607,-0.298359735
pcoli__ckDDC__1,-1.8804987069,-0.7062870920000001
pcoli__ckDDC__2,-1.6820938794,-0.7392884420000001
pcoli__CNTF_belt__1,-2.3599773087,0.15312181900000002
pcoli__CNTF_belt__2,-2.4012506061,0.277622448
pcoli__cobPNMT__1,-1.6207349569,-0.061816936
pcoli__cobPNMT__2,-1.7410424930000001,-0.23807169300000003
pcoli__cvPhhB__1,-2.4126847029,-0.170567991
pcoli__cvPhhB__2,-2.5114454899,-0.361836916
pcoli__ggAANAT__1,-2.24138173,-0.14863014900000002
pcoli__ggAANAT__2,-1.9484338821,0.059139117000000005
pcoli__ggTPH__1,-2.8635911343,-0.37442969200000004
pcoli__ggTPH__2,-3.1869470603,-0.577497844
pcoli__hsAANAT__1,2.1136495915,1.279387843
pcoli__hsAANAT__2,2.2294013018,1.5253420750000002
pcoli__hsASMT__1,-3.7726384484,-0.24389233000000002
pcoli__hsASMT__2,-3.4261143003,-0.30398429800000004
pcoli__hsPNMT_mb__1,-0.3229012143,0.016882764
pcoli__hsPNMT_mb__2,0.0287600096,-0.061143473000000004
pcoli__hsTPH__1,-3.4083684066,-0.233697481
pcoli__hsTPH__2,-3.1694645073,-0.381448844
pcoli__hsTPH_E2K__1,-2.124593819,0.25720761400000003
pcoli__hsTPH_E2K__2,-1.9101938297,0.12312034000000001
pcoli__hsTPH_E2K_N91I_P99C__1,-3.3164078953000002,0.16141054700000002
pcoli__hsTPH_E2K_N91I_P99C__2,-3.3568921458,-0.047658632000000006
pcoli__hsTPH_N158trunc__1,-3.2371081775,-0.7147805490000001
pcoli__hsTPH_N158trunc__2,-3.4889231283,-0.657823273
pcoli__hsTPH_N174trunc__1,-2.7623849920000003,-0.103683494
pcoli__hsTPH_N174trunc__2,-2.6983138712,-0.10976928400000001
pcoli__hsTPH_Ntermtrunc__1,-2.9135291775,0.06896176
pcoli__hsTPH_Ntermtrunc__2,-2.3572389095,0.464116905
pcoli__hsTPH1__1,-1.5023209792,0.36652745400000003
pcoli__hsTPH1__2,-1.5604364852,0.420048648
pcoli__MBP__1,-2.7053460417,-0.9409211860000001
pcoli__MBP__2,-2.5711488108,-0.8459899790000001
pcoli__msCOMT__1,-3.9141257774,-0.545490098
pcoli__msCOMT__2,-3.8858707591,-0.88396567
pcoli__ocAANAT__1,-2.0994194634,-0.12009531200000001
pcoli__ocAANAT__2,-2.0418154166,-0.284033293
pcoli__osTDC_K374H__1,-0.4429491166,0.79578019
pcoli__osTDC_K374H__2,-0.1826188305,0.8668662760000001
pcoli__osTDC_K374L__1,-4.5876733592,-0.7942068170000001
pcoli__osTDC_K374L__2,-4.0594693051,-0.7376687310000001
pcoli__osTDC_K374Q__1,-2.4242584059,0.197401979
pcoli__osTDC_K374Q__2,-2.6220478615,0.116600405
pcoli__osTDC_L360V__1,-3.7738351523,-0.6472237980000001
pcoli__osTDC_L360V__2,-3.6426264666,-0.520926243
pcoli__pmTPH__1,-4.1374938612,-0.850457741
pcoli__pmTPH__2,-3.8567433684,-0.9096023580000001
pcoli__RFC__1,0.3247851597,0.746096049
pcoli__RFC__2,0.2771518062,0.6022976670000001
pcoli__RFCctrl__1,2.8280591258000003,1.645283858
pcoli__RFCctrl__2,2.7792119344,1.5733656520000001
pcoli__RFCnopause__1,2.3143917504,1.246867243
pcoli__RFCnopause__2,2.1660204445,1.110289425
pcoli__RFCpluspause__1,2.4415772898,1.292352879
pcoli__RFCpluspause__2,1.5718396612,0.97613528
pcoli__rnCOMT_sol__1,1.0866161447,1.059093087
pcoli__rnCOMT_sol__2,1.3923034654,1.2333814730000001
pcoli__rnPNMT__1,-4.0828670894,-0.40963714900000003
pcoli__rnPNMT__2,-4.5290053019,-0.60312375
pcoli__rnTDC__1,-3.6388175391,0.018525259000000002
pcoli__rnTDC__2,-3.8757049068000002,-0.189821924
pcoli__rnTDC_trunc__1,-3.4175352763,0.25856769
pcoli__rnTDC_trunc__2,-3.5343900490999998,0.053896874000000004
pcoli__saCOMT_T2A__1,-2.4627665837,0.133095878
pcoli__saCOMT_T2A__2,-2.1524529825,0.17979544900000002
pcoli__sfCOMT__1,-2.3849079887,0.035658513
pcoli__sfCOMT__2,-2.1871327335,-0.338038985
pcoli__sgAANAT_D63G__1,-1.3523144659000002,-0.5132871290000001
pcoli__sgAANAT_D63G__2,-1.4793656904,-0.38233531600000004
pcoli__ssDDC__1,-3.4464719082,-0.402503828
pcoli__ssDDC__2,-3.3342646882,-0.377511572
pcoli__TP53B__1,-2.6229181482,0.03104103
pcoli__TP53B__2,-2.7512958797,-0.12523525700000002
pcoli__WT__1,-1.0269537409,0.130260078
pcoli__WT__2,-1.2118190253,0.294831183
cck__glu_ale4__1,-0.3223113462,0.26456856
cck__glu_ale4__2,-1.1872806088,-0.313644026
cck__cck_ale1__1,-1.1557423044,-0.067945187
cck__cck_ale1__2,-1.475334237,-0.568632609
cck__cck_ale2__1,-1.610529954,-0.188668575
cck__cck_ale2__2,-1.3030256019,-0.152236101
cck_pgi__gmos_delpgi__1,-2.1599839747,-0.860551308
cck_pgi__gmos_delpgi__2,-1.5222860869,-0.6487568850000001
cck_pgi__pgi_ale1__1,5.7451138959,1.719319606
cck_pgi__pgi_ale1__2,5.4177317641,1.20663836
cck_pgi__pgi_ale2__2,3.8184892187,0.524440837
cck_pgi__pgi_ale3__1,4.2854614299,-0.086321942
cck_pgi__pgi_ale3__2,3.3806964616,-0.857316256
cck_pgi__pgi_ale4__1,5.0790983145,0.040054583000000005
cck_pgi__pgi_ale4__2,3.8135060817,-0.681046092
cck_pgi__pgi_ale4__3,4.0919359886,-0.18162645
cck_pgi__pgi_ale5__1,5.4823765778,0.8763074590000001
cck_pgi__pgi_ale5__2,4.6934583703,0.678086014
cck_pgi__pgi_ale6__1,-0.30261373,-0.077226844
cck_pgi__pgi_ale6__2,-0.4612606111,-0.16537041
cck_pgi__pgi_ale7__1,-0.6328414799000001,0.005638298
cck_pgi__pgi_ale7__2,-1.4524652758,-0.19156609
cck_pgi__pgi_ale8__1,-0.20884579420000002,0.019290236000000002
cck_pgi__pgi_ale8__2,-0.8867887654000001,-0.316344505
cck_sdh__gmos_delsdhCB__1,-3.2456685891,-1.137044097
cck_sdh__gmos_delsdhCB__2,-2.8380230252,-1.012415519
cck_sdh__sdh_ale1__1,-0.147757246,0.146927356
cck_sdh__sdh_ale1__2,-0.19784260750000002,0.12298890200000001
cck_sdh__sdh_ale2__1,-0.4492673914,0.24292338800000002
cck_sdh__sdh_ale3__2,0.0864993279,0.15298118300000002
cck_sdh__sdh_ale3__1,-0.4714580269,0.324095735
cck_sdh__sdh_ale3__3,-0.5041097410000001,0.087402543
cck_pts__gmos_delptsHIcrr__2,-2.0311129787,-0.30490036200000004
cck_pts__gmos_delptsHIcrr__1,-1.227107559,-0.5985402390000001
cck_pts__pts_ale1__2,0.26816990350000003,0.7198674140000001
cck_pts__pts_ale1__1,0.4422627947,0.685817691
cck_pts__pts_ale2__2,0.1581927621,0.282276458
cck_pts__pts_ale2__1,0.2543716541,0.298081251
cck_pts__pts_ale3__2,-1.1912757171,-0.323380812
cck_pts__pts_ale3__1,-1.107721229,0.014594216
cck_pts__pts_ale4__2,-0.1594372206,0.131826398
cck_pts__pts_ale4__1,-0.3819076266,0.193065013
cck_gnd__gmos_delgnd__1,-4.3179991297,-1.291673516
cck_gnd__gmos_delgnd__2,-4.8468624309,-1.375323682
cck_gnd__gnd_ale1__1,-1.5120895883,-0.549308231
cck_gnd__gnd_ale1__2,-1.4102812727,-0.543453366
cck_gnd__gnd_ale2__1,-1.2465568385,-0.555975978
cck_gnd__gnd_ale2__2,-1.304134028,-0.247248664
cck_gnd__gnd_ale3__1,-1.469452026,-0.437270353
cck_gnd__gnd_ale3__2,-1.1994456495,-0.675408553
cck_tpiA__gmos_deltpiA__1,-3.605352157,-0.63343827
cck_tpiA__gmos_deltpiA__2,-4.4076146926,-0.65796839
cck_tpiA__tpiA_ale1__1,-2.1254115577,0.046043973
cck_tpiA__tpiA_ale1__2,-1.7824949334,0.031371996
cck_tpiA__tpiA_ale2__1,-1.8458645799000002,0.177936816
cck_tpiA__tpiA_ale2__2,-2.4226791451,-0.092953108
cck_tpiA__tpiA_ale3__1,-1.9986079562,0.07727566
cck_tpiA__tpiA_ale3__2,-1.5327877681,0.238834958
cck_tpiA__tpiA_ale4__1,-2.9683341582000002,-0.455727394
cck_tpiA__tpiA_ale4__2,-2.9914917534,-0.623139682
acid_tale__acid_ale1_pH7__1,-3.096179881,-0.419165043
acid_tale__acid_ale1_pH7__2,-3.2647950918,-0.881853422
acid_tale__acid_ale1_pH5__1,-2.2210768636,-0.194265347
acid_tale__acid_ale1_pH5__2,-2.6827142113,-0.36231434500000004
acid_tale__acid_ale2_pH7__1,-3.3039773881,-1.005225113
acid_tale__acid_ale2_pH7__2,-3.2166945843,-0.936067996
acid_tale__acid_ale2_pH5__1,-2.747465587,-0.081184144
acid_tale__acid_ale2_pH5__2,-2.3733926804,-0.205128572
acid_tale__low_Mg_ale_pH7__1,-4.2617417858,-1.296610072
acid_tale__low_Mg_ale_pH7__2,-4.3630692086,-1.6838819919999999
acid_tale__low_Mg_ale_pH5__1,-3.8570532089,-0.413577409
acid_tale__low_Mg_ale_pH5__2,-3.5889695759,-0.186342113
acid_tale__MES_ale_pH7__1,-2.2046422216,-0.5989636850000001
acid_tale__MES_ale_pH7__2,-2.437368653,-0.648870916
acid_tale__MES_ale_pH5__1,-1.8387703996,0.205797098
acid_tale__MES_ale_pH5__2,-2.6736141187999998,-0.18940647800000002
acid_tale__gmos_pH7__1,-2.8551762842,-0.8123936690000001
acid_tale__gmos_pH7__2,-2.5132090667,-0.7085165170000001
acid_tale__gmos_pH5__1,-2.9230185776,-0.053391768000000006
acid_tale__gmos_pH5__2,-2.1833642979,0.699450349
adnB__wt_adn__1,0.0428613611,-0.22835038800000002
adnB__wt_adn__2,0.3774498666,0.18016515800000002
adnB__delydhB_adn__1,-1.0511912751,-0.9846177970000001
adnB__delydhB_adn__2,-1.209622561,-1.015900726
ytf2__wt_glc__1,-1.6735229921,-0.026494432000000002
ytf2__wt_glc__2,-1.5271958658,0.287412851
ytf2__ybcM_glc__1,-2.2994844801,-0.87513723
ytf2__ybcM_glc__2,-1.9540053245000002,-1.074529107
ytf2__ydhB_glc__1,-1.4143294406,-0.497148619
ytf2__ydhB_glc__2,-1.3656324447000001,-0.393026468
ytf2__yfeC_glc__1,-1.7007875055000001,-0.7032562240000001
ytf2__yfeC_glc__2,-1.5310915881,-0.581204719
ytf2__yciT_glc__1,-2.106705158,-0.106060206
ytf2__yciT_glc__2,-1.9510785673000002,-0.105732742
ytf2__ydiZ_glc__1,-1.848760499,0.11680717500000001
ytf2__ydiZ_glc__2,-1.6809604966,0.07142813
ytf2__ynfL_glc__1,-1.4820780388,0.386795526
ytf2__ynfL_glc__2,-1.4231340596,0.212728311
misc2__dellon_glc__1,2.5791017181,-0.761153156
misc2__dellon_glc__2,1.9589097343000001,-1.431161694
ytf3__wt_glc2__1,-1.366364572,-0.546694723
ytf3__wt_glc2__2,-1.3156696666,-0.037461788
ytf3__wt_pH7_lactate__1,-1.7854017954999999,-0.471010423
ytf3__wt_pH7_lactate__2,-1.9225847587,-0.881380959
ytf3__wt_pH55_lactate__1,-1.8090437716,-0.54459765
ytf3__wt_pH55_lactate__2,-1.8026731193,-0.538303936
ytf3__wt_pH55_HCl__1,-1.3774513953,0.18945687600000002
ytf3__wt_pH55_HCl__2,-1.313022672,0.176078431
ytf3__dyieP_pH7__1,-1.4240982533,-0.081984544
ytf3__dyieP_pH7__2,-1.8087649854,-0.096770572
ytf3__dyieP_pH55__1,-1.3298957502,-0.503852329
ytf3__dyieP_pH55__2,-1.5819067189,-0.14810251200000002
