,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,3.617015784728319,0.3581168799029266,2.0,0.0,3.3637889104915915,1.0,3.870242658965047
1,RichMedia__BHIN_Growth_Mid,9.471122532164536,4.094393617328828,2.0,2.0,6.575949040504404,3.0,12.366296023824669
2,RichMedia__BHIN_Growth_Stat,13.530938601414643,1.2998711954731177,2.0,4.0,12.611790864426538,5.0,14.45008633840275
3,RichMedia__LBv2_Growth_Late,2.6022748916961884,0.12331664116439084,2.0,6.0,2.5150768584956995,7.0,2.6894729248966773
4,RichMedia__LBv2_Growth_Mid,1.0699774399824946e-14,0.07741633901901171,2.0,8.0,0.0547416182949906,9.0,-0.0547416182949692
5,RichMedia__LBv2_Growth_Stat,10.5261268375796,1.2224984396665997,2.0,10.0,9.661689900901374,11.0,11.390563774257826
6,RichMedia__MHB_Rich_Mid,28.298999248577218,1.7816144849072564,2.0,12.0,29.55879093231532,13.0,27.03920756483912
7,RichMedia__NBO_Rich_Mid,5.643274264934993,0.34377700900455743,2.0,14.0,5.400187210651842,15.0,5.886361319218144
8,Carbon__M9Na_Arabinose_Mid,1.1491060638567947,0.09153778866024875,2.0,16.0,1.2138330549532776,17.0,1.0843790727603118
9,Carbon__M9Na_Galactose_Mid,-2.660430766039333,0.04609931883511845,2.0,18.0,-2.62783362508294,19.0,-2.693027906995726
10,Carbon__M9Na_GlcNAcGrowth_Late,4.391986634889393,1.8724643240003118,2.0,20.0,5.716018855919898,21.0,3.0679544138588875
11,Carbon__M9Na_GlcNAcGrowth_Mid,2.1089361676721636,0.34331265249549114,2.0,22.0,2.351694872318866,23.0,1.8661774630254613
12,Carbon__M9Na_GlcNAcGrowth_Stat,1.8368279999236627,0.16268443950591754,2.0,24.0,1.7217927295554958,25.0,1.9518632702918297
13,Carbon__M9Na_GlcNAc_Mid,-5.869145204133556,1.0967581211784232,2.0,26.0,-6.644670308940236,27.0,-5.093620099326875
14,Carbon__M9Na_Gluconate_Mid,-5.512296293758421,0.9596450195238851,2.0,28.0,-4.833724792921186,29.0,-6.190867794595658
15,Carbon__M9Na_Glucosamine_Mid,-1.100120357326909,0.6958726290616883,2.0,30.0,-0.6080641024752782,31.0,-1.59217661217854
16,Carbon__M9Na_Glycerol_Mid,-0.26190406472957073,0.7918600370787116,2.0,32.0,0.2980255372394172,33.0,-0.8218336666985587
17,Carbon__M9Na_Maltose_Mid,-0.5683231398040081,1.8290237925700856,2.0,34.0,0.7249919868738367,35.0,-1.8616382664818527
18,Carbon__M9Na_Mannitol_Mid,2.200916551547898,1.199796208031426,2.0,36.0,3.0493005862888247,37.0,1.3525325168069708
19,Carbon__M9Na_Trehalose_Mid,0.05936007316856318,1.640392826664911,2.0,38.0,1.2192929647130908,39.0,-1.1005728183759644
20,Carbon__M9Na_ethanol_Mid,-1.5462755493170541,1.3570084521532821,2.0,40.0,-2.5058254279621006,41.0,-0.5867256706720076
21,Carbon__M9Na_fructose_Mid,3.135531935701215,0.25062119164431146,2.0,42.0,3.312747879821961,43.0,2.958315991580469
22,Carbon__M9Na_fumarate_Mid,-4.559000149499155,6.607315218225453,2.0,44.0,-9.231077545743446,45.0,0.1130772467451348
23,Carbon__M9Na_glucoseGrowth_Late,2.8221356321288145,0.26896747495038353,2.0,46.0,2.631946906672775,47.0,3.0123243575848533
24,Carbon__M9Na_glucoseGrowth_Mid,6.661338147750939e-16,1.0266494522076062,2.0,48.0,0.7259507895574534,49.0,-0.7259507895574521
25,Carbon__M9Na_glucoseGrowth_Stat,-0.3379231518507993,0.01852916925398048,2.0,50.0,-0.3510252530800422,51.0,-0.3248210506215564
26,Carbon__M9Na_ribose_Mid,-5.452195664600546,0.7028854217140705,2.0,52.0,-5.949210712691731,53.0,-4.95518061650936
27,Carbon__M9Na_succinate_Mid,1.7992139570230072,2.691515122668039,2.0,54.0,-0.1039746378817056,55.0,3.70240255192772
28,Carbon__M9Na_sucrose_Mid,-1.5961055009836032,0.6055661409308305,2.0,56.0,-2.024305425692762,57.0,-1.1679055762744444
29,TF__LBv2_HapROver_Late,-0.8993775078519808,0.054291178913702366,2.0,58.0,-0.8609878470834897,59.0,-0.9377671686204718
30,TF__LBv2_HapROver_Mid,5.821541331280592,1.1662964208482536,2.0,60.0,4.9968452232251925,61.0,6.646237439335992
31,TF__LBv2_HapROver_Stat,5.5011348157859725,0.08637890476927572,2.0,62.0,5.562213925099795,63.0,5.440055706472151
32,TF__LBv2_LuxOOver_Late,8.428205839332847,0.7414240399115963,2.0,64.0,7.903939872976631,65.0,8.952471805689061
33,TF__LBv2_LuxOOver_Mid,6.322058338060995,0.14408670207332858,2.0,66.0,6.423943022175852,67.0,6.220173653946139
34,TF__LBv2_LuxOOver_Stat,30.29054080974349,0.8144604095674134,2.0,68.0,30.866451288356583,69.0,29.7146303311304
35,TF__LBv2_QstROver_Late,7.300125771607295,1.0439946875148656,2.0,70.0,6.561910048542803,71.0,8.038341494671787
36,TF__LBv2_QstROver_Mid,8.54557148895698,0.1773805311385117,2.0,72.0,8.420144512538467,73.0,8.670998465375494
37,TF__LBv2_QstROver_Stat,20.668918232430226,0.9425358141279016,2.0,74.0,20.002444766749203,75.0,21.33539169811125
38,TF__LBv2_TfoXOver_Late,12.273058194442836,0.10095272771345445,2.0,76.0,12.344442552788298,77.0,12.201673836097372
39,TF__LBv2_TfoXOver_Mid,6.828711600648109,0.357988865067858,2.0,78.0,7.081847954726868,79.0,6.575575246569351
40,TF__LBv2_TfoXOver_Stat,33.759726720997335,0.14722842644052322,2.0,80.0,33.65562050227781,81.0,33.86383293971685
41,Stress-I__20-300-T1,-0.33917387143885014,0.8049753404564555,2.0,82.0,-0.9083773933635596,83.0,0.2300296504858593
42,Stress-I__20-300-T2,-0.07225238708704762,1.3868199351801955,2.0,84.0,0.9083773933635568,85.0,-1.052882167537652
43,Stress-II-1__LBv2_LowpH_Mid,28.633791421651587,0.24951269116962457,2.0,86.0,28.810223537569733,87.0,28.45735930573344
44,Stress-II-1__LBv2_highSalt_Mid,11.310401808650187,0.12166293502873389,2.0,88.0,11.396430495028063,89.0,11.224373122272311
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,-0.7810455837482212,0.22543546895476643,2.0,90.0,-0.6216386349303364,91.0,-0.940452532566106
46,Stress-III__R_wt,-3.899658373995862e-15,0.15324784113377735,2.0,92.0,-0.1083625876678966,93.0,0.1083625876678888
47,Stress-III__R_s,-7.212726285395444,4.64569693792344,2.0,94.0,-10.497730093538689,95.0,-3.9277224772522
48,Competence-condition__OSS_TfoXOver_Stat,5.406424831756657,2.085795623956802,2.0,96.0,6.881305061625738,97.0,3.931544601887576
49,Competence-condition__OSS_VectorOnly_Stat,1.609823385706477e-15,1.3701677328941047,2.0,98.0,0.9688548952924212,99.0,-0.968854895292418
50,Competence-Recovery__LBv2_TfoXOver_Recov,-5.833552498032251,0.22202784566536451,2.0,100.0,-5.990549893314471,101.0,-5.676555102750032
51,Competence-Recovery__LBv2_VectorOnly_Recov,-1.199040866595169e-14,9.660910022512285,2.0,102.0,6.831294989351505,103.0,-6.831294989351529
