,Value,list
TF,NarP,
reg_genes,32,"['ccmC' 'ccmG' 'adhB' 'cysG' 'ccmH' 'nirB' 'PN96_RS16880' 'adhE' 'ccmF'
 'moaD' 'ccmB' 'dcuA' 'PN96_RS16875' 'ccmD' 'aspA' 'ccmE' 'pflB' 'NarP'
 'ccmH' 'moaB' 'moaC' 'narQ' 'ccmA' 'moaE' 'moaA']"
comp_genes,8,['PN96_RS18305']
both_genes,7,['napA' 'napC' 'napD' 'nirD' 'napB' 'napF' 'nirC']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
