,SACI_RS04300
SRX5495523,-0.1445009660062091
SRX5495524,-0.5078194910567477
SRX5495525,1.2868282613082282
SRX5495526,1.4427001860137416
SRX6762909,-0.055687147179136254
SRX6762910,0.055687147179135366
SRX6762911,0.046806844164880346
SRX6762912,0.14557928522649632
SRX3467357,0.14830890098915894
SRX3467358,-0.14830890098915805
SRX3467359,0.012111929090925956
SRX3467360,-0.026044493854900708
SRX3565164,-0.0479679455474944
SRX3565165,1.0613041947375184
SRX3565166,0.6969454125057766
SRX3565167,1.1096843063525623
SRX3565168,0.8997297756698899
SRX3565169,0.9649469240294549
SRX3565170,0.8010892667842935
SRX3565171,0.3850922311400176
SRX3565172,1.131621319528456
SRX3565173,0.551300716424473
SRX3565174,0.8352439339603226
SRX3565176,1.1452195036368238
SRX3565177,1.271725552702895
SRX3565178,1.0321369821858095
SRX3565179,0.7704757675153662
SRX3565180,0.03323269907337334
SRX3565181,1.3432375761894428
SRX3565182,0.41038426649754456
SRX3565183,0.6345201351088061
SRX3565184,0.8839396285060186
SRX3565185,1.1164164446660774
SRX3565186,0.701345766694832
SRX3565187,1.513362977757806
SRX3565188,0.1732011111651488
SRX3565191,0.3853846092597859
SRX3565192,0.2574580354301457
SRX3565193,1.0263850175130589
SRX3565194,0.30691386108025753
SRX3565195,-0.057974845507635216
SRX3565197,0.6069640995538865
SRX3565198,1.308078685759682
SRX3565199,-0.16404086182030395
SRX3565200,-0.06395559513914327
SRX3565201,0.39825329379403307
SRX3565202,0.3065620067046346
SRX3565203,-0.19492546518028495
SRX3565204,0.08257581760730304
SRX3565205,0.2563896951959723
SRX3565206,0.01473524647412461
SRX3565208,0.9258597132700696
SRX3565209,0.9496126576099028
SRX3565210,0.17525395773392205
SRX3565211,0.03860307648396244
SRX4001511,0.6041073748748413
SRX4001513,-0.6041073748748413
SRX4001514,0.6565702545390231
SRX4001515,1.8533646642470265
SRX4001516,0.9103194649006898
SRX4001517,0.4094391764143524
SRX4001518,1.9528279448584251
SRX4001519,1.6800254283501417
SRX4001520,1.2664965991273291
SRX4001521,2.0124166386754965
SRX4001522,1.9713625398731656
SRX4001523,1.8718708356495668
SRX4001524,2.2952662559327823
SRX4001525,0.988316903803705
SRX4001526,1.1033561758576165
SRX4001528,0.3386002165706721
SRX3823521,-0.02264013345136906
SRX3823522,0.04691975005726157
SRX3823523,-0.024279616605894283
SRX3823524,-0.3811410070974679
SRX3823525,-0.6594332401689771
SRX3823526,0.046071975243363816
SRX3823527,-0.6014722886079129
SRX3823528,-0.4952766389492895
SRX3823529,-0.4642650493327922
SRX3823530,-0.048682323509074976
SRX3823531,0.28813226331336583
SRX3823532,0.36680296307820814
SRX3823533,-0.3383779925876791
SRX3823534,-0.3651780290086126
SRX3823536,-0.022329909115004654
SRX3823537,-0.15687367107099526
SRX3823538,-0.11386116184946625
SRX3823539,-0.6214305805865541
SRX5653264,-0.06865133517965649
SRX5653265,0.048412007806305724
SRX5653266,0.1535428146054052
SRX5653267,0.0343313023289511
SRX5653268,-0.1195929439204466
SRX5653269,0.08526164159149198
