,A,CreB
hot_tale__hot_ale9_44c__1,0.8186637958,0.7919653590000001
hot_tale__hot_ale9_44c__2,1.0509903558,0.91291172
hot_tale__hot_ale10_30c__1,2.013598888,-0.34595237
hot_tale__hot_ale10_30c__2,2.4042138441,-0.38613966800000005
hot_tale__hot_ale10_37c__1,1.5746079276,-0.21605955200000002
hot_tale__hot_ale10_37c__2,1.5069151647,-0.34079844400000003
hot_tale__hot_ale10_44c__1,1.5502668369000001,0.550523716
hot_tale__hot_ale10_44c__2,1.6768583485000002,0.338819203
hot_tale__hot_ale16_30c__1,2.2554425423,-0.701293386
hot_tale__hot_ale16_30c__2,2.2012969855,-0.396822559
hot_tale__hot_ale16_37c__1,1.1260661696,-0.337395496
hot_tale__hot_ale16_37c__2,1.4388345605000001,-0.188254257
hot_tale__hot_ale16_44c__1,1.4939354873,0.9067053380000001
hot_tale__hot_ale16_44c__2,2.0940974594,1.032892422
pdhr_ale__pdhR-13_51__1,0.5546069071,-0.364052095
pdhr_ale__pdhR-13_51__2,0.3892413521,-0.26725037
pdhr_ale__pdhR-14_46__1,1.2706052616,-0.353135279
pdhr_ale__pdhR-14_46__2,0.7474478165,-0.190306732
pdhr_ale__pdhR-15_51__1,1.2356747424,-0.28752530400000004
pdhr_ale__pdhR-15_51__2,1.1879501434,-0.409900566
pdhr_ale__pdhR-16_49__1,1.4346397385,-0.176429407
pdhr_ale__pdhR-16_49__2,0.9542732666,0.019624059000000003
tcs__del_atoC_LiAcet__1,-0.5664308705000001,-1.08130467
tcs__del_atoC_LiAcet__2,-1.094856945,-1.201848737
tcs__del_atoC_LiCl__1,-0.8913549414,-0.952639996
tcs__del_atoC_LiCl__2,-1.4881619191,-1.1349335520000001
tcs__del_atoC_m9__1,-0.1005596307,-1.02888645
tcs__del_atoC_m9__2,-0.2875328793,-0.8661964830000001
tcs__del_baeR_etoh__1,-1.1077702574,-1.000736237
tcs__del_baeR_etoh__2,-1.7322049943,-0.8746645510000001
tcs__del_baeR_lb__1,-0.7723046241,-0.945848784
tcs__del_baeR_lb__2,-0.17362459090000001,-0.978080877
tcs__del_btsR_01xlb__1,-0.45419544380000004,-2.5731753729999998
tcs__del_btsR_01xlb__2,-0.45672820620000004,-2.099692806
tcs__del_btsR_lb__1,-1.3523037867,0.040459356
tcs__del_btsR_lb__2,-1.4032946483,-0.038975377000000005
tcs__del_btsR_pyruvate__1,-0.7276524789000001,-2.103793425
tcs__del_btsR_pyruvate__2,-0.664162617,-2.23965733
tcs__del_cpxR_etoh__1,-0.0710180786,-0.578932448
tcs__del_cpxR_etoh__2,-0.22410922230000002,-0.5833307870000001
tcs__del_cpxR_lb__1,-0.8812174681,-1.166191602
tcs__del_cpxR_lb__2,-0.7406715036,-1.018525643
tcs__del_cusR_CuSO4__1,0.4559615032,-0.53655135
tcs__del_cusR_CuSO4__2,0.2685246725,-0.506467145
tcs__del_cusR_lb__1,-1.1463677805,-0.633923075
tcs__del_cusR_lb__2,-0.6303990190000001,-0.472961599
tcs__del_kdpE_01-kcl__1,0.0737048055,-0.572722433
tcs__del_kdpE_01-kcl__2,-0.5700586941,-0.48399921100000004
tcs__del_kdpE_115-kcl__1,-1.1460006845,-0.797853145
tcs__del_kdpE_115-kcl__2,-1.4313960736,-1.107690669
tcs__del_phoB_m9__1,-0.5258072145,-0.774061556
tcs__del_phoB_m9__2,-0.13711920290000001,-0.8396780380000001
tcs__del_phoB_m9p__1,2.4668423871,-1.561158747
tcs__del_phoB_m9p__2,2.6070576131000003,-1.473330982
tcs__del_rcsB_etoh__1,0.0821786256,-0.13902186600000002
tcs__del_rcsB_etoh__2,-0.464611841,-0.177801481
tcs__del_rcsB_lb__1,-0.6757738071,-0.36571078700000004
tcs__del_rcsB_lb__2,-1.0698268668,-0.501792945
tcs__del_zraR_lb__1,-0.7415459266000001,0.5220378290000001
tcs__del_zraR_lb__2,-0.5292289968,0.501429651
tcs__del_zraR_zncl2__1,-0.8350362005,0.31164244700000004
tcs__del_zraR_zncl2__2,-0.760906713,0.269461821
tcs__wt_01-kcl__1,-1.0456699634,-0.95868208
tcs__wt_01-kcl__2,-0.8154119181,-0.9558062030000001
tcs__wt_01xlb__1,-0.674341061,-2.298045182
tcs__wt_01xlb__2,-0.0629460785,-2.297619359
tcs__wt_115-kcl__1,-1.0284978854,-0.648364291
tcs__wt_115-kcl__2,-1.5045522245,-0.759238528
tcs__wt_CuSO4__1,0.0777903773,-0.623042183
tcs__wt_CuSO4__2,-0.3935286894,-0.538094851
tcs__wt_etoh__1,0.3940225955,0.137748489
tcs__wt_etoh__2,0.37245376750000003,0.19325561500000002
tcs__wt_lb__1,-0.0282703196,-0.506337969
tcs__wt_lb__2,-0.5868069347,-0.40976768
tcs__wt_LiAcet__1,-0.8331791469000001,-1.042726095
tcs__wt_LiAcet__2,-0.14930536900000002,-1.0335789420000001
tcs__wt_LiCl__1,-0.7170933281,-1.033473085
tcs__wt_LiCl__2,-0.5902029182,-0.8694620930000001
tcs__wt_m9p__1,2.51738175,-1.838590294
tcs__wt_m9p__2,2.3390887932,-1.538011033
tcs__wt_pyr__1,-0.23084209420000001,-2.13721586
tcs__wt_pyr__2,-0.1799791299,-2.013633309
tcs__wt_zncl2__1,-1.107367835,0.202885431
tcs__wt_zncl2__2,-0.9361852414,0.18692338900000002
ros_tale__1_112_0pq__1,1.1644449239,-0.872709171
ros_tale__1_112_0pq__2,0.4266149386,-1.036551512
ros_tale__1_112_250pq__1,-0.6253540360000001,-1.447221714
ros_tale__1_112_250pq__2,-0.5911048504,-1.172524676
ros_tale__1_112_750pq__1,-0.3836974913,-1.397207579
ros_tale__1_112_750pq__2,0.1853934119,-1.6226858050000001
ros_tale__1_112_750pq__3,0.2491008422,-1.6058633640000002
ros_tale__3_76_0pq__1,-0.1388541944,-0.712630799
ros_tale__3_76_0pq__2,-0.1876833909,-0.796914137
ros_tale__3_76_0pq__3,0.8890149495,-1.015544607
ros_tale__3_76_0pq__4,0.4843921364,-0.7943198130000001
ros_tale__3_76_250pq__1,-1.4399429261,-2.352712565
ros_tale__3_76_250pq__2,-1.2372128311,-2.12034265
ros_tale__3_76_750pq__1,-0.027837192,-2.035356834
ros_tale__3_76_750pq__2,-0.8276186773,-2.390459014
ros_tale__7_103_0pq__1,-0.1287663003,-1.230965939
ros_tale__7_103_0pq__2,-0.0104889903,-1.544169611
ros_tale__7_103_0pq__3,-0.2011725507,-1.109256585
ros_tale__7_103_0pq__4,-0.12318521410000001,-1.345192549
ros_tale__7_103_250pq__1,-0.0451613261,-1.964933366
ros_tale__7_103_250pq__2,-0.1637101027,-1.8661087680000001
ros_tale__7_103_750pq__1,-0.0325814699,-2.274313025
ros_tale__7_103_750pq__2,-0.2956984602,-2.169376706
ros_tale__9_77_0pq__1,-1.2208728888,-1.862802457
ros_tale__9_77_0pq__2,-0.4968630795,-1.8820245820000001
ros_tale__9_77_250pq__1,0.013427493200000001,-2.006870037
ros_tale__9_77_250pq__2,0.0494078312,-2.129131213
ros_tale__9_77_750pq__1,-1.1592510687,-2.41037682
ros_tale__9_77_750pq__2,-0.9870377917000001,-2.171960052
ros_tale__11_83_0pq__1,-2.2741496097000002,-1.6042798660000002
ros_tale__11_83_0pq__2,-2.1288533426,-1.7586186129999999
ros_tale__11_83_250pq__1,-2.0922091461,-1.998468353
ros_tale__11_83_250pq__2,-1.9947758003,-2.295515521
ros_tale__11_83_750pq__1,-1.8625495105,-1.898936312
ros_tale__11_83_750pq__2,-1.9633616291,-2.185675126
ros_tale__13_87_0pq__1,-0.8272719848000001,-1.561404064
ros_tale__13_87_0pq__2,-0.5520879879,-1.628551931
ros_tale__13_87_250pq__1,-1.3418442081,-1.9904567480000002
ros_tale__13_87_250pq__2,-1.0673226526,-2.051733315
ros_tale__13_87_750pq__1,-1.5079671421,-1.879154151
ros_tale__13_87_750pq__2,-1.593823301,-2.382291958
ros_tale__14_27_0pq__1,1.1733863657999999,-1.364836709
ros_tale__14_27_0pq__2,0.7824120971,-1.109778094
ros_tale__14_27_250pq__1,-1.0790280063,-2.111240152
ros_tale__14_27_250pq__2,-0.7603016810000001,-1.8916468380000002
ros_tale__14_27_750pq__1,-0.7176617105,-1.7473729370000002
ros_tale__14_27_750pq__2,0.138147414,-1.7569048299999999
ros_tale__16_28_250pq__1,0.279776684,-0.9410205720000001
ros_tale__16_28_250pq__2,0.8452736205,-0.64384863
ros_tale__16_32_0pq__1,-0.4713821736,-1.6582381050000001
ros_tale__16_32_0pq__2,-0.6469640401,-1.60379323
ros_tale__16_32_0pq__3,0.6038805700000001,-0.7274524560000001
ros_tale__16_32_0pq__4,0.77521434,-0.7364128830000001
ros_tale__16_32_250pq__1,0.3781732433,-0.85830277
ros_tale__16_32_250pq__2,0.35036688590000004,-0.8396405330000001
ros_tale__16_32_750pq__1,-0.7082356463,-2.6205918
ros_tale__16_32_750pq__2,-0.699822071,-1.795530672
ros_tale__17_104_0pq__1,-0.0899389612,-2.493836778
ros_tale__17_104_0pq__2,-0.2694330799,-2.390582023
ros_tale__17_104_250pq__1,-0.5306404139,-1.837213959
ros_tale__17_104_250pq__2,-1.5779316256,-1.819864434
ros_tale__17_104_250pq__3,-0.8785489025000001,-1.5104898709999999
ros_tale__17_104_250pq__4,-0.9816441761,-1.454634402
ros_tale__17_104_750pq__1,-0.5779313016000001,-2.000017424
ros_tale__17_104_750pq__2,-0.6659635811,-2.051098099
ros_tale__18_24_250pq__1,0.3684895905,-0.15961612800000002
ros_tale__18_24_250pq__2,0.6024747986,-0.272669855
ros_tale__18_36_0pq__1,-0.1805480659,-0.984868449
ros_tale__18_36_0pq__2,-0.5252628023,-1.099910949
ros_tale__18_36_0pq__3,-0.1293768043,-0.854269948
ros_tale__18_36_0pq__4,-0.4635555957,-0.606852767
ros_tale__18_36_250pq__1,-0.3216447817,-1.06496912
ros_tale__18_36_250pq__2,-0.2555671235,-0.856863828
ros_tale__18_36_750pq__1,0.4011399641,-2.276709905
ros_tale__18_36_750pq__2,0.28818838550000003,-2.076702091
ros_tale__19_91_0pq__1,1.4778728808000001,-1.9553515510000001
ros_tale__19_91_0pq__2,0.6651069095000001,-2.055505029
ros_tale__19_91_250pq__1,0.2166968622,-2.075913037
ros_tale__19_91_250pq__2,0.6955666967,-1.91181365
ros_tale__19_91_750pq__1,0.6388508383,-1.545675659
ros_tale__19_91_750pq__2,-0.1487568567,-2.12461896
ros_tale__19_91_750pq__3,0.2854747633,-0.6534614480000001
ros_tale__19_91_750pq__4,0.8988608617,-0.821462056
ros_tale__21_97_0pq__1,0.3157851306,-0.8332561580000001
ros_tale__21_97_0pq__2,0.48532712780000004,-1.456733187
ros_tale__21_97_250pq__1,0.48086939380000004,-2.035845706
ros_tale__21_97_250pq__2,0.4764564518,-2.113770046
ros_tale__21_97_750pq__1,0.3466483446,-1.769409315
ros_tale__21_97_750pq__2,0.4867749919,-1.862577404
ros_tale__25_111_0pq__1,0.5685218796,-0.994755975
ros_tale__25_111_0pq__2,-0.739696725,-0.5961293320000001
ros_tale__25_111_250pq__1,-0.0308693461,-1.4029587810000002
ros_tale__25_111_250pq__2,-0.1736302036,-1.321952248
ros_tale__25_111_750pq__1,-0.3661850594,-0.96975994
ros_tale__25_111_750pq__2,-0.024180963200000002,-0.839284431
ros_tale__29_119_0pq__1,-0.3235347456,-0.921027444
ros_tale__29_119_0pq__2,-0.3731741832,-1.153265868
ros_tale__29_119_250pq__1,-0.5656482696,-1.6426403600000001
ros_tale__29_119_250pq__2,-0.46278287440000004,-1.493882728
ros_tale__29_119_750pq__1,-0.5694141296,-1.269874618
ros_tale__29_119_750pq__2,-0.6860530439,-1.525468287
ros_tale__ALE4_0pq__1,-0.06567886340000001,-0.963434062
ros_tale__ALE4_0pq__2,0.0339607438,-0.897439465
ros_tale__ALE4_250pq__1,1.4177415777,-0.6726963880000001
ros_tale__ALE4_250pq__2,1.5590083339,-0.628321028
pcoli__atASMT_325G__1,1.0100691341,-0.09463769500000001
pcoli__atASMT_325G__2,0.9322993257000001,-0.263566155
pcoli__bpTDC__1,1.1030014766,-0.472771251
pcoli__bpTDC__2,0.6126153637,-0.667724241
pcoli__BRCA__1,1.6679343005,-0.5595309420000001
pcoli__BRCA__2,1.4435149913,-0.37621111300000004
pcoli__BRCActrl__1,0.1922063367,-0.359861466
pcoli__BRCActrl__2,-0.17686680330000001,-0.541642493
pcoli__BRCAswap__1,1.0514794625,-0.47733222500000005
pcoli__BRCAswap__2,1.2875241118,-0.6980029910000001
pcoli__btAANAT__1,0.9686912108,-0.5836157240000001
pcoli__btAANAT__2,1.0584405467,-0.727770251
pcoli__btASMT__1,1.0373652863,-0.74077503
pcoli__btASMT__2,0.9666491179000001,-0.6730604050000001
pcoli__CC1__1,0.9059716191,-0.5567393930000001
pcoli__CC1__2,0.8240814160000001,-0.768252143
pcoli__ccCOMT__1,1.4030377817000002,-0.36381171300000004
pcoli__ccCOMT__2,0.9481580754000001,-0.435858295
pcoli__ckDDC__1,0.8792615608000001,-0.639966798
pcoli__ckDDC__2,0.2790487772,-0.42195056900000005
pcoli__CNTF_belt__1,0.8411324315,-0.5944734890000001
pcoli__CNTF_belt__2,0.8597363135,-0.939790996
pcoli__cobPNMT__1,1.0839329498999999,-0.566487044
pcoli__cobPNMT__2,1.1620517442,-0.5853165730000001
pcoli__cvPhhB__1,1.3768542031,-0.114890976
pcoli__cvPhhB__2,1.3236197195,-0.38961125
pcoli__ggAANAT__1,0.9853455862,-0.440274928
pcoli__ggAANAT__2,1.2138363309,-0.39974930200000003
pcoli__ggTPH__1,0.5285682669,-0.5478654980000001
pcoli__ggTPH__2,0.6696050483,-0.46217910300000004
pcoli__hsAANAT__1,0.15471173,-1.012441712
pcoli__hsAANAT__2,0.8473206712,-1.052728608
pcoli__hsASMT__1,1.239347773,-0.352405146
pcoli__hsASMT__2,0.8839883164000001,-0.326292099
pcoli__hsPNMT_mb__1,0.9132607908,-0.432702018
pcoli__hsPNMT_mb__2,0.9984077109,-0.582862069
pcoli__hsTPH__1,1.4322437843,-0.53201138
pcoli__hsTPH__2,0.8494076007,-0.51172192
pcoli__hsTPH_E2K__1,0.47741168500000003,-0.638221251
pcoli__hsTPH_E2K__2,0.6509329605,-0.63137242
pcoli__hsTPH_E2K_N91I_P99C__1,1.0927656922,-0.661617764
pcoli__hsTPH_E2K_N91I_P99C__2,0.8195495323,-0.343356527
pcoli__hsTPH_N158trunc__1,0.0285447593,-0.5808590180000001
pcoli__hsTPH_N158trunc__2,0.1783408303,-0.580581219
pcoli__hsTPH_N174trunc__1,0.983345149,-0.546063105
pcoli__hsTPH_N174trunc__2,0.1812553562,-0.558523898
pcoli__hsTPH_Ntermtrunc__1,0.298286249,-0.19564187700000002
pcoli__hsTPH_Ntermtrunc__2,0.5630813967,-0.447756156
pcoli__hsTPH1__1,1.1029295902,-0.468567777
pcoli__hsTPH1__2,1.0490982489,-0.5879581930000001
pcoli__MBP__1,0.8459186343,-0.358490329
pcoli__MBP__2,0.6659005292,-0.802647544
pcoli__msCOMT__1,1.1489983856000001,-0.003696509
pcoli__msCOMT__2,1.1486358532,-0.247531668
pcoli__ocAANAT__1,0.9746005842000001,-0.699375332
pcoli__ocAANAT__2,1.0952580377,-0.48980136500000004
pcoli__osTDC_K374H__1,1.0699520664,-0.295001042
pcoli__osTDC_K374H__2,0.7715082796,-0.390146767
pcoli__osTDC_K374L__1,0.22977262180000002,-0.06718080700000001
pcoli__osTDC_K374L__2,0.0556425256,-0.325520859
pcoli__osTDC_K374Q__1,1.2185125141,-0.535243698
pcoli__osTDC_K374Q__2,1.1602235954,-0.511826883
pcoli__osTDC_L360V__1,1.3258818018,-0.512462446
pcoli__osTDC_L360V__2,0.9409240358000001,-0.462982386
pcoli__pmTPH__1,0.8993049345,-0.337384831
pcoli__pmTPH__2,0.5483448556,-0.552570145
pcoli__RFC__1,1.2909287293,-0.5850101990000001
pcoli__RFC__2,1.1883733836,-0.6685266390000001
pcoli__RFCctrl__1,1.1539867433,-0.767790571
pcoli__RFCctrl__2,1.1541576839,-0.817532232
pcoli__RFCnopause__1,0.3618852349,-0.8920650960000001
pcoli__RFCnopause__2,0.208675621,-0.835512955
pcoli__RFCpluspause__1,-0.8288694733,-0.709347257
pcoli__RFCpluspause__2,-1.3447334577,-0.8543904010000001
pcoli__rnCOMT_sol__1,1.0931026826,-0.744381061
pcoli__rnCOMT_sol__2,1.1704638367,-0.7488153670000001
pcoli__rnPNMT__1,1.1292623485,-0.604278556
pcoli__rnPNMT__2,0.5101544640000001,-0.598890562
pcoli__rnTDC__1,1.0988182001,-0.356723138
pcoli__rnTDC__2,0.9282701616000001,-0.574158759
pcoli__rnTDC_trunc__1,1.5879361921,-0.024624726000000003
pcoli__rnTDC_trunc__2,1.4658352457000001,-0.050960204
pcoli__saCOMT_T2A__1,1.1991967613,-0.011514557
pcoli__saCOMT_T2A__2,1.0336449035,-0.301032898
pcoli__sfCOMT__1,1.5553553432,-0.8150683660000001
pcoli__sfCOMT__2,1.771042429,-0.763422684
pcoli__sgAANAT_D63G__1,1.0993605588,-0.337716428
pcoli__sgAANAT_D63G__2,0.7532982960000001,-0.732159729
pcoli__ssDDC__1,1.0454999244,-0.670628322
pcoli__ssDDC__2,0.8172080079,-0.442759151
pcoli__TP53B__1,0.8837678715,-0.250470643
pcoli__TP53B__2,0.9215681662,-0.363908561
pcoli__WT__1,0.9036889652000001,-0.202014821
pcoli__WT__2,0.7075347142,-0.39817707
cck__glu_ale4__1,0.7963988683000001,-0.518058868
cck__glu_ale4__2,0.5771177,-0.491905087
cck__cck_ale1__1,1.5367948465999999,-0.658350442
cck__cck_ale1__2,0.5394924961,-0.40665817
cck__cck_ale2__1,1.6286052294000002,-0.6608381170000001
cck__cck_ale2__2,1.6805401993,-0.42101479999999997
cck_pgi__gmos_delpgi__1,0.8563700394,-0.272473993
cck_pgi__gmos_delpgi__2,0.6580640878,-0.432750334
cck_pgi__pgi_ale1__1,-0.9212799003000001,-0.25537961200000003
cck_pgi__pgi_ale1__2,-0.8247811982000001,-0.072595374
cck_pgi__pgi_ale2__1,-0.50430585,0.055142623
cck_pgi__pgi_ale3__1,-1.0984370377000001,-0.228374606
cck_pgi__pgi_ale3__2,-0.9792421647,-0.244860871
cck_pgi__pgi_ale4__1,-0.2935665523,0.10204637300000001
cck_pgi__pgi_ale4__2,-0.48140030770000003,0.11102289100000001
cck_pgi__pgi_ale4__3,-0.3181911718,0.041334746000000006
cck_pgi__pgi_ale5__1,-0.4814092723,-0.269728639
cck_pgi__pgi_ale5__2,-0.18646311070000002,-0.27706230600000004
cck_pgi__pgi_ale6__1,0.4551488065,-0.403913155
cck_pgi__pgi_ale6__2,0.3428083769,-0.5143507340000001
cck_pgi__pgi_ale7__1,0.6993309778,-0.28757025
cck_pgi__pgi_ale7__2,1.3993710862,-0.41287167
cck_pgi__pgi_ale8__1,0.5991007111000001,-0.7672985440000001
cck_pgi__pgi_ale8__2,0.7241036236,-0.654726043
cck_sdh__gmos_delsdhCB__1,-0.1739295679,-0.5304713710000001
cck_sdh__gmos_delsdhCB__2,0.1203872517,-0.40005289800000005
cck_sdh__sdh_ale1__1,1.7322962802,-0.09289512800000001
cck_sdh__sdh_ale1__2,1.9647808793000001,-0.282129248
cck_sdh__sdh_ale2__1,1.3118242157,-0.173851472
cck_sdh__sdh_ale3__1,1.7777387804,-0.14608811200000002
cck_sdh__sdh_ale3__2,1.3297248059,-0.22852496600000002
cck_sdh__sdh_ale3__3,1.6070107090999999,-0.37001142600000003
cck_pts__gmos_delptsHIcrr__1,0.6278784596,-1.111286497
cck_pts__gmos_delptsHIcrr__2,1.0437012362,-1.164715823
cck_pts__pts_ale1__1,1.3275907286,-0.9789739080000001
cck_pts__pts_ale1__2,1.5045271515,-1.120634223
cck_pts__pts_ale2__1,3.7148917676,-0.6040468050000001
cck_pts__pts_ale2__2,3.7155023215,-0.6184976630000001
cck_pts__pts_ale3__1,1.6311672268000001,-1.47095972
cck_pts__pts_ale3__2,1.0632643968,-1.290754367
cck_pts__pts_ale4__1,3.2745043837,-0.37675544400000005
cck_pts__pts_ale4__2,3.0873634385,-0.637364322
cck_gnd__gmos_delgnd__1,0.6943691111,-0.463702363
cck_gnd__gmos_delgnd__2,0.0690565984,-0.7854362410000001
cck_gnd__gnd_ale1__1,2.2268403826,-0.6813061760000001
cck_gnd__gnd_ale1__2,2.2392218929,-0.604805711
cck_gnd__gnd_ale2__1,1.6974301694,-0.8918533670000001
cck_gnd__gnd_ale2__2,1.5150139737,-0.645014023
cck_gnd__gnd_ale3__1,2.3007414082,-0.6089543190000001
cck_gnd__gnd_ale3__2,2.0830216204,-0.619427344
cck_tpiA__gmos_deltpiA__1,0.3794228214,-0.05748459400000001
cck_tpiA__gmos_deltpiA__2,1.3599484606,-0.18036422200000002
cck_tpiA__tpiA_ale1__1,-0.3089808724,-0.206781824
cck_tpiA__tpiA_ale1__2,-0.41558331060000003,-0.292556037
cck_tpiA__tpiA_ale2__1,0.3223045274,-0.35374226400000003
cck_tpiA__tpiA_ale2__2,-0.041760718,-0.5333720040000001
cck_tpiA__tpiA_ale3__1,0.9464928911,-0.529557305
cck_tpiA__tpiA_ale3__2,1.0319333984,-0.32719634400000003
cck_tpiA__tpiA_ale4__1,0.06275684000000001,-0.010280909000000001
cck_tpiA__tpiA_ale4__2,-0.21999237300000002,-0.129087178
acid_tale__acid_ale1_pH7__1,0.4334332246,-0.434939263
acid_tale__acid_ale1_pH7__2,-0.0857521857,-0.348191633
acid_tale__acid_ale1_pH5__1,0.0637975586,-0.6968323350000001
acid_tale__acid_ale1_pH5__2,-0.21083655910000001,-0.764522341
acid_tale__acid_ale2_pH7__1,0.6955518974,-0.055986535000000004
acid_tale__acid_ale2_pH7__2,0.4102345321,-0.0018037040000000002
acid_tale__acid_ale2_pH5__1,-0.35709867710000004,-0.08607635100000001
acid_tale__acid_ale2_pH5__2,-1.3927043088,-0.32601571100000004
acid_tale__low_Mg_ale_pH7__1,0.38344997680000004,-0.33310884900000004
acid_tale__low_Mg_ale_pH7__2,0.28271031280000003,-0.34935868800000003
acid_tale__low_Mg_ale_pH5__1,-0.4465189485,0.009616314
acid_tale__low_Mg_ale_pH5__2,-1.2388644931,-0.023523417
acid_tale__MES_ale_pH7__1,0.0597642241,-0.29652201100000003
acid_tale__MES_ale_pH7__2,0.22770482250000001,-0.470130761
acid_tale__MES_ale_pH5__1,0.040669499500000005,-0.41087446
acid_tale__MES_ale_pH5__2,0.2880497106,-0.128651408
acid_tale__gmos_pH7__1,0.10296413210000001,-0.44395933
acid_tale__gmos_pH7__2,0.23236680610000002,-0.447183302
acid_tale__gmos_pH5__1,-0.026648035100000002,-0.190706064
acid_tale__gmos_pH5__2,-0.21421480210000002,-0.125728706
adnB__wt_adn__1,1.6194239305,0.031696533
adnB__wt_adn__2,1.1971336477,-0.26650355600000003
adnB__delydhB_adn__1,1.9886136436,-0.5451909970000001
adnB__delydhB_adn__2,0.9465677593,-0.23014409600000002
ytf2__wt_glc__1,0.08850750360000001,-0.25357793700000003
ytf2__wt_glc__2,0.08321798650000001,-0.347817429
ytf2__ybcM_glc__1,-0.37491950160000004,-0.5762137930000001
ytf2__ybcM_glc__2,-0.824344399,-0.44617020500000004
ytf2__ydhB_glc__1,0.0638575375,-0.115968977
ytf2__ydhB_glc__2,-0.0419893865,-0.159777205
ytf2__yfeC_glc__1,0.5006477457,-0.252987419
ytf2__yfeC_glc__2,0.0625744975,-0.311872802
ytf2__yciT_glc__1,0.2068759117,-0.309614928
ytf2__yciT_glc__2,0.6062003295,-0.49592675100000005
ytf2__ydiZ_glc__1,-0.07839738980000001,-0.6184173900000001
ytf2__ydiZ_glc__2,-0.3099778836,-0.377137914
ytf2__ynfL_glc__1,0.3146549481,-0.35190490900000004
ytf2__ynfL_glc__2,0.0791295903,-0.10412262300000001
misc2__dellon_glc__1,-0.2118383034,-0.209039782
misc2__dellon_glc__2,0.2842983022,0.014771572
ytf3__wt_glc2__1,0.0778359613,-0.409671204
ytf3__wt_glc2__2,-0.21812664680000002,-0.226856056
ytf3__wt_pH7_lactate__1,-0.5832687858,-0.26510099600000003
ytf3__wt_pH7_lactate__2,-0.2306933156,-0.29417899200000003
ytf3__wt_pH55_lactate__1,0.4009388842,-0.24395607700000002
ytf3__wt_pH55_lactate__2,0.09532575060000001,-0.149129061
ytf3__wt_pH55_HCl__1,-0.0252861381,-0.079775516
ytf3__wt_pH55_HCl__2,0.07159206430000001,-0.211535364
ytf3__dyieP_pH7__1,0.1000598058,-0.25911030100000004
ytf3__dyieP_pH7__2,0.1954767885,-0.301947583
ytf3__dyieP_pH55__1,-0.5137548897,-0.19033075900000002
ytf3__dyieP_pH55__2,-0.7258135778,-0.20670474900000002
