,-0.12977639175,-0.11247287285,-0.09516935395000001,-0.07786583505000001,-0.06056231615000002,-0.04325879725000002,-0.025955278350000027,-0.008651759450000032,0.008651759449999963,0.025955278349999944,0.04325879724999995,0.06056231614999996,0.07786583504999994,0.09516935394999992,0.11247287284999993,0.12977639174999994,0.14707991064999992,0.1643834295499999,0.18168694844999989,0.19899046734999992
thresh,-0.08651759449999999,0.08651759449999999,2,,,,,,,,,,,,,,,,,
unreg,1,0,2,1,4,27,227,2558,2512,209,13,5,1,2,1,2,3,1,0,0
YdfF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
unreg_genes,['PA2481'],[],['PA2310' 'PA2482'],[],[],[],[],[],[],[],[],[],[],['PA5024' 'PA2202'],['cysD'],['sbp' 'PA2203'],['cysI' 'cysN' 'PA2204'],['PA1837'],[],[]
YdfF_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['cysT'],[],['cysW'],['cysA'],[]
