,PSPTO_RS28220
SRX1828913,-0.0796220653
SRX1828914,0.013694337800000001
SRX1828915,0.15381683340000002
SRX1828916,-0.4229567889
SRX1828917,-0.0741947681
SRX1828918,-0.24155808
SRX3983989,-0.1443514913
SRX3983990,-0.5944925112
SRX3983993,-2.0774502157
SRX3983994,-2.2146810466
SRX3983995,-0.7410145021
SRX3983996,-1.834864842
SRX3983997,-2.4837398739
SRX3983998,-0.65249026
SRX3983999,-0.094040042
SRX3984000,0.0537294782
SRX3984001,-2.1197317885
SRX3984002,-2.3000087153
SRX3984003,-2.8404942998
SRX3984004,-0.3109999592
SRX3984005,-0.5247134205
SRX3984006,-1.3569295476
SRX3984007,-2.4931127475
SRX3984008,-0.4248907306
SRX3984009,-0.5027593574
SRX3984010,-1.9383148311
SRX3984011,-0.7320942889000001
SRX3984012,-0.5712094763000001
SRX3984013,-2.0717803468
SRX3984014,-0.47659002600000006
SRX3984015,-1.1385097365
SRX3984016,0.3468399
SRX3984017,-1.7620765669
SRX3984019,-0.45752973410000003
SRX3984020,-2.3029881203
SRX3984021,-1.0358372878
SRX3984022,-2.6985476411000002
SRX3984023,0.2296818444
SRX3984024,-0.35739579250000003
SRX3984025,-0.7699742926
SRX3984026,-0.7726168623
SRX3984027,-0.1544208953
SRX3984028,-0.40303993
SRX3984029,-0.12811489480000002
SRX3984031,-1.6512253703000002
SRX3984032,-1.4702996395
SRX3984034,0.2176800898
SRX3984035,-2.9581680461
SRX3984036,-2.1829433799
SRX3984037,-2.2038734287
SRX3984038,-1.6748113305999999
SRX3984039,-1.1947937531
SRX3984040,-0.0507546091
SRX3984041,-1.8431243327
SRX3984042,-1.8465528749
SRX3984043,-1.9610660843
SRX3984045,0.15322252790000002
SRX3984046,-0.54645005
SRX3984047,-1.9370456861
SRX3984048,-1.5407975381
SRX3984049,-1.5942123534000001
SRX3984050,-1.7549092681
SRX3984051,-1.8804330609000002
SRX3984052,-1.0561548846
SRX3984056,-1.5705387757
SRX3984057,-2.1827245658
SRX3984058,-1.8554147719
SRX3984059,-0.9603184528
SRX3984061,-0.4632343533
SRX3984062,-0.0750247294
SRX3984063,-0.48325347700000004
SRX3984064,-0.6716955275000001
SRX3984065,-0.2171848365
SRX3984066,0.1888501361
SRX3984067,-0.7220160435
SRX3984068,-0.0293378005
SRX3984069,-2.3262978305
SRX3984070,-1.8575482388000002
SRX3984071,-1.9211075572
SRX3984073,-0.0004412371
SRX3984074,-0.1715885707
SRX3984077,-0.2613061829
SRX3984078,-0.39615856380000003
SRX3984079,-1.6543259498
SRX3984080,0.09908811590000001
SRX3984082,-0.588436865
SRX3984084,-2.1895849355
SRX6997963,0.31443825270000003
SRX6997964,-0.8788449840000001
SRX6997965,0.1372649012
SRX6997967,0.7500083315
SRX6997968,-0.9127427451000001
SRX6997969,-1.0592192727
SRX6997971,-1.0644465842
SRX6997972,1.9010452643
SRX6997973,-0.889052951
SRX3159100,1.1918692359
SRX3159101,0.32033405260000003
SRX3159102,-1.0851476141
SRX3159103,-0.42705567440000003
SRX3159000,-0.7114410955
SRX3159001,1.4476866031
SRX3159002,0.8945817915000001
SRX3159003,1.6522201778
SRX3159004,-0.4578973991
SRX3159005,-0.8133794684000001
SRX3159006,-2.3481475469
